,title,abstract,body
3088750,0.24329317,0.24329317,0.24329317
3200155,0.2356622,0.2356622,0.2356622
3748403,0.23221467,0.23221467,0.23221467
2647913,0.2291462,0.2291462,0.2291462
3649302,0.22595125,0.22595125,0.22595125
2516428,0.2218792,0.2218792,0.2218792
3215995,0.22122657,0.22122657,0.22122657
3097148,0.22045892,0.22045892,0.22045892
3614379,0.21815363,0.21815363,0.21815363
3295742,0.21800213,0.21800213,0.21800213
3860647,0.2144912,0.2144912,0.2144912
3145093,0.21430369,0.21430369,0.21430369
2277435,0.21316637,0.21316637,0.21316637
3336896,0.2118272,0.2118272,0.2118272
3145084,0.21024507,0.21024507,0.21024507
2596791,0.20684874,0.20684874,0.20684874
3389850,0.2055975,0.2055975,0.2055975
2905431,0.20255591,0.20255591,0.20255591
3858201,0.20209423,0.20209423,0.20209423
3014821,0.2013336,0.2013336,0.2013336
3195765,0.19810107,0.19810107,0.19810107
1687187,0.19671515,0.19671515,0.19671515
2397013,0.19425444,0.19425444,0.19425444
3015800,0.19181083,0.19181083,0.19181083
2867990,0.1915388,0.1915388,0.1915388
3521404,0.19084363,0.19084363,0.19084363
3492969,0.18994589,0.18994589,0.18994589
3809230,0.1883857,0.1883857,0.1883857
3489384,0.18578571,0.18578571,0.18578571
3169498,0.18511193,0.18511193,0.18511193
2806400,0.18374427,0.18374427,0.18374427
3030803,0.1833024,0.1833024,0.1833024
2475515,0.18300863,0.18300863,0.18300863
2740083,0.18265578,0.18265578,0.18265578
2689852,0.1808645,0.1808645,0.1808645
2994458,0.17991063,0.17991063,0.17991063
3037981,0.1797946,0.1797946,0.1797946
3259121,0.17904124,0.17904124,0.17904124
3866073,0.17864498,0.17864498,0.17864498
3307080,0.17652844,0.17652844,0.17652844
2799964,0.17574996,0.17574996,0.17574996
2700595,0.17547697,0.17547697,0.17547697
3860658,0.17446014,0.17446014,0.17446014
3445248,0.1744066,0.1744066,0.1744066
2827072,0.17400746,0.17400746,0.17400746
3080584,0.17384458,0.17384458,0.17384458
3878962,0.17295256,0.17295256,0.17295256
2934582,0.17279503,0.17279503,0.17279503
3248865,0.17182903,0.17182903,0.17182903
3765831,0.17178202,0.17178202,0.17178202
2850860,0.17167793,0.17167793,0.17167793
2850982,0.17110227,0.17110227,0.17110227
2740232,0.17097276,0.17097276,0.17097276
1892548,0.17070416,0.17070416,0.17070416
3018996,0.17034793,0.17034793,0.17034793
2929414,0.17034638,0.17034638,0.17034638
29048,0.17025459,0.17025459,0.17025459
3609955,0.16997556,0.16997556,0.16997556
3468117,0.1698751,0.1698751,0.1698751
3636075,0.16965762,0.16965762,0.16965762
3588206,0.1690821,0.1690821,0.1690821
3854980,0.16888765,0.16888765,0.16888765
2627451,0.16830055,0.16830055,0.16830055
2387157,0.16659717,0.16659717,0.16659717
3654137,0.16648552,0.16648552,0.16648552
1712221,0.16640137,0.16640137,0.16640137
3734730,0.16612385,0.16612385,0.16612385
3797604,0.16535982,0.16535982,0.16535982
3170179,0.16485697,0.16485697,0.16485697
2992067,0.16365778,0.16365778,0.16365778
3411373,0.16356629,0.16356629,0.16356629
3876309,0.16354792,0.16354792,0.16354792
2988962,0.16308583,0.16308583,0.16308583
2907361,0.16260307,0.16260307,0.16260307
3338082,0.16167301,0.16167301,0.16167301
2702950,0.16153885,0.16153885,0.16153885
3032247,0.16128948,0.16128948,0.16128948
3178469,0.16101237,0.16101237,0.16101237
3504246,0.1606586,0.1606586,0.1606586
3105458,0.16011627,0.16011627,0.16011627
3557185,0.15984468,0.15984468,0.15984468
2423720,0.15922302,0.15922302,0.15922302
3015409,0.159221,0.159221,0.159221
