pmcid	title	abstract	body
2931126	3.1588774	0.11445669	0.11445669
3012278	2.8737528	3.3271952	5.118604
3632500	2.8279567	0.11514128	0.11514128
3205072	2.7085068	3.4414113	3.7726188
3081356	2.5788946	3.7467127	4.865848
3628229	2.5179968	3.2848065	5.301318
3859883	2.4896247	3.878956	5.2749577
3170265	2.4825444	3.8562796	5.7431326
3201105	2.4259553	0.0	4.110774
3446054	2.4230804	2.776922	3.125024
2957620	2.419786	2.7761598	3.9085212
3277335	2.4179578	0.16552214	4.1192784
2809071	2.4005191	3.166425	4.405392
2760694	2.1818247	0.09424634	3.080626
3370327	2.1804378	0.10956605	5.2214475
3170633	2.1725557	3.2937293	4.225518
3556325	2.1682851	2.8412678	3.3602183
3468355	2.1486952	3.2698689	4.978751
2726499	2.1409297	3.11718	3.570688
3194749	2.10247	0.07047602	3.9387784
3473972	2.0730622	2.6709933	3.0927923
2915954	2.0551474	2.6530786	2.871585
3492684	2.0065582	2.3217807	2.5915115
2808664	2.0055711	2.3207936	3.4462452
3119976	2.001063	0.06459698	3.097183
2709971	2.0002108	2.934465	5.4655957
2957592	1.9922453	0.081674434	0.081674434
3381498	1.9779764	0.0	2.986219
3389887	1.976852	2.917528	4.529889
3250004	1.973705	0.0	2.9819474
1847828	1.9631083	2.604604	2.8591766
2936323	1.8573059	2.413763	2.775063
2740083	1.8098384	2.7536397	3.2432556
3275841	1.8084273	3.916	5.942965
3551643	1.808033	2.7181695	3.539269
3466160	1.7968925	2.0622737	2.50228
2693867	1.7954158	2.8005004	3.8379931
3507669	1.7731793	2.3434703	2.5725856
2740112	1.7722925	2.3957837	3.2141535
2635349	1.7656895	2.3910797	3.2866402
3174128	1.6304415	2.5259104	3.8041666
3392319	1.6303817	0.0	3.5751479
3666420	1.5106632	2.2735715	3.5289679
1262688	1.4613624	2.2837043	4.4840894
3177920	1.4594285	2.2308097	2.8758943
3179583	0.40653536	0.40653536	0.40653536
3366531	0.31966537	0.31966537	0.31966537
3033095	0.31287563	0.31287563	0.31287563
2135600	0.3123968	0.3123968	0.3123968
3247096	0.30630642	0.30630642	0.30630642
3162819	0.30095318	0.30095318	0.30095318
2686703	0.2967965	0.2967965	0.2967965
3564029	0.29665658	0.29665658	0.29665658
3681687	0.29548296	0.29548296	0.29548296
3320300	0.28877082	0.28877082	0.28877082
2634608	0.28589347	0.28589347	0.28589347
3849794	0.27711836	0.27711836	0.27711836
2135574	0.2769701	0.2769701	0.2769701
2636786	0.27340895	0.27340895	0.27340895
3114546	0.27029264	0.27029264	0.27029264
3385367	0.26977935	4.248991	6.510984
