pmcid,score,pmcid,score,pmcid,score
3660934,0.25526884,3660934,0.25526884,3660934,0.25526884
3603048,0.24080561,3603048,0.24080561,3603048,0.24080561
2684510,0.23824088,2684510,0.23824088,2684510,0.23824088
3420105,0.2366169,3420105,0.2366169,3420105,0.2366169
3614336,0.22810939,3614336,0.22810939,3614336,0.22810939
3380548,0.2206535,3380548,0.2206535,3380548,0.2206535
3769411,0.21748452,3769411,0.21748452,3769411,0.21748452
3107955,0.21564151,3107955,0.21564151,3107955,0.21564151
3313757,0.20262958,3313757,0.20262958,3313757,0.20262958
3850435,0.19217585,3850435,0.19217585,3850435,0.19217585
3425758,0.18165526,3425758,0.18165526,3425758,0.18165526
3171844,0.18093169,3171844,0.18093169,3171844,0.18093169
3500066,0.17929609,3500066,0.17929609,3500066,0.17929609
3573452,0.17840233,3573452,0.17840233,3573452,0.17840233
3681107,0.17839669,3681107,0.17839669,3681107,0.17839669
3551415,0.17682452,3551415,0.17682452,3551415,0.17682452
3830296,0.17516375,3830296,0.17516375,3830296,0.17516375
3677931,0.17249581,3677931,0.17249581,3677931,0.17249581
3425768,0.17220867,3425768,0.17220867,3425768,0.17220867
3099514,0.17096026,3099514,0.17096026,3099514,0.17096026
3485864,0.17071852,3485864,0.17071852,3485864,0.17071852
3259560,0.17068759,3259560,0.17068759,3259560,0.17068759
3885443,0.16634452,3885443,0.16634452,3885443,0.16634452
3159139,0.16549481,3159139,0.16549481,3159139,0.16549481
3129130,0.1647441,3129130,0.1647441,3129130,0.1647441
3661127,0.16203575,3661127,0.16203575,3661127,0.16203575
3334052,0.16073844,3334052,0.16073844,3334052,0.16073844
3884776,0.15936218,3884776,0.15936218,3884776,0.15936218
3682695,0.15931349,3682695,0.15931349,3682695,0.15931349
3034985,0.1588091,3034985,0.1588091,3034985,0.1588091
3622109,0.15824334,3622109,0.15824334,3622109,0.15824334
3393611,0.15689608,3393611,0.15689608,3393611,0.15689608
3250009,0.15680191,3250009,0.15680191,3250009,0.15680191
3775530,0.15676038,3775530,0.15676038,3775530,0.15676038
2732131,0.15542422,2732131,0.15542422,2732131,0.15542422
2918785,0.15516125,2918785,0.15516125,2918785,0.15516125
3262542,0.15496224,3262542,0.15496224,3262542,0.15496224
3746228,0.15403695,3746228,0.15403695,3746228,0.15403695
3420100,0.15302119,3420100,0.15302119,3420100,0.15302119
2858205,0.15206517,2858205,0.15206517,2858205,0.15206517
3830374,0.1515816,3830374,0.1515816,3830374,0.1515816
1852684,0.14880595,1852684,0.14880595,1852684,0.14880595
3072018,0.14859119,3072018,0.14859119,3072018,0.14859119
3031940,0.14835648,3031940,0.14835648,3031940,0.14835648
3463916,0.14766079,3463916,0.14766079,3463916,0.14766079
2695167,0.14743021,2695167,0.14743021,2695167,0.14743021
503388,0.14686868,503388,0.14686868,503388,0.14686868
3402675,0.14603707,3402675,0.14603707,3402675,0.14603707
3718650,0.14496423,3718650,0.14496423,3718650,0.14496423
3361852,0.1449498,3361852,0.1449498,3361852,0.1449498
2931786,0.14474885,2931786,0.14474885,2931786,0.14474885
2703243,0.1443224,2703243,0.1443224,2703243,0.1443224
3171842,0.1432532,3171842,0.1432532,3171842,0.1432532
2938572,0.14253701,2938572,0.14253701,2938572,0.14253701
2228297,0.14247674,2228297,0.14247674,2228297,0.14247674
3198526,0.14213249,3198526,0.14213249,3198526,0.14213249
2856356,0.14156348,2856356,0.14156348,2856356,0.14156348
3250018,0.14111078,3250018,0.14111078,3250018,0.14111078
3198743,0.14096184,3198743,0.14096184,3198743,0.14096184
2644670,0.14058718,2644670,0.14058718,2644670,0.14058718
3637209,0.14056793,3637209,0.14056793,3637209,0.14056793
547901,0.13921033,547901,0.13921033,547901,0.13921033
2881018,0.13877833,2881018,0.13877833,2881018,0.13877833
3870206,0.13867316,3870206,0.13867316,3870206,0.13867316
2582825,0.13866782,2582825,0.13866782,2582825,0.13866782
3895824,0.13854247,3895824,0.13854247,3895824,0.13854247
3813060,0.13795608,3813060,0.13795608,3813060,0.13795608
3241316,0.1372649,3241316,0.1372649,3241316,0.1372649
535935,0.1362978,535935,0.1362978,535935,0.1362978
2820022,0.1362472,2820022,0.1362472,2820022,0.1362472
3827496,0.13584498,3827496,0.13584498,3827496,0.13584498
3354872,0.13577673,3354872,0.13577673,3354872,0.13577673
3141718,0.13570267,3141718,0.13570267,3141718,0.13570267
3866722,0.13526823,3866722,0.13526823,3866722,0.13526823
2584194,0.1352521,2584194,0.1352521,2584194,0.1352521
3562182,0.13457628,3562182,0.13457628,3562182,0.13457628
3851743,0.1338874,3851743,0.1338874,3851743,0.1338874
3395361,0.13236356,3395361,0.13236356,3395361,0.13236356
2946585,0.13179746,2946585,0.13179746,2946585,0.13179746
3626918,0.1317893,3626918,0.1317893,3626918,0.1317893
1904206,0.13172597,1904206,0.13172597,1904206,0.13172597
3500071,0.13164818,3500071,0.13164818,3500071,0.13164818
3359316,0.13157506,3359316,0.13157506,3359316,0.13157506
3745863,0.13128814,3745863,0.13128814,3745863,0.13128814
3162256,0.130886,3162256,0.130886,3162256,0.130886
3039006,0.13087803,3039006,0.13087803,3039006,0.13087803
2667505,0.1302335,2667505,0.1302335,2667505,0.1302335
3193771,0.13008302,3193771,0.13008302,3193771,0.13008302
3198670,0.13007994,3198670,0.13007994,3198670,0.13007994
1198244,0.12977569,1198244,0.12977569,1198244,0.12977569
3555032,0.12883827,3555032,0.12883827,3555032,0.12883827
3500067,0.12798783,3500067,0.12798783,3500067,0.12798783
2778823,0.12766236,2778823,0.12766236,2778823,0.12766236
3875919,0.12742057,3875919,0.12742057,3875919,0.12742057
3411470,0.12735127,3411470,0.12735127,3411470,0.12735127
3378636,0.1266715,3378636,0.1266715,3378636,0.1266715
3358936,0.12663172,3358936,0.12663172,3358936,0.12663172
3516941,0.12554808,3516941,0.12554808,3516941,0.12554808
3442737,0.12546574,3442737,0.12546574,3442737,0.12546574
3764754,0.12540686,3764754,0.12540686,3764754,0.12540686
2921143,0.12492568,2921143,0.12492568,2921143,0.12492568
2821386,0.12457598,2821386,0.12457598,2821386,0.12457598
3773959,0.124473564,3773959,0.124473564,3773959,0.124473564
3169870,0.1241176,3169870,0.1241176,3169870,0.1241176
3749100,0.123779595,3749100,0.123779595,3749100,0.123779595
3342194,0.12310207,3342194,0.12310207,3342194,0.12310207
2654867,0.12294728,2654867,0.12294728,2654867,0.12294728
2824125,0.121964954,2824125,0.121964954,2824125,0.121964954
3203411,0.12173819,3203411,0.12173819,3203411,0.12173819
2063131,0.12166754,2063131,0.12166754,2063131,0.12166754
2905706,0.121555574,2905706,0.121555574,2905706,0.121555574
3723322,0.12153337,3723322,0.12153337,3723322,0.12153337
1574295,0.121519074,1574295,0.121519074,1574295,0.121519074
3093952,0.1214744,3093952,0.1214744,3093952,0.1214744
2886215,0.12079932,2886215,0.12079932,2886215,0.12079932
3408995,0.12042862,3408995,0.12042862,3408995,0.12042862
2700089,0.11894046,2700089,0.11894046,2700089,0.11894046
3376766,0.11850853,3376766,0.11850853,3376766,0.11850853
1459875,0.11850592,1459875,0.11850592,1459875,0.11850592
3432785,0.11790303,3432785,0.11790303,3432785,0.11790303
3874977,0.11770351,3874977,0.11770351,3874977,0.11770351
3253696,0.117682934,3253696,0.117682934,3253696,0.117682934
3750324,0.117498755,3750324,0.117498755,3750324,0.117498755
3636929,0.11749233,3636929,0.11749233,3636929,0.11749233
3180518,0.11690514,3180518,0.11690514,3180518,0.11690514
3500075,0.11623801,3500075,0.11623801,3500075,0.11623801
2886329,0.11610289,2886329,0.11610289,2886329,0.11610289
2875042,0.11573289,2875042,0.11573289,2875042,0.11573289
3683226,0.115580246,3683226,0.115580246,3683226,0.115580246
3350179,0.11534855,3350179,0.11534855,3350179,0.11534855
2386135,0.11504182,2386135,0.11504182,2386135,0.11504182
3040186,0.11503345,3040186,0.11503345,3040186,0.11503345
3005322,0.11475696,3005322,0.11475696,3005322,0.11475696
3021334,0.11466596,3021334,0.11466596,3021334,0.11466596
3616937,0.114439614,3616937,0.114439614,3616937,0.114439614
2788899,0.114334986,2788899,0.114334986,2788899,0.114334986
420464,0.114147276,420464,0.114147276,420464,0.114147276
3052714,0.11385294,3052714,0.11385294,3052714,0.11385294
3479947,0.11378425,3479947,0.11378425,3479947,0.11378425
3245397,0.11376963,3245397,0.11376963,3245397,0.11376963
2778448,0.11360636,2778448,0.11360636,2778448,0.11360636
2129137,0.113286674,2129137,0.113286674,2129137,0.113286674
