pmcid	title	abstract	body
3423659	4.30596	0.0	2.404513
3278424	3.529637	2.6274283	1.8396152
3766208	0.3017961	0.31264532	0.32164654
2891813	0.2628096	0.2809846	0.29067177
3665683	0.2373046	0.24583541	0.25291315
3224336	0.21244374	0.217643	0.22831489
3481657	0.2114455	0.2166203	0.22724204
3593478	0.20780697	0.21527737	0.22147533
3281795	0.20719872	0.21270189	0.22836396
2823607	0.20201856	0.21598946	0.22343585
3656774	0.19590773	0.20070228	0.2105435
2892520	0.19564664	0.20917687	0.2163884
2799431	0.19318712	0.20013194	0.20589386
3579948	0.19228344	0.19739045	0.21192507
3776740	0.18267746	0.18924446	0.19469294
3618938	0.17952372	0.18391728	0.19293547
516443	0.17884047	0.19120845	0.19780052
3381416	0.17778245	0.19007725	0.19663033
3183005	0.17777063	0.18575166	0.19513395
2840941	0.17756897	0.1819147	0.1908347
2082038	0.17691961	0.18327965	0.18855637
3453493	0.17662844	0.18884344	0.19535397
2671445	0.17649329	0.1811809	0.19452196
2375955	0.17407736	0.17833765	0.18708223
3849531	0.17369057	0.17830375	0.19143295
3265282	0.1733494	0.17795351	0.19105692
3375742	0.17309828	0.1773346	0.18603002
2949771	0.17201988	0.17820376	0.18333438
3848704	0.17111261	0.17565733	0.18859167
3877868	0.17033626	0.17450498	0.18306164
149387	0.16861129	0.17618111	0.18507999
3271049	0.16824894	0.1727176	0.18543546
3826618	0.16774885	0.17185426	0.18028095
3751878	0.16757485	0.17916375	0.18534055
3849150	0.16757059	0.17359455	0.17859246
3002144	0.16619872	0.17769244	0.18381853
3372330	0.16571337	0.17011468	0.18264088
2684118	0.16565394	0.171609	0.17654972
3748521	0.16552491	0.1695759	0.17789088
3342920	0.16518767	0.17661148	0.18270029
3395692	0.16492051	0.16930075	2.9031837
3123601	0.16481225	0.16918963	0.18164772
2020466	0.16415407	0.16817148	0.17641759
3120730	0.1634222	0.17075907	0.17938407
3026688	0.16303863	0.16889967	0.17376238
3810741	0.16245191	0.1667666	0.17904627
2865502	0.16124208	0.16518825	3.89773
3439710	0.16088915	0.17201568	0.17794606
3435125	0.1595968	0.16533409	0.17009418
3659284	0.15918042	0.16632684	0.17472798
3117262	0.15916942	0.16339694	0.17542848
3830506	0.15877067	0.16265634	0.170632
3161358	0.15823452	0.1624372	0.17439808
2000886	0.15787905	0.16174291	0.1696738
2781026	0.15760599	0.16850547	0.17431484
2799428	0.15758325	0.16848116	0.17428967
2140183	0.15752058	0.16841416	0.17422037
3710253	0.15726419	0.16111298	0.16901298
3246692	0.15703222	0.16267732	0.1673609
2744702	0.15699363	0.16785076	0.17363754
3675062	0.15698849	0.16263202	0.16731429
2702348	0.15672147	0.16055699	0.16842973
3507524	0.15661772	0.16744885	2.5117664
2653942	0.15625119	0.16186821	0.16652851
3161917	0.1562322	0.16324626	0.1714918
