,title,abstract,body
3546453,0.32614022,0.32614022,0.32614022
3403367,0.31088036,0.31088036,0.31088036
3542938,0.2629203,0.2629203,0.2629203
2687656,0.25802666,0.25802666,0.25802666
3439936,0.2528303,0.2528303,0.2528303
3808756,0.24392296,0.24392296,0.24392296
3671282,0.21654093,0.21654093,0.21654093
3863508,0.21528037,0.21528037,0.21528037
1375236,0.21370225,0.21370225,0.21370225
3420510,0.20429431,0.20429431,0.20429431
3262532,0.20329538,0.20329538,0.20329538
3532807,0.19577885,0.19577885,0.19577885
2740114,0.19528706,0.19528706,0.19528706
2987328,0.19126552,0.19126552,0.19126552
3564269,0.18725492,0.18725492,0.18725492
3194612,0.18710186,0.18710186,0.18710186
1896172,0.18703191,0.18703191,0.18703191
2518148,0.18698537,0.18698537,0.18698537
1459118,0.18698004,0.18698004,0.18698004
1397847,0.18536551,0.18536551,0.18536551
2901610,0.18448125,0.18448125,0.18448125
2390549,0.184383,0.184383,0.184383
2738311,0.18415584,0.18415584,0.18415584
2174495,0.182074,0.182074,0.182074
3866685,0.18205227,0.18205227,0.18205227
2929636,0.1812343,0.1812343,0.1812343
3764715,0.18090326,0.18090326,0.18090326
3420763,0.17977881,0.17977881,0.17977881
3834698,0.17794615,0.17794615,0.17794615
3279511,0.17572965,0.17572965,0.17572965
3800390,0.17513034,0.17513034,0.17513034
2613409,0.17510398,0.17510398,0.17510398
3571903,0.1749639,0.1749639,0.1749639
3459526,0.1748958,0.1748958,0.1748958
2650979,0.17436105,0.17436105,0.17436105
3551686,0.17331378,0.17331378,0.17331378
2966984,0.17252068,0.17252068,0.17252068
2474584,0.17157201,0.17157201,0.17157201
2930659,0.17091654,0.17091654,0.17091654
3045886,0.16882221,0.16882221,0.16882221
3544062,0.168606,0.168606,0.168606
3644260,0.16841197,0.16841197,0.16841197
3879014,0.1683836,0.1683836,0.1683836
2829599,0.16799974,0.16799974,0.16799974
476739,0.16769515,0.16769515,0.16769515
3808267,0.1676921,0.1676921,0.1676921
3193674,0.16750255,0.16750255,0.16750255
2874920,0.16693687,0.16693687,0.16693687
2211766,0.16681965,0.16681965,0.16681965
3544059,0.1649469,0.1649469,0.1649469
3853164,0.16476892,0.16476892,0.16476892
2936411,0.1642127,0.1642127,0.1642127
3640983,0.16301467,0.16301467,0.16301467
3322349,0.16189598,0.16189598,0.16189598
3221223,0.16123779,0.16123779,0.16123779
3446146,0.16029353,0.16029353,0.16029353
3827830,0.15903442,0.15903442,0.15903442
3880734,0.15838656,0.15838656,0.15838656
3548373,0.15677369,0.15677369,0.15677369
3163221,0.15646608,0.15646608,0.15646608
3120985,0.15533996,0.15533996,0.15533996
3019058,0.15470968,0.15470968,0.15470968
3263063,0.15447581,0.15447581,0.15447581
3334666,0.15336685,0.15336685,0.15336685
3492078,0.15312777,0.15312777,0.15312777
