,title,abstract,body
3311001,0.41895065,0.41895065,0.41895065
3121590,0.3871544,0.3871544,0.3871544
2740160,0.29872814,0.29872814,0.29872814
3860673,0.28115645,0.28115645,0.28115645
2908802,0.27511188,0.27511188,0.27511188
3628471,0.27065405,0.27065405,0.27065405
2846859,0.26147202,0.26147202,0.26147202
1636036,0.25709474,0.25709474,0.25709474
3504246,0.2494612,0.2494612,0.2494612
3606293,0.2425658,0.2425658,0.2425658
3177884,0.23369072,0.23369072,0.23369072
2241764,0.23326425,0.23326425,0.23326425
3468117,0.23056994,0.23056994,0.23056994
3700455,0.22859026,0.22859026,0.22859026
3556292,0.2211487,0.2211487,0.2211487
2804570,0.21886684,0.21886684,0.21886684
3543893,0.21473919,0.21473919,0.21473919
3150839,0.21274272,0.21274272,0.21274272
3846152,0.21261196,0.21261196,0.21261196
3567954,0.21019147,0.21019147,0.21019147
3469334,0.2092017,0.2092017,0.2092017
3353295,0.20650184,0.20650184,0.20650184
2702886,0.20587245,0.20587245,0.20587245
3099090,0.20569688,0.20569688,0.20569688
3756167,0.20294505,0.20294505,0.20294505
3683417,0.19967367,0.19967367,0.19967367
3830836,0.19835305,0.19835305,0.19835305
3825967,0.19758779,0.19758779,0.19758779
2700599,0.19674803,0.19674803,0.19674803
2908659,0.19605573,0.19605573,0.19605573
3817744,0.19572726,0.19572726,0.19572726
3156508,0.19504514,0.19504514,0.19504514
3845240,0.19443725,0.19443725,0.19443725
3443655,0.1929357,0.1929357,0.1929357
2443117,0.19204679,0.19204679,0.19204679
3765128,0.19113773,0.19113773,0.19113773
3295333,0.19042987,0.19042987,0.19042987
2599801,0.19017139,0.19017139,0.19017139
3093233,0.18990326,0.18990326,0.18990326
3601504,0.18452807,0.18452807,0.18452807
3395946,0.18350032,0.18350032,0.18350032
3874942,0.1829494,0.1829494,0.1829494
3614728,0.18022513,0.18022513,0.18022513
3095784,0.17982203,0.17982203,0.17982203
3437303,0.17937106,0.17937106,0.17937106
3858746,0.17848317,0.17848317,0.17848317
3763677,0.17829429,0.17829429,0.17829429
2330057,0.17709151,0.17709151,0.17709151
3385320,0.17632905,0.17632905,0.17632905
2984407,0.17628545,0.17628545,0.17628545
3200117,0.17586331,0.17586331,0.17586331
3430891,0.1757276,0.1757276,0.1757276
3227428,0.17474017,0.17474017,0.17474017
3519056,0.17356212,0.17356212,0.17356212
2630294,0.17327024,0.17327024,0.17327024
2729252,0.17259188,0.17259188,0.17259188
3075144,0.1722821,0.1722821,0.1722821
3265993,0.17206925,0.17206925,0.17206925
3335538,0.17124557,0.17124557,0.17124557
2830180,0.17122597,0.17122597,0.17122597
3189692,0.1710936,0.1710936,0.1710936
2700233,0.17108476,0.17108476,0.17108476
3571852,0.17061692,0.17061692,0.17061692
3580753,0.17033197,0.17033197,0.17033197
3004513,0.17022735,0.17022735,0.17022735
2745137,0.17017932,0.17017932,0.17017932
2729309,0.16985002,0.16985002,0.16985002
2576249,0.16981833,0.16981833,0.16981833
3175046,0.16964805,0.16964805,0.16964805
2646708,0.16894098,0.16894098,0.16894098
2682450,0.16863148,0.16863148,0.16863148
3095803,0.16863108,0.16863108,0.16863108
2847818,0.16805996,0.16805996,0.16805996
3212934,0.16785829,0.16785829,0.16785829
3634162,0.16756256,0.16756256,0.16756256
3426908,0.16734056,0.16734056,0.16734056
2783087,0.16729526,0.16729526,0.16729526
3195765,0.16704872,0.16704872,0.16704872
2660300,0.16655636,0.16655636,0.16655636
2648945,0.16653608,0.16653608,0.16653608
2839317,0.1665004,0.1665004,0.1665004
2628097,0.166128,0.166128,0.166128
2862020,0.16596255,0.16596255,0.16596255
3443664,0.16554466,0.16554466,0.16554466
3372001,0.16528796,0.16528796,0.16528796
3411311,0.16490687,0.16490687,0.16490687
2984347,0.16447772,0.16447772,0.16447772
2767158,0.16405019,0.16405019,0.16405019
3115887,0.16390114,0.16390114,0.16390114
2656981,0.16381322,0.16381322,0.16381322
3307080,0.16360453,0.16360453,0.16360453
3852630,0.16281481,0.16281481,0.16281481
2672271,0.16218668,0.16218668,0.16218668
3500003,0.1621645,0.1621645,0.1621645
3307435,0.16124712,0.16124712,0.16124712
2397013,0.16065282,0.16065282,0.16065282
3075827,0.1604239,0.1604239,0.1604239
3489801,0.15962887,0.15962887,0.15962887
3227694,0.15910634,0.15910634,0.15910634
3162699,0.1590909,0.1590909,0.1590909
2989946,0.15894458,0.15894458,0.15894458
2898974,0.15820718,0.15820718,0.15820718
3878495,0.15810134,0.15810134,0.15810134
3631787,0.15767555,0.15767555,0.15767555
3713330,0.15760174,0.15760174,0.15760174
3665058,0.15703538,0.15703538,0.15703538
3704959,0.15657309,0.15657309,0.15657309
3508577,0.1564434,0.1564434,0.1564434
3129113,0.15637664,0.15637664,0.15637664
2895172,0.15544248,0.15544248,0.15544248
3876522,0.15468866,0.15468866,0.15468866
3369671,0.1541555,0.1541555,0.1541555
3072006,0.15413056,0.15413056,0.15413056
3169763,0.15401609,0.15401609,0.15401609
3712003,0.15390278,0.15390278,0.15390278
3572695,0.15369587,0.15369587,0.15369587
3113190,0.1527598,0.1527598,0.1527598
1525177,0.15274979,0.15274979,0.15274979
2920084,0.1524686,0.1524686,0.1524686
2653027,0.15219638,0.15219638,0.15219638
3632177,0.15173203,0.15173203,0.15173203
2705356,0.15134788,0.15134788,0.15134788
3649624,0.15128002,0.15128002,0.15128002
2932730,0.15123862,0.15123862,0.15123862
3377020,0.15029699,0.15029699,0.15029699
2957856,0.15023878,0.15023878,0.15023878
3841528,0.15005799,0.15005799,0.15005799
3714936,0.14980572,0.14980572,0.14980572
3220812,0.14945167,0.14945167,0.14945167
2584009,0.14927775,0.14927775,0.14927775
3134918,0.14886446,0.14886446,0.14886446
1892548,0.14886229,0.14886229,0.14886229
3289835,0.14869322,0.14869322,0.14869322
3530518,0.14851677,0.14851677,0.14851677
2650678,0.14825293,0.14825293,0.14825293
3846115,0.14759997,0.14759997,0.14759997
2873547,0.14750454,0.14750454,0.14750454
2740038,0.14693254,0.14693254,0.14693254
3094313,0.1468931,0.1468931,0.1468931
2672241,0.14629552,0.14629552,0.14629552
3540647,0.14619581,0.14619581,0.14619581
3678496,0.1460668,0.1460668,0.1460668
2799964,0.1457888,0.1457888,0.1457888
3673860,0.14547601,0.14547601,0.14547601
3679758,0.145291,0.145291,0.145291
2572606,0.14524661,0.14524661,0.14524661
3579430,0.14488737,0.14488737,0.14488737
3169498,0.14483528,0.14483528,0.14483528
3375193,0.14434755,0.14434755,0.14434755
3463912,0.14391401,0.14391401,0.14391401
2678982,0.143666,0.143666,0.143666
2787203,0.1429499,0.1429499,0.1429499
2621140,0.14276539,0.14276539,0.14276539
2783161,0.14218257,0.14218257,0.14218257
2859736,0.14203408,0.14203408,0.14203408
3259121,0.14202133,0.14202133,0.14202133
2998524,0.14174448,0.14174448,0.14174448
3580349,0.14094417,0.14094417,0.14094417
3403857,0.1408804,0.1408804,0.1408804
3299191,0.1406239,0.1406239,0.1406239
3573792,0.14029361,0.14029361,0.14029361
3860030,0.14015606,0.14015606,0.14015606
3887575,0.14008287,0.14008287,0.14008287
2689852,0.13993852,0.13993852,0.13993852
3221195,0.13965908,0.13965908,0.13965908
555568,0.13949046,0.13949046,0.13949046
3231714,0.13923234,0.13923234,0.13923234
2762175,0.1390904,0.1390904,0.1390904
3439380,0.1389056,0.1389056,0.1389056
2850845,0.13875699,0.13875699,0.13875699
3012456,0.13846067,0.13846067,0.13846067
3537198,0.13830559,0.13830559,0.13830559
3088750,0.13826153,0.13826153,0.13826153
3015846,0.13794315,0.13794315,0.13794315
3282451,0.13782649,0.13782649,0.13782649
3523895,0.13752301,0.13752301,0.13752301
3860647,0.13713363,0.13713363,0.13713363
2740354,0.13674994,0.13674994,0.13674994
2672256,0.13662541,0.13662541,0.13662541
3649561,0.13659404,0.13659404,0.13659404
3018996,0.1364349,0.1364349,0.1364349
3445248,0.13638505,0.13638505,0.13638505
3789904,0.13583641,0.13583641,0.13583641
3336885,0.13571058,0.13571058,0.13571058
2887775,0.13538584,0.13538584,0.13538584
3213209,0.13516241,0.13516241,0.13516241
2930595,0.13492993,0.13492993,0.13492993
3649448,0.13476786,0.13476786,0.13476786
3492965,0.13471381,0.13471381,0.13471381
3088390,0.13455723,0.13455723,0.13455723
3800309,0.1344609,0.1344609,0.1344609
3369416,0.13435875,0.13435875,0.13435875
3539461,0.13429902,0.13429902,0.13429902
3560757,0.13429187,0.13429187,0.13429187
3030803,0.13426252,0.13426252,0.13426252
2630936,0.13403411,0.13403411,0.13403411
2691511,0.13399027,0.13399027,0.13399027
2769280,0.13394365,0.13394365,0.13394365
3124981,0.1337275,0.1337275,0.1337275
3227160,0.1332188,0.1332188,0.1332188
3482687,0.13296169,0.13296169,0.13296169
3502811,0.1328425,0.1328425,0.1328425
3747026,0.13240962,0.13240962,0.13240962
3746438,0.13224879,0.13224879,0.13224879
3800673,0.13205236,0.13205236,0.13205236
3854980,0.1320382,0.1320382,0.1320382
3616064,0.13182603,0.13182603,0.13182603
2851121,0.13181205,0.13181205,0.13181205
3860017,0.13164985,0.13164985,0.13164985
2656964,0.1316158,0.1316158,0.1316158
3666926,0.13120352,0.13120352,0.13120352
3193642,0.13114029,0.13114029,0.13114029
3038405,0.13105646,0.13105646,0.13105646
3530728,0.13079065,0.13079065,0.13079065
2687910,0.13075188,0.13075188,0.13075188
2966588,0.130737,0.130737,0.130737
3419663,0.1306833,0.1306833,0.1306833
3249338,0.13066958,0.13066958,0.13066958
3700151,0.13035303,0.13035303,0.13035303
3113180,0.13030511,0.13030511,0.13030511
2762184,0.13001157,0.13001157,0.13001157
3571614,0.1298883,0.1298883,0.1298883
3560522,0.12980103,0.12980103,0.12980103
3443276,0.1294461,0.1294461,0.1294461
3618906,0.12939693,0.12939693,0.12939693
