pmcid,score,pmcid,score,pmcid,score
3587910,0.19295765,3587910,0.19295765,3587910,0.19295765
2536182,0.18340594,2536182,0.18340594,2536182,0.18340594
3299121,0.18140239,3299121,0.18140239,3299121,0.18140239
3170633,0.17067473,3170633,0.17067473,3170633,0.17067473
2700434,0.16836457,2700434,0.16836457,2700434,0.16836457
2542347,0.16831592,2542347,0.16831592,2542347,0.16831592
3023754,0.16231485,3023754,0.16231485,3023754,0.16231485
3690791,0.16073893,3690791,0.16073893,3690791,0.16073893
3853387,0.15628716,3853387,0.15628716,3853387,0.15628716
2803948,0.15188639,2803948,0.15188639,2803948,0.15188639
3203060,0.151041,3203060,0.151041,3203060,0.151041
3276041,0.14415112,3276041,0.14415112,3276041,0.14415112
3789280,0.14337371,3789280,0.14337371,3789280,0.14337371
3161475,0.14188595,3161475,0.14188595,3161475,0.14188595
2740172,0.14099431,2740172,0.14099431,2740172,0.14099431
2772260,0.14071995,2772260,0.14071995,2772260,0.14071995
2827098,0.13903072,2827098,0.13903072,2827098,0.13903072
3677011,0.13722454,3677011,0.13722454,3677011,0.13722454
2740325,0.13509552,2740325,0.13509552,2740325,0.13509552
2783053,0.13468587,2783053,0.13468587,2783053,0.13468587
1276800,0.13275501,1276800,0.13275501,1276800,0.13275501
3716031,0.13196316,3716031,0.13196316,3716031,0.13196316
3177592,0.13159138,3177592,0.13159138,3177592,0.13159138
3336229,0.13150437,3336229,0.13150437,3336229,0.13150437
3206111,0.13134235,3206111,0.13134235,3206111,0.13134235
2946729,0.13081948,2946729,0.13081948,2946729,0.13081948
3090107,0.12931375,3090107,0.12931375,3090107,0.12931375
2822252,0.1290908,2822252,0.1290908,2822252,0.1290908
3225311,0.12848996,3225311,0.12848996,3225311,0.12848996
2948389,0.12837556,2948389,0.12837556,2948389,0.12837556
2621130,0.12781149,2621130,0.12781149,2621130,0.12781149
3535729,0.12734906,3535729,0.12734906,3535729,0.12734906
2904803,0.1272108,2904803,0.1272108,2904803,0.1272108
2954374,0.12691897,2954374,0.12691897,2954374,0.12691897
2600375,0.12538067,2600375,0.12538067,2600375,0.12538067
3085223,0.12518132,3085223,0.12518132,3085223,0.12518132
3219759,0.12503023,3219759,0.12503023,3219759,0.12503023
3808952,0.12495364,3808952,0.12495364,3808952,0.12495364
