,title,abstract,body
3340973,0.74958605,0.74958605,0.74958605
2740076,0.71639556,0.71639556,0.71639556
2975006,0.7137769,0.7137769,0.7137769
2740296,0.67384017,0.67384017,0.67384017
3846936,0.6629388,0.6629388,0.6629388
2546371,0.64694923,0.64694923,0.64694923
3431046,0.5640564,0.5640564,0.5640564
2783113,0.55665076,0.55665076,0.55665076
2546372,0.54480654,0.54480654,0.54480654
2365938,0.5377521,0.5377521,0.5377521
3542900,0.5179025,0.5179025,0.5179025
3295586,0.5172595,0.5172595,0.5172595
3888003,0.5129361,0.5129361,0.5129361
3789895,0.49350673,0.49350673,0.49350673
3015692,0.49337494,0.49337494,0.49337494
3110133,0.49016005,0.49016005,0.49016005
3738361,0.48995426,0.48995426,0.48995426
3310715,0.48640242,0.48640242,0.48640242
3596056,0.4810538,0.4810538,0.4810538
2644320,0.48021245,0.48021245,0.48021245
3015409,0.4790398,0.4790398,0.4790398
3676979,0.47815084,0.47815084,0.47815084
3319783,0.4763281,0.4763281,0.4763281
2467416,0.47315535,0.47315535,0.47315535
3113158,0.47214544,0.47214544,0.47214544
3551405,0.45761037,0.45761037,0.45761037
3649614,0.45622805,0.45622805,0.45622805
3277335,0.44810137,0.44810137,0.44810137
3639699,0.44780743,0.44780743,0.44780743
3555578,0.4423512,0.4423512,0.4423512
3073784,0.44231394,0.44231394,0.44231394
3205519,0.44044966,0.44044966,0.44044966
3267065,0.4353322,0.4353322,0.4353322
3777195,0.43252957,0.43252957,0.43252957
3072212,0.43229046,0.43229046,0.43229046
3445186,0.43167704,0.43167704,0.43167704
3418028,0.42942655,0.42942655,0.42942655
3735569,0.42623222,0.42623222,0.42623222
3015475,0.42418253,0.42418253,0.42418253
3770034,0.4241448,0.4241448,0.4241448
2782170,0.42174754,0.42174754,0.42174754
2908659,0.42154884,0.42154884,0.42154884
2556668,0.41227984,0.41227984,0.41227984
3857979,0.412007,0.412007,0.412007
3148888,0.41143495,0.41143495,0.41143495
3070637,0.41054958,0.41054958,0.41054958
2245959,0.41004813,0.41004813,0.41004813
3512262,0.40570354,0.40570354,0.40570354
3649187,0.40354747,0.40354747,0.40354747
3015416,0.40152523,0.40152523,0.40152523
3860047,0.40099812,0.40099812,0.40099812
2740171,0.3909527,0.3909527,0.3909527
2943109,0.38807973,0.38807973,0.38807973
3854998,0.384279,0.384279,0.384279
3015710,0.3838992,0.3838992,0.3838992
2882051,0.38124007,0.38124007,0.38124007
2700233,0.3808189,0.3808189,0.3808189
3638532,0.37984982,0.37984982,0.37984982
3047846,0.3798118,0.3798118,0.3798118
3326831,0.37845546,0.37845546,0.37845546
3043579,0.37764028,0.37764028,0.37764028
2740088,0.37701154,0.37701154,0.37701154
1887519,0.3767929,0.3767929,0.3767929
2672280,0.3759958,0.3759958,0.3759958
3172631,0.3755255,0.3755255,0.3755255
2442045,0.37452024,0.37452024,0.37452024
