pmcid	title	abstract	body
3531039	3.6538212	1.9757112	1.3882341
2767137	3.478128	1.8628851	1.4871777
2646781	3.2007334	2.4418974	1.1165316
2740156	3.1939416	1.4520434	1.2951959
2896582	3.1690953	0.07158411	1.0461243
3818784	3.1478605	2.6126864	1.7605776
3730194	3.1094878	1.6809841	1.2949051
2661247	2.971279	2.5901277	1.0221047
3888003	2.9406328	2.08633	1.427681
3521816	2.8938131	0.15198629	1.5013233
3089823	2.86646	0.07779022	0.0
1634852	2.7742443	1.7486705	0.9886736
3502786	2.7660215	1.7118368	1.5025868
2871551	2.7482924	1.8501785	1.0237964
1570363	2.6729517	1.4541155	1.1132104
3459797	2.6510487	1.9404467	1.0551718
2848680	2.6485863	0.075613186	0.0
3784095	2.609228	1.9359574	1.2223072
3543180	2.5461462	1.2916474	1.2501744
2270857	2.5352921	1.3773259	1.2462482
2790738	2.5280807	0.10674776	1.221181
3170811	2.5172029	1.5918475	1.3475299
3693925	2.5000312	1.7094327	1.2974439
2613254	2.4780135	1.161579	0.7482438
3830976	2.438725	1.9961056	1.3783188
3480838	2.418745	1.2474686	0.93099856
3443668	2.3880131	0.96510303	1.1235232
3806430	2.372408	1.4955359	1.1337851
3003679	2.361172	1.6120694	1.2217281
3056427	2.3453603	0.0	0.0
3712208	2.3094637	0.17198955	1.584189
3061929	2.286281	1.3861651	1.0441629
3697219	2.2792406	1.1826484	0.88727915
3015729	2.279107	1.1609669	0.97727275
2246062	2.2690763	1.233013	0.9432301
3002375	2.2674365	0.92381036	1.073483
2387157	2.2663817	1.2302703	0.94047475
3259112	2.2651577	1.6113964	1.1117291
3097618	2.2626314	1.608825	1.109146
3573803	2.2540233	1.600063	1.1003438
3606122	2.2401474	0.05478292	0.8833382
3225407	2.2370903	1.4088707	1.0672011
3369045	2.2363605	0.0	0.0
3616125	2.2343311	0.06841272	1.0643799
3766596	2.2253823	1.5306153	1.1994736
2522257	2.1948137	1.4820135	0.70817584
3325009	2.177508	1.6433064	1.1002811
2984466	2.1654143	0.8900301	0.99669725
3152527	2.161326	1.2355325	0.90897495
3488388	2.1523628	1.8548112	1.0526363
2803824	2.1511796	0.090527065	1.066034
3041762	2.1469548	1.8073976	1.1311854
3776547	2.1431532	1.2958131	0.973888
3438719	2.1167004	1.3373995	1.1316442
3400924	2.1074698	0.08220869	0.99494797
3389875	2.1005154	1.1247702	0.85186934
3860042	2.0890744	1.1144756	1.0997113
3878686	2.0874693	1.5905945	0.98599255
3860030	2.0865	0.89006335	0.87691957
2994179	2.0816002	0.0	0.98696095
3707746	2.0752172	1.0992253	0.8158939
3411404	2.0620053	0.9433735	0.8838973
1289282	2.0429265	0.8584401	0.7866348
3870623	2.0405898	1.2468343	0.9451765
3109763	2.038668	1.5357207	0.0
2988176	2.0377889	1.065965	0.81401217
3014962	2.0335605	1.3666648	1.019372
3431067	2.0327437	1.0029736	0.7762105
3651347	2.0151336	1.270918	0.7795822
3547807	2.0045087	1.6395334	1.2910864
3337595	1.9998541	1.6214793	1.1218582
3118206	1.9984617	1.0220559	0.75825053
3036636	1.9951043	1.1709573	0.872036
3812827	1.992717	0.0	0.9029492
3705742	1.9848297	1.4077342	1.0783031
3094683	1.9794581	1.4022666	0.9612942
3682448	1.9761137	1.4220965	1.0804865
2918838	1.9737966	0.98306954	0.65465397
3699360	1.9721832	0.9317386	0.81561697
2769416	1.9714525	0.059845794	0.0
2213673	1.9657786	1.4323932	0.9114627
2822794	1.9602295	1.3358606	1.1237888
2827428	1.959392	1.3760993	0.9268112
2895205	1.9592139	1.425702	0.90474236
3477658	1.9481852	1.2909698	1.1394715
2923795	1.9464625	0.0	0.7658678
3214133	1.943711	0.0	0.67176276
3110305	1.942187	1.6440959	0.90922016
3259091	1.9339614	0.14497943	0.14560956
2714573	1.9338858	0.06419157	1.0969003
3123852	1.9296815	0.060206022	0.9793599
3042608	1.9292082	1.3043513	0.9788768
3628477	1.9211131	0.05208308	0.9706144
1936417	1.9133933	0.0	0.80850893
2783047	1.9074795	1.0906097	0.8024728
3664483	1.9062457	0.0	1.0686889
2987954	1.9048113	1.2795705	0.7997494
3570945	1.9031155	1.086177	0.79801846
3223506	1.897966	1.0809466	0.7927626
1087206	1.8836612	0.0	0.72395706
3159367	1.8777167	0.0	0.90243846
3492078	1.8740697	1.2922593	0.9703181
2919999	1.8737112	1.5711907	0.96995085
2915524	1.8734661	1.1320077	0.7161385
3626436	1.8657807	0.065355636	1.0390614
3342549	1.8571869	1.3186481	1.011201
3516941	1.8510553	1.1114844	0.96463215
3669561	1.8371457	0.052852202	0.0
3830271	1.8367112	1.0968637	0.7191466
3174928	1.836352	0.98254645	0.8858146
3197540	1.8356227	0.98180395	0.8850688
3776284	1.8292075	0.06052931	0.9850581
1459115	1.8257561	0.7650562	0.724071
3437640	1.8246151	1.0176066	0.757101
3420375	1.8229772	1.2175187	0.70508695
3350064	1.8218658	1.4573579	0.97806996
3141691	1.8205514	0.96664274	0.856625
3095552	1.8194455	1.1013452	0.8180233
3237274	1.8179097	1.2733095	0.71604866
2740151	1.8169991	1.3820636	0.85299313
2848063	1.8136129	0.9595805	0.8495309
3883204	1.7916701	1.0991272	1.0283964
