pmcid	title	abstract	body
3435916	8.727923	5.2579865	4.027425
3662144	8.407887	5.034787	3.8694875
3769411	7.4051895	3.769941	2.1376722
3806158	6.902466	2.994399	1.823549
2695461	6.717155	3.843326	4.2394605
3406938	6.5926194	4.245423	4.3119755
3307967	6.0521016	3.6399007	4.2887387
3016264	6.021602	3.2953496	2.6943448
3724961	5.972823	0.058921136	0.0
2859338	5.8487816	3.7113392	3.270334
2575206	5.848664	2.7598603	2.1542857
3022204	5.806418	2.9900184	3.2693734
3544356	5.772747	4.4042435	2.8795846
3813311	5.714911	3.1832893	2.08853
2235827	5.446079	3.3123894	2.3343897
3712156	5.439069	2.444977	2.2025359
1808067	5.3877263	0.08096661	1.0673006
1440851	5.382602	3.1088119	3.728145
2740122	5.3793015	2.6994815	2.277705
3206412	5.3516455	3.8094165	2.1927447
2984319	5.347895	2.2214413	2.1324558
3874942	5.3465376	2.344428	2.4261127
3182443	5.3465223	2.3915918	2.9999914
3189473	5.345049	3.5329003	2.9415774
3548361	5.3093815	0.05173556	2.170508
3140527	5.3085876	3.0628054	3.3191607
2365966	5.3032207	1.8041983	1.8569113
3491304	5.162611	3.523425	2.9239333
3205530	5.156174	0.09959345	0.0
3356853	5.1014442	3.0781264	2.2260299
3625594	5.090465	2.4590292	1.8843199
3827896	5.0699973	2.9123502	3.0785298
2440557	5.0651884	1.7899036	3.3768206
3354856	5.0614758	0.09544387	1.9522699
3410700	5.057765	2.4079666	2.4280565
3292842	5.0161276	2.6279354	2.1772816
2803863	5.0087194	2.3083496	1.2817997
2774694	4.8904924	3.3140514	3.0405536
2732598	4.8014865	3.5655487	2.9518695
2684510	4.689514	2.740246	0.7972268
3519260	4.6808157	0.041647542	1.1791667
3474835	4.6645684	0.0	1.8683654
3231647	4.664174	0.046046793	1.1390969
2889886	4.6639023	1.9282553	2.0584683
2329657	4.6562376	0.053369515	0.0
1831476	4.642438	2.4352798	1.7114327
2690061	4.56357	3.1850686	2.4816163
2276602	4.5507474	2.549214	0.9353674
2803981	4.5342946	0.0	1.6608897
3835276	4.5314546	2.5114028	1.3767527
1997123	4.4263234	0.0796936	0.9545264
3751269	4.4171767	0.04112082	0.6694937
3767647	4.391972	1.8033373	1.7807178
3522130	4.383718	3.8413334	3.4052572
3191811	4.379044	0.039168507	0.91896385
