pmcid,score,pmcid,score,pmcid,score
3667316,0.1602475,3667316,0.1602475,3667316,0.1602475
3884599,0.15217549,3884599,0.15217549,3884599,0.15217549
2823760,0.14650111,2823760,0.14650111,2823760,0.14650111
3175412,0.14593723,3175412,0.14593723,3175412,0.14593723
3420757,0.1457669,3420757,0.1457669,3420757,0.1457669
2890701,0.13974564,2890701,0.13974564,2890701,0.13974564
3249329,0.13678591,3249329,0.13678591,3249329,0.13678591
2588583,0.13606809,2588583,0.13606809,2588583,0.13606809
3541771,0.1299332,3541771,0.1299332,3541771,0.1299332
3828058,0.12946303,3828058,0.12946303,3828058,0.12946303
3229082,0.12610541,3229082,0.12610541,3229082,0.12610541
3773376,0.12036091,3773376,0.12036091,3773376,0.12036091
3092083,0.120230116,3092083,0.120230116,3092083,0.120230116
3806709,0.119023554,3806709,0.119023554,3806709,0.119023554
3702444,0.11722267,3702444,0.11722267,3702444,0.11722267
3391846,0.11676983,3391846,0.11676983,3391846,0.11676983
3187738,0.11561914,3187738,0.11561914,3187738,0.11561914
3676979,0.113413475,3676979,0.113413475,3676979,0.113413475
3504288,0.11135804,3504288,0.11135804,3504288,0.11135804
3579530,0.10869715,3579530,0.10869715,3579530,0.10869715
3064649,0.10832924,3064649,0.10832924,3064649,0.10832924
2526395,0.10766882,2526395,0.10766882,2526395,0.10766882
3541572,0.106839865,3541572,0.106839865,3541572,0.106839865
2769397,0.10658467,2769397,0.10658467,2769397,0.10658467
3502223,0.10593035,3502223,0.10593035,3502223,0.10593035
3420220,0.10533492,3420220,0.10533492,3420220,0.10533492
3521399,0.10530086,3521399,0.10530086,3521399,0.10530086
3498726,0.10504131,3498726,0.10504131,3498726,0.10504131
3483580,0.10481662,3483580,0.10481662,3483580,0.10481662
2994179,0.10469094,2994179,0.10469094,2994179,0.10469094
2840894,0.10468781,2840894,0.10468781,2840894,0.10468781
3514192,0.10447336,3514192,0.10447336,3514192,0.10447336
2647911,0.103704594,2647911,0.103704594,2647911,0.103704594
3843328,0.10283392,3843328,0.10283392,3843328,0.10283392
2614954,0.10271526,2614954,0.10271526,2614954,0.10271526
3141698,0.101844214,3141698,0.101844214,3141698,0.101844214
3371526,0.10171209,3371526,0.10171209,3371526,0.10171209
3446152,0.10127142,3446152,0.10127142,3446152,0.10127142
