pmcid,score,pmcid,score,pmcid,score
3587910,0.31997132,3587910,0.31997132,3587910,0.31997132
2536182,0.3077291,2536182,0.3077291,2536182,0.3077291
3299121,0.30111337,3299121,0.30111337,3299121,0.30111337
3170633,0.28397948,3170633,0.28397948,3170633,0.28397948
2542347,0.2809011,2542347,0.2809011,2542347,0.2809011
2700434,0.28021255,2700434,0.28021255,2700434,0.28021255
3023754,0.27024823,3023754,0.27024823,3023754,0.27024823
3690791,0.26022217,3690791,0.26022217,3690791,0.26022217
3853387,0.2537137,3853387,0.2537137,3853387,0.2537137
3203060,0.25030097,3203060,0.25030097,3203060,0.25030097
2803948,0.2489874,2803948,0.2489874,2803948,0.2489874
3789280,0.23813571,3789280,0.23813571,3789280,0.23813571
3276041,0.2339123,3276041,0.2339123,3276041,0.2339123
2772260,0.23325413,2772260,0.23325413,2772260,0.23325413
2827098,0.23141775,2827098,0.23141775,2827098,0.23141775
3161475,0.23085941,3161475,0.23085941,3161475,0.23085941
2740172,0.22868237,2740172,0.22868237,2740172,0.22868237
2740325,0.22410332,2740325,0.22410332,2740325,0.22410332
2783053,0.22347999,2783053,0.22347999,2783053,0.22347999
3677011,0.22182508,3677011,0.22182508,3677011,0.22182508
1276800,0.22125804,1276800,0.22125804,1276800,0.22125804
3716031,0.21879792,3716031,0.21879792,3716031,0.21879792
3206111,0.21848725,3206111,0.21848725,3206111,0.21848725
3090107,0.2159307,3090107,0.2159307,3090107,0.2159307
2822252,0.21486105,2822252,0.21486105,2822252,0.21486105
2946729,0.21420564,2946729,0.21420564,2946729,0.21420564
3336229,0.21359292,3336229,0.21359292,3336229,0.21359292
2621130,0.2135737,2621130,0.2135737,2621130,0.2135737
3225311,0.21288285,3225311,0.21288285,3225311,0.21288285
3177592,0.21286705,3177592,0.21286705,3177592,0.21286705
3535729,0.21277425,3535729,0.21277425,3535729,0.21277425
2904803,0.21024427,2904803,0.21024427,2904803,0.21024427
2948389,0.20894074,2948389,0.20894074,2948389,0.20894074
3085223,0.20869441,3085223,0.20869441,3085223,0.20869441
2783073,0.20776333,2783073,0.20776333,2783073,0.20776333
2954374,0.20587231,2954374,0.20587231,2954374,0.20587231
2803902,0.20542835,2803902,0.20542835,2803902,0.20542835
3219759,0.20508444,3219759,0.20508444,3219759,0.20508444
3775210,0.20488548,3775210,0.20488548,3775210,0.20488548
2600375,0.20479715,2600375,0.20479715,2600375,0.20479715
3519024,0.20470521,3519024,0.20470521,3519024,0.20470521
3292990,0.20460142,3292990,0.20460142,3292990,0.20460142
3808952,0.2027677,3808952,0.2027677,3808952,0.2027677
2760696,0.2026323,2760696,0.2026323,2760696,0.2026323
3831020,0.2001831,3831020,0.2001831,3831020,0.2001831
3343246,0.19998804,3343246,0.19998804,3343246,0.19998804
3790037,0.19961783,3790037,0.19961783,3790037,0.19961783
2628155,0.19959864,2628155,0.19959864,2628155,0.19959864
2629964,0.1986522,2629964,0.1986522,2629964,0.1986522
3378931,0.1976769,3378931,0.1976769,3378931,0.1976769
3597858,0.19750081,3597858,0.19750081,3597858,0.19750081
3146124,0.19657995,3146124,0.19657995,3146124,0.19657995
3608317,0.19655937,3608317,0.19655937,3608317,0.19655937
3580369,0.19632237,3580369,0.19632237,3580369,0.19632237
1920530,0.19435808,1920530,0.19435808,1920530,0.19435808
3849794,0.19398592,3849794,0.19398592,3849794,0.19398592
3775019,0.19377638,3775019,0.19377638,3775019,0.19377638
3396276,0.19352062,3396276,0.19352062,3396276,0.19352062
3177941,0.19297421,3177941,0.19297421,3177941,0.19297421
2714572,0.19290382,2714572,0.19290382,2714572,0.19290382
3162760,0.19218391,3162760,0.19218391,3162760,0.19218391
3656703,0.19210128,3656703,0.19210128,3656703,0.19210128
3492078,0.1911592,3492078,0.1911592,3492078,0.1911592
2988179,0.19082037,2988179,0.19082037,2988179,0.19082037
3323283,0.190515,3323283,0.190515,3323283,0.190515
2918823,0.18968883,2918823,0.18968883,2918823,0.18968883
3322929,0.18864335,3322929,0.18864335,3322929,0.18864335
3277043,0.18854527,3277043,0.18854527,3277043,0.18854527
3424871,0.18796729,3424871,0.18796729,3424871,0.18796729
3114546,0.18723422,3114546,0.18723422,3114546,0.18723422
3371525,0.18701184,3371525,0.18701184,3371525,0.18701184
3859033,0.18676034,3859033,0.18676034,3859033,0.18676034
2699958,0.18659087,2699958,0.18659087,2699958,0.18659087
3789906,0.18585604,3789906,0.18585604,3789906,0.18585604
2853047,0.1857008,2853047,0.1857008,2853047,0.1857008
2655297,0.18536039,2655297,0.18536039,2655297,0.18536039
3415813,0.18467762,3415813,0.18467762,3415813,0.18467762
2803992,0.1846163,2803992,0.1846163,2803992,0.1846163
3311442,0.18428625,3311442,0.18428625,3311442,0.18428625
3507060,0.18375461,3507060,0.18375461,3507060,0.18375461
3609961,0.18262304,3609961,0.18262304,3609961,0.18262304
2910294,0.18217927,2910294,0.18217927,2910294,0.18217927
3004609,0.18138698,3004609,0.18138698,3004609,0.18138698
2908671,0.18071982,2908671,0.18071982,2908671,0.18071982
3056330,0.18048099,3056330,0.18048099,3056330,0.18048099
2732070,0.18037891,2732070,0.18037891,2732070,0.18037891
1112595,0.17993301,1112595,0.17993301,1112595,0.17993301
2769390,0.179417,2769390,0.179417,2769390,0.179417
3591543,0.17875202,3591543,0.17875202,3591543,0.17875202
2700440,0.17855664,2700440,0.17855664,2700440,0.17855664
2700453,0.17852645,2700453,0.17852645,2700453,0.17852645
3214307,0.17851822,3214307,0.17851822,3214307,0.17851822
3872415,0.1773378,3872415,0.1773378,3872415,0.1773378
3439358,0.17706169,3439358,0.17706169,3439358,0.17706169
1283982,0.1764712,1283982,0.1764712,1283982,0.1764712
3097723,0.17620195,3097723,0.17620195,3097723,0.17620195
2827106,0.1758902,2827106,0.1758902,2827106,0.1758902
3482327,0.17581233,3482327,0.17581233,3482327,0.17581233
2714570,0.17577364,2714570,0.17577364,2714570,0.17577364
3686605,0.17560716,3686605,0.17560716,3686605,0.17560716
2804722,0.17554364,2804722,0.17554364,2804722,0.17554364
2700454,0.17459527,2700454,0.17459527,2700454,0.17459527
3745931,0.17421415,3745931,0.17421415,3745931,0.17421415
3114601,0.17376462,3114601,0.17376462,3114601,0.17376462
2876706,0.17313719,2876706,0.17313719,2876706,0.17313719
3484592,0.17259248,3484592,0.17259248,3484592,0.17259248
3154170,0.17239897,3154170,0.17239897,3154170,0.17239897
2854726,0.172307,2854726,0.172307,2854726,0.172307
3651148,0.17216714,3651148,0.17216714,3651148,0.17216714
