,title,abstract,body
3667316,0.27453563,0.27453563,0.27453563
3884599,0.2718384,0.2718384,0.2718384
3175412,0.25974607,0.25974607,0.25974607
2823760,0.24997611,0.24997611,0.24997611
2890701,0.24908777,0.24908777,0.24908777
3420757,0.24908604,0.24908604,0.24908604
3249329,0.23939343,0.23939343,0.23939343
2588583,0.23479684,0.23479684,0.23479684
3541771,0.23175852,0.23175852,0.23175852
3828058,0.22559196,0.22559196,0.22559196
3229082,0.2179973,0.2179973,0.2179973
3773376,0.2141168,0.2141168,0.2141168
3806709,0.21222532,0.21222532,0.21222532
3092083,0.20995116,0.20995116,0.20995116
3391846,0.20323847,0.20323847,0.20323847
3676979,0.20264485,0.20264485,0.20264485
3702444,0.2025529,0.2025529,0.2025529
3187738,0.20092532,0.20092532,0.20092532
3504288,0.1985064,0.1985064,0.1985064
3502223,0.18949886,0.18949886,0.18949886
3420220,0.18750538,0.18750538,0.18750538
3579530,0.1860026,0.1860026,0.1860026
2769397,0.18388776,0.18388776,0.18388776
3064649,0.18337631,0.18337631,0.18337631
2526395,0.18317841,0.18317841,0.18317841
2614954,0.18304098,0.18304098,0.18304098
3541572,0.1829621,0.1829621,0.1829621
3483580,0.18279779,0.18279779,0.18279779
3521399,0.18258178,0.18258178,0.18258178
3498726,0.1811983,0.1811983,0.1811983
3141698,0.18093784,0.18093784,0.18093784
2840894,0.18093115,0.18093115,0.18093115
3843328,0.17978685,0.17978685,0.17978685
3371526,0.17848171,0.17848171,0.17848171
2647911,0.17828175,0.17828175,0.17828175
2994179,0.17801239,0.17801239,0.17801239
3514192,0.17770816,0.17770816,0.17770816
3747615,0.17747545,0.17747545,0.17747545
3467924,0.17703612,0.17703612,0.17703612
3703866,0.17588387,0.17588387,0.17588387
3405457,0.17567168,0.17567168,0.17567168
3539114,0.17406705,0.17406705,0.17406705
3446152,0.17332675,0.17332675,0.17332675
2800872,0.17248793,0.17248793,0.17248793
2784587,0.17176075,0.17176075,0.17176075
3339128,0.17140087,0.17140087,0.17140087
2890892,0.17057669,0.17057669,0.17057669
3665244,0.17057437,0.17057437,0.17057437
3650951,0.17028788,0.17028788,0.17028788
2988177,0.16886917,0.16886917,0.16886917
3459714,0.16884832,0.16884832,0.16884832
2820011,0.1684258,0.1684258,0.1684258
2627172,0.16785918,0.16785918,0.16785918
3302919,0.16775443,0.16775443,0.16775443
3692179,0.16771933,0.16771933,0.16771933
3424656,0.16597377,0.16597377,0.16597377
3170811,0.165541,0.165541,0.165541
2467397,0.16536635,0.16536635,0.16536635
3760368,0.16503942,0.16503942,0.16503942
3341745,0.16469127,0.16469127,0.16469127
2895296,0.16443141,0.16443141,0.16443141
3469905,0.16263106,0.16263106,0.16263106
3006379,0.16105643,0.16105643,0.16105643
1824744,0.15986133,0.15986133,0.15986133
3183718,0.15983628,0.15983628,0.15983628
3505429,0.15951504,0.15951504,0.15951504
3481881,0.15867472,0.15867472,0.15867472
2749808,0.15841365,0.15841365,0.15841365
3194026,0.15823486,0.15823486,0.15823486
3304623,0.15802044,0.15802044,0.15802044
3728612,0.15712371,0.15712371,0.15712371
3183723,0.15699433,0.15699433,0.15699433
3151509,0.15593672,0.15593672,0.15593672
2783102,0.15589938,0.15589938,0.15589938
3827536,0.1558919,0.1558919,0.1558919
3420783,0.15573198,0.15573198,0.15573198
3726919,0.15479223,0.15479223,0.15479223
2840378,0.15475386,0.15475386,0.15475386
3212602,0.15460753,0.15460753,0.15460753
2528306,0.15433581,0.15433581,0.15433581
2721946,0.15357105,0.15357105,0.15357105
3669005,0.15337643,0.15337643,0.15337643
3846194,0.15320893,0.15320893,0.15320893
2827047,0.15291692,0.15291692,0.15291692
2830981,0.1524562,0.1524562,0.1524562
2827094,0.15202868,0.15202868,0.15202868
3371672,0.1518491,0.1518491,0.1518491
2825506,0.1516179,0.1516179,0.1516179
3177381,0.1506043,0.1506043,0.1506043
2718140,0.1503148,0.1503148,0.1503148
2763730,0.14971888,0.14971888,0.14971888
3667319,0.14878327,0.14878327,0.14878327
2803831,0.14841788,0.14841788,0.14841788
3742896,0.14821565,0.14821565,0.14821565
2800864,0.14795315,0.14795315,0.14795315
3199411,0.1479206,0.1479206,0.1479206
3259091,0.147756,0.147756,0.147756
2186338,0.14699575,0.14699575,0.14699575
3351966,0.14664924,0.14664924,0.14664924
3860041,0.14607123,0.14607123,0.14607123
3420560,0.14532411,0.14532411,0.14532411
3716997,0.14530928,0.14530928,0.14530928
3162264,0.14508793,0.14508793,0.14508793
3784123,0.1450843,0.1450843,0.1450843
3420472,0.14394857,0.14394857,0.14394857
2796414,0.14392044,0.14392044,0.14392044
2988890,0.14387016,0.14387016,0.14387016
2766886,0.14382721,0.14382721,0.14382721
2918825,0.14348061,0.14348061,0.14348061
2654868,0.14334399,0.14334399,0.14334399
3380110,0.14325732,0.14325732,0.14325732
3811708,0.14258984,0.14258984,0.14258984
3136415,0.14206456,0.14206456,0.14206456
2725902,0.14067483,0.14067483,0.14067483
3727118,0.14048874,0.14048874,0.14048874
3743605,0.13954538,0.13954538,0.13954538
3335457,0.13937612,0.13937612,0.13937612
3866077,0.13921392,0.13921392,0.13921392
3634204,0.13865137,0.13865137,0.13865137
3728529,0.13856506,0.13856506,0.13856506
3843512,0.13797157,0.13797157,0.13797157
3707070,0.13773946,0.13773946,0.13773946
2858847,0.135649,0.135649,0.135649
3866678,0.13557495,0.13557495,0.13557495
3756220,0.13552237,0.13552237,0.13552237
3667341,0.13480169,0.13480169,0.13480169
3407711,0.1346652,0.1346652,0.1346652
3200093,0.13459376,0.13459376,0.13459376
3100863,0.13458213,0.13458213,0.13458213
3324958,0.13457254,0.13457254,0.13457254
3119938,0.13441095,0.13441095,0.13441095
3876317,0.1342977,0.1342977,0.1342977
3705742,0.13409495,0.13409495,0.13409495
3506051,0.13400653,0.13400653,0.13400653
2702052,0.13395272,0.13395272,0.13395272
3414006,0.13314801,0.13314801,0.13314801
3770028,0.13314542,0.13314542,0.13314542
3488409,0.13244745,0.13244745,0.13244745
1180430,0.13218318,0.13218318,0.13218318
3329706,0.13208014,0.13208014,0.13208014
3078236,0.1316643,0.1316643,0.1316643
3725021,0.1315642,0.1315642,0.1315642
3513812,0.1313268,0.1313268,0.1313268
3440504,0.1312392,0.1312392,0.1312392
