pmcid	title	abstract	body
3531039	4.020053	2.1182876	1.4525585
2994179	3.6905446	0.09503502	1.7879676
3006379	3.6794326	2.2677948	1.5754976
3860030	3.6295536	1.5448599	1.5223079
3089823	3.5591283	0.044916734	0.0
2646781	3.548851	2.6886692	1.1865737
3776547	3.5345316	2.1361644	1.604639
3197540	3.4747689	1.8644167	1.6823806
3587909	3.445097	2.048717	1.5878651
3828058	3.4415119	2.8304775	1.9723254
3110305	3.4371028	2.9140239	1.6191461
3697219	3.3247108	1.7335197	1.3049487
2613254	3.316245	1.5404836	0.98292917
3369045	3.214872	0.0	0.0
3612316	3.0348954	0.0418575	0.0
2981784	3.024478	1.8256056	1.3699445
3015729	3.0122206	1.503263	1.2553592
3070451	3.0065904	1.8067675	1.3508694
3229065	3.0058467	0.030166935	1.5085262
3705742	2.9921832	2.1223712	1.6252072
3159367	2.9799848	0.047782402	1.4475687
3389875	2.9655213	1.5846046	1.1983957
2988176	2.9608717	1.5499556	1.184194
2225419	2.9590514	0.030139519	0.0
3002375	2.955488	1.1641132	1.3637373
2270857	2.9541926	1.5727339	1.4163831
2896582	2.9517806	0.024024762	0.9469193
3080321	2.9493072	1.4821193	1.3571622
2387157	2.948811	1.5670948	1.1806651
1087206	2.9458177	0.0	1.1208079
1289282	2.9448586	1.2240496	1.1197873
3707746	2.935286	1.5541139	1.1531464
3651347	2.935285	1.8552293	1.1416799
2923795	2.93324	0.04311221	1.1509748
2740156	2.9276023	1.2818085	1.1335248
3096430	2.9268892	0.024692591	1.2694348
3466900	2.9268634	1.6984186	1.2694075
3628477	2.896981	0.066968836	1.4634547
3052291	2.891532	0.06222887	1.6288198
3437640	2.8658946	1.5964375	1.1866704
3570945	2.8639352	1.6305003	1.195425
1634852	2.8623376	1.7861801	0.9886951
2856382	2.860083	1.5903711	1.4275655
3812827	2.7209427	0.025751656	1.224842
2918838	2.6982877	1.3373562	0.8862229
2919999	2.6469743	2.2199726	1.3686244
3141698	2.6110358	1.9138539	1.4640988
3284562	2.5984175	1.5001655	1.1591448
3337595	2.5945122	2.0901763	1.4240925
2871551	2.5734625	1.7255297	0.945165
3350064	2.5620484	2.046648	1.3679417
2769306	2.5297844	0.045121867	1.1516293
3061929	2.5232208	1.5243105	1.1446303
3776284	2.5195892	0.054848433	1.3464822
2984466	2.5147877	1.0095752	1.1356373
3423035	2.5073	1.5075439	1.1276528
2627819	2.507278	1.6912993	1.1276293
3170811	2.5070148	1.5903128	1.3483326
3784095	2.50605	1.8359531	1.1263199
3118206	2.5031116	1.2741866	0.94215447
2661247	2.4986787	2.1711273	0.8247918
2767137	2.490729	1.2697638	0.9858129
3337735	2.4797964	1.5649583	1.4424807
3606122	2.4716055	0.038690817	0.96546966
2848680	2.4711854	0.036544126	0.0
2895205	2.4636762	1.7929984	1.1372665
2769324	2.4620025	0.028846467	0.0
3174928	2.4599178	1.3086107	1.1782931
3097618	2.4587383	1.7322327	1.177042
3459797	2.4536865	1.7824962	0.94640774
3094683	2.4533236	1.7265587	1.1712964
3342549	2.4529066	1.7261217	1.3112818
3259112	2.4527225	1.7259289	1.1706586
3616125	2.4504302	0.039574925	1.1516042
2827428	2.444503	1.7108352	1.145313
3878686	2.441308	1.8554678	1.1419213
3224500	2.4390535	1.2877376	1.1395282
2527496	2.4377594	1.5177121	1.2748214
2740151	2.437359	1.8513281	1.1377298
2848063	2.4359648	1.2844999	1.1362499
3669561	2.4344203	0.026148396	0.0
1459115	2.4341462	1.0034639	0.94829696
3485486	2.432899	1.6986705	1.1329957
3237274	2.4328718	1.6986419	0.9469443
3141709	2.4281206	1.6936613	1.1279236
2822794	2.4138875	1.6285856	1.3618773
3276782	2.4063394	1.1989908	1.0775989
