,title,abstract,body
3088750,0.24793136,0.24793136,0.24793136
3200155,0.24129534,0.24129534,0.24129534
2647913,0.2340228,0.2340228,0.2340228
3748403,0.23361629,0.23361629,0.23361629
3649302,0.23103273,0.23103273,0.23103273
2516428,0.22664525,0.22664525,0.22664525
3215995,0.22610733,0.22610733,0.22610733
3097148,0.22388172,0.22388172,0.22388172
3614379,0.22364342,0.22364342,0.22364342
3295742,0.22209747,0.22209747,0.22209747
3145093,0.2176023,0.2176023,0.2176023
3336896,0.2171618,0.2171618,0.2171618
3860647,0.21446303,0.21446303,0.21446303
2277435,0.2127738,0.2127738,0.2127738
3145084,0.21258263,0.21258263,0.21258263
3389850,0.20900339,0.20900339,0.20900339
2596791,0.20699804,0.20699804,0.20699804
2905431,0.2066696,0.2066696,0.2066696
3858201,0.20651966,0.20651966,0.20651966
3014821,0.20099759,0.20099759,0.20099759
2397013,0.19846112,0.19846112,0.19846112
3195765,0.1982423,0.1982423,0.1982423
1687187,0.19710968,0.19710968,0.19710968
3521404,0.1951694,0.1951694,0.1951694
3015800,0.19282779,0.19282779,0.19282779
3809230,0.19231123,0.19231123,0.19231123
2867990,0.1914177,0.1914177,0.1914177
3492969,0.1902038,0.1902038,0.1902038
3489384,0.18649727,0.18649727,0.18649727
3169498,0.18630524,0.18630524,0.18630524
2689852,0.18551421,0.18551421,0.18551421
2806400,0.18474601,0.18474601,0.18474601
2994458,0.18349656,0.18349656,0.18349656
3030803,0.18314612,0.18314612,0.18314612
2475515,0.18257795,0.18257795,0.18257795
2740083,0.18205062,0.18205062,0.18205062
3259121,0.18105967,0.18105967,0.18105967
3037981,0.18029465,0.18029465,0.18029465
3866073,0.18012601,0.18012601,0.18012601
2700595,0.17971909,0.17971909,0.17971909
3307080,0.1794549,0.1794549,0.1794549
3445248,0.17892466,0.17892466,0.17892466
2799964,0.17867813,0.17867813,0.17867813
2827072,0.17800902,0.17800902,0.17800902
3765831,0.17612128,0.17612128,0.17612128
3860658,0.17583583,0.17583583,0.17583583
3080584,0.17524019,0.17524019,0.17524019
2934582,0.1746668,0.1746668,0.1746668
3878962,0.1743128,0.1743128,0.1743128
2850860,0.17412393,0.17412393,0.17412393
3636075,0.17409277,0.17409277,0.17409277
2850982,0.1738786,0.1738786,0.1738786
3248865,0.17345607,0.17345607,0.17345607
3609955,0.17288592,0.17288592,0.17288592
2740232,0.17246258,0.17246258,0.17246258
2929414,0.17201234,0.17201234,0.17201234
1892548,0.17197342,0.17197342,0.17197342
3018996,0.17169857,0.17169857,0.17169857
29048,0.171583,0.171583,0.171583
3854980,0.17150691,0.17150691,0.17150691
2627451,0.17042561,0.17042561,0.17042561
3734730,0.17003207,0.17003207,0.17003207
