pmcid	title	abstract	body	relevancy
3859883.0	9.637315	8.108259	7.4846954	0
3012278.0	9.60852	7.689707	7.725252	1
3170265.0	9.400365	7.918628	7.9505177	2
3081356.0	9.238797	7.3908854	7.1435404	0
3277335.0	8.636954	0.0	6.2466455	0
3170633.0	7.919634	6.3852324	6.131806	0
3628229.0	7.4733133	6.6295843	7.045121	0
3385367.0	0.25421318	8.103382	8.671966	0
3777376.0	0.24058925	0.24058925	7.7653008	0
1276800.0	0.2214789	0.2214789	9.101265	0
3551508.0	0.2200352	0.2200352	8.263616	0
3663325.0	0.21216317	0.21216317	8.968168	0
2815980.0	0.2068136	0.2068136	7.35476	2
3793530.0	0.20336837	8.789466	10.17749	0
3294360.0	0.19082847	0.0	6.697809	0
2732089.0	0.18569195	0.0	7.845132	0
3086217.0	0.18400197	0.0	8.247565	2
2771826.0	0.18205875	8.530546	6.905322	0
3446154.0	0.18075001	0.0	6.9039264	2
2799065.0	0.1711084	0.0	8.051301	0
3301050.0	0.1684688	0.0	6.7263103	2
3530248.0	0.16772945	0.0	6.8900375	0
3883399.0	0.0	8.5930605	6.409993	0
3702368.0	0.0	8.27636	8.028474	1
2946718.0	0.0	7.846523	7.844791	1
2892698.0	0.0	7.7453904	7.7842445	0
3618648.0	0.0	7.7222633	6.884316	0
3340295.0	0.0	7.5481586	5.9941974	0
2918633.0	0.0	7.4746675	6.789894	0
3070667.0	0.0	7.38686	7.0944448	0
3343251.0	0.0	7.3696012	8.269488	0
3489953.0	0.0	7.2579904	5.5237303	0
2459199.0	0.0	7.2263155	7.696431	0
2928120.0	0.0	7.208615	5.7573905	0
3446065.0	0.0	7.1682153	7.478308	0
1181820.0	0.0	7.155141	6.002173	0
2909732.0	0.0	6.8599324	6.5632825	0
3282977.0	0.0	6.7527366	5.6377	0
3109840.0	0.0	6.6817617	5.6133094	0
3722906.0	0.0	6.629734	5.371178	0
2685790.0	0.0	6.5882707	5.920533	0
3492084.0	0.0	6.37985	5.772201	0
3603084.0	0.0	5.9655595	5.4718485	0
