pmcid,score,pmcid,score,pmcid,score
2970787,0.7993113,2970787,0.7993113,2970787,0.7993113
3662144,0.45739606,3662144,0.45739606,3662144,0.45739606
3746308,0.40438816,3746308,0.40438816,3746308,0.40438816
3408995,0.32211673,3408995,0.32211673,3408995,0.32211673
2376090,0.31795314,2376090,0.31795314,2376090,0.31795314
3806158,0.30027562,3806158,0.30027562,3806158,0.30027562
3719271,0.27566785,3719271,0.27566785,3719271,0.27566785
1502130,0.24306265,1502130,0.24306265,1502130,0.24306265
3074283,0.23579888,3074283,0.23579888,3074283,0.23579888
3126760,0.21240008,3126760,0.21240008,3126760,0.21240008
3612759,0.21150617,3612759,0.21150617,3612759,0.21150617
2647934,0.20484394,2647934,0.20484394,2647934,0.20484394
2884455,0.20145704,2884455,0.20145704,2884455,0.20145704
3615941,0.19984055,3615941,0.19984055,3615941,0.19984055
2858844,0.19934356,2858844,0.19934356,2858844,0.19934356
3556020,0.19638471,3556020,0.19638471,3556020,0.19638471
2727116,0.1954644,2727116,0.1954644,2727116,0.1954644
3250001,0.19536203,3250001,0.19536203,3250001,0.19536203
1892556,0.19140343,1892556,0.19140343,1892556,0.19140343
2890908,0.1885301,2890908,0.1885301,2890908,0.1885301
3719296,0.18293725,3719296,0.18293725,3719296,0.18293725
3536353,0.17905074,3536353,0.17905074,3536353,0.17905074
3099610,0.17884943,3099610,0.17884943,3099610,0.17884943
3427037,0.17798734,3427037,0.17798734,3427037,0.17798734
1906866,0.17742339,1906866,0.17742339,1906866,0.17742339
3779461,0.17676522,3779461,0.17676522,3779461,0.17676522
2782204,0.17566471,2782204,0.17566471,2782204,0.17566471
3214685,0.17530711,3214685,0.17530711,3214685,0.17530711
3872718,0.17522636,3872718,0.17522636,3872718,0.17522636
3658351,0.17474377,3658351,0.17474377,3658351,0.17474377
3847484,0.17404126,3847484,0.17404126,3847484,0.17404126
3385165,0.16948138,3385165,0.16948138,3385165,0.16948138
3052454,0.16639578,3052454,0.16639578,3052454,0.16639578
3873172,0.1639304,3873172,0.1639304,3873172,0.1639304
1555610,0.16383082,1555610,0.16383082,1555610,0.16383082
3603049,0.16290896,3603049,0.16290896,3603049,0.16290896
2878711,0.16081207,2878711,0.16081207,2878711,0.16081207
3289784,0.15977764,3289784,0.15977764,3289784,0.15977764
3297526,0.15765199,3297526,0.15765199,3297526,0.15765199
