pmcid	title	abstract	body
2467416	10.657508	0.4428863	0.4428863
3624641	9.359059	0.2031347	4.3495965
2852806	9.012016	6.789504	3.9539077
2700233	8.86178	0.3076027	0.3076027
2857854	8.861592	6.343551	4.2058287
2994118	8.806227	6.5014467	4.4775095
3600265	8.673595	7.135818	4.571904
2909991	8.666752	6.1487103	4.2997913
3279680	8.654066	7.19565	4.5115833
3681112	8.616718	6.275588	3.7170503
3179286	8.510883	6.5821266	4.4745183
3687153	8.148674	6.763051	3.6849499
3543215	8.138872	6.3154235	4.306343
3475918	8.017031	6.4168253	3.8484714
3405457	7.7972164	0.080857106	3.5497894
2262910	7.787429	0.13055389	4.231469
3094011	7.769335	6.6463842	4.1118636
2803809	7.26993	5.2315917	2.855103
3014817	7.252108	5.8119235	3.7478254
3819695	7.214878	0.13763036	3.3111367
3787618	7.140633	5.0097637	3.319113
2612654	7.132551	5.668765	3.2722986
2787188	6.9901876	5.2552886	3.3028684
3262532	6.76738	4.894476	2.704435
2783065	6.6829047	5.117589	3.508206
3564029	6.57952	4.7839284	3.1265287
2662842	6.5094	5.4605317	3.5557935
3372033	6.4844174	0.07725585	2.7155335
2846739	6.44199	5.2602696	2.8205154
3420754	6.397365	5.231101	3.1117017
3102266	6.3833795	5.02231	3.2561302
2840725	6.0176935	4.510354	2.7525167
3096572	5.8840127	4.618125	3.2150874
3783804	5.795252	4.6725235	2.8902938
3065316	5.671674	4.366152	2.2847955
3505355	5.650047	4.4196415	2.4900012
3589597	5.6183367	0.0	2.7424855
3292982	5.5723686	4.6209803	2.750637
2621138	5.5420966	4.0442834	2.678218
3579686	5.5333896	0.0	0.0
3741079	5.486991	4.0686383	2.2671342
2359765	5.371384	4.037926	2.5370386
3728542	5.130994	3.7360017	2.2353084
3523428	5.130487	3.5913227	2.27017
3653097	5.1177473	3.5785832	2.4020221
3275841	5.1162677	3.9791768	2.5525649
3498639	5.05447	0.0	2.409831
3405157	4.770568	3.4565275	2.4137535
3004490	4.760566	4.1647544	2.5169861
2855071	4.69128	3.6221616	0.0
3286731	4.409818	0.0	2.3079638
3885791	4.2722473	3.2452955	2.0667129
3102882	4.179673	3.155983	2.1813025
3439358	4.1332674	3.1328416	1.8756478
3638278	4.0991364	2.9768915	1.8191233
3652048	4.045677	0.0	0.0
3009431	3.953518	0.0	1.8312814
3751361	3.9431846	3.114605	1.9268684
3312658	3.844164	0.0	2.0459878
3712384	3.6960645	3.1762824	2.0927527
3277484	3.4455135	3.0467992	2.0745764
3276790	3.4420533	0.0	1.6684431
2596114	3.40226	0.0	0.0
3420557	3.1665952	0.0	1.6474755
3502790	3.0581133	2.3804555	1.5607238
3095243	2.9850757	2.4034667	1.308446
3722376	2.5262268	0.0	0.0
2740076	0.6866155	8.615825	5.6248956
2975006	0.6689426	0.6689426	5.4945135
2740296	0.6596588	8.683793	4.8786592
3340973	0.6439979	8.526698	5.5714884
2365938	0.63753045	0.63753045	0.63753045
2546371	0.6333904	10.096142	6.2436113
3295586	0.62936443	0.62936443	0.62936443
3888003	0.6087688	0.6087688	0.6087688
3110133	0.590411	0.590411	0.590411
3789895	0.58656543	0.58656543	0.58656543
3738361	0.58122355	0.58122355	0.58122355
3015692	0.5811247	0.5811247	0.5811247
3596056	0.57580614	0.57580614	0.57580614
2644320	0.56940556	0.56940556	0.56940556
3015409	0.5681367	0.5681367	0.5681367
3676979	0.55968773	0.55968773	0.55968773
2783113	0.5596257	0.5596257	5.062484
3319783	0.5566479	0.5566479	0.5566479
3846936	0.55081856	0.55081856	6.5704985
3649614	0.5426798	0.5426798	0.5426798
3551405	0.5363342	0.5363342	0.5363342
3639699	0.5286524	0.5286524	0.5286524
3555578	0.52770203	0.52770203	0.52770203
3277335	0.52415884	0.52415884	0.52415884
3073784	0.5223228	0.5223228	0.5223228
3431046	0.5213859	8.699873	6.0140057
3445186	0.520831	0.520831	0.520831
3205519	0.51432395	0.51432395	0.51432395
3267065	0.5140672	0.5140672	0.5140672
3072212	0.5122191	0.5122191	0.5122191
2546372	0.50935316	8.134929	4.4402246
3735569	0.5051889	0.5051889	0.5051889
3777195	0.50467	0.50467	0.50467
3770034	0.50394493	0.50394493	0.50394493
2908659	0.5030709	0.5030709	0.5030709
3418028	0.5003336	0.5003336	0.5003336
2782170	0.49696946	0.49696946	0.49696946
3015475	0.49547702	0.49547702	0.49547702
3148888	0.4917264	0.4917264	0.4917264
3070637	0.4908538	0.4908538	0.4908538
3857979	0.49084276	0.49084276	0.49084276
