pmcid,score,pmcid,score,pmcid,score
3088750,0.40231812,3088750,0.40231812,3088750,0.40231812
3200155,0.40213847,3200155,0.40213847,3200155,0.40213847
3748403,0.39953288,3748403,0.39953288,3748403,0.39953288
2647913,0.38444152,2647913,0.38444152,2647913,0.38444152
3649302,0.37859815,3649302,0.37859815,3649302,0.37859815
2516428,0.37667897,2516428,0.37667897,2516428,0.37667897
3215995,0.37509355,3215995,0.37509355,3215995,0.37509355
3097148,0.37121066,3097148,0.37121066,3097148,0.37121066
3614379,0.36632606,3614379,0.36632606,3614379,0.36632606
3145084,0.36194083,3145084,0.36194083,3145084,0.36194083
3295742,0.36103725,3295742,0.36103725,3295742,0.36103725
3336896,0.36049935,3336896,0.36049935,3336896,0.36049935
3145093,0.35766762,3145093,0.35766762,3145093,0.35766762
2277435,0.35573977,2277435,0.35573977,2277435,0.35573977
3860647,0.3552022,3860647,0.3552022,3860647,0.3552022
2905431,0.3435733,2905431,0.3435733,2905431,0.3435733
2596791,0.3434834,2596791,0.3434834,2596791,0.3434834
3389850,0.34261546,3389850,0.34261546,3389850,0.34261546
3014821,0.3402616,3014821,0.3402616,3014821,0.3402616
3858201,0.3385955,3858201,0.3385955,3858201,0.3385955
3195765,0.33440146,3195765,0.33440146,3195765,0.33440146
1687187,0.32739186,1687187,0.32739186,1687187,0.32739186
2397013,0.32592595,2397013,0.32592595,2397013,0.32592595
3015800,0.3242029,3015800,0.3242029,3015800,0.3242029
2867990,0.32406136,2867990,0.32406136,2867990,0.32406136
3492969,0.3214173,3492969,0.3214173,3492969,0.3214173
3809230,0.31977278,3809230,0.31977278,3809230,0.31977278
3521404,0.31950405,3521404,0.31950405,3521404,0.31950405
3489384,0.3144749,3489384,0.3144749,3489384,0.3144749
3169498,0.3124887,3169498,0.3124887,3169498,0.3124887
3030803,0.3104507,3030803,0.3104507,3030803,0.3104507
3866073,0.30956525,3866073,0.30956525,3866073,0.30956525
2475515,0.30940536,2475515,0.30940536,2475515,0.30940536
2689852,0.30692106,2689852,0.30692106,2689852,0.30692106
2806400,0.30665,2806400,0.30665,2806400,0.30665
2740083,0.3063704,2740083,0.3063704,2740083,0.3063704
3259121,0.3062661,3259121,0.3062661,3259121,0.3062661
2994458,0.3027493,2994458,0.3027493,2994458,0.3027493
3248865,0.30055094,3248865,0.30055094,3248865,0.30055094
3037981,0.298352,3037981,0.298352,3037981,0.298352
2700595,0.29782188,2700595,0.29782188,2700595,0.29782188
3307080,0.2976757,3307080,0.2976757,3307080,0.2976757
3860658,0.2967846,3860658,0.2967846,3860658,0.2967846
2929414,0.296138,2929414,0.296138,2929414,0.296138
2827072,0.29575714,2827072,0.29575714,2827072,0.29575714
3080584,0.29568022,3080584,0.29568022,3080584,0.29568022
29048,0.29402843,29048,0.29402843,29048,0.29402843
2934582,0.293488,2934582,0.293488,2934582,0.293488
2740232,0.29333833,2740232,0.29333833,2740232,0.29333833
3878962,0.29226914,3878962,0.29226914,3878962,0.29226914
3765831,0.29165927,3765831,0.29165927,3765831,0.29165927
2850860,0.29151413,2850860,0.29151413,2850860,0.29151413
3018996,0.29075962,3018996,0.29075962,3018996,0.29075962
1892548,0.290718,1892548,0.290718,1892548,0.290718
