pmcid,score,pmcid,score,pmcid,score
3555597,0.29785973,3555597,0.29785973,3555597,0.29785973
3796931,0.27514765,3796931,0.27514765,3796931,0.27514765
2791744,0.25975862,2791744,0.25975862,2791744,0.25975862
2850849,0.23905972,2850849,0.23905972,2850849,0.23905972
3129533,0.23532574,3129533,0.23532574,3129533,0.23532574
1852908,0.23505485,1852908,0.23505485,1852908,0.23505485
3485910,0.2295242,3485910,0.2295242,3485910,0.2295242
3030029,0.2231738,3030029,0.2231738,3030029,0.2231738
3619691,0.2230991,3619691,0.2230991,3619691,0.2230991
2946039,0.22117375,2946039,0.22117375,2946039,0.22117375
3243071,0.21824794,3243071,0.21824794,3243071,0.21824794
2820289,0.21556965,2820289,0.21556965,2820289,0.21556965
3746454,0.21455662,3746454,0.21455662,3746454,0.21455662
2637899,0.21397781,2637899,0.21397781,2637899,0.21397781
3859214,0.21331598,3859214,0.21331598,3859214,0.21331598
2672240,0.2126497,2672240,0.2126497,2672240,0.2126497
3498317,0.21221927,3498317,0.21221927,3498317,0.21221927
2739423,0.20882419,2739423,0.20882419,2739423,0.20882419
2672274,0.2079514,2672274,0.2079514,2672274,0.2079514
2995798,0.20760934,2995798,0.20760934,2995798,0.20760934
3252294,0.20655037,3252294,0.20655037,3252294,0.20655037
3665183,0.20643142,3665183,0.20643142,3665183,0.20643142
2329636,0.20494482,2329636,0.20494482,2329636,0.20494482
2246109,0.20363265,2246109,0.20363265,2246109,0.20363265
2654868,0.20250109,2654868,0.20250109,2654868,0.20250109
2572041,0.20238492,2572041,0.20238492,2572041,0.20238492
2630300,0.20226584,2630300,0.20226584,2630300,0.20226584
3670647,0.20104405,3670647,0.20104405,3670647,0.20104405
3487217,0.20094416,3487217,0.20094416,3487217,0.20094416
3180257,0.20063679,3180257,0.20063679,3180257,0.20063679
3445230,0.20062555,3445230,0.20062555,3445230,0.20062555
3311450,0.20058012,3311450,0.20058012,3311450,0.20058012
3504246,0.20042734,3504246,0.20042734,3504246,0.20042734
3047849,0.20024946,3047849,0.20024946,3047849,0.20024946
3885791,0.19960411,3885791,0.19960411,3885791,0.19960411
3111561,0.19743335,3111561,0.19743335,3111561,0.19743335
1434765,0.19734557,1434765,0.19734557,1434765,0.19734557
3482437,0.19718628,3482437,0.19718628,3482437,0.19718628
3322183,0.19699013,3322183,0.19699013,3322183,0.19699013
1906743,0.19568251,1906743,0.19568251,1906743,0.19568251
3504258,0.1949665,3504258,0.1949665,3504258,0.1949665
3751031,0.19489169,3751031,0.19489169,3751031,0.19489169
3849315,0.19400272,3849315,0.19400272,3849315,0.19400272
3424184,0.19278918,3424184,0.19278918,3424184,0.19278918
1940253,0.19208625,1940253,0.19208625,1940253,0.19208625
2981784,0.1913386,2981784,0.1913386,2981784,0.1913386
3276782,0.19001263,3276782,0.19001263,3276782,0.19001263
2994520,0.18964945,2994520,0.18964945,2994520,0.18964945
2279110,0.18909413,2279110,0.18909413,2279110,0.18909413
2868875,0.18857767,2868875,0.18857767,2868875,0.18857767
2771992,0.18806311,2771992,0.18806311,2771992,0.18806311
3863515,0.18746175,3863515,0.18746175,3863515,0.18746175
2365945,0.18732795,2365945,0.18732795,2365945,0.18732795
3609955,0.1868153,3609955,0.1868153,3609955,0.1868153
3221195,0.18592079,3221195,0.18592079,3221195,0.18592079
3698898,0.1857598,3698898,0.1857598,3698898,0.1857598
3843570,0.18572628,3843570,0.18572628,3843570,0.18572628
2941921,0.18561482,2941921,0.18561482,2941921,0.18561482
3555591,0.18547302,3555591,0.18547302,3555591,0.18547302
2908659,0.18528906,2908659,0.18528906,2908659,0.18528906
3844222,0.18363246,3844222,0.18363246,3844222,0.18363246
3560684,0.18317316,3560684,0.18317316,3560684,0.18317316
3833587,0.18273316,3833587,0.18273316,3833587,0.18273316
2726542,0.18272427,2726542,0.18272427,2726542,0.18272427
2827156,0.18266541,2827156,0.18266541,2827156,0.18266541
2726530,0.18249649,2726530,0.18249649,2726530,0.18249649
3364015,0.18223375,3364015,0.18223375,3364015,0.18223375
2823742,0.18174365,2823742,0.18174365,2823742,0.18174365
2823151,0.18172148,2823151,0.18172148,2823151,0.18172148
3764963,0.18169907,3764963,0.18169907,3764963,0.18169907
3629350,0.18140338,3629350,0.18140338,3629350,0.18140338
3789905,0.1813323,3789905,0.1813323,3789905,0.1813323
2657326,0.17989741,2657326,0.17989741,2657326,0.17989741
3015350,0.17943677,3015350,0.17943677,3015350,0.17943677
2808616,0.17902394,2808616,0.17902394,2808616,0.17902394
3875965,0.17863038,3875965,0.17863038,3875965,0.17863038
3778807,0.17862684,3778807,0.17862684,3778807,0.17862684
3560638,0.17846653,3560638,0.17846653,3560638,0.17846653
2874294,0.17747976,2874294,0.17747976,2874294,0.17747976
3062131,0.17699781,3062131,0.17699781,3062131,0.17699781
3492969,0.17681007,3492969,0.17681007,3492969,0.17681007
3276810,0.17669696,3276810,0.17669696,3276810,0.17669696
3872045,0.17604817,3872045,0.17604817,3872045,0.17604817
3542899,0.17588963,3542899,0.17588963,3542899,0.17588963
3150839,0.17544758,3150839,0.17544758,3150839,0.17544758
3248590,0.17484054,3248590,0.17484054,3248590,0.17484054
3099222,0.17466074,3099222,0.17466074,3099222,0.17466074
3730144,0.17458615,3730144,0.17458615,3730144,0.17458615
3349957,0.17453323,3349957,0.17453323,3349957,0.17453323
3475120,0.1739839,3475120,0.1739839,3475120,0.1739839
3109763,0.17341132,3109763,0.17341132,3109763,0.17341132
3878962,0.17332639,3878962,0.17332639,3878962,0.17332639
3657909,0.17319515,3657909,0.17319515,3657909,0.17319515
3045397,0.17310244,3045397,0.17310244,3045397,0.17310244
3604869,0.1730165,3604869,0.1730165,3604869,0.1730165
3548379,0.17283522,3548379,0.17283522,3548379,0.17283522
3755437,0.1727866,3755437,0.1727866,3755437,0.1727866
2572045,0.17227055,2572045,0.17227055,2572045,0.17227055
3745887,0.17220213,3745887,0.17220213,3745887,0.17220213
2258295,0.17182313,2258295,0.17182313,2258295,0.17182313
3568877,0.17175883,3568877,0.17175883,3568877,0.17175883
3162763,0.17105496,3162763,0.17105496,3162763,0.17105496
3299167,0.17077589,3299167,0.17077589,3299167,0.17077589
2938427,0.17061035,2938427,0.17061035,2938427,0.17061035
3836946,0.17047192,3836946,0.17047192,3836946,0.17047192
2621138,0.17008391,2621138,0.17008391,2621138,0.17008391
3017697,0.17004253,3017697,0.17004253,3017697,0.17004253
3611057,0.17004006,3611057,0.17004006,3611057,0.17004006
3673813,0.16969632,3673813,0.16969632,3673813,0.16969632
1373644,0.16966742,1373644,0.16966742,1373644,0.16966742
3199939,0.16951306,3199939,0.16951306,3199939,0.16951306
3696471,0.16917387,3696471,0.16917387,3696471,0.16917387
3309244,0.16771486,3309244,0.16771486,3309244,0.16771486
3184652,0.16738346,3184652,0.16738346,3184652,0.16738346
3159367,0.16737369,3159367,0.16737369,3159367,0.16737369
3038627,0.16714172,3038627,0.16714172,3038627,0.16714172
3487309,0.16709772,3487309,0.16709772,3487309,0.16709772
3734632,0.16685958,3734632,0.16685958,3734632,0.16685958
3483330,0.16682944,3483330,0.16682944,3483330,0.16682944
3656631,0.16666177,3656631,0.16666177,3656631,0.16666177
3638550,0.16632508,3638550,0.16632508,3638550,0.16632508
2988848,0.16630235,2988848,0.16630235,2988848,0.16630235
2908830,0.16626696,2908830,0.16626696,2908830,0.16626696
3419694,0.1662544,3419694,0.1662544,3419694,0.1662544
3325009,0.16619736,3325009,0.16619736,3325009,0.16619736
2900082,0.16607733,2900082,0.16607733,2900082,0.16607733
3463148,0.16586213,3463148,0.16586213,3463148,0.16586213
