pmcid,score,pmcid,score,pmcid,score
3587910,0.3228995,3587910,0.3228995,3587910,0.3228995
2536182,0.31126517,2536182,0.31126517,2536182,0.31126517
3299121,0.29900962,3299121,0.29900962,3299121,0.29900962
2542347,0.28935865,2542347,0.28935865,2542347,0.28935865
3170633,0.28687912,3170633,0.28687912,3170633,0.28687912
2700434,0.28308457,2700434,0.28308457,2700434,0.28308457
3023754,0.2771089,3023754,0.2771089,3023754,0.2771089
3203060,0.25629675,3203060,0.25629675,3203060,0.25629675
3690791,0.25230327,3690791,0.25230327,3690791,0.25230327
2803948,0.25007018,2803948,0.25007018,2803948,0.25007018
3853387,0.24615268,3853387,0.24615268,3853387,0.24615268
3789280,0.23626599,3789280,0.23626599,3789280,0.23626599
2827098,0.23392585,2827098,0.23392585,2827098,0.23392585
2772260,0.23118122,2772260,0.23118122,2772260,0.23118122
3276041,0.22718084,3276041,0.22718084,3276041,0.22718084
3161475,0.22562347,3161475,0.22562347,3161475,0.22562347
1276800,0.22385393,1276800,0.22385393,1276800,0.22385393
2740172,0.22264111,2740172,0.22264111,2740172,0.22264111
3090107,0.2215707,3090107,0.2215707,3090107,0.2215707
2740325,0.22094406,2740325,0.22094406,2740325,0.22094406
3206111,0.22085252,3206111,0.22085252,3206111,0.22085252
2783053,0.22076823,2783053,0.22076823,2783053,0.22076823
3716031,0.21733323,3716031,0.21733323,3716031,0.21733323
2822252,0.21717523,2822252,0.21717523,2822252,0.21717523
2621130,0.2159462,2621130,0.2159462,2621130,0.2159462
3535729,0.2152044,3535729,0.2152044,3535729,0.2152044
3336229,0.21518691,3336229,0.21518691,3336229,0.21518691
2946729,0.21497329,2946729,0.21497329,2946729,0.21497329
3085223,0.21379149,3085223,0.21379149,3085223,0.21379149
3225311,0.21375853,3225311,0.21375853,3225311,0.21375853
3677011,0.21323475,3677011,0.21323475,3677011,0.21323475
2904803,0.21243182,2904803,0.21243182,2904803,0.21243182
2783073,0.21215208,2783073,0.21215208,2783073,0.21215208
2760696,0.20741722,2760696,0.20741722,2760696,0.20741722
3831020,0.2069915,3831020,0.2069915,3831020,0.2069915
3292990,0.20594354,3292990,0.20594354,3292990,0.20594354
3219759,0.20577784,3219759,0.20577784,3219759,0.20577784
2600375,0.20533171,2600375,0.20533171,2600375,0.20533171
3177592,0.20478565,3177592,0.20478565,3177592,0.20478565
3343246,0.20441681,3343246,0.20441681,3343246,0.20441681
2948389,0.20415185,2948389,0.20415185,2948389,0.20415185
3775210,0.20410152,3775210,0.20410152,3775210,0.20410152
3519024,0.20320624,3519024,0.20320624,3519024,0.20320624
2803902,0.20212954,2803902,0.20212954,2803902,0.20212954
