pmcid,score,pmcid,score,pmcid,score
3335556,0.35746917,3335556,0.35746917,3335556,0.35746917
3833587,0.34232518,3833587,0.34232518,3833587,0.34232518
3279489,0.3317455,3279489,0.3317455,3279489,0.3317455
3618104,0.32206377,3618104,0.32206377,3618104,0.32206377
3745931,0.32069132,3745931,0.32069132,3745931,0.32069132
2659845,0.31793162,2659845,0.31793162,2659845,0.31793162
3515415,0.30856386,3515415,0.30856386,3515415,0.30856386
2803987,0.30515707,2803987,0.30515707,2803987,0.30515707
3677011,0.3022747,3677011,0.3022747,3677011,0.3022747
2987954,0.2988083,2987954,0.2988083,2987954,0.2988083
3616125,0.2962604,3616125,0.2962604,3616125,0.2962604
3863515,0.2909835,3863515,0.2909835,3863515,0.2909835
2716679,0.29021353,2716679,0.29021353,2716679,0.29021353
3335608,0.28966606,3335608,0.28966606,3335608,0.28966606
2740015,0.287321,2740015,0.287321,2740015,0.287321
3291424,0.2872394,3291424,0.2872394,3291424,0.2872394
2856542,0.2872022,2856542,0.2872022,2856542,0.2872022
3015846,0.28711686,3015846,0.28711686,3015846,0.28711686
3426013,0.28547603,3426013,0.28547603,3426013,0.28547603
3118368,0.28493586,3118368,0.28493586,3118368,0.28493586
3147240,0.28409344,3147240,0.28409344,3147240,0.28409344
3649648,0.2835422,3649648,0.2835422,3649648,0.2835422
2732080,0.2830741,2732080,0.2830741,2732080,0.2830741
3773459,0.28149173,3773459,0.28149173,3773459,0.28149173
3384962,0.2774488,3384962,0.2774488,3384962,0.2774488
2169208,0.2764765,2169208,0.2764765,2169208,0.2764765
3239171,0.27532572,3239171,0.27532572,3239171,0.27532572
3101915,0.2688998,3101915,0.2688998,3101915,0.2688998
3090107,0.2665046,3090107,0.2665046,3090107,0.2665046
3562643,0.26526317,3562643,0.26526317,3562643,0.26526317
3542892,0.2627404,3542892,0.2627404,3542892,0.2627404
2700593,0.2617416,2700593,0.2617416,2700593,0.2617416
3485486,0.2593999,3485486,0.2593999,3485486,0.2593999
3622346,0.2588032,3622346,0.2588032,3622346,0.2588032
2672273,0.25850815,2672273,0.25850815,2672273,0.25850815
2672212,0.25850755,2672212,0.25850755,2672212,0.25850755
3616029,0.25842392,3616029,0.25842392,3616029,0.25842392
2605761,0.25820306,2605761,0.25820306,2605761,0.25820306
2629964,0.2578547,2629964,0.2578547,2629964,0.2578547
3168459,0.25685441,3168459,0.25685441,3168459,0.25685441
2518550,0.2565443,2518550,0.2565443,2518550,0.2565443
3606484,0.25545475,3606484,0.25545475,3606484,0.25545475
3866318,0.2552323,3866318,0.2552323,3866318,0.2552323
2762186,0.25493458,2762186,0.25493458,2762186,0.25493458
3420763,0.25486472,3420763,0.25486472,3420763,0.25486472
3445230,0.254611,3445230,0.254611,3445230,0.254611
2517969,0.2543047,2517969,0.2543047,2517969,0.2543047
3213725,0.2536999,3213725,0.2536999,3213725,0.2536999
3056330,0.25319046,3056330,0.25319046,3056330,0.25319046
2958974,0.25293708,2958974,0.25293708,2958974,0.25293708
2803937,0.2525149,2803937,0.2525149,2803937,0.2525149
2424060,0.2520538,2424060,0.2520538,2424060,0.2520538
2908659,0.2506278,2908659,0.2506278,2908659,0.2506278
3266655,0.25026453,3266655,0.25026453,3266655,0.25026453
2771810,0.2501418,2771810,0.2501418,2771810,0.2501418
1780052,0.24973534,1780052,0.24973534,1780052,0.24973534
3279506,0.24958543,3279506,0.24958543,3279506,0.24958543
3336243,0.24955674,3336243,0.24955674,3336243,0.24955674
3732623,0.24901564,3732623,0.24901564,3732623,0.24901564
3117630,0.24898846,3117630,0.24898846,3117630,0.24898846
2988179,0.24863927,2988179,0.24863927,2988179,0.24863927
2987927,0.24859765,2987927,0.24859765,2987927,0.24859765
2984325,0.24821457,2984325,0.24821457,2984325,0.24821457
3875701,0.24820043,3875701,0.24820043,3875701,0.24820043
3276928,0.2478668,3276928,0.2478668,3276928,0.2478668
3608317,0.24737746,3608317,0.24737746,3608317,0.24737746
3336229,0.24719322,3336229,0.24719322,3336229,0.24719322
3809936,0.24693035,3809936,0.24693035,3809936,0.24693035
3174928,0.24636886,3174928,0.24636886,3174928,0.24636886
1852901,0.24621391,1852901,0.24621391,1852901,0.24621391
3656703,0.24506849,3656703,0.24506849,3656703,0.24506849
2672274,0.24494232,2672274,0.24494232,2672274,0.24494232
2737789,0.24475688,2737789,0.24475688,2737789,0.24475688
2830978,0.24451979,2830978,0.24451979,2830978,0.24451979
2698203,0.24399169,2698203,0.24399169,2698203,0.24399169
3853387,0.2437128,3853387,0.2437128,3853387,0.2437128
3152527,0.24369207,3152527,0.24369207,3152527,0.24369207
3137810,0.24333286,3137810,0.24333286,3137810,0.24333286
3606122,0.2422579,3606122,0.2422579,3606122,0.2422579
3180395,0.24193954,3180395,0.24193954,3180395,0.24193954
2918825,0.24093594,2918825,0.24093594,2918825,0.24093594
3803125,0.24059443,3803125,0.24059443,3803125,0.24059443
3108676,0.24003348,3108676,0.24003348,3108676,0.24003348
3542949,0.23996642,3542949,0.23996642,3542949,0.23996642
3299160,0.23872349,3299160,0.23872349,3299160,0.23872349
2918831,0.23819079,2918831,0.23819079,2918831,0.23819079
2904793,0.23771946,2904793,0.23771946,2904793,0.23771946
2797493,0.23753986,2797493,0.23753986,2797493,0.23753986
3420620,0.23727182,3420620,0.23727182,3420620,0.23727182
3791839,0.23693408,3791839,0.23693408,3791839,0.23693408
3423769,0.23688671,3423769,0.23688671,3423769,0.23688671
2279110,0.23684274,2279110,0.23684274,2279110,0.23684274
3163218,0.23661564,3163218,0.23661564,3163218,0.23661564
3527017,0.23634544,3527017,0.23634544,3527017,0.23634544
3728529,0.23610544,3728529,0.23610544,3728529,0.23610544
2827106,0.2358875,2827106,0.2358875,2827106,0.2358875
3368213,0.23514292,3368213,0.23514292,3368213,0.23514292
2700440,0.23504654,2700440,0.23504654,2700440,0.23504654
3488388,0.23461169,3488388,0.23461169,3488388,0.23461169
3563701,0.23456854,3563701,0.23456854,3563701,0.23456854
3876309,0.2344541,3876309,0.2344541,3876309,0.2344541
2245957,0.23417746,2245957,0.23417746,2245957,0.23417746
2900082,0.23410653,2900082,0.23410653,2900082,0.23410653
3350022,0.23395088,3350022,0.23395088,3350022,0.23395088
3502108,0.23389672,3502108,0.23389672,3502108,0.23389672
2211302,0.2336867,2211302,0.2336867,2211302,0.2336867
3619046,0.23307395,3619046,0.23307395,3619046,0.23307395
2908671,0.23247403,2908671,0.23247403,2908671,0.23247403
3341425,0.2313007,3341425,0.2313007,3341425,0.2313007
3658225,0.23023896,3658225,0.23023896,3658225,0.23023896
3542903,0.23010722,3542903,0.23010722,3542903,0.23010722
3880723,0.22998345,3880723,0.22998345,3880723,0.22998345
