pmcid	title	abstract	body
2827106	0.19695103	0.19695103	0.19695103
2990464	0.18608229	0.18608229	0.18608229
3743594	0.17857032	0.17857032	0.17857032
3845259	0.1744204	0.1744204	0.1744204
3480015	0.1727494	0.1727494	0.1727494
3423774	0.16426498	0.16426498	0.16426498
3597858	0.16167302	0.16167302	0.16167302
3261608	0.16139776	0.16139776	0.16139776
2883201	0.159959	0.159959	0.159959
3237218	0.15987888	0.15987888	0.15987888
2747439	0.15898414	0.15898414	0.15898414
3097685	0.1573615	0.1573615	0.1573615
3522349	0.15614976	0.15614976	0.15614976
3649091	0.15319575	0.15319575	0.15319575
2766900	0.15301949	0.15301949	0.15301949
3792541	0.15261546	0.15261546	0.15261546
2876708	0.14817888	0.14817888	0.14817888
2853042	0.14578865	0.14578865	0.14578865
3047758	0.14553382	0.14553382	0.14553382
3460998	0.14511399	0.14511399	0.14511399
201022	0.14478992	0.14478992	0.14478992
3324271	0.14425303	0.14425303	0.14425303
3669560	0.14413366	0.14413366	0.14413366
3539336	0.14386438	0.14386438	0.14386438
3579993	0.14381275	0.14381275	0.14381275
3522346	0.14264572	0.14264572	0.14264572
3590974	0.14169207	0.14169207	0.14169207
3442472	0.14158048	0.14158048	0.14158048
2918840	0.14122806	0.14122806	0.14122806
3606758	0.13999893	0.13999893	0.13999893
3475474	0.13997528	0.13997528	0.13997528
3835649	0.13614963	0.13614963	0.13614963
2292492	0.13571358	0.13571358	0.13571358
2946729	0.13516591	0.13516591	0.13516591
3889048	0.13405013	0.13405013	0.13405013
1654154	0.13390541	0.13390541	0.13390541
3678867	0.13334042	0.13334042	0.13334042
2816851	0.13309643	0.13309643	0.13309643
3259307	0.13258055	0.13258055	0.13258055
3512255	0.13247383	0.13247383	0.13247383
3361206	0.13239782	0.13239782	0.13239782
2893311	0.13220693	0.13220693	0.13220693
3841696	0.13190454	0.13190454	0.13190454
3275737	0.13173537	0.13173537	0.13173537
3260251	0.13155727	0.13155727	0.13155727
3465873	0.1314961	0.1314961	0.1314961
3858766	0.13134609	0.13134609	0.13134609
3282448	0.13111167	0.13111167	0.13111167
3725366	0.1309118	0.1309118	0.1309118
3600273	0.12962833	0.12962833	0.12962833
3625881	0.12941271	0.12941271	0.12941271
3074330	0.12867777	0.12867777	0.12867777
3507065	0.12856208	0.12856208	0.12856208
3162981	0.12832849	0.12832849	0.12832849
2705726	0.12817344	0.12817344	0.12817344
3485908	0.12801416	0.12801416	0.12801416
3326998	0.12789816	0.12789816	0.12789816
3173907	0.12781681	0.12781681	0.12781681
3768168	0.12763816	0.12763816	0.12763816
2718140	0.12757523	0.12757523	0.12757523
3637413	0.12730652	0.12730652	0.12730652
2803888	0.1265951	0.1265951	0.1265951
3180182	0.12584312	0.12584312	0.12584312
3263546	0.12573166	0.12573166	0.12573166
3849969	0.124454066	0.124454066	0.124454066
3846101	0.12438038	0.12438038	0.12438038
2740295	0.124286056	0.124286056	0.124286056
2769329	0.12427288	0.12427288	0.12427288
3439789	0.12304057	0.12304057	0.12304057
2941259	0.122643284	0.122643284	0.122643284
3502833	0.12239393	0.12239393	0.12239393
3295547	0.12236979	0.12236979	0.12236979
3745931	0.122338556	0.122338556	0.122338556
3117760	0.12227715	0.12227715	0.12227715
3461274	0.12190966	0.12190966	0.12190966
3358599	0.12187286	0.12187286	0.12187286
3377544	0.12175707	0.12175707	0.12175707
2886226	0.121708654	0.121708654	0.121708654
3891388	0.12146777	0.12146777	0.12146777
3137831	0.12141486	0.12141486	0.12141486
3604817	0.12134086	0.12134086	0.12134086
3424676	0.12078747	0.12078747	0.12078747
3851001	0.12062473	0.12062473	0.12062473
3295978	0.12057507	0.12057507	0.12057507
3849794	0.12048516	0.12048516	0.12048516
3835648	0.120347194	0.120347194	0.120347194
3616064	0.12012883	0.12012883	0.12012883
3853387	0.12007185	0.12007185	0.12007185
3279508	0.12005186	0.12005186	0.12005186
3616260	0.11977591	0.11977591	0.11977591
3183691	0.11969818	0.11969818	0.11969818
3764732	0.11953672	0.11953672	0.11953672
3193814	0.11915004	0.11915004	0.11915004
1592487	0.1190665	0.1190665	0.1190665
3557624	0.11883354	0.11883354	0.11883354
3424852	0.11869018	0.11869018	0.11869018
3177428	0.118631475	0.118631475	0.118631475
3197173	0.11834883	0.11834883	0.11834883
3108321	0.11833378	0.11833378	0.11833378
3420758	0.1179273	0.1179273	0.1179273
3656556	0.11743751	0.11743751	0.11743751
3876596	0.117407136	0.117407136	0.117407136
3021894	0.1170631	0.1170631	0.1170631
3249271	0.116976246	0.116976246	0.116976246
3609961	0.116829716	0.116829716	0.116829716
3676988	0.11667988	0.11667988	0.11667988
3401651	0.11641901	0.11641901	0.11641901
3487864	0.116243646	0.116243646	0.116243646
2876700	0.11602817	0.11602817	0.11602817
3502108	0.11569273	0.11569273	0.11569273
2958331	0.11532718	0.11532718	0.11532718
2908670	0.11463241	0.11463241	0.11463241
3715979	0.114606276	0.114606276	0.114606276
3640245	0.11445417	0.11445417	0.11445417
3883468	0.11434893	0.11434893	0.11434893
2995238	0.114278525	0.114278525	0.114278525
3157440	0.114166416	0.114166416	0.114166416
3568724	0.114028744	0.114028744	0.114028744
3099517	0.114025936	0.114025936	0.114025936
3743587	0.113535054	0.113535054	0.113535054
3407444	0.11343855	0.11343855	0.11343855
2913808	0.11333091	0.11333091	0.11333091
3492104	0.11313243	0.11313243	0.11313243
1892770	0.11301791	0.11301791	0.11301791
3651929	0.11239442	0.11239442	0.11239442
3141155	0.11177858	0.11177858	0.11177858
3488528	0.111426644	0.111426644	0.111426644
3880721	0.11130069	0.11130069	0.11130069
3822324	0.11105799	0.11105799	0.11105799
3583123	0.11098204	0.11098204	0.11098204
1584227	0.11075037	0.11075037	0.11075037
3892523	0.11025595	0.11025595	0.11025595
2408924	0.11022535	0.11022535	0.11022535
3532760	0.11004804	0.11004804	0.11004804
3647711	0.10947448	0.10947448	0.10947448
3409659	0.109347895	0.109347895	0.109347895
2730627	0.108952776	0.108952776	0.108952776
3307468	0.10885317	0.10885317	0.10885317
3409906	0.10870417	0.10870417	0.10870417
3523579	0.10869977	0.10869977	0.10869977
3095885	0.10861521	0.10861521	0.10861521
3043584	0.108607024	0.108607024	0.108607024
3004882	0.1085209	0.1085209	0.1085209
3343246	0.10818159	0.10818159	0.10818159
3842688	0.107980676	0.107980676	0.107980676
2915987	0.107696705	0.107696705	0.107696705
3199241	0.10757057	0.10757057	0.10757057
3304623	0.1075543	0.1075543	0.1075543
2672084	0.10753467	0.10753467	0.10753467
2503966	0.107187964	0.107187964	0.107187964
