pmcid,score,pmcid,score,pmcid,score
2892615,0.4091738,2892615,0.4091738,2892615,0.4091738
3834987,0.39822352,3834987,0.39822352,3834987,0.39822352
3506220,0.35227853,3506220,0.35227853,3506220,0.35227853
3656631,0.3415488,3656631,0.3415488,3656631,0.3415488
3833481,0.34124482,3833481,0.34124482,3833481,0.34124482
1915650,0.32794788,1915650,0.32794788,1915650,0.32794788
3320390,0.32295838,3320390,0.32295838,3320390,0.32295838
3614649,0.31800738,3614649,0.31800738,3614649,0.31800738
3764358,0.31748384,3764358,0.31748384,3764358,0.31748384
3894143,0.31665304,3894143,0.31665304,3894143,0.31665304
3280186,0.31586766,3280186,0.31586766,3280186,0.31586766
3423911,0.30717102,3423911,0.30717102,3423911,0.30717102
2611962,0.30499363,2611962,0.30499363,2611962,0.30499363
3490473,0.30494195,3490473,0.30494195,3490473,0.30494195
2868875,0.29837316,2868875,0.29837316,2868875,0.29837316
3403064,0.2973575,3403064,0.2973575,3403064,0.2973575
3858699,0.29385546,3858699,0.29385546,3858699,0.29385546
2751738,0.28914982,2751738,0.28914982,2751738,0.28914982
3820174,0.28910434,3820174,0.28910434,3820174,0.28910434
3172973,0.28021836,3172973,0.28021836,3172973,0.28021836
3755437,0.2775185,3755437,0.2775185,3755437,0.2775185
3420609,0.275579,3420609,0.275579,3420609,0.275579
3264568,0.2734838,3264568,0.2734838,3264568,0.2734838
3622393,0.27164093,3622393,0.27164093,3622393,0.27164093
3562534,0.2716257,3562534,0.2716257,3562534,0.2716257
3517187,0.26560453,3517187,0.26560453,3517187,0.26560453
2807864,0.26477888,2807864,0.26477888,2807864,0.26477888
3166438,0.26299232,3166438,0.26299232,3166438,0.26299232
3821148,0.26289627,3821148,0.26289627,3821148,0.26289627
3654939,0.2604668,3654939,0.2604668,3654939,0.2604668
3610089,0.25955597,3610089,0.25955597,3610089,0.25955597
3833581,0.25909758,3833581,0.25909758,3833581,0.25909758
2793241,0.25616518,2793241,0.25616518,2793241,0.25616518
3196037,0.25180376,3196037,0.25180376,3196037,0.25180376
3139154,0.25155726,3139154,0.25155726,3139154,0.25155726
3848723,0.24913104,3848723,0.24913104,3848723,0.24913104
3570032,0.24772495,3570032,0.24772495,3570032,0.24772495
2546470,0.24750696,2546470,0.24750696,2546470,0.24750696
2628121,0.24734898,2628121,0.24734898,2628121,0.24734898
3208924,0.24728371,3208924,0.24728371,3208924,0.24728371
3555597,0.24448432,3555597,0.24448432,3555597,0.24448432
3764340,0.2442979,3764340,0.2442979,3764340,0.2442979
3735335,0.24400628,3735335,0.24400628,3735335,0.24400628
3759076,0.24301736,3759076,0.24301736,3759076,0.24301736
3582858,0.2429754,3582858,0.2429754,3582858,0.2429754
3718246,0.24087706,3718246,0.24087706,3718246,0.24087706
2980628,0.23949866,2980628,0.23949866,2980628,0.23949866
3741014,0.23849455,3741014,0.23849455,3741014,0.23849455
2246109,0.23772936,2246109,0.23772936,2246109,0.23772936
3119861,0.23595648,3119861,0.23595648,3119861,0.23595648
1940253,0.23586348,1940253,0.23586348,1940253,0.23586348
3670647,0.23576829,3670647,0.23576829,3670647,0.23576829
3619691,0.23540828,3619691,0.23540828,3619691,0.23540828
3572577,0.23452918,3572577,0.23452918,3572577,0.23452918
3423950,0.23372869,3423950,0.23372869,3423950,0.23372869
3513310,0.23313831,3513310,0.23313831,3513310,0.23313831
