pmcid,score,pmcid,score,pmcid,score
3311001,0.41251922,3311001,0.41251922,3311001,0.41251922
3121590,0.38715842,3121590,0.38715842,3121590,0.38715842
2740160,0.30044883,2740160,0.30044883,2740160,0.30044883
3860673,0.2833453,3860673,0.2833453,3860673,0.2833453
2908802,0.27343976,2908802,0.27343976,2908802,0.27343976
3628471,0.26917225,3628471,0.26917225,3628471,0.26917225
2846859,0.26060453,2846859,0.26060453,2846859,0.26060453
1636036,0.25998187,1636036,0.25998187,1636036,0.25998187
3504246,0.25017515,3504246,0.25017515,3504246,0.25017515
3606293,0.24096805,3606293,0.24096805,3606293,0.24096805
3468117,0.23983972,3468117,0.23983972,3468117,0.23983972
2241764,0.23638144,2241764,0.23638144,2241764,0.23638144
3177884,0.23378898,3177884,0.23378898,3177884,0.23378898
3700455,0.22310732,3700455,0.22310732,3700455,0.22310732
3556292,0.22217962,3556292,0.22217962,3556292,0.22217962
2804570,0.21940483,2804570,0.21940483,2804570,0.21940483
3567954,0.21489282,3567954,0.21489282,3567954,0.21489282
3846152,0.21480736,3846152,0.21480736,3846152,0.21480736
3150839,0.21285155,3150839,0.21285155,3150839,0.21285155
3469334,0.2119649,3469334,0.2119649,3469334,0.2119649
2702886,0.21059601,2702886,0.21059601,2702886,0.21059601
3543893,0.21010417,3543893,0.21010417,3543893,0.21010417
3353295,0.20827627,3353295,0.20827627,3353295,0.20827627
3099090,0.20454834,3099090,0.20454834,3099090,0.20454834
3683417,0.201375,3683417,0.201375,3683417,0.201375
3830836,0.19879566,3830836,0.19879566,3830836,0.19879566
2700599,0.19812883,2700599,0.19812883,2700599,0.19812883
3756167,0.19810624,3756167,0.19810624,3756167,0.19810624
3443655,0.19771682,3443655,0.19771682,3443655,0.19771682
3817744,0.19663404,3817744,0.19663404,3817744,0.19663404
3845240,0.19619232,3845240,0.19619232,3845240,0.19619232
3093233,0.19353142,3093233,0.19353142,3093233,0.19353142
3765128,0.19341438,3765128,0.19341438,3765128,0.19341438
3825967,0.19339271,3825967,0.19339271,3825967,0.19339271
2908659,0.19251938,2908659,0.19251938,2908659,0.19251938
3156508,0.19181678,3156508,0.19181678,3156508,0.19181678
3295333,0.19115499,3295333,0.19115499,3295333,0.19115499
2599801,0.19077007,2599801,0.19077007,2599801,0.19077007
2443117,0.18769006,2443117,0.18769006,2443117,0.18769006
3601504,0.1855572,3601504,0.1855572,3601504,0.1855572
3095784,0.18219393,3095784,0.18219393,3095784,0.18219393
3874942,0.18185775,3874942,0.18185775,3874942,0.18185775
3763677,0.18138023,3763677,0.18138023,3763677,0.18138023
2330057,0.18067694,2330057,0.18067694,2330057,0.18067694
3614728,0.17952998,3614728,0.17952998,3614728,0.17952998
3385320,0.1794126,3385320,0.1794126,3385320,0.1794126
3437303,0.1792833,3437303,0.1792833,3437303,0.1792833
3858746,0.17916118,3858746,0.17916118,3858746,0.17916118
3395946,0.1788479,3395946,0.1788479,3395946,0.1788479
3430891,0.1772074,3430891,0.1772074,3430891,0.1772074
3200117,0.17649172,3200117,0.17649172,3200117,0.17649172
3519056,0.17502002,3519056,0.17502002,3519056,0.17502002
2630294,0.17367367,2630294,0.17367367,2630294,0.17367367
3265993,0.173056,3265993,0.173056,3265993,0.173056
2984407,0.17250648,2984407,0.17250648,2984407,0.17250648
2830180,0.17240667,2830180,0.17240667,2830180,0.17240667
3227428,0.17236634,3227428,0.17236634,3227428,0.17236634
3195765,0.1718438,3195765,0.1718438,3195765,0.1718438
2729309,0.17182355,2729309,0.17182355,2729309,0.17182355
2862020,0.17177004,2862020,0.17177004,2862020,0.17177004
2745137,0.17158118,2745137,0.17158118,2745137,0.17158118
3580753,0.17105241,3580753,0.17105241,3580753,0.17105241
3175046,0.17097177,3175046,0.17097177,3175046,0.17097177
2628097,0.1707156,2628097,0.1707156,2628097,0.1707156
3004513,0.1706062,3004513,0.1706062,3004513,0.1706062
3335538,0.17058258,3335538,0.17058258,3335538,0.17058258
3426908,0.17035432,3426908,0.17035432,3426908,0.17035432
2847818,0.1702527,2847818,0.1702527,2847818,0.1702527
2576249,0.17020707,2576249,0.17020707,2576249,0.17020707
3095803,0.16912702,3095803,0.16912702,3095803,0.16912702
3212934,0.16903163,3212934,0.16903163,3212934,0.16903163
3075144,0.16900316,3075144,0.16900316,3075144,0.16900316
2729252,0.1685519,2729252,0.1685519,2729252,0.1685519
3571852,0.16848314,3571852,0.16848314,3571852,0.16848314
3372001,0.1681677,3372001,0.1681677,3372001,0.1681677
3189692,0.16752556,3189692,0.16752556,3189692,0.16752556
3443664,0.16736166,3443664,0.16736166,3443664,0.16736166
2839317,0.16725186,2839317,0.16725186,2839317,0.16725186
2646708,0.16724393,2646708,0.16724393,2646708,0.16724393
2700233,0.16694213,2700233,0.16694213,2700233,0.16694213
2984347,0.16631337,2984347,0.16631337,2984347,0.16631337
3634162,0.16587417,3634162,0.16587417,3634162,0.16587417
3411311,0.16552417,3411311,0.16552417,3411311,0.16552417
2783087,0.16486542,2783087,0.16486542,2783087,0.16486542
2767158,0.16438176,2767158,0.16438176,2767158,0.16438176
2682450,0.16421612,2682450,0.16421612,2682450,0.16421612
3500003,0.16406219,3500003,0.16406219,3500003,0.16406219
2660300,0.16348217,2660300,0.16348217,2660300,0.16348217
2648945,0.1634127,2648945,0.1634127,2648945,0.1634127
2672271,0.16237018,2672271,0.16237018,2672271,0.16237018
3852630,0.16206065,3852630,0.16206065,3852630,0.16206065
3307435,0.16134715,3307435,0.16134715,3307435,0.16134715
3307080,0.16088845,3307080,0.16088845,3307080,0.16088845
3876522,0.16078621,3876522,0.16078621,3876522,0.16078621
3878495,0.16055344,3878495,0.16055344,3878495,0.16055344
2656981,0.16039039,2656981,0.16039039,2656981,0.16039039
3489801,0.16036627,3489801,0.16036627,3489801,0.16036627
2397013,0.15972722,2397013,0.15972722,2397013,0.15972722
2895172,0.15966219,2895172,0.15966219,2895172,0.15966219
3075827,0.15962811,3075827,0.15962811,3075827,0.15962811
3115887,0.15922433,3115887,0.15922433,3115887,0.15922433
2989946,0.15896171,2989946,0.15896171,2989946,0.15896171
2898974,0.1589193,2898974,0.1589193,2898974,0.1589193
3162699,0.1580271,3162699,0.1580271,3162699,0.1580271
3713330,0.15711509,3713330,0.15711509,3713330,0.15711509
3508577,0.15707943,3508577,0.15707943,3508577,0.15707943
3704959,0.15703277,3704959,0.15703277,3704959,0.15703277
3113190,0.15669975,3113190,0.15669975,3113190,0.15669975
3227694,0.156583,3227694,0.156583,3227694,0.156583
3129113,0.15595733,3129113,0.15595733,3129113,0.15595733
3169763,0.15486717,3169763,0.15486717,3169763,0.15486717
3631787,0.15469915,3631787,0.15469915,3631787,0.15469915
2705356,0.15469442,2705356,0.15469442,2705356,0.15469442
3369671,0.15464036,3369671,0.15464036,3369671,0.15464036
2957856,0.1539102,2957856,0.1539102,2957856,0.1539102
2584009,0.15389526,2584009,0.15389526,2584009,0.15389526
3665058,0.15389249,3665058,0.15389249,3665058,0.15389249
3712003,0.1530688,3712003,0.1530688,3712003,0.1530688
2672241,0.15286362,2672241,0.15286362,2672241,0.15286362
1525177,0.15261742,1525177,0.15261742,1525177,0.15261742
2653027,0.15261714,2653027,0.15261714,2653027,0.15261714
3377020,0.15261067,3377020,0.15261067,3377020,0.15261067
3572695,0.15128496,3572695,0.15128496,3572695,0.15128496
3134918,0.15118133,3134918,0.15118133,3134918,0.15118133
2920084,0.15103015,2920084,0.15103015,2920084,0.15103015
3714936,0.1510297,3714936,0.1510297,3714936,0.1510297
3072006,0.15097022,3072006,0.15097022,3072006,0.15097022
3841528,0.15063463,3841528,0.15063463,3841528,0.15063463
3649624,0.15053281,3649624,0.15053281,3649624,0.15053281
1892548,0.14992169,1892548,0.14992169,1892548,0.14992169
3220812,0.14885163,3220812,0.14885163,3220812,0.14885163
3678496,0.14841229,3678496,0.14841229,3678496,0.14841229
3530518,0.14838661,3530518,0.14838661,3530518,0.14838661
2932730,0.14802606,2932730,0.14802606,2932730,0.14802606
3632177,0.1478323,3632177,0.1478323,3632177,0.1478323
3289835,0.1475358,3289835,0.1475358,3289835,0.1475358
3094313,0.14678134,3094313,0.14678134,3094313,0.14678134
3375193,0.14625429,3375193,0.14625429,3375193,0.14625429
3169498,0.1456205,3169498,0.1456205,3169498,0.1456205
2740038,0.14561327,2740038,0.14561327,2740038,0.14561327
3579430,0.14558125,3579430,0.14558125,3579430,0.14558125
2873547,0.14549367,2873547,0.14549367,2873547,0.14549367
3673860,0.14538145,3673860,0.14538145,3673860,0.14538145
3679758,0.14523202,3679758,0.14523202,3679758,0.14523202
2650678,0.14506178,2650678,0.14506178,2650678,0.14506178
3846115,0.14458168,3846115,0.14458168,3846115,0.14458168
2787203,0.14412236,2787203,0.14412236,2787203,0.14412236
3573792,0.14407846,3573792,0.14407846,3573792,0.14407846
2678982,0.14392929,2678982,0.14392929,2678982,0.14392929
555568,0.14377356,555568,0.14377356,555568,0.14377356
3860647,0.14327028,3860647,0.14327028,3860647,0.14327028
2799964,0.14323509,2799964,0.14323509,2799964,0.14323509
2621140,0.14321047,2621140,0.14321047,2621140,0.14321047
3463912,0.14320715,3463912,0.14320715,3463912,0.14320715
2859736,0.14315282,2859736,0.14315282,2859736,0.14315282
2572606,0.14286257,2572606,0.14286257,2572606,0.14286257
2783161,0.14278847,2783161,0.14278847,2783161,0.14278847
3540647,0.14268088,3540647,0.14268088,3540647,0.14268088
2998524,0.14223482,2998524,0.14223482,2998524,0.14223482
3259121,0.14220683,3259121,0.14220683,3259121,0.14220683
3231714,0.14190467,3231714,0.14190467,3231714,0.14190467
3088390,0.14093807,3088390,0.14093807,3088390,0.14093807
3580349,0.14088057,3580349,0.14088057,3580349,0.14088057
3539461,0.14048256,3539461,0.14048256,3539461,0.14048256
3860030,0.14027677,3860030,0.14027677,3860030,0.14027677
2689852,0.14025511,2689852,0.14025511,2689852,0.14025511
3299191,0.13993935,3299191,0.13993935,3299191,0.13993935
3221195,0.13945094,3221195,0.13945094,3221195,0.13945094
3030803,0.13933879,3030803,0.13933879,3030803,0.13933879
3537198,0.13920231,3537198,0.13920231,3537198,0.13920231
3015846,0.13914642,3015846,0.13914642,3015846,0.13914642
3439380,0.13900393,3439380,0.13900393,3439380,0.13900393
3369416,0.13851005,3369416,0.13851005,3369416,0.13851005
3213209,0.13847487,3213209,0.13847487,3213209,0.13847487
3403857,0.13836499,3403857,0.13836499,3403857,0.13836499
3282451,0.13805714,3282451,0.13805714,3282451,0.13805714
2850845,0.13778692,2850845,0.13778692,2850845,0.13778692
3616064,0.13750564,3616064,0.13750564,3616064,0.13750564
3445248,0.13692094,3445248,0.13692094,3445248,0.13692094
2762175,0.13689996,2762175,0.13689996,2762175,0.13689996
3018996,0.1367743,3018996,0.1367743,3018996,0.1367743
3887575,0.13670918,3887575,0.13670918,3887575,0.13670918
3523895,0.13635758,3523895,0.13635758,3523895,0.13635758
3012456,0.13634136,3012456,0.13634136,3012456,0.13634136
2672256,0.1361968,2672256,0.1361968,2672256,0.1361968
3649448,0.13592657,3649448,0.13592657,3649448,0.13592657
3649561,0.13577677,3649561,0.13577677,3649561,0.13577677
3088750,0.13570248,3088750,0.13570248,3088750,0.13570248
2630936,0.13554654,2630936,0.13554654,2630936,0.13554654
3336885,0.13542351,3336885,0.13542351,3336885,0.13542351
3015416,0.13535458,3015416,0.13535458,3015416,0.13535458
3113180,0.13527806,3113180,0.13527806,3113180,0.13527806
1533809,0.13515455,1533809,0.13515455,1533809,0.13515455
3800309,0.13507277,3800309,0.13507277,3800309,0.13507277
3560757,0.13486727,3560757,0.13486727,3560757,0.13486727
2887775,0.13474785,2887775,0.13474785,2887775,0.13474785
2930595,0.13441657,2930595,0.13441657,2930595,0.13441657
2740354,0.13438053,2740354,0.13438053,2740354,0.13438053
2691511,0.13413873,2691511,0.13413873,2691511,0.13413873
3492965,0.13405214,3492965,0.13405214,3492965,0.13405214
3502811,0.13403769,3502811,0.13403769,3502811,0.13403769
2769280,0.13397333,2769280,0.13397333,2769280,0.13397333
3789904,0.13387422,3789904,0.13387422,3789904,0.13387422
3124981,0.1336423,3124981,0.1336423,3124981,0.1336423
3571614,0.13335286,3571614,0.13335286,3571614,0.13335286
3746438,0.13307978,3746438,0.13307978,3746438,0.13307978
3038405,0.13292065,3038405,0.13292065,3038405,0.13292065
3482687,0.13281785,3482687,0.13281785,3482687,0.13281785
3227160,0.13266575,3227160,0.13266575,3227160,0.13266575
3867925,0.13258968,3867925,0.13258968,3867925,0.13258968
2790738,0.13257234,2790738,0.13257234,2790738,0.13257234
2851121,0.13255876,2851121,0.13255876,2851121,0.13255876
2966588,0.13244207,2966588,0.13244207,2966588,0.13244207
3747026,0.13241099,3747026,0.13241099,3747026,0.13241099
3530728,0.13221742,3530728,0.13221742,3530728,0.13221742
3789895,0.13206701,3789895,0.13206701,3789895,0.13206701
2656964,0.13177846,2656964,0.13177846,2656964,0.13177846
3666926,0.13176586,3666926,0.13176586,3666926,0.13176586
3508535,0.1314697,3508535,0.1314697,3508535,0.1314697
3860017,0.13135971,3860017,0.13135971,3860017,0.13135971
3700151,0.13103849,3700151,0.13103849,3700151,0.13103849
2884449,0.13090076,2884449,0.13090076,2884449,0.13090076
2063499,0.13087481,2063499,0.13087481,2063499,0.13087481
3551405,0.13066873,3551405,0.13066873,3551405,0.13066873
1564383,0.13051817,1564383,0.13051817,1564383,0.13051817
2762184,0.13046627,2762184,0.13046627,2762184,0.13046627
2687910,0.1303163,2687910,0.1303163,2687910,0.1303163
3419663,0.13013563,3419663,0.13013563,3419663,0.13013563
3193642,0.13000178,3193642,0.13000178,3193642,0.13000178
3560522,0.12997456,3560522,0.12997456,3560522,0.12997456
3291284,0.12988879,3291284,0.12988879,3291284,0.12988879
3639802,0.12981157,3639802,0.12981157,3639802,0.12981157
3854980,0.12954482,3854980,0.12954482,3854980,0.12954482
3683414,0.12953945,3683414,0.12953945,3683414,0.12953945
2803864,0.12945935,2803864,0.12945935,2803864,0.12945935
3183542,0.12935093,3183542,0.12935093,3183542,0.12935093
3419694,0.12924148,3419694,0.12924148,3419694,0.12924148
3800673,0.12917097,3800673,0.12917097,3800673,0.12917097
3015800,0.12911361,3015800,0.12911361,3015800,0.12911361
3249338,0.12891254,3249338,0.12891254,3249338,0.12891254
2787277,0.12843055,2787277,0.12843055,2787277,0.12843055
2615123,0.1283698,2615123,0.1283698,2615123,0.1283698
2570216,0.12822223,2570216,0.12822223,2570216,0.12822223
2813640,0.12750386,2813640,0.12750386,2813640,0.12750386
2989960,0.12750144,2989960,0.12750144,2989960,0.12750144
