pmcid	title	abstract	body
2896582	4.327377	0.11265516	1.443887
2522257	3.9426904	2.6757855	1.2982394
2613254	3.5975277	1.6800745	1.0780098
3096430	3.5519102	0.070175834	1.5645947
2871551	3.5024455	2.3585038	1.3052554
3152527	3.4924595	2.0139089	1.4923198
2918838	3.2709444	1.6391891	1.0981612
2988176	3.2110667	1.6874597	1.2924786
3431067	3.200825	1.5860822	1.2305329
3056427	3.193789	0.059669644	0.0
3697219	3.1769776	1.6483421	1.2366091
3184632	3.0361125	1.5625618	1.1644009
3174928	3.019229	1.6399915	1.4842367
2769324	3.006601	0.08746261	0.08836571
3389875	2.9932199	1.612956	1.2269142
2848063	2.9834657	1.6037922	1.426443
3485486	2.963323	2.0837054	1.405279
3325009	2.9244227	2.214583	1.4913595
3276782	2.92298	1.4755445	1.3302089
3006379	2.905797	1.7741339	1.2197027
3860030	2.9048002	1.2367682	1.2186507
1852545	2.8567674	1.2764513	1.2862914
3089823	2.8558075	0.0	0.0
3159367	2.8548198	0.0	1.382806
1087206	2.8494484	0.0	1.0982999
1289282	2.8416946	1.190138	1.0901425
2740156	2.827963	1.2484586	1.106223
3466900	2.827441	1.6486046	1.2368743
3531039	2.7884634	1.4557773	0.98936164
1634852	2.7649403	1.7322128	0.9667461
3551696	2.7317176	0.05328267	0.0
3118206	2.7180343	1.3911955	1.0326929
3369045	2.7088857	0.0	0.0
3516941	2.6889267	1.612677	1.3990448
3075138	2.6844754	1.9007125	1.4529967
2270857	2.6760013	1.433058	1.2924354
1570363	2.6757812	1.4328291	1.085197
2387157	2.6752477	1.4322746	1.0846368
1940287	2.6750433	0.0	1.2914295
3259112	2.6706333	1.8863245	1.286798
2767137	2.6694498	1.349289	1.0422441
3669561	2.6636553	0.0630044	0.0
3616125	2.660945	0.06049888	1.258399
3888003	2.656821	1.8647586	1.2540658
2790738	2.6523597	0.052562453	1.2493784
2527496	2.6497412	1.6564578	1.394227
3110305	2.6444397	2.240174	1.2410569
3806430	2.6439185	1.6504028	1.2405095
3329063	2.6371095	0.0	1.1508031
2783047	2.6188614	1.5099311	1.1187338
3042608	2.6037204	1.7549204	1.3126205
3570945	2.6005304	1.4909437	1.0995315
3123852	2.5973058	0.054606933	1.3059007
2438319	2.5885553	0.0654817	0.0
3015729	2.542897	1.2757369	1.0675825
2994179	2.5416808	0.0	1.2067336
2646781	2.4972892	1.8954364	0.8440382
3651347	2.4591572	1.5513868	0.9518587
3812827	2.438663	0.0	1.091285
3784095	2.4227164	1.7799262	1.0987959
3061929	2.4219081	1.4625454	1.0979427
2981784	2.4199204	1.4604692	1.095845
3070451	2.418366	1.4588456	1.0942043
2984466	2.4154932	0.9702256	1.0911727
2923171	2.4154847	1.6634505	1.5262173
3437640	2.413395	1.3470433	1.00283
2769306	2.412358	0.0	1.0878639
2856382	2.4102273	1.3437624	1.2070309
