pmcid	title	abstract	body
3184632	3.5414553	1.8481346	1.3906378
3516941	3.4974704	2.125995	1.8543434
3830271	3.4558249	2.0807354	1.3769785
3089823	3.2909772	0.0	0.0
2988176	3.2845402	1.7233539	1.3187246
3531039	3.2248747	1.6889697	1.1513522
3118206	3.1387973	1.6104041	1.1974819
1570363	3.1151562	1.6856091	1.2858988
3443668	3.1124713	1.2576065	1.4663497
2213673	3.0968673	2.265105	1.4490403
2848063	3.0794127	1.6492739	1.4659361
3682448	3.0168018	2.1708875	1.647258
3006379	2.9295077	1.7884512	1.229124
2896582	2.8701766	0.0	0.92927146
1289282	2.8660903	1.2000017	1.0994247
1087206	2.8645627	0.0	1.0977299
2646781	2.8619409	2.1678586	0.9548523
3466900	2.8577266	1.6696368	1.2545851
3783802	2.8262467	0.07955213	0.0
2918838	2.8179977	1.4065579	0.9385726
2627819	2.7992268	1.8986609	1.2751967
2769306	2.790275	0.0	1.2652152
3784095	2.7879324	2.048005	1.262603
2661247	2.7844896	2.4241188	0.93347126
2613254	2.7490284	1.2740479	0.81094563
3410770	2.7426076	1.640622	1.422054
2895205	2.7421358	2.0018682	1.2762378
3697219	2.73987	1.4178253	1.0617843
2387157	2.7382889	1.4651603	1.1091545
3573803	2.7335324	1.9306409	1.3162292
3080321	2.7323651	1.3801636	1.2653992
3224500	2.7181659	1.445412	1.2820072
3284562	2.709258	1.5717667	1.2184557
3129533	2.675731	2.1921616	1.3552693
3420498	2.6615086	2.1769314	1.1245614
3152527	2.6594903	1.5231518	1.1223503
2987954	2.659395	1.7904059	1.1222457
3612316	2.5167384	0.0	0.0
1852545	2.4537902	1.0864826	1.0951134
2522257	2.448376	1.6505271	0.7834558
3056427	2.4400778	0.0	0.0
2919999	2.439995	2.0473342	1.2619175
3680301	2.4397018	1.68178	1.2615904
3096430	2.4361036	0.0	1.060611
3061929	2.4354544	1.468076	1.1003327
3389875	2.4329271	1.3218466	1.0111917
3070451	2.4317532	1.4640385	1.0962057
2915524	2.4299831	1.4621079	0.9187706
3423035	2.4299014	1.4620187	1.0941411
3651347	2.4281895	1.5310717	0.9383471
2270857	2.4054236	1.2921779	1.1666653
3337595	2.403675	1.9402006	1.3259928
3345876	2.3994117	1.387543	1.0732902
3400924	2.3893201	0.0	1.0978624
2246062	2.3865702	1.27184	0.96011764
2767137	2.3825753	1.1986835	0.923393
3437640	2.3820307	1.3282264	0.98811316
3420375	2.3788586	1.5888908	0.91927004
1634852	2.3765113	1.4830332	0.82072204
3699360	2.3756216	1.1208459	0.9810912
3806430	2.3719316	1.4819705	1.11463
3110305	2.3693423	2.0079708	1.1117753
2790738	2.3680975	0.0	1.1104031
3214133	2.3672519	0.0	0.817749
3707746	2.3672295	1.2526811	0.92914706
2726480	2.3595579	1.468612	1.1009876
3237274	2.3564742	1.6456116	0.9172891
3657224	2.3273468	0.0	0.0
3183510	2.3170602	0.0	0.0
1936417	2.3038664	0.0	0.9566518
2871551	2.222281	1.4886818	0.81344754
3369045	2.220916	0.0	0.0
3041762	2.136809	1.7933956	1.1061997
2940258	2.1006393	1.5113822	1.2935125
3870623	2.0928314	1.2641311	0.9490511
2831875	2.0877178	0.99359274	0.9573934
3276782	2.087371	1.043593	0.9388351
3551696	2.0853372	0.0	0.0
2984466	2.084996	0.8353365	0.9403145
3776547	2.082217	1.2525529	0.9372157
2981784	2.080882	1.2510967	0.9357273
3480838	2.0804715	1.0604475	0.7848738
3015729	2.0803163	1.0358979	0.86435455
3730194	2.0783336	1.0581155	0.78249013
3860042	2.0769837	1.056643	1.0410761
3350064	2.0634325	1.6477747	1.0997968
3094683	2.0483274	1.4460152	0.9851644
3705742	2.043032	1.440303	1.0959935
3337735	2.0429738	1.2829422	1.1812215
3606122	2.0428607	0.0	0.79220444
3159367	2.0423915	0.0	0.98099005
2848680	2.0418525	0.0	0.0
3174928	2.0416324	1.0858346	0.97778827
3097618	2.0403392	1.4373982	0.9763635
3075138	2.0402153	1.4372646	1.0928903
2803824	2.0392318	0.0	0.9751434
2225419	2.0391455	0.0	0.0
3259112	2.0391152	1.436078	0.9750149
2769324	2.0391128	0.0	0.0
3818784	2.0390224	1.6549269	1.0466474
3431067	2.0389478	1.0039972	0.77614117
3197540	2.0387473	1.0827224	0.9746098
3053557	2.0381184	1.4350026	1.0905799
3459797	2.0358965	1.478899	0.78447896
3587909	2.0358896	1.2075725	0.93420255
3269978	2.0340018	1.56162	1.3033215
3878686	2.029259	1.5436373	0.95117974
3329063	2.02549	0.0	0.8823873
3087320	2.0252533	1.3183148	0.96727943
2740156	2.0242536	0.8853083	0.7827963
1459115	2.023674	0.8360264	0.7904803
3438719	2.0232499	1.2596434	1.0580931
3225407	2.0221026	1.2584047	0.94328964
3616125	2.021486	0.0	0.9426098
3170811	2.020788	1.2569854	1.0553786
3485486	2.0202937	1.4110197	0.9412955
2827428	2.0186605	1.4092565	0.9394948
2923795	2.017769	0.0	0.7839701
3141698	2.0086842	1.4555784	1.0993681
3042608	1.9815676	1.3289065	0.98880893
3664483	1.9797486	0.0	1.1052924
3830976	1.9792953	1.6146699	1.1047957
3109763	1.9777988	1.4855876	0.0
3693925	1.9775156	1.3245673	0.9843694
3325009	1.977178	1.484923	0.98399967
3470993	1.9771773	1.1236877	1.102475
2994473	1.9764514	1.1229106	0.98320353
