pmcid,score,pmcid,score,pmcid,score
3088750,0.4071387,3088750,0.4071387,3088750,0.4071387
3200155,0.40392947,3200155,0.40392947,3200155,0.40392947
3748403,0.39502808,3748403,0.39502808,3748403,0.39502808
2647913,0.38429534,2647913,0.38429534,2647913,0.38429534
3649302,0.37816527,3649302,0.37816527,3649302,0.37816527
2516428,0.3771935,2516428,0.3771935,2516428,0.3771935
3215995,0.3771016,3215995,0.3771016,3215995,0.3771016
3097148,0.37523285,3097148,0.37523285,3097148,0.37523285
3614379,0.36679575,3614379,0.36679575,3614379,0.36679575
3295742,0.36558983,3295742,0.36558983,3295742,0.36558983
3145093,0.36202344,3145093,0.36202344,3145093,0.36202344
3336896,0.36091214,3336896,0.36091214,3336896,0.36091214
3145084,0.35871708,3145084,0.35871708,3145084,0.35871708
2277435,0.3511931,2277435,0.3511931,2277435,0.3511931
3860647,0.350762,3860647,0.350762,3860647,0.350762
3389850,0.34445328,3389850,0.34445328,3389850,0.34445328
2905431,0.3443351,2905431,0.3443351,2905431,0.3443351
2596791,0.339631,2596791,0.339631,2596791,0.339631
3858201,0.3383877,3858201,0.3383877,3858201,0.3383877
3014821,0.33611917,3014821,0.33611917,3014821,0.33611917
3195765,0.33127162,3195765,0.33127162,3195765,0.33127162
2397013,0.32545942,2397013,0.32545942,2397013,0.32545942
1687187,0.32450795,1687187,0.32450795,1687187,0.32450795
3015800,0.32225543,3015800,0.32225543,3015800,0.32225543
2867990,0.32031444,2867990,0.32031444,2867990,0.32031444
3809230,0.3202338,3809230,0.3202338,3809230,0.3202338
3521404,0.31979886,3521404,0.31979886,3521404,0.31979886
3492969,0.31771252,3492969,0.31771252,3492969,0.31771252
3489384,0.31133395,3489384,0.31133395,3489384,0.31133395
3169498,0.31122488,3169498,0.31122488,3169498,0.31122488
2689852,0.3076359,2689852,0.3076359,2689852,0.3076359
3259121,0.3067334,3259121,0.3067334,3259121,0.3067334
3030803,0.30631617,3030803,0.30631617,3030803,0.30631617
3866073,0.30596936,3866073,0.30596936,3866073,0.30596936
2475515,0.30561066,2475515,0.30561066,2475515,0.30561066
2806400,0.3052912,2806400,0.3052912,2806400,0.3052912
2740083,0.3043622,2740083,0.3043622,2740083,0.3043622
2994458,0.30284333,2994458,0.30284333,2994458,0.30284333
3307080,0.30040008,3307080,0.30040008,3307080,0.30040008
2700595,0.298353,2700595,0.298353,2700595,0.298353
3860658,0.29808086,3860658,0.29808086,3860658,0.29808086
3037981,0.29653418,3037981,0.29653418,3037981,0.29653418
2827072,0.2958798,2827072,0.2958798,2827072,0.2958798
3248865,0.29364198,3248865,0.29364198,3248865,0.29364198
2934582,0.2928555,2934582,0.2928555,2934582,0.2928555
3080584,0.29282132,3080584,0.29282132,3080584,0.29282132
2740232,0.29272828,2740232,0.29272828,2740232,0.29272828
3765831,0.29235706,3765831,0.29235706,3765831,0.29235706
2799964,0.29213333,2799964,0.29213333,2799964,0.29213333
2850860,0.2916035,2850860,0.2916035,2850860,0.2916035
2929414,0.29155913,2929414,0.29155913,2929414,0.29155913
3878962,0.2909981,3878962,0.2909981,3878962,0.2909981
29048,0.28948352,29048,0.28948352,29048,0.28948352
1892548,0.28934088,1892548,0.28934088,1892548,0.28934088
3636075,0.28868195,3636075,0.28868195,3636075,0.28868195
3445248,0.2880444,3445248,0.2880444,3445248,0.2880444
