pmcid,score,pmcid,score,pmcid,score
3531257,0.2754963,3531257,0.2754963,3531257,0.2754963
2785826,0.25708827,2785826,0.25708827,2785826,0.25708827
2363236,0.2550912,2363236,0.2550912,2363236,0.2550912
3700241,0.24825566,3700241,0.24825566,3700241,0.24825566
2912127,0.2450461,2912127,0.2450461,2912127,0.2450461
3480172,0.24291055,3480172,0.24291055,3480172,0.24291055
3880166,0.24282439,3880166,0.24282439,3880166,0.24282439
2732267,0.24259342,2732267,0.24259342,2732267,0.24259342
2678120,0.23251541,2678120,0.23251541,2678120,0.23251541
3271214,0.2287348,3271214,0.2287348,3271214,0.2287348
2693554,0.22734274,2693554,0.22734274,2693554,0.22734274
3371985,0.22581944,3371985,0.22581944,3371985,0.22581944
3832642,0.22566926,3832642,0.22566926,3832642,0.22566926
3785345,0.22351655,3785345,0.22351655,3785345,0.22351655
2644609,0.21936746,2644609,0.21936746,2644609,0.21936746
3672507,0.21585134,3672507,0.21585134,3672507,0.21585134
1440864,0.21570055,1440864,0.21570055,1440864,0.21570055
3717067,0.21529095,3717067,0.21529095,3717067,0.21529095
3082828,0.21472007,3082828,0.21472007,3082828,0.21472007
2693508,0.21275334,2693508,0.21275334,2693508,0.21275334
1318457,0.2124958,1318457,0.2124958,1318457,0.2124958
3369420,0.21236093,3369420,0.21236093,3369420,0.21236093
2908644,0.21109779,2908644,0.21109779,2908644,0.21109779
2845931,0.21108599,2845931,0.21108599,2845931,0.21108599
3694111,0.2105769,3694111,0.2105769,3694111,0.2105769
2771838,0.21002592,2771838,0.21002592,2771838,0.21002592
3649159,0.20915289,3649159,0.20915289,3649159,0.20915289
3034940,0.20844164,3034940,0.20844164,3034940,0.20844164
2814195,0.2081402,2814195,0.2081402,2814195,0.2081402
3765937,0.2052554,3765937,0.2052554,3765937,0.2052554
1890567,0.20437552,1890567,0.20437552,1890567,0.20437552
2879845,0.20414236,2879845,0.20414236,2879845,0.20414236
3480049,0.20360637,3480049,0.20360637,3480049,0.20360637
3418340,0.20225759,3418340,0.20225759,3418340,0.20225759
3480136,0.19957393,3480136,0.19957393,3480136,0.19957393
3751742,0.19906715,3751742,0.19906715,3751742,0.19906715
2699708,0.19895633,2699708,0.19895633,2699708,0.19895633
3791957,0.19783483,3791957,0.19783483,3791957,0.19783483
3765337,0.19712871,3765337,0.19712871,3765337,0.19712871
3503952,0.19584475,3503952,0.19584475,3503952,0.19584475
2872341,0.19578306,2872341,0.19578306,2872341,0.19578306
3481628,0.1955982,3481628,0.1955982,3481628,0.1955982
3821432,0.19518638,3821432,0.19518638,3821432,0.19518638
3275563,0.19487545,3275563,0.19487545,3275563,0.19487545
3383136,0.19462882,3383136,0.19462882,3383136,0.19462882
2533017,0.19425946,2533017,0.19425946,2533017,0.19425946
3009659,0.19355972,3009659,0.19355972,3009659,0.19355972
3194078,0.19298768,3194078,0.19298768,3194078,0.19298768
3724576,0.1927033,3724576,0.1927033,3724576,0.1927033
2740048,0.1926653,2740048,0.1926653,2740048,0.1926653
2546416,0.19204216,2546416,0.19204216,2546416,0.19204216
3564478,0.19204096,3564478,0.19204096,3564478,0.19204096
3759770,0.19138524,3759770,0.19138524,3759770,0.19138524
3177940,0.19138497,3177940,0.19138497,3177940,0.19138497
3129061,0.19032711,3129061,0.19032711,3129061,0.19032711
3420511,0.18968917,3420511,0.18968917,3420511,0.18968917
3713301,0.18827389,3713301,0.18827389,3713301,0.18827389
2781734,0.18711077,2781734,0.18711077,2781734,0.18711077
3011308,0.18676877,3011308,0.18676877,3011308,0.18676877
2912126,0.18671945,2912126,0.18671945,2912126,0.18671945
3836660,0.18643229,3836660,0.18643229,3836660,0.18643229
2972439,0.18627484,2972439,0.18627484,2972439,0.18627484
3137978,0.18607862,3137978,0.18607862,3137978,0.18607862
2841420,0.18541236,2841420,0.18541236,2841420,0.18541236
3029818,0.18517987,3029818,0.18517987,3029818,0.18517987
3549382,0.18443035,3549382,0.18443035,3549382,0.18443035
3480120,0.18361044,3480120,0.18361044,3480120,0.18361044
3606611,0.18346618,3606611,0.18346618,3606611,0.18346618
2929516,0.18326922,2929516,0.18326922,2929516,0.18326922
2755149,0.18302001,2755149,0.18302001,2755149,0.18302001
3860462,0.18230265,3860462,0.18230265,3860462,0.18230265
3374763,0.18226543,3374763,0.18226543,3374763,0.18226543
3343169,0.18196785,3343169,0.18196785,3343169,0.18196785
3883066,0.18192734,3883066,0.18192734,3883066,0.18192734
3667015,0.1809378,3667015,0.1809378,3667015,0.1809378
3473978,0.18092062,3473978,0.18092062,3473978,0.18092062
3781223,0.18085152,3781223,0.18085152,3781223,0.18085152
3860565,0.18020196,3860565,0.18020196,3860565,0.18020196
3860552,0.18017085,3860552,0.18017085,3860552,0.18017085
1824716,0.17989986,1824716,0.17989986,1824716,0.17989986
2213673,0.17943795,2213673,0.17943795,2213673,0.17943795
3078483,0.17857619,3078483,0.17857619,3078483,0.17857619
3438402,0.1779102,3438402,0.1779102,3438402,0.1779102
2876706,0.17758702,2876706,0.17758702,2876706,0.17758702
2819787,0.17755178,2819787,0.17755178,2819787,0.17755178
2644612,0.17750585,2644612,0.17750585,2644612,0.17750585
2253537,0.17683317,2253537,0.17683317,2253537,0.17683317
2978398,0.17668009,2978398,0.17668009,2978398,0.17668009
2687594,0.17667511,2687594,0.17667511,2687594,0.17667511
3037985,0.17587371,3037985,0.17587371,3037985,0.17587371
2365965,0.17539753,2365965,0.17539753,2365965,0.17539753
1112589,0.17484495,1112589,0.17484495,1112589,0.17484495
3496703,0.17442566,3496703,0.17442566,3496703,0.17442566
2689248,0.17393851,2689248,0.17393851,2689248,0.17393851
3221562,0.17384166,3221562,0.17384166,3221562,0.17384166
3171384,0.17348684,3171384,0.17348684,3171384,0.17348684
3687867,0.17299418,3687867,0.17299418,3687867,0.17299418
2491654,0.1724333,2491654,0.1724333,2491654,0.1724333
3603204,0.17234494,3603204,0.17234494,3603204,0.17234494
1621058,0.17188868,1621058,0.17188868,1621058,0.17188868
3850722,0.1709661,3850722,0.1709661,3850722,0.1709661
2636788,0.17000648,2636788,0.17000648,2636788,0.17000648
2206034,0.16985273,2206034,0.16985273,2206034,0.16985273
3851456,0.16919374,3851456,0.16919374,3851456,0.16919374
3491320,0.16890281,3491320,0.16890281,3491320,0.16890281
1456978,0.16886628,1456978,0.16886628,1456978,0.16886628
3249167,0.1687156,3249167,0.1687156,3249167,0.1687156
3420730,0.16842467,3420730,0.16842467,3420730,0.16842467
2908436,0.1679973,2908436,0.1679973,2908436,0.1679973
3217879,0.16789334,3217879,0.16789334,3217879,0.16789334
3692830,0.16738641,3692830,0.16738641,3692830,0.16738641
3168502,0.16684441,3168502,0.16684441,3168502,0.16684441
2900094,0.1662446,2900094,0.1662446,2900094,0.1662446
3208641,0.16589105,3208641,0.16589105,3208641,0.16589105
2924849,0.16552602,2924849,0.16552602,2924849,0.16552602
3829227,0.16516775,3829227,0.16516775,3829227,0.16516775
3704905,0.16508712,3704905,0.16508712,3704905,0.16508712
2483449,0.16471292,2483449,0.16471292,2483449,0.16471292
2854953,0.16466087,2854953,0.16466087,2854953,0.16466087
3385649,0.16446349,3385649,0.16446349,3385649,0.16446349
3728525,0.1639553,3728525,0.1639553,3728525,0.1639553
2854446,0.16391769,2854446,0.16391769,2854446,0.16391769
3073801,0.16330281,3073801,0.16330281,3073801,0.16330281
2929428,0.16318968,2929428,0.16318968,2929428,0.16318968
3049576,0.1631207,3049576,0.1631207,3049576,0.1631207
2803812,0.16288848,2803812,0.16288848,2803812,0.16288848
3250660,0.16286224,3250660,0.16286224,3250660,0.16286224
3448088,0.16259854,3448088,0.16259854,3448088,0.16259854
3879513,0.16253856,3879513,0.16253856,3879513,0.16253856
3792598,0.16232373,3792598,0.16232373,3792598,0.16232373
3074273,0.1621372,3074273,0.1621372,3074273,0.1621372
2585102,0.16159345,2585102,0.16159345,2585102,0.16159345
2872351,0.16132277,2872351,0.16132277,2872351,0.16132277
3469037,0.16116172,3469037,0.16116172,3469037,0.16116172
3876596,0.16114794,3876596,0.16114794,3876596,0.16114794
3093221,0.16086031,3093221,0.16086031,3093221,0.16086031
2823047,0.16042863,2823047,0.16042863,2823047,0.16042863
3285765,0.15986592,3285765,0.15986592,3285765,0.15986592
1277866,0.15803753,1277866,0.15803753,1277866,0.15803753
2670825,0.15789469,2670825,0.15789469,2670825,0.15789469
2270269,0.15773563,2270269,0.15773563,2270269,0.15773563
2565735,0.15758468,2565735,0.15758468,2565735,0.15758468
3606758,0.15743008,3606758,0.15743008,3606758,0.15743008
3893325,0.15740028,3893325,0.15740028,3893325,0.15740028
2944375,0.15734638,2944375,0.15734638,2944375,0.15734638
3184009,0.15718006,3184009,0.15718006,3184009,0.15718006
2033726,0.15686251,2033726,0.15686251,2033726,0.15686251
3170827,0.15680826,3170827,0.15680826,3170827,0.15680826
3009646,0.15637703,3009646,0.15637703,3009646,0.15637703
2924548,0.1563761,2924548,0.1563761,2924548,0.1563761
3527059,0.15616968,3527059,0.15616968,3527059,0.15616968
3873065,0.1558409,3873065,0.1558409,3873065,0.1558409
1977652,0.1558184,1977652,0.1558184,1977652,0.1558184
2893173,0.15575945,2893173,0.15575945,2893173,0.15575945
2833302,0.1552729,2833302,0.1552729,2833302,0.1552729
1586011,0.15436564,1586011,0.15436564,1586011,0.15436564
3321533,0.15430117,3321533,0.15430117,3321533,0.15430117
3833481,0.1540272,3833481,0.1540272,3833481,0.1540272
3664389,0.15370208,3664389,0.15370208,3664389,0.15370208
3660277,0.15369876,3660277,0.15369876,3660277,0.15369876
2740099,0.15351324,2740099,0.15351324,2740099,0.15351324
3539458,0.15344754,3539458,0.15344754,3539458,0.15344754
3853113,0.15321502,3853113,0.15321502,3853113,0.15321502
3825950,0.1531639,3825950,0.1531639,3825950,0.1531639
3088747,0.15315495,3088747,0.15315495,3088747,0.15315495
3403856,0.15265796,3403856,0.15265796,3403856,0.15265796
