,title,abstract,body
3184713,0.20356433,0.20356433,0.20356433
3670525,0.19561315,0.19561315,0.19561315
3108320,0.19359769,0.19359769,0.19359769
2365968,0.17308423,0.17308423,0.17308423
3533459,0.16946553,0.16946553,0.16946553
3876013,0.1687112,0.1687112,0.1687112
2792863,0.16327892,0.16327892,0.16327892
2873453,0.16062903,0.16062903,0.16062903
3787617,0.15901673,0.15901673,0.15901673
2739158,0.15672164,0.15672164,0.15672164
3229059,0.15645409,0.15645409,0.15645409
3290187,0.15141733,0.15141733,0.15141733
3101735,0.15037654,0.15037654,0.15037654
3371531,0.14945245,0.14945245,0.14945245
3817756,0.14598496,0.14598496,0.14598496
3877581,0.14432497,0.14432497,0.14432497
3860035,0.1434462,0.1434462,0.1434462
3635634,0.14222802,0.14222802,0.14222802
3401767,0.1415421,0.1415421,0.1415421
3889310,0.14013335,0.14013335,0.14013335
3878479,0.1394454,0.1394454,0.1394454
3443661,0.13937032,0.13937032,0.13937032
2840913,0.13816762,0.13816762,0.13816762
3700494,0.13782197,0.13782197,0.13782197
2852748,0.13682956,0.13682956,0.13682956
3132932,0.13564907,0.13564907,0.13564907
3555597,0.13557328,0.13557328,0.13557328
3881447,0.1348195,0.1348195,0.1348195
3419122,0.13374348,0.13374348,0.13374348
3447652,0.13251871,0.13251871,0.13251871
3664409,0.13229255,0.13229255,0.13229255
3481419,0.13157013,0.13157013,0.13157013
3179011,0.13139743,0.13139743,0.13139743
3789905,0.1310575,0.1310575,0.1310575
2939514,0.13094284,0.13094284,0.13094284
2906497,0.13091654,0.13091654,0.13091654
3417860,0.13085161,0.13085161,0.13085161
3294399,0.13075943,0.13075943,0.13075943
3810558,0.13074423,0.13074423,0.13074423
3248587,0.1306941,0.1306941,0.1306941
3679696,0.13043809,0.13043809,0.13043809
3657224,0.13017194,0.13017194,0.13017194
3555380,0.12945767,0.12945767,0.12945767
2244628,0.12909825,0.12909825,0.12909825
3299326,0.1289333,0.1289333,0.1289333
3603123,0.12763277,0.12763277,0.12763277
3830836,0.12751178,0.12751178,0.12751178
3778789,0.12743376,0.12743376,0.12743376
3401135,0.12729512,0.12729512,0.12729512
3684080,0.12721431,0.12721431,0.12721431
2740090,0.12711598,0.12711598,0.12711598
3524676,0.12634824,0.12634824,0.12634824
3662609,0.12611027,0.12611027,0.12611027
3821110,0.12595718,0.12595718,0.12595718
2829622,0.12589817,0.12589817,0.12589817
3752477,0.12556668,0.12556668,0.12556668
3420376,0.12545298,0.12545298,0.12545298
3853603,0.12533459,0.12533459,0.12533459
3665880,0.12499941,0.12499941,0.12499941
3434377,0.124962404,0.124962404,0.124962404
3514192,0.12448931,0.12448931,0.12448931
2726542,0.12324567,0.12324567,0.12324567
3500067,0.12171988,0.12171988,0.12171988
2851121,0.120376155,0.120376155,0.120376155
3420449,0.11971021,0.11971021,0.11971021
2453643,0.11943779,0.11943779,0.11943779
3759076,0.11905533,0.11905533,0.11905533
3853898,0.11855199,0.11855199,0.11855199
3459251,0.11782991,0.11782991,0.11782991
3145465,0.11765755,0.11765755,0.11765755
2856400,0.11700304,0.11700304,0.11700304
2914084,0.1168514,0.1168514,0.1168514
3227237,0.11641268,0.11641268,0.11641268
3499307,0.11544257,0.11544257,0.11544257
3341442,0.115416184,0.115416184,0.115416184
3094681,0.11518569,0.11518569,0.11518569
3529232,0.114917494,0.114917494,0.114917494
3505767,0.11481542,0.11481542,0.11481542
3679987,0.11431963,0.11431963,0.11431963
3032694,0.11423178,0.11423178,0.11423178
3782585,0.11416971,0.11416971,0.11416971
2561009,0.11407996,0.11407996,0.11407996
3509389,0.11342316,0.11342316,0.11342316
2847699,0.11339551,0.11339551,0.11339551
3390118,0.113134414,0.113134414,0.113134414
2827062,0.11259773,0.11259773,0.11259773
3783730,0.11250231,0.11250231,0.11250231
