pmcid,score,pmcid,score,pmcid,score
3335556,0.34632003,3335556,0.34632003,3335556,0.34632003
3833587,0.34143272,3833587,0.34143272,3833587,0.34143272
3279489,0.3398447,3279489,0.3398447,3279489,0.3398447
3745931,0.32549402,3745931,0.32549402,3745931,0.32549402
2659845,0.32063025,2659845,0.32063025,2659845,0.32063025
3618104,0.3132112,3618104,0.3132112,3618104,0.3132112
3515415,0.31299192,3515415,0.31299192,3515415,0.31299192
2987954,0.30478173,2987954,0.30478173,2987954,0.30478173
3616125,0.29908693,3616125,0.29908693,3616125,0.29908693
3677011,0.298324,3677011,0.298324,3677011,0.298324
2803987,0.2947831,2803987,0.2947831,2803987,0.2947831
3015846,0.29146516,3015846,0.29146516,3015846,0.29146516
3863515,0.29141036,3863515,0.29141036,3863515,0.29141036
2856542,0.2897532,2856542,0.2897532,2856542,0.2897532
3335608,0.28851697,3335608,0.28851697,3335608,0.28851697
3426013,0.28770658,3426013,0.28770658,3426013,0.28770658
3147240,0.28740066,3147240,0.28740066,3147240,0.28740066
2716679,0.28708684,2716679,0.28708684,2716679,0.28708684
2740015,0.28691086,2740015,0.28691086,2740015,0.28691086
3118368,0.28661644,3118368,0.28661644,3118368,0.28661644
3649648,0.28368318,3649648,0.28368318,3649648,0.28368318
3384962,0.28112972,3384962,0.28112972,3384962,0.28112972
3773459,0.27899766,3773459,0.27899766,3773459,0.27899766
3291424,0.27773142,3291424,0.27773142,3291424,0.27773142
2169208,0.27647367,2169208,0.27647367,2169208,0.27647367
2732080,0.2748446,2732080,0.2748446,2732080,0.2748446
3090107,0.27181533,3090107,0.27181533,3090107,0.27181533
3239171,0.27168417,3239171,0.27168417,3239171,0.27168417
3101915,0.26866615,3101915,0.26866615,3101915,0.26866615
2700593,0.26508158,2700593,0.26508158,2700593,0.26508158
3485486,0.26362884,3485486,0.26362884,3485486,0.26362884
2605761,0.26293597,2605761,0.26293597,2605761,0.26293597
3562643,0.26281857,3562643,0.26281857,3562643,0.26281857
2672273,0.2618597,2672273,0.2618597,2672273,0.2618597
3168459,0.2613384,3168459,0.2613384,3168459,0.2613384
3542892,0.26125786,3542892,0.26125786,3542892,0.26125786
3616029,0.26063,3616029,0.26063,3616029,0.26063
2629964,0.26047868,2629964,0.26047868,2629964,0.26047868
2518550,0.2599577,2518550,0.2599577,2518550,0.2599577
3866318,0.25988823,3866318,0.25988823,3866318,0.25988823
2762186,0.25873205,2762186,0.25873205,2762186,0.25873205
2958974,0.25792676,2958974,0.25792676,2958974,0.25792676
2424060,0.2574446,2424060,0.2574446,2424060,0.2574446
3622346,0.2568632,3622346,0.2568632,3622346,0.2568632
2988179,0.25470057,2988179,0.25470057,2988179,0.25470057
3606484,0.2542727,3606484,0.2542727,3606484,0.2542727
3213725,0.25383043,3213725,0.25383043,3213725,0.25383043
2771810,0.25377947,2771810,0.25377947,2771810,0.25377947
2517969,0.25343877,2517969,0.25343877,2517969,0.25343877
3732623,0.253397,3732623,0.253397,3732623,0.253397
2908659,0.25306737,2908659,0.25306737,2908659,0.25306737
3117630,0.25292322,3117630,0.25292322,3117630,0.25292322
3279506,0.252546,3279506,0.252546,3279506,0.252546
1780052,0.2522529,1780052,0.2522529,1780052,0.2522529
3336243,0.25209054,3336243,0.25209054,3336243,0.25209054
3875701,0.25192058,3875701,0.25192058,3875701,0.25192058
3276928,0.25174588,3276928,0.25174588,3276928,0.25174588
3608317,0.25070822,3608317,0.25070822,3608317,0.25070822
3336229,0.25053436,3336229,0.25053436,3336229,0.25053436
2737789,0.25046605,2737789,0.25046605,2737789,0.25046605
3656703,0.25017452,3656703,0.25017452,3656703,0.25017452
2672212,0.24892893,2672212,0.24892893,2672212,0.24892893
2698203,0.24864508,2698203,0.24864508,2698203,0.24864508
2984325,0.24863642,2984325,0.24863642,2984325,0.24863642
3420763,0.2471674,3420763,0.2471674,3420763,0.2471674
3445230,0.24684317,3445230,0.24684317,3445230,0.24684317
2987927,0.24673577,2987927,0.24673577,2987927,0.24673577
3803125,0.24664178,3803125,0.24664178,3803125,0.24664178
3152527,0.24645947,3152527,0.24645947,3152527,0.24645947
3542949,0.2458092,3542949,0.2458092,3542949,0.2458092
2803937,0.24508096,2803937,0.24508096,2803937,0.24508096
3056330,0.24462818,3056330,0.24462818,3056330,0.24462818
3180395,0.24429956,3180395,0.24429956,3180395,0.24429956
3606122,0.24392812,3606122,0.24392812,3606122,0.24392812
3299160,0.2434357,3299160,0.2434357,3299160,0.2434357
3108676,0.24315834,3108676,0.24315834,3108676,0.24315834
3137810,0.24205153,3137810,0.24205153,3137810,0.24205153
3266655,0.241514,3266655,0.241514,3266655,0.241514
2700440,0.24118873,2700440,0.24118873,2700440,0.24118873
1852901,0.2408118,1852901,0.2408118,1852901,0.2408118
3527017,0.24076691,3527017,0.24076691,3527017,0.24076691
2797493,0.24061564,2797493,0.24061564,2797493,0.24061564
2672274,0.240596,2672274,0.240596,2672274,0.240596
2918831,0.2402385,2918831,0.2402385,2918831,0.2402385
3368213,0.23981562,3368213,0.23981562,3368213,0.23981562
3809936,0.23970506,3809936,0.23970506,3809936,0.23970506
2827106,0.2396951,2827106,0.2396951,2827106,0.2396951
2918825,0.23873971,2918825,0.23873971,2918825,0.23873971
2908671,0.23864532,2908671,0.23864532,2908671,0.23864532
3488388,0.23850082,3488388,0.23850082,3488388,0.23850082
3619046,0.23847497,3619046,0.23847497,3619046,0.23847497
3563701,0.23818718,3563701,0.23818718,3563701,0.23818718
3853387,0.2380692,3853387,0.2380692,3853387,0.2380692
3502108,0.23788108,3502108,0.23788108,3502108,0.23788108
2279110,0.23785745,2279110,0.23785745,2279110,0.23785745
2904793,0.23744628,2904793,0.23744628,2904793,0.23744628
3174928,0.23739843,3174928,0.23739843,3174928,0.23739843
2830978,0.23705433,2830978,0.23705433,2830978,0.23705433
3420620,0.23702723,3420620,0.23702723,3420620,0.23702723
3423769,0.23674446,3423769,0.23674446,3423769,0.23674446
3350022,0.2365631,3350022,0.2365631,3350022,0.2365631
3751499,0.23617105,3751499,0.23617105,3751499,0.23617105
3791839,0.23593847,3791839,0.23593847,3791839,0.23593847
3728529,0.2359183,3728529,0.2359183,3728529,0.2359183
3163218,0.23535222,3163218,0.23535222,3163218,0.23535222
2900082,0.23440394,2900082,0.23440394,2900082,0.23440394
3341425,0.23398697,3341425,0.23398697,3341425,0.23398697
3876309,0.23296203,3876309,0.23296203,3876309,0.23296203
3003213,0.23268472,3003213,0.23268472,3003213,0.23268472
3258820,0.23266411,3258820,0.23266411,3258820,0.23266411
2572041,0.23264787,2572041,0.23264787,2572041,0.23264787
2245957,0.23238295,2245957,0.23238295,2245957,0.23238295
3542903,0.23225659,3542903,0.23225659,3542903,0.23225659
2211302,0.23224503,2211302,0.23224503,2211302,0.23224503
3878251,0.23081654,3878251,0.23081654,3878251,0.23081654
2672230,0.23064883,2672230,0.23064883,2672230,0.23064883
3179762,0.2303019,3179762,0.2303019,3179762,0.2303019
2769310,0.2300933,2769310,0.2300933,2769310,0.2300933
3880723,0.23008665,3880723,0.23008665,3880723,0.23008665
3615918,0.22889034,3615918,0.22889034,3615918,0.22889034
3682695,0.22822969,3682695,0.22822969,3682695,0.22822969
2760696,0.22813232,2760696,0.22813232,2760696,0.22813232
2259431,0.22724642,2259431,0.22724642,2259431,0.22724642
3518712,0.22682187,3518712,0.22682187,3518712,0.22682187
3789906,0.22678384,3789906,0.22678384,3789906,0.22678384
2803953,0.22667389,2803953,0.22667389,2803953,0.22667389
3104662,0.2256376,3104662,0.2256376,3104662,0.2256376
3014832,0.22536322,3014832,0.22536322,3014832,0.22536322
2700453,0.22531289,2700453,0.22531289,2700453,0.22531289
3590570,0.22526285,3590570,0.22526285,3590570,0.22526285
3806430,0.2250857,3806430,0.2250857,3806430,0.2250857
3259378,0.22507937,3259378,0.22507937,3259378,0.22507937
2565667,0.22501796,2565667,0.22501796,2565667,0.22501796
3821135,0.22461806,3821135,0.22461806,3821135,0.22461806
3415813,0.22458154,3415813,0.22458154,3415813,0.22458154
3351966,0.2239491,3351966,0.2239491,3351966,0.2239491
2740013,0.22320871,2740013,0.22320871,2740013,0.22320871
3075148,0.22302932,3075148,0.22302932,3075148,0.22302932
3658225,0.2229372,3658225,0.2229372,3658225,0.2229372
1112595,0.22291274,1112595,0.22291274,1112595,0.22291274
3890738,0.22283584,3890738,0.22283584,3890738,0.22283584
3622306,0.22200516,3622306,0.22200516,3622306,0.22200516
2244628,0.22144744,2244628,0.22144744,2244628,0.22144744
2945326,0.22068714,2945326,0.22068714,2945326,0.22068714
2873394,0.22063012,2873394,0.22063012,2873394,0.22063012
2845793,0.22058994,2845793,0.22058994,2845793,0.22058994
3126719,0.21990234,3126719,0.21990234,3126719,0.21990234
3420577,0.21969205,3420577,0.21969205,3420577,0.21969205
1791015,0.2196307,1791015,0.2196307,1791015,0.2196307
2528306,0.219462,2528306,0.219462,2528306,0.219462
3559148,0.21931167,3559148,0.21931167,3559148,0.21931167
3662609,0.21921466,3662609,0.21921466,3662609,0.21921466
3716033,0.21893044,3716033,0.21893044,3716033,0.21893044
2908672,0.21888344,2908672,0.21888344,2908672,0.21888344
3538187,0.21874085,3538187,0.21874085,3538187,0.21874085
3658220,0.21827988,3658220,0.21827988,3658220,0.21827988
3877581,0.21817636,3877581,0.21817636,3877581,0.21817636
2871551,0.2175717,2871551,0.2175717,2871551,0.2175717
3114601,0.21732512,3114601,0.21732512,3114601,0.21732512
2872575,0.2168508,2872575,0.2168508,2872575,0.2168508
239964,0.21676193,239964,0.21676193,239964,0.21676193
2946729,0.21675238,2946729,0.21675238,2946729,0.21675238
3623460,0.21670699,3623460,0.21670699,3623460,0.21670699
3700969,0.21654361,3700969,0.21654361,3700969,0.21654361
3004609,0.21612656,3004609,0.21612656,3004609,0.21612656
3775225,0.21558735,3775225,0.21558735,3775225,0.21558735
3087275,0.21540749,3087275,0.21540749,3087275,0.21540749
2868875,0.21528538,2868875,0.21528538,2868875,0.21528538
3814076,0.21519566,3814076,0.21519566,3814076,0.21519566
3274713,0.21517202,3274713,0.21517202,3274713,0.21517202
3712681,0.21515608,3712681,0.21515608,3712681,0.21515608
3871041,0.21502052,3871041,0.21502052,3871041,0.21502052
3535729,0.21493539,3535729,0.21493539,3535729,0.21493539
3424654,0.2147411,3424654,0.2147411,3424654,0.2147411
3789894,0.21460879,3789894,0.21460879,3789894,0.21460879
3102491,0.214429,3102491,0.214429,3102491,0.214429
2572047,0.2144146,2572047,0.2144146,2572047,0.2144146
3759689,0.21432406,3759689,0.21432406,3759689,0.21432406
2672240,0.21402161,2672240,0.21402161,2672240,0.21402161
3459797,0.2140138,3459797,0.2140138,3459797,0.2140138
3031185,0.21342164,3031185,0.21342164,3031185,0.21342164
3248865,0.21336038,3248865,0.21336038,3248865,0.21336038
2615763,0.21325685,2615763,0.21325685,2615763,0.21325685
3113998,0.21285193,3113998,0.21285193,3113998,0.21285193
3047842,0.2127238,3047842,0.2127238,3047842,0.2127238
3523543,0.21265753,3523543,0.21265753,3523543,0.21265753
3108942,0.21259081,3108942,0.21259081,3108942,0.21259081
3780548,0.21243349,3780548,0.21243349,3780548,0.21243349
2936927,0.21241997,2936927,0.21241997,2936927,0.21241997
2813113,0.21236742,2813113,0.21236742,2813113,0.21236742
3632018,0.21213563,3632018,0.21213563,3632018,0.21213563
3743142,0.21202412,3743142,0.21202412,3743142,0.21202412
3420376,0.21192995,3420376,0.21192995,3420376,0.21192995
2803902,0.21183416,2803902,0.21183416,2803902,0.21183416
3116106,0.21123135,3116106,0.21123135,3116106,0.21123135
3521621,0.21101202,3521621,0.21101202,3521621,0.21101202
3378931,0.21075532,3378931,0.21075532,3378931,0.21075532
2850862,0.2106244,2850862,0.2106244,2850862,0.2106244
3623122,0.21031539,3623122,0.21031539,3623122,0.21031539
2443155,0.21021241,2443155,0.21021241,2443155,0.21021241
3133999,0.21016698,3133999,0.21016698,3133999,0.21016698
3357009,0.21001537,3357009,0.21001537,3357009,0.21001537
2569032,0.2099019,2569032,0.2099019,2569032,0.2099019
2901617,0.20978026,2901617,0.20978026,2901617,0.20978026
3085970,0.20975392,3085970,0.20975392,3085970,0.20975392
2740311,0.20938031,2740311,0.20938031,2740311,0.20938031
3741471,0.20924003,3741471,0.20924003,3741471,0.20924003
3180075,0.20880383,3180075,0.20880383,3180075,0.20880383
3616185,0.20878284,3616185,0.20878284,3616185,0.20878284
3502773,0.20872498,3502773,0.20872498,3502773,0.20872498
3378720,0.20851292,3378720,0.20851292,3378720,0.20851292
3492078,0.20849425,3492078,0.20849425,3492078,0.20849425
3420703,0.20838562,3420703,0.20838562,3420703,0.20838562
2740255,0.20838337,2740255,0.20838337,2740255,0.20838337
3890009,0.20807654,3890009,0.20807654,3890009,0.20807654
3206111,0.20807558,3206111,0.20807558,3206111,0.20807558
2213664,0.20797873,2213664,0.20797873,2213664,0.20797873
2075500,0.20792955,2075500,0.20792955,2075500,0.20792955
3109763,0.20792602,3109763,0.20792602,3109763,0.20792602
3003678,0.2078143,3003678,0.2078143,3003678,0.2078143
3349957,0.20777248,3349957,0.20777248,3349957,0.20777248
2829621,0.2074735,2829621,0.2074735,2829621,0.2074735
2844379,0.20741469,2844379,0.20741469,2844379,0.20741469
3784075,0.20735899,3784075,0.20735899,3784075,0.20735899
3047871,0.2072903,3047871,0.2072903,3047871,0.2072903
3502875,0.20719838,3502875,0.20719838,3502875,0.20719838
3649448,0.20706321,3649448,0.20706321,3649448,0.20706321
3529422,0.20698713,3529422,0.20698713,3529422,0.20698713
2292713,0.20698208,2292713,0.20698208,2292713,0.20698208
3445145,0.20678446,3445145,0.20678446,3445145,0.20678446
3113182,0.20667012,3113182,0.20667012,3113182,0.20667012
3033242,0.2066698,3033242,0.2066698,3033242,0.2066698
2745147,0.20650615,2745147,0.20650615,2745147,0.20650615
3432333,0.20622477,3432333,0.20622477,3432333,0.20622477
3006379,0.20621939,3006379,0.20621939,3006379,0.20621939
2923171,0.20599632,2923171,0.20599632,2923171,0.20599632
3423659,0.2056096,3423659,0.2056096,3423659,0.2056096
2716677,0.20547292,2716677,0.20547292,2716677,0.20547292
3409401,0.20543887,3409401,0.20543887,3409401,0.20543887
3658216,0.2051025,3658216,0.2051025,3658216,0.2051025
