,title,abstract,body
3880091,0.424323,0.424323,0.424323
3708448,0.4188086,0.4188086,0.4188086
2811980,0.39246756,0.39246756,0.39246756
3570033,0.35199857,0.35199857,0.35199857
3262750,0.33780295,0.33780295,0.33780295
2811103,0.3312238,0.3312238,0.3312238
3639671,0.32674178,0.32674178,0.32674178
3487850,0.32462,0.32462,0.32462
3575072,0.30869585,0.30869585,0.30869585
3266198,0.3077213,0.3077213,0.3077213
3527175,0.30060175,0.30060175,0.30060175
3139154,0.2993215,0.2993215,0.2993215
3108084,0.29918993,0.29918993,0.29918993
3830061,0.29440525,0.29440525,0.29440525
3629863,0.28986394,0.28986394,0.28986394
3087163,0.28541717,0.28541717,0.28541717
3726751,0.28239682,0.28239682,0.28239682
3049671,0.2819677,0.2819677,0.2819677
3446186,0.28184056,0.28184056,0.28184056
3868168,0.2811035,0.2811035,0.2811035
2909944,0.28025723,0.28025723,0.28025723
3407125,0.27954605,0.27954605,0.27954605
2638813,0.27845246,0.27845246,0.27845246
3760049,0.27833068,0.27833068,0.27833068
2686868,0.272519,0.272519,0.272519
3311149,0.2706014,0.2706014,0.2706014
3098999,0.26922855,0.26922855,0.26922855
2987916,0.26761252,0.26761252,0.26761252
3430626,0.26396275,0.26396275,0.26396275
2547099,0.26361474,0.26361474,0.26361474
3733895,0.25492057,0.25492057,0.25492057
2771986,0.25416645,0.25416645,0.25416645
2981767,0.25358066,0.25358066,0.25358066
2799634,0.25303137,0.25303137,0.25303137
3706610,0.25202662,0.25202662,0.25202662
3212896,0.25091887,0.25091887,0.25091887
3806272,0.24858141,0.24858141,0.24858141
2854356,0.24857828,0.24857828,0.24857828
3173907,0.2475837,0.2475837,0.2475837
2686928,0.24747832,0.24747832,0.24747832
3580793,0.24736747,0.24736747,0.24736747
3590348,0.24694686,0.24694686,0.24694686
3618043,0.24666223,0.24666223,0.24666223
3612492,0.24650396,0.24650396,0.24650396
3328441,0.24557227,0.24557227,0.24557227
3590346,0.24446999,0.24446999,0.24446999
2801848,0.24435247,0.24435247,0.24435247
3614464,0.2423235,0.2423235,0.2423235
3759024,0.24221501,0.24221501,0.24221501
3243642,0.24169202,0.24169202,0.24169202
3776212,0.2403661,0.2403661,0.2403661
2672188,0.2390257,0.2390257,0.2390257
3177789,0.23863876,0.23863876,0.23863876
3556847,0.23783618,0.23783618,0.23783618
2771270,0.23767467,0.23767467,0.23767467
3531933,0.23702875,0.23702875,0.23702875
2844408,0.23698393,0.23698393,0.23698393
2668559,0.23693708,0.23693708,0.23693708
3807715,0.23588313,0.23588313,0.23588313
3777834,0.23558654,0.23558654,0.23558654
3677000,0.23375878,0.23375878,0.23375878
3199749,0.23352814,0.23352814,0.23352814
3782730,0.23349184,0.23349184,0.23349184
3844859,0.23297861,0.23297861,0.23297861
2944799,0.23281376,0.23281376,0.23281376
2914366,0.2316542,0.2316542,0.2316542
3400645,0.230611,0.230611,0.230611
3236994,0.23056677,0.23056677,0.23056677
3853870,0.23017646,0.23017646,0.23017646
3102242,0.22924593,0.22924593,0.22924593
3569969,0.2284551,0.2284551,0.2284551
3664367,0.2284317,0.2284317,0.2284317
3551421,0.22819848,0.22819848,0.22819848
3403799,0.22800317,0.22800317,0.22800317
3682128,0.22777197,0.22777197,0.22777197
3597581,0.22760668,0.22760668,0.22760668
3506042,0.2274057,0.2274057,0.2274057
3317060,0.22738916,0.22738916,0.22738916
2686888,0.22738835,0.22738835,0.22738835
3657200,0.22580944,0.22580944,0.22580944
3100676,0.22557373,0.22557373,0.22557373
3689257,0.22514902,0.22514902,0.22514902
2693862,0.22456418,0.22456418,0.22456418
3562549,0.22365186,0.22365186,0.22365186
3851542,0.22308694,0.22308694,0.22308694
3359427,0.22233516,0.22233516,0.22233516
3748791,0.22221583,0.22221583,0.22221583
2525487,0.22192898,0.22192898,0.22192898
3352852,0.22187378,0.22187378,0.22187378
3389871,0.22144036,0.22144036,0.22144036
3170346,0.22141622,0.22141622,0.22141622
3818844,0.22114141,0.22114141,0.22114141
3026935,0.22103117,0.22103117,0.22103117
3565772,0.21956223,0.21956223,0.21956223
3621765,0.21948442,0.21948442,0.21948442
3340570,0.21902189,0.21902189,0.21902189
3860463,0.21804473,0.21804473,0.21804473
3025327,0.21697462,0.21697462,0.21697462
3661986,0.21696413,0.21696413,0.21696413
3622466,0.21675906,0.21675906,0.21675906
3178148,0.21640371,0.21640371,0.21640371
3885624,0.21616693,0.21616693,0.21616693
3778266,0.2161496,0.2161496,0.2161496
3308023,0.21588667,0.21588667,0.21588667
3733998,0.21565832,0.21565832,0.21565832
3181851,0.21563397,0.21563397,0.21563397
3140201,0.21555097,0.21555097,0.21555097
3777684,0.21497248,0.21497248,0.21497248
3865260,0.214719,0.214719,0.214719
3326948,0.21467732,0.21467732,0.21467732
3315403,0.21452202,0.21452202,0.21452202
3389956,0.21430023,0.21430023,0.21430023
2626699,0.2140834,0.2140834,0.2140834
3492760,0.21378802,0.21378802,0.21378802
3144937,0.213299,0.213299,0.213299
3893443,0.21324234,0.21324234,0.21324234
3181763,0.21291135,0.21291135,0.21291135
3690350,0.21196836,0.21196836,0.21196836
2740332,0.21089728,0.21089728,0.21089728
3310634,0.21083744,0.21083744,0.21083744
3661458,0.21043392,0.21043392,0.21043392
2949589,0.21024962,0.21024962,0.21024962
3820572,0.20933092,0.20933092,0.20933092
3580331,0.20927133,0.20927133,0.20927133
3246471,0.20909552,0.20909552,0.20909552
3414089,0.20885189,0.20885189,0.20885189
3154385,0.20875858,0.20875858,0.20875858
3777846,0.20845167,0.20845167,0.20845167
3846886,0.2083757,0.2083757,0.2083757
3567975,0.20818119,0.20818119,0.20818119
2795853,0.20784388,0.20784388,0.20784388
3100729,0.20748873,0.20748873,0.20748873
3446994,0.20744957,0.20744957,0.20744957
3422616,0.20687224,0.20687224,0.20687224
3339227,0.2065279,0.2065279,0.2065279
3374831,0.20589702,0.20589702,0.20589702
2854938,0.20570558,0.20570558,0.20570558
3644794,0.20529902,0.20529902,0.20529902
3039161,0.2050689,0.2050689,0.2050689
3806583,0.20440428,0.20440428,0.20440428
2857279,0.20394598,0.20394598,0.20394598
3735339,0.20353952,0.20353952,0.20353952
3572102,0.20160583,0.20160583,0.20160583
3458017,0.2013159,0.2013159,0.2013159
3047888,0.2011609,0.2011609,0.2011609
3638962,0.20062432,0.20062432,0.20062432
2987858,0.20062289,0.20062289,0.20062289
3588394,0.19998826,0.19998826,0.19998826
3785512,0.19972293,0.19972293,0.19972293
3589207,0.19949114,0.19949114,0.19949114
3776403,0.1987117,0.1987117,0.1987117
2859874,0.19856931,0.19856931,0.19856931
3657696,0.197939,0.197939,0.197939
3469807,0.19771053,0.19771053,0.19771053
2366066,0.19743665,0.19743665,0.19743665
3853434,0.1971591,0.1971591,0.1971591
3731470,0.19702916,0.19702916,0.19702916
3636523,0.19674055,0.19674055,0.19674055
3657171,0.19672537,0.19672537,0.19672537
1524733,0.19550328,0.19550328,0.19550328
3646286,0.19534,0.19534,0.19534
3074332,0.19506168,0.19506168,0.19506168
