pmcid	score
3184713	0.2883248
3670525	0.27812374
3108320	0.27026337
2365968	0.24464135
3533459	0.23533967
3876013	0.23471029
2792863	0.23074798
3229059	0.22428267
2873453	0.22414488
2739158	0.22320756
3787617	0.22159368
3290187	0.21617937
3371531	0.21144046
3101735	0.21013267
3817756	0.20667577
3877581	0.20576188
3635634	0.20120935
3889310	0.20041576
3443661	0.19959383
3860035	0.19954664
3401767	0.19806288
3878479	0.19718277
2840913	0.19558503
3700494	0.1948218
2852748	0.19107151
3132932	0.18950675
3419122	0.18918072
3447652	0.18873727
3481419	0.18866508
3679696	0.18759067
3555597	0.18757525
3881447	0.18738624
2906497	0.18670972
3294399	0.18645045
2939514	0.18558049
3657224	0.18551905
3789905	0.18506971
3810558	0.185038
3664409	0.1847813
3179011	0.18409348
3555380	0.18372042
3417860	0.18233663
3248587	0.18197471
3778789	0.18189552
3662609	0.18052015
3524676	0.18048
3684080	0.17991777
2740090	0.1798649
2244628	0.17979209
3821110	0.17961708
3299326	0.17961492
3603123	0.17838703
3665880	0.17813675
3401135	0.17753363
3830836	0.17745885
3420376	0.1773494
2726542	0.17715387
3434377	0.1764939
2829622	0.17598741
3853603	0.17532513
3752477	0.17513886
3500067	0.17410119
3514192	0.17389236
3420449	0.17112474
2851121	0.17040864
3759076	0.17030734
2453643	0.16884582
3145465	0.16778058
3227237	0.1658628
3853898	0.16544664
2914084	0.16542858
2856400	0.1654209
3094681	0.16429979
3341442	0.16426492
3459251	0.1637969
3499307	0.16328236
3679987	0.162842
3505767	0.16252276
2561009	0.16107789
2827062	0.16058108
3509389	0.16029796
2847699	0.16021256
3390118	0.15997185
3782585	0.15980895
3529232	0.15963869
3032694	0.15952028
3665244	0.15905523
3760298	0.1586978
3390214	0.15821314
3320538	0.15775597
3713321	0.15732773
3596912	0.15721706
3783730	0.15682535
2740343	0.15667243
3841693	0.15665074
2767137	0.15664998
3581257	0.15661925
3191848	0.15661283
3109836	0.15610343
3129533	0.15600759
2933896	0.15597185
3443649	0.15590794
3113181	0.15581416
3064649	0.15572658
3699953	0.1548867
3141698	0.15486434
3759774	0.15480492
3665879	0.15478082
3697219	0.1543457
2651898	0.15426897
3108543	0.15385866
3326847	0.15353036
3884177	0.15352196
3479950	0.15274262
3046560	0.15272813
3696248	0.15157866
3713307	0.15138094
3296298	0.1505741
3199417	0.15013494
3030027	0.15001212
2721944	0.1498587
3619691	0.14955342
3514397	0.14953664
2661253	0.14916489
3389875	0.14900663
3696247	0.14893247
3505428	0.1485819
3097544	0.14696793
3662920	0.14691778
3371528	0.14678009
3666332	0.14667425
3394864	0.1461349
3522317	0.14547852
2700617	0.14530876
2929622	0.14516442
3547807	0.14475931
2737754	0.14425956
2697592	0.14417908
2636749	0.1441573
2999614	0.14381589
503388	0.14335053
3479949	0.14313033
3015350	0.1430708
2763732	0.14305891
3225573	0.14296685
3573796	0.14286405
3825933	0.14275149
2919991	0.14259647
3566383	0.14197482
2726513	0.14164265
2782212	0.14131327
2946039	0.14122014
3325862	0.14075258
3465201	0.14022532
3541700	0.14020932
2329656	0.13998273
2834752	0.13974275
3085068	0.1396335
3047986	0.13960941
2994881	0.13941684
3519250	0.1392101
3726919	0.13910478
2726553	0.13861074
2769460	0.13859579
3667310	0.13834412
3834703	0.13816355
2775875	0.13803089
2693835	0.13794819
3152183	0.13794188
3778233	0.13757312
3830833	0.13741577
3770039	0.13712873
3756527	0.13707273
3619668	0.13707148
2840896	0.13694967
2693828	0.13693494
2784587	0.1369058
3749113	0.13653336
3853387	0.13632697
3205365	0.13627593
3400884	0.13621496
3447825	0.13614996
3253404	0.13575657
2992207	0.13568617
2627819	0.13567941
3062807	0.13552302
2686945	0.13547592
3015426	0.13538018
3351997	0.13530609
3506220	0.13526043
2833776	0.13480414
2740215	0.13459718
3699928	0.13456407
3745119	0.13454616
3503277	0.13426283
3573453	0.13423203
3027451	0.13409658
2614942	0.1340036
2733971	0.13383889
3179762	0.1338056
3259500	0.13372108
3350215	0.13367136
3749590	0.1335212
2827156	0.13278085
3375150	0.13276078
3818773	0.13266155
3423009	0.1326431
3324737	0.1325958
3735335	0.13246995
3012837	0.13235584
2887898	0.13224237
3267056	0.13222162
2633325	0.13221839
3087320	0.13214229
2940264	0.13208108
3130997	0.131685
3893553	0.13151644
3632172	0.13140872
3623460	0.13137767
2983030	0.13110875
3382416	0.13107112
3741949	0.1310372
3383153	0.13096479
3693614	0.13090383
3667282	0.13084261
2729302	0.13067913
3546197	0.13053381
3276904	0.13040288
3555379	0.13038123
3505786	0.1302137
2412891	0.13014543
3169496	0.12996104
2803831	0.12970647
3192522	0.12908511
3583890	0.12849712
2686872	0.12834261
2858844	0.12803224
3020603	0.1279143
3282934	0.12768407
3423709	0.12762356
3051894	0.12761739
2740182	0.12755236
2565667	0.12753944
3337512	0.12734582
3766782	0.1273422
61032	0.12728591
3385316	0.12723546
2740183	0.12709239
3657222	0.12701523
2862513	0.1269773
3537269	0.12694818
3329004	0.12690435
1963326	0.12682119
3607930	0.1268165
3560943	0.12677026
2442120	0.12666374
3173014	0.12657367
2705726	0.12616067
2994358	0.12613848
1586213	0.12606594
1779268	0.1260654
3349960	0.12599765
3423660	0.12599084
3570945	0.12592156
3656690	0.12567903
3129957	0.1255825
3525043	0.1255461
3459610	0.12532586
3628477	0.12527385
3437640	0.12494993
2936319	0.1249476
3118206	0.12493264
2672274	0.12485533
3658220	0.12467705
3078221	0.12450487
2859477	0.12440548
3804667	0.124170065
2856382	0.12411498
3006050	0.123974405
3860639	0.12385602
3339806	0.1235726
3052193	0.12348568
3383148	0.12347776
3730144	0.12327655
1563448	0.12293553
3014791	0.12287639
2827134	0.12271519
1959239	0.122674786
2808616	0.122480914
3637413	0.12237901
3743366	0.12231469
3557981	0.12215308
2442424	0.12197123
3041762	0.12193775
3295726	0.12193159
3853897	0.121867016
3839833	0.12186654
3504217	0.12184698
3849315	0.12179022
3052714	0.12170364
3481812	0.12163162
3506051	0.121627055
3337735	0.1215129
3199427	0.12145443
2923782	0.12132393
2767145	0.121295474
3506838	0.121211454
2650979	0.12118849
3276783	0.12072651
3638277	0.120346606
2848064	0.12034075
3482081	0.12033993
2994518	0.12030843
2787203	0.11996405
3051127	0.119925655
2978229	0.11983012
3492966	0.11974044
3658260	0.11972652
3663347	0.119566694
3295727	0.11942943
3108676	0.119374074
3147088	0.11923611
2800936	0.11916462
3520703	0.11916187
3834720	0.11912781
2916002	0.11894362
2700246	0.11892815
2584629	0.118900776
2880967	0.1188904
3502769	0.11879669
2740005	0.11877497
3166022	0.11876651
3808107	0.118593685
2691651	0.11834089
3375793	0.11824571
3765128	0.11824436
3556538	0.118186235
3806357	0.11817197
3679761	0.11816372
2838226	0.11814955
3590977	0.118082836
3505509	0.11794336
3163218	0.11744902
2895206	0.11739084
3811800	0.117300145
3760952	0.1171603
3476906	0.11683144
3587677	0.11679518
3378935	0.11678659
3495385	0.11662249
3385261	0.11657174
3371497	0.116494656
3298220	0.11636977
3411405	0.116346456
2596792	0.11633544
3236134	0.11629756
2841247	0.11625021
3667307	0.11623506
3586460	0.11619791
3495379	0.11611166
3358252	0.116075814
3649648	0.11603487
3542105	0.11603486
3193573	0.11601493
3318207	0.11601051
3663388	0.11580091
3665865	0.115728
2800872	0.11567746
3415156	0.11562035
2739423	0.115596876
3227378	0.11545478
2797594	0.11531965
3836935	0.11531122
3103558	0.115250066
3724890	0.115219854
3392138	0.11508119
3611060	0.115074426
3339713	0.11506315
2698209	0.11504568
2831243	0.114997245
3357589	0.114756115
2827047	0.114700764
2613589	0.11469048
2248288	0.114481546
3599198	0.11446728
2740016	0.11446313
3043410	0.114390984
3137834	0.11419176
3420415	0.11400486
3183722	0.11392713
3752475	0.1138696
3541771	0.11384743
3437952	0.11384392
3533608	0.113744594
3179286	0.113678336
1501116	0.11366887
3410075	0.11364739
2705158	0.11360647
2949698	0.113453984
3279506	0.11342501
3745288	0.11342489
3590570	0.11339869
3861848	0.113240905
3785158	0.11321153
3162268	0.11320988
3056362	0.113087416
3556772	0.11308403
2823760	0.112903565
3229083	0.11282303
3477658	0.11258477
3401849	0.11245287
3652086	0.11237158
3778791	0.11237052
3205498	0.112346604
3699946	0.11225239
3738259	0.112250656
3750302	0.11219865
3362964	0.112162024
3481924	0.1121503
3756220	0.112096146
2621408	0.11206141
3352646	0.11193942
3189474	0.11189951
3625584	0.11173523
3081469	0.111701235
3147154	0.11154627
3016304	0.11138189
3445851	0.11131104
3610292	0.11124512
3229075	0.111208595
3208420	0.11117574
3410720	0.11115668
3673379	0.111108266
3482437	0.1110577
3198116	0.111038156
3221233	0.11090286
3162264	0.110850394
3108522	0.11070564
3201083	0.110630825
3412247	0.11050963
2886258	0.110450305
2607011	0.11044389
2853650	0.11037073
2693868	0.11014536
2797382	0.11012458
3197540	0.11009403
2845378	0.11007273
3350198	0.10996094
2783047	0.10990135
2822256	0.10978277
3746449	0.10967948
3162280	0.10963257
3043438	0.10962126
3607989	0.10961967
2628934	0.109594986
3633295	0.10951386
3540655	0.10951322
3393611	0.109431446
3291424	0.109406725
3599449	0.10939084
3385397	0.10938183
2946589	0.10917181
3872390	0.10916356
3477554	0.10915793
3108775	0.10913891
3284842	0.109119385
3629344	0.1089742
2941259	0.10892378
3043392	0.10880979
2904264	0.10880841
3276791	0.10880702
2669075	0.1087721
3519260	0.10869082
2702052	0.10868899
3841606	0.10868207
3364015	0.10866777
2699731	0.10860141
3230901	0.108552665
3283856	0.1083264
2860416	0.10822414
3229068	0.10811704
3407032	0.10803152
2838839	0.107993156
1914265	0.10793241
3332074	0.107924715
2840409	0.10790685
2995798	0.10777784
3609955	0.10776788
1705808	0.107730806
3229957	0.107708484
2797977	0.10765643
3681113	0.10765424
3651988	0.10761825
2972301	0.10754561
3653267	0.10746162
3147160	0.107400276
3180413	0.107343264
3786971	0.107327335
3319780	0.10726753
317368	0.107215784
3401160	0.10719957
2390579	0.10717734
3310784	0.10717534
3263087	0.10710463
3169333	0.10708679
3111099	0.10708041
3162908	0.10700045
2740344	0.10691361
2631539	0.10685273
3043275	0.10662826
2762564	0.10648641
2822318	0.10642068
3464078	0.10641183
2984455	0.106338724
3060433	0.1063332
3276811	0.10632857
3541200	0.10631851
2783070	0.1060605
3052291	0.1060386
3150201	0.1059304
3206864	0.10583454
2740280	0.105833165
2740253	0.10575031
3305527	0.10574749
3726922	0.1056097
2045104	0.10560406
2914383	0.10552355
3484629	0.10550809
2905582	0.10532618
2245960	0.10520964
3273725	0.10507338
1559691	0.10501965
