,title,abstract,body
3200155,0.40741354,0.40741354,0.40741354
3088750,0.40607557,0.40607557,0.40607557
3748403,0.40161717,0.40161717,0.40161717
2647913,0.3828944,0.3828944,0.3828944
3215995,0.37962183,0.37962183,0.37962183
3649302,0.37812173,0.37812173,0.37812173
2516428,0.37600166,0.37600166,0.37600166
3097148,0.3736117,0.3736117,0.3736117
3614379,0.36613056,0.36613056,0.36613056
3295742,0.36444464,0.36444464,0.36444464
3145084,0.36332703,0.36332703,0.36332703
3336896,0.36144242,0.36144242,0.36144242
3145093,0.36047828,0.36047828,0.36047828
3860647,0.3515835,0.3515835,0.3515835
2277435,0.35149485,0.35149485,0.35149485
3389850,0.34389517,0.34389517,0.34389517
2905431,0.34317693,0.34317693,0.34317693
2596791,0.34040296,0.34040296,0.34040296
3858201,0.33760983,0.33760983,0.33760983
3014821,0.33721867,0.33721867,0.33721867
3195765,0.33206838,0.33206838,0.33206838
1687187,0.32542938,0.32542938,0.32542938
2397013,0.32491958,0.32491958,0.32491958
3015800,0.32311505,0.32311505,0.32311505
2867990,0.32088685,0.32088685,0.32088685
3809230,0.31915593,0.31915593,0.31915593
3521404,0.31884095,0.31884095,0.31884095
3492969,0.31853178,0.31853178,0.31853178
3169498,0.31254697,0.31254697,0.31254697
3489384,0.31223652,0.31223652,0.31223652
3259121,0.30851653,0.30851653,0.30851653
2689852,0.30766332,0.30766332,0.30766332
3030803,0.30710828,0.30710828,0.30710828
2806400,0.3060975,0.3060975,0.3060975
2475515,0.30595547,0.30595547,0.30595547
2740083,0.30452025,0.30452025,0.30452025
3866073,0.30346757,0.30346757,0.30346757
2994458,0.30246925,0.30246925,0.30246925
3307080,0.2994983,0.2994983,0.2994983
3037981,0.2977165,0.2977165,0.2977165
2700595,0.2976106,0.2976106,0.2976106
3860658,0.29630452,0.29630452,0.29630452
2934582,0.29580402,0.29580402,0.29580402
2740232,0.2956315,0.2956315,0.2956315
2827072,0.29490364,0.29490364,0.29490364
2850860,0.29436377,0.29436377,0.29436377
3445248,0.29327768,0.29327768,0.29327768
3248865,0.29290846,0.29290846,0.29290846
3765831,0.29279283,0.29279283,0.29279283
3878962,0.2921514,0.2921514,0.2921514
2799964,0.29206946,0.29206946,0.29206946
3080584,0.2910611,0.2910611,0.2910611
2929414,0.28895846,0.28895846,0.28895846
3636075,0.2885742,0.2885742,0.2885742
29048,0.28800654,0.28800654,0.28800654
1892548,0.28791386,0.28791386,0.28791386
3018996,0.2864765,0.2864765,0.2864765
2850982,0.28644326,0.28644326,0.28644326
2627451,0.2860543,0.2860543,0.2860543
3609955,0.28496903,0.28496903,0.28496903
3588206,0.28474817,0.28474817,0.28474817
3654137,0.28308272,0.28308272,0.28308272
3468117,0.28231442,0.28231442,0.28231442
3854980,0.28060734,0.28060734,0.28060734
