pmcid	score
3878174	0.49362355
3022319	0.45019087
2768737	0.43894702
2270822	0.42685968
2453113	0.42410457
3405392	0.41755128
3246139	0.39910355
3181873	0.38460827
3777352	0.3793
2031887	0.37621796
3068880	0.36794317
3096313	0.35727063
2515901	0.34701973
3845061	0.34371746
3181770	0.34015575
3573983	0.3344021
2729295	0.3326899
3181900	0.33206257
3123969	0.3244704
2671777	0.3208054
3443362	0.31820235
2951743	0.31766555
2921140	0.31044248
3665220	0.30899733
3267342	0.30720288
3375088	0.30644655
3195167	0.30452946
2738416	0.30395892
2656332	0.30290288
3032763	0.30154657
2889009	0.30111328
3142278	0.30042166
2796021	0.2981364
2724509	0.29454353
3122543	0.29321417
2914256	0.2927441
3449426	0.29234973
3146202	0.28911212
3235717	0.28561577
3350949	0.2849826
3662142	0.2847717
3181871	0.28368154
2590592	0.2835276
2918304	0.2813766
3477044	0.28121966
3622424	0.280842
3821958	0.27667886
1716160	0.27539968
3810321	0.27381247
3468878	0.2735286
3012558	0.2710289
2820028	0.2709993
3181745	0.27057633
1858696	0.26920092
2695233	0.2676943
2094705	0.2662907
3883248	0.26607594
2717212	0.2653304
2671773	0.2644895
2170450	0.26389685
2865463	0.26364163
2732008	0.26346552
2669860	0.26304397
3745444	0.2630403
3549946	0.26226473
2851027	0.26151124
1434505	0.25922084
3461647	0.2588259
3181876	0.25746587
3704402	0.25652513
3560944	0.25590044
3843012	0.25514632
1661590	0.25497973
3775057	0.25354812
3373552	0.2534711
2970950	0.2533628
549544	0.25289243
3148928	0.25235778
3168091	0.2505602
3557457	0.25052124
3630936	0.2503019
3655224	0.2501261
2918785	0.24873354
3448519	0.24849562
2656294	0.24589096
3038531	0.24516834
3502159	0.24501456
2877604	0.2449877
2808471	0.24355085
1851705	0.24319963
3279475	0.24071832
3081466	0.24002634
3833341	0.23972522
2566567	0.23940277
2235848	0.23912254
3420492	0.23842263
3446808	0.23582935
3031932	0.23570915
2861844	0.23542836
2089060	0.23509772
3687048	0.2345687
3195149	0.23456337
3859854	0.23351969
2966694	0.2325408
3292982	0.23231137
3493986	0.23215386
2515895	0.23160352
2881943	0.23146595
2954344	0.23057863
3670442	0.23050752
3488812	0.22878097
3665565	0.22746933
3658966	0.2263004
3146226	0.22543581
2628663	0.22521845
3560182	0.22505257
3181740	0.22219293
2768965	0.22201946
3568739	0.22126575
3742136	0.22116226
2515893	0.22089072
3161003	0.21989153
3419066	0.21983546
2987505	0.21788235
1693912	0.21719256
3485051	0.21716757
2871168	0.21667679
3181885	0.21637492
3573582	0.21615097
3863886	0.21548569
3565907	0.21505025
3181869	0.21472596
3315261	0.21437663
2773760	0.21418668
3420417	0.21408461
3627470	0.21399397
194858	0.21314366
3777354	0.21254411
2918299	0.21215764
2989578	0.21182215
3379960	0.21150367
3503657	0.21139704
3682805	0.211266
3114818	0.21013479
2755164	0.21005853
3642018	0.20991589
3839807	0.20986104
3016314	0.20884275
2745863	0.20782582
3420378	0.20778136
2887642	0.20775539
3833342	0.2073261
3372078	0.20680572
2656315	0.20554656
3688436	0.2053474
3745928	0.20512973
3032179	0.20506169
3513220	0.20492728
2834624	0.20490913
1664563	0.20432152
2890872	0.20426084
3315257	0.20385455
2854084	0.20320292
2725270	0.202784
3134924	0.20195414
2695217	0.20175308
3214546	0.20141791
3763571	0.20015977
3446010	0.19990301
3666389	0.1998242
3560600	0.19935252
3296346	0.19907975
3226531	0.19906884
317342	0.1983838
3771226	0.19832663
3181767	0.19789672
3451744	0.19786803
3276432	0.19764532
3324881	0.19732226
3613594	0.1968615
3666545	0.19547856
3125208	0.19447592
2531078	0.19197026
3440572	0.19158278
3147093	0.19133098
161797	0.19129229
3878575	0.191224
1845151	0.19109267
3079191	0.19057256
2656288	0.18997835
2246136	0.18926287
3747020	0.18784988
3795402	0.18768854
3181872	0.18718942
3740266	0.18688801
2851681	0.18625182
3694900	0.18482165
3479895	0.18433982
3564099	0.18396635
3554961	0.18365668
3395405	0.18364377
3012908	0.1825297
3195148	0.18234853
3686769	0.18230504
3181867	0.18172532
3249247	0.18136744
549076	0.1813598
1564027	0.18063386
2846895	0.17938028
3554980	0.17895989
2430545	0.17860602
3616128	0.17857541
3669924	0.17801061
3326919	0.17787413
3108260	0.17752825
3500680	0.17735371
3181778	0.17661723
3615012	0.17592143
3155572	0.1757423
2536546	0.17538655
3439772	0.17519309
420474	0.17490783
3384446	0.1748428
3504573	0.17236565
2823654	0.17217652
420462	0.17198884
2855566	0.17197534
3327977	0.17174686
2972421	0.17170386
3605789	0.17160925
1564177	0.17150298
3542930	0.17144333
3122544	0.1713009
2872355	0.17088231
3013171	0.17069787
1769486	0.17054233
3880052	0.16953728
3181626	0.16922247
2684397	0.16906424
3655930	0.16900437
3132858	0.16878061
2590902	0.16838984
2987524	0.16800053
3395961	0.16797762
3776541	0.16770422
3205688	0.1676852
3630934	0.16754055
3835939	0.16701846
509421	0.16662301
2515925	0.16507663
2566553	0.16506195
2749439	0.16506073
3830168	0.1649477
3420490	0.16493817
3229797	0.16488458
3406222	0.1648591
3170591	0.16476732
3327081	0.1644842
3410809	0.16432546
3505368	0.16417463
2626919	0.16409303
3569157	0.1640534
3021925	0.1639899
2656305	0.16358328
3826008	0.16355075
2726471	0.16345116
3243905	0.16305223
3181562	0.16280723
3388759	0.16265216
2767345	0.16251211
2778437	0.16175988
3039003	0.16171059
3670570	0.16165754
1584230	0.16161263
1318453	0.16151205
1088011	0.16103296
2687521	0.160268
2939397	0.16019586
