pmcid,score,pmcid,score,pmcid,score
3712160,0.2658131,3712160,0.2658131,3712160,0.2658131
3572682,0.24910046,3572682,0.24910046,3572682,0.24910046
2790183,0.24743839,2790183,0.24743839,2790183,0.24743839
1151650,0.23156032,1151650,0.23156032,1151650,0.23156032
3888001,0.22466463,3888001,0.22466463,3888001,0.22466463
3430116,0.22035135,3430116,0.22035135,3430116,0.22035135
3856285,0.21800293,3856285,0.21800293,3856285,0.21800293
3328892,0.2168767,3328892,0.2168767,3328892,0.2168767
1592293,0.2168672,1592293,0.2168672,1592293,0.2168672
2984361,0.2161993,2984361,0.2161993,2984361,0.2161993
3335538,0.21614704,3335538,0.21614704,3335538,0.21614704
3555576,0.21148905,3555576,0.21148905,3555576,0.21148905
2721934,0.21067312,2721934,0.21067312,2721934,0.21067312
3366320,0.21006092,3366320,0.21006092,3366320,0.21006092
3011308,0.20584384,3011308,0.20584384,3011308,0.20584384
2801475,0.20351058,2801475,0.20351058,2801475,0.20351058
3437809,0.20303172,3437809,0.20303172,3437809,0.20303172
3129103,0.20230442,3129103,0.20230442,3129103,0.20230442
1824728,0.20022859,1824728,0.20022859,1824728,0.20022859
2653043,0.20013224,2653043,0.20013224,2653043,0.20013224
2984347,0.19982597,2984347,0.19982597,2984347,0.19982597
3368748,0.19950354,3368748,0.19950354,3368748,0.19950354
2678974,0.19937609,2678974,0.19937609,2678974,0.19937609
2760694,0.19882023,2760694,0.19882023,2760694,0.19882023
2726500,0.19710761,2726500,0.19710761,2726500,0.19710761
3500825,0.19580987,3500825,0.19580987,3500825,0.19580987
2776372,0.19396393,2776372,0.19396393,2776372,0.19396393
3734632,0.19330995,3734632,0.19330995,3734632,0.19330995
2657286,0.19320482,2657286,0.19320482,2657286,0.19320482
2572041,0.19307888,2572041,0.19307888,2572041,0.19307888
3424789,0.19286476,3424789,0.19286476,3424789,0.19286476
3435926,0.1927181,3435926,0.1927181,3435926,0.1927181
3505433,0.19259882,3505433,0.19259882,3505433,0.19259882
2780638,0.19204783,2780638,0.19204783,2780638,0.19204783
2672237,0.19186488,2672237,0.19186488,2672237,0.19186488
