pmcid,score,pmcid,score,pmcid,score
3546453,0.32292736,3546453,0.32292736,3546453,0.32292736
3403367,0.30701154,3403367,0.30701154,3403367,0.30701154
3542938,0.26346958,3542938,0.26346958,3542938,0.26346958
2687656,0.25609908,2687656,0.25609908,2687656,0.25609908
3439936,0.25336298,3439936,0.25336298,3439936,0.25336298
3808756,0.24569367,3808756,0.24569367,3808756,0.24569367
3671282,0.2159583,3671282,0.2159583,3671282,0.2159583
3863508,0.21503465,3863508,0.21503465,3863508,0.21503465
1375236,0.21465042,1375236,0.21465042,1375236,0.21465042
3420510,0.2036569,3420510,0.2036569,3420510,0.2036569
3262532,0.20183782,3262532,0.20183782,3262532,0.20183782
3532807,0.1947449,3532807,0.1947449,3532807,0.1947449
1459118,0.19232713,1459118,0.19232713,1459118,0.19232713
2740114,0.19213922,2740114,0.19213922,2740114,0.19213922
2987328,0.18931825,2987328,0.18931825,2987328,0.18931825
3194612,0.1875125,3194612,0.1875125,3194612,0.1875125
1896172,0.18746132,1896172,0.18746132,1896172,0.18746132
3564269,0.18671674,3564269,0.18671674,3564269,0.18671674
3420763,0.18491139,3420763,0.18491139,3420763,0.18491139
2518148,0.1847393,2518148,0.1847393,2518148,0.1847393
1397847,0.18332647,1397847,0.18332647,1397847,0.18332647
2738311,0.18314365,2738311,0.18314365,2738311,0.18314365
2390549,0.18283601,2390549,0.18283601,2390549,0.18283601
2901610,0.18235022,2901610,0.18235022,2901610,0.18235022
3764715,0.18142939,3764715,0.18142939,3764715,0.18142939
3571903,0.18110627,3571903,0.18110627,3571903,0.18110627
3866685,0.18026394,3866685,0.18026394,3866685,0.18026394
2929636,0.18000868,2929636,0.18000868,2929636,0.18000868
2174495,0.1799873,2174495,0.1799873,2174495,0.1799873
3800390,0.17904119,3800390,0.17904119,3800390,0.17904119
3834698,0.17878321,3834698,0.17878321,3834698,0.17878321
2613409,0.17450897,2613409,0.17450897,2613409,0.17450897
3279511,0.17431208,3279511,0.17431208,3279511,0.17431208
3808267,0.17337082,3808267,0.17337082,3808267,0.17337082
3459526,0.17331377,3459526,0.17331377,3459526,0.17331377
3551686,0.17307831,3551686,0.17307831,3551686,0.17307831
2650979,0.17274812,2650979,0.17274812,2650979,0.17274812
2474584,0.17183425,2474584,0.17183425,2474584,0.17183425
2966984,0.17065822,2966984,0.17065822,2966984,0.17065822
2930659,0.16953179,2930659,0.16953179,2930659,0.16953179
3644260,0.16932826,3644260,0.16932826,3644260,0.16932826
3879014,0.16915232,3879014,0.16915232,3879014,0.16915232
3045886,0.16843268,3045886,0.16843268,3045886,0.16843268
2829599,0.16798253,2829599,0.16798253,2829599,0.16798253
2936411,0.1677762,2936411,0.1677762,2936411,0.1677762
3322349,0.16760369,3322349,0.16760369,3322349,0.16760369
476739,0.16690274,476739,0.16690274,476739,0.16690274
2211766,0.16648123,2211766,0.16648123,2211766,0.16648123
3544062,0.16639653,3544062,0.16639653,3544062,0.16639653
3193674,0.16588657,3193674,0.16588657,3193674,0.16588657
2874920,0.16588145,2874920,0.16588145,2874920,0.16588145
3544059,0.16483904,3544059,0.16483904,3544059,0.16483904
3853164,0.16392486,3853164,0.16392486,3853164,0.16392486
3880734,0.16256633,3880734,0.16256633,3880734,0.16256633
3640983,0.1615114,3640983,0.1615114,3640983,0.1615114
3221223,0.16010281,3221223,0.16010281,3221223,0.16010281
3446146,0.1587044,3446146,0.1587044,3446146,0.1587044
3827830,0.15846577,3827830,0.15846577,3827830,0.15846577
3334666,0.15822639,3334666,0.15822639,3334666,0.15822639
3548373,0.15727638,3548373,0.15727638,3548373,0.15727638
3263063,0.15512177,3263063,0.15512177,3263063,0.15512177
3163221,0.15498064,3163221,0.15498064,3163221,0.15498064
3120985,0.15407752,3120985,0.15407752,3120985,0.15407752
3019058,0.15366213,3019058,0.15366213,3019058,0.15366213
3492078,0.1532911,3492078,0.1532911,3492078,0.1532911
2944192,0.15138377,2944192,0.15138377,2944192,0.15138377
3099202,0.15137206,3099202,0.15137206,3099202,0.15137206
3621239,0.15104987,3621239,0.15104987,3621239,0.15104987
3878216,0.15054137,3878216,0.15054137,3878216,0.15054137
2763717,0.14995404,2763717,0.14995404,2763717,0.14995404
2878411,0.14949603,2878411,0.14949603,2878411,0.14949603
3512775,0.14944361,3512775,0.14944361,3512775,0.14944361
2913530,0.14892879,2913530,0.14892879,2913530,0.14892879
3327025,0.148662,3327025,0.148662,3327025,0.148662
3764714,0.1484919,3764714,0.1484919,3764714,0.1484919
3166263,0.14817022,3166263,0.14817022,3166263,0.14817022
3495356,0.14753719,3495356,0.14753719,3495356,0.14753719
3674621,0.14707763,3674621,0.14707763,3674621,0.14707763
1887527,0.14653556,1887527,0.14653556,1887527,0.14653556
2931142,0.14634396,2931142,0.14634396,2931142,0.14634396
2807152,0.14562681,2807152,0.14562681,2807152,0.14562681
3700967,0.14552224,3700967,0.14552224,3700967,0.14552224
