pmcid,score,pmcid,score,pmcid,score
2934582,0.31179142,2934582,0.31179142,2934582,0.31179142
3015305,0.25584927,3015305,0.25584927,3015305,0.25584927
3347651,0.25112516,3347651,0.25112516,3347651,0.25112516
2646742,0.25049838,2646742,0.25049838,2646742,0.25049838
2830945,0.24207112,2830945,0.24207112,2830945,0.24207112
2277430,0.23905653,2277430,0.23905653,2277430,0.23905653
239862,0.23715588,239862,0.23715588,239862,0.23715588
3015409,0.23245691,3015409,0.23245691,3015409,0.23245691
3616039,0.22137944,3616039,0.22137944,3616039,0.22137944
3638532,0.21997589,3638532,0.21997589,3638532,0.21997589
3533887,0.217107,3533887,0.217107,3533887,0.217107
3052194,0.2165427,3052194,0.2165427,3052194,0.2165427
3888002,0.21185629,3888002,0.21185629,3888002,0.21185629
3725171,0.20992899,3725171,0.20992899,3725171,0.20992899
2925354,0.20826818,2925354,0.20826818,2925354,0.20826818
3779402,0.20682138,3779402,0.20682138,3779402,0.20682138
3418044,0.20506907,3418044,0.20506907,3418044,0.20506907
3461776,0.20501325,3461776,0.20501325,3461776,0.20501325
3649454,0.20158881,3649454,0.20158881,3649454,0.20158881
3556838,0.19800422,3556838,0.19800422,3556838,0.19800422
3484318,0.19680917,3484318,0.19680917,3484318,0.19680917
2918822,0.19655885,2918822,0.19655885,2918822,0.19655885
3383300,0.19583079,3383300,0.19583079,3383300,0.19583079
3015688,0.19520396,3015688,0.19520396,3015688,0.19520396
2678139,0.19357902,2678139,0.19357902,2678139,0.19357902
2694377,0.19331035,2694377,0.19331035,2694377,0.19331035
2740293,0.19291799,2740293,0.19291799,2740293,0.19291799
3249850,0.19278325,3249850,0.19278325,3249850,0.19278325
3580896,0.190527,3580896,0.190527,3580896,0.190527
3628494,0.19028153,3628494,0.19028153,3628494,0.19028153
2572068,0.18978903,2572068,0.18978903,2572068,0.18978903
3445186,0.18849844,3445186,0.18849844,3445186,0.18849844
3113183,0.18797019,3113183,0.18797019,3113183,0.18797019
2253550,0.1865255,2253550,0.1865255,2253550,0.1865255
2730560,0.1854667,2730560,0.1854667,2730560,0.1854667
3852762,0.18377072,3852762,0.18377072,3852762,0.18377072
1526710,0.18362017,1526710,0.18362017,1526710,0.18362017
3438719,0.18336046,3438719,0.18336046,3438719,0.18336046
2769297,0.1822599,2769297,0.1822599,2769297,0.1822599
3684085,0.18142873,3684085,0.18142873,3684085,0.18142873
2783077,0.18108399,2783077,0.18108399,2783077,0.18108399
2614979,0.18039899,2614979,0.18039899,2614979,0.18039899
3863961,0.18038474,3863961,0.18038474,3863961,0.18038474
3291426,0.18011403,3291426,0.18011403,3291426,0.18011403
3628469,0.18008837,3628469,0.18008837,3628469,0.18008837
