pmcid	score
3667316	0.15607844
3884599	0.14964297
3175412	0.14334314
2823760	0.1422026
3420757	0.14166015
2890701	0.14136627
3249329	0.13260244
2588583	0.13221525
3541771	0.12783417
3828058	0.12578347
3229082	0.12268275
3773376	0.12175124
3806709	0.120539956
3092083	0.11694877
3676979	0.1146042
3702444	0.11405346
3391846	0.113832004
3504288	0.11290914
3187738	0.112864554
3420220	0.106589615
3579530	0.10551622
3064649	0.10451558
3502223	0.104274385
2526395	0.10417433
3541572	0.10381532
2614954	0.103679575
2769397	0.103673205
3141698	0.10323546
3521399	0.10248155
3498726	0.102282256
3483580	0.10220617
2840894	0.10203116
2994179	0.10142306
3514192	0.10141945
2647911	0.10080631
3467924	0.100312866
3843328	0.100208916
3703866	0.09964164
3446152	0.09842946
3371526	0.09816791
3405457	0.09791024
3539114	0.09765919
3747615	0.09764019
3665244	0.09758414
2784587	0.09758277
3339128	0.096992195
2800872	0.09646421
2988177	0.096140385
2627172	0.09551311
2890892	0.095031515
3650951	0.094808355
3424656	0.0943483
2467397	0.09394262
2820011	0.09332895
3459714	0.092940405
3692179	0.092804864
3302919	0.0925277
3760368	0.0922048
3469905	0.09193059
3341745	0.091737054
3006379	0.09168427
3170811	0.0916132
2895296	0.09047604
3194026	0.09025392
3481881	0.09016657
2749808	0.090112075
3183723	0.089075916
2783102	0.088907145
3728612	0.08879163
3151509	0.088762805
3304623	0.08873942
3420783	0.088540584
3212602	0.08850369
3726919	0.088366486
3505429	0.0882908
3183718	0.088057086
2528306	0.08803536
1824744	0.08778865
3827536	0.08717601
2830981	0.08680745
2825506	0.08669024
3669005	0.0862023
2827094	0.08593567
3846194	0.0855025
2827047	0.085306056
2840378	0.08515182
2803831	0.08501895
3371672	0.084784195
3667319	0.08454594
2721946	0.08449324
3742896	0.08408533
2800864	0.08397673
2186338	0.08395739
3259091	0.08353169
3177381	0.08320844
3162264	0.082957685
3420560	0.08292667
2763730	0.082848474
3860041	0.08276783
3716997	0.082611136
2718140	0.08259983
3420472	0.08246424
2918825	0.08212858
3811708	0.081597805
3380110	0.08134921
3199411	0.0813279
2766886	0.08122094
3136415	0.08106779
3351966	0.08093033
3784123	0.08059514
2725902	0.08038325
2988890	0.07969842
2796414	0.0794986
3727118	0.07927252
2654868	0.07906336
3728529	0.078905985
3843512	0.07860759
3866077	0.07796978
3335457	0.07788472
3756220	0.07753101
3667341	0.077101186
3634204	0.07681721
3506051	0.07670378
3743605	0.07665156
2858847	0.07663673
3324958	0.076483004
2702052	0.076422766
3705742	0.07621228
3407711	0.07607814
3707070	0.07602567
3414006	0.07524374
3770028	0.07521602
3329706	0.07498226
3119938	0.07493199
3163609	0.07462229
3513812	0.07459521
3866678	0.07447071
1180430	0.07441883
3200093	0.074411966
3100863	0.07438007
3649173	0.0740419
3424948	0.07377129
3876317	0.07368731
3531039	0.07345988
3725021	0.07342261
3726922	0.07331183
3078236	0.07309223
3488409	0.07279139
3846209	0.07278396
3118541	0.072678685
3853893	0.07260424
3573807	0.072542526
3078221	0.072537474
3440504	0.07223545
3220071	0.07222964
3858090	0.07213704
3219857	0.07189553
2495001	0.07175185
3250586	0.071395695
3197540	0.07117997
3790023	0.07109437
2365968	0.070444725
3220153	0.07000713
1968240	0.06999268
3570336	0.069981284
3510937	0.06995809
3502788	0.06982308
3724137	0.0697047
3075451	0.06919851
3876007	0.068994395
2740314	0.06896753
2827134	0.06894773
3464076	0.06883692
3738335	0.068821624
3420772	0.06876599
3655306	0.06874534
3047819	0.068703026
3808022	0.06868898
3876769	0.06867724
2807529	0.068666756
3522328	0.06862451
2908646	0.06835288
3369560	0.06831759
2628095	0.068123735
3183036	0.06811981
3625550	0.0680162
3364015	0.06798644
3756204	0.067978375
3479765	0.067964345
3618104	0.06793251
3827526	0.06776072
3434906	0.067722246
2906497	0.067714304
3667330	0.06766535
3085068	0.06758349
3075463	0.06753049
3147087	0.067352176
3491339	0.06734285
2806544	0.06733573
2858881	0.067248285
3863558	0.06723684
3635634	0.06721457
3335552	0.06679764
2783091	0.06677551
2852693	0.066712916
3261225	0.06620156
3825977	0.06615951
2784062	0.0659189
3823387	0.06584117
3481935	0.06575088
2151774	0.06562455
2585102	0.06555961
2671752	0.06555234
2211745	0.0655334
3419093	0.06541407
2672230	0.065400645
3357022	0.06523148
3628477	0.065220594
1420325	0.06502194
3625010	0.06500061
2892497	0.06499438
3110305	0.06491405
3109839	0.06488826
3440505	0.06480213
3789905	0.06479602
3401651	0.06476768
3836935	0.064605504
2897868	0.064458266
3352650	0.06442657
3776547	0.0643427
3268750	0.06428265
2543003	0.06427979
3357020	0.06426739
2174498	0.06418245
3698900	0.063951224
3151000	0.06378278
3757639	0.0637099
2262906	0.06364202
2615034	0.063457675
3052291	0.06343958
3318223	0.06341765
2939410	0.063339815
3522317	0.06332713
3285093	0.06332586
3420387	0.0633091
3437641	0.06315851
3481828	0.06315198
3539385	0.06309507
3700155	0.06304545
2946723	0.06304141
3248587	0.06289711
3225573	0.06257843
3583123	0.06254974
3481818	0.0625387
2994496	0.06252249
3590733	0.062450144
3758518	0.06242479
3511498	0.062236134
3522321	0.06223215
2366155	0.062036306
3840844	0.061999723
2852748	0.061864827
3814902	0.06185306
3667307	0.061575297
2929686	0.06155352
2693611	0.061476443
3299187	0.06146647
3891405	0.06139717
3249346	0.061365273
3662737	0.06124452
3582936	0.061151132
1560141	0.061077286
2833776	0.06082475
3220083	0.060789198
1180860	0.06074212
3882933	0.060708147
3474946	0.060690485
3371961	0.060645856
2767137	0.060617406
3363118	0.06061507
2822794	0.06056949
3628261	0.060491033
3647652	0.060477525
2526433	0.06041509
3141717	0.060388193
3636823	0.060328793
3640234	0.06029074
3214680	0.06024043
3793571	0.059983283
3143101	0.059879698
3544693	0.05979226
3724132	0.059732366
3423769	0.059625696
3283855	0.059596613
3539458	0.059519894
3514797	0.059442557
3371531	0.059409484
3573171	0.059394725
3884186	0.05924395
3625584	0.05923383
3556846	0.05920494
2880140	0.05874983
2954839	0.058687817
2880279	0.058672022
2740174	0.058573596
3492092	0.058476936
3385060	0.0584177
3208420	0.058400646
3509389	0.058393877
2797749	0.05819293
3510918	0.058093622
3674935	0.05803149
3532791	0.057984672
3137831	0.057938226
3692194	0.057825584
3276798	0.057808027
2949573	0.057783328
3433013	0.057756726
3419663	0.057739984
3434429	0.05773411
3020523	0.057657763
2797743	0.057631984
3558911	0.057559457
3799710	0.05755023
3414792	0.057544686
3827521	0.057515245
3129114	0.057378206
3407750	0.05735867
1705808	0.0573317
3707327	0.057234824
3159367	0.057203226
1609104	0.056999844
3465894	0.05699894
3847448	0.056989435
3502875	0.056931593
3804667	0.056896653
2844379	0.056742277
3697219	0.056701533
3520709	0.056684524
1939918	0.05658732
2976514	0.05656324
2687639	0.056533404
2518156	0.05648306
3262532	0.056463704
2890621	0.056336943
3443649	0.056252357
3492966	0.056229606
3652086	0.05618729
2531170	0.056054506
3481815	0.056034032
2981784	0.05603328
2702726	0.05602532
3199407	0.055986233
3853918	0.055907678
3830836	0.055848345
3506838	0.05583714
2850845	0.05579669
3009660	0.055784885
2726503	0.055784106
3257460	0.05576503
2600629	0.055727966
2835530	0.055670824
3864074	0.055473726
2740015	0.055452775
3220081	0.055374242
3738348	0.055316728
3628241	0.055274222
3204568	0.055254582
2702729	0.05520825
3506066	0.055146247
3337735	0.055114444
2063499	0.05507209
3600347	0.055067953
3130650	0.054987155
3674535	0.054942027
3634548	0.054851968
3683216	0.054848857
2803177	0.054842595
3835649	0.054773573
1326214	0.054752596
3261608	0.054715123
2930658	0.05470053
3118061	0.054641176
3590344	0.054618366
3699154	0.054608773
3341747	0.054536086
3337595	0.05443092
2627258	0.054405544
3230901	0.054383904
3579993	0.054356653
3354807	0.054347765
2766898	0.054315865
2988849	0.054311633
2726549	0.054233693
2811397	0.0541715
3214537	0.054103144
3809882	0.05407542
3081489	0.05406766
3764904	0.05401944
3715331	0.05382182
3194774	0.053669628
2259367	0.053664077
3876010	0.053637482
2531122	0.053609718
3798369	0.053582504
3800659	0.053565316
2703615	0.053401694
3505781	0.053381972
3263087	0.05336696
3621548	0.05334382
3700494	0.053316433
3445851	0.053304132
1557797	0.053271145
2934769	0.053255633
3608083	0.053231653
2699202	0.05322939
3483004	0.053204764
3698897	0.05314459
3437952	0.05309542
3719271	0.053076845
3232596	0.05304521
3151228	0.053041723
3746228	0.053038284
3437419	0.05302788
3085152	0.052995913
2627168	0.052995663
3667289	0.05293177
88995	0.052877735
3389954	0.05268277
3846269	0.052632704
3776284	0.052583944
3082839	0.052451357
3459548	0.05241579
2245957	0.052380867
3284562	0.052346513
3726900	0.052325886
3671528	0.052305136
3420782	0.052300848
3612316	0.052279122
3600204	0.05227568
3184472	0.052256875
3862329	0.052224852
3296495	0.05219988
3815085	0.052196227
516788	0.052171253
3389875	0.05216634
3143100	0.052101634
3658700	0.052097905
2687694	0.05206036
3597049	0.051990166
3492097	0.051981486
3679987	0.051940963
3015230	0.05193708
3272868	0.051930178
3443736	0.051896736
3021298	0.051849972
3637805	0.05174993
3002375	0.051627073
3830242	0.051624924
3851743	0.05159294
3189536	0.051592935
3863660	0.051569283
3469964	0.051534
2997507	0.051490158
3870444	0.051472828
3616977	0.051429518
2686876	0.05138052
1459175	0.051338263
3811800	0.051335886
2561009	0.051331606
3147239	0.051297344
3759076	0.051274408
2905582	0.051202536
3409659	0.051148817
2579287	0.051143687
3420686	0.051070917
2848064	0.051044084
2726493	0.05102566
3433120	0.05102172
3663181	0.05101541
3401854	0.051004115
1562439	0.050891746
2365945	0.05079998
2919999	0.050751876
3667282	0.050733898
3852773	0.050716687
3156524	0.050679628
2769306	0.050661795
3325862	0.050603326
3304187	0.050577458
2627450	0.05043886
2014766	0.050425157
3469903	0.050412092
3319422	0.050374493
3423762	0.050347682
3426249	0.050337855
3651286	0.05031693
3572359	0.050267648
3512880	0.050244406
2840593	0.050160076
3591088	0.050151117
3419122	0.05011747
2978229	0.049994037
3459740	0.04998003
3062807	0.04997496
3619668	0.049954604
3429992	0.049920883
3338408	0.049920842
3557624	0.049910877
3102491	0.04989768
3043584	0.04984845
3168060	0.04982069
2693828	0.04979297
3587909	0.049777903
2892661	0.049774256
2359765	0.04975978
3881694	0.049723074
3850999	0.04969258
3806705	0.049666274
3618043	0.049665097
2364672	0.04962371
3846229	0.049610306
1963326	0.049581986
2895230	0.049505606
3108522	0.049433734
2648945	0.049429975
3699928	0.049271654
3199415	0.049228556
3862308	0.049228318
3277469	0.049190115
2840409	0.049139503
3633297	0.049121227
2628184	0.04910872
2994520	0.049080197
3470993	0.049059235
3515415	0.049057614
3519270	0.048979223
3778825	0.048930444
2726553	0.048893664
3683194	0.048879135
3707746	0.04882127
3156996	0.04879311
3817996	0.048752975
3086854	0.04873547
3229083	0.04872671
2840598	0.048683107
2596112	0.04866871
3242647	0.048654236
3532912	0.04865164
2800876	0.048621096
3784880	0.04855525
3199403	0.048532415
3049704	0.04849234
3298519	0.04848465
3649091	0.04841987
2924529	0.04838206
3201085	0.048355326
3700483	0.04833321
3836294	0.04820515
3573452	0.048185255
3471418	0.048184205
2857796	0.048148423
3420143	0.048045896
3762050	0.04803338
3061929	0.048027966
3841675	0.048008084
2611960	0.04797776
3547807	0.047967304
2740122	0.04795801
3657224	0.047906145
2702040	0.04783749
3853387	0.04780165
3475474	0.047799308
1570367	0.04778134
3109828	0.04770586
3639886	0.047667786
3229075	0.047636587
3860030	0.047535386
3663068	0.04753309
3504208	0.047491603
3504261	0.047441814
2836174	0.04742972
3103445	0.04739174
3479949	0.047389954
2994881	0.047329966
2732131	0.047317423
3162849	0.047294226
3457722	0.047157988
3249944	0.04715731
1592488	0.04707149
2815824	0.04705735
2713885	0.047050107
2270857	0.04704378
3638550	0.04702551
3590332	0.04702078
2913808	0.04701149
3606758	0.046982173
3741440	0.046929933
3451989	0.046851404
3464696	0.046838418
3684080	0.04683707
3369119	0.046822973
2249601	0.046814445
3395298	0.046801675
3596900	0.04677767
3834703	0.04671421
3247782	0.04671227
2908670	0.046707697
3197539	0.046692964
3855244	0.04665792
3873360	0.046587713
2288610	0.04658467
2740856	0.046459384
3502773	0.04645837
3543593	0.04642971
2650986	0.04634963
2206021	0.046335094
3094649	0.046308044
3891065	0.046286914
3591044	0.04624222
3279508	0.046095513
3827530	0.04598557
2972301	0.04589158
2654457	0.045858096
3268705	0.045848783
3485900	0.045829505
3756130	0.04578718
3738333	0.0457868
3375844	0.0457774
2941259	0.045774
3665183	0.045745794
3461780	0.04572509
3751227	0.04568476
3875019	0.04561461
2804003	0.04559089
3847484	0.04558482
3314805	0.045499623
2678708	0.04547095
3663347	0.045457233
3693614	0.045392327
3326847	0.045377262
3604869	0.045338858
2984361	0.04533319
3591029	0.045211177
3891028	0.045200706
3270285	0.04515631
3184474	0.04514584
2772239	0.045136593
3713758	0.045083094
3299601	0.045037325
3570945	0.044981238
3005322	0.044977963
3440482	0.044976603
2914383	0.044961922
3670508	0.044958875
3052620	0.044924892
3851773	0.044904023
3829277	0.04490292
3780706	0.04488397
3500728	0.044868007
3623784	0.044850323
3652101	0.04484849
3809165	0.044816174
2767139	0.04480618
3857978	0.04480016
3350001	0.04470891
3074330	0.0446972
3523113	0.044690114
2995798	0.044683374
3089823	0.044675708
3015425	0.044656858
3850435	0.044611786
2464778	0.04454788
2737760	0.044525996
3673353	0.044521138
3214308	0.044519037
2740163	0.044504095
3391622	0.044458926
3014834	0.04443016
3420449	0.044400662
3836937	0.04438678
3637413	0.044345707
2726487	0.04433501
3423660	0.044324998
3341748	0.044313245
3546898	0.04430237
3556538	0.04430231
3401155	0.04426284
194433	0.04426187
3097542	0.044218358
3654141	0.04421244
3229059	0.044197805
3129533	0.04416938
3178789	0.044154994
3329702	0.044142473
3085971	0.044128694
3563625	0.044093862
3662920	0.044076886
3189619	0.044013426
2579921	0.044002846
2980629	0.04398641
2503992	0.043978546
2245960	0.043938853
3518011	0.043927263
2631539	0.04391072
2605761	0.043904528
3759091	0.043894064
3775021	0.043880783
2527488	0.04385492
3170783	0.04382696
2798081	0.04382219
3201602	0.043802902
2854521	0.043802083
2999614	0.043772016
3276041	0.04375163
3434377	0.04370781
2769317	0.04370547
3162281	0.043703858
3229068	0.043634497
2526518	0.04361801
2856542	0.043594882
3291424	0.043589458
2847728	0.04357937
2740295	0.043578863
3111170	0.043560833
3675257	0.043503236
2687681	0.043493047
2253541	0.043488577
3371495	0.043429114
3420376	0.043376096
3299326	0.043375194
3273697	0.04336956
2806392	0.043365937
3150839	0.043325685
3546197	0.04328674
2234421	0.0432848
3094681	0.043282602
2946722	0.043257467
3363129	0.043253493
2838854	0.043233454
2651898	0.043209583
3527175	0.04320435
2760693	0.043184157
3073801	0.043175507
2766888	0.043155957
3604615	0.043145176
2633325	0.043143187
2918840	0.04309779
3409401	0.04309365
2267455	0.043045744
3097717	0.042975415
3793364	0.042933464
3571609	0.042929582
3772265	0.042921823
3711989	0.04292115
2791726	0.04288691
3792541	0.04288229
3519274	0.042881317
2740172	0.042843413
1906743	0.04281988
3863679	0.04272621
2993680	0.042704053
2923795	0.042675614
3765992	0.042664245
3635225	0.042624835
3811791	0.04262217
3818566	0.042598277
2963752	0.04257646
3009441	0.042561393
1184093	0.04254169
3859268	0.042516418
3649648	0.042498082
2602996	0.042489946
3481419	0.042483944
3277335	0.042469632
2705726	0.04246924
3519210	0.042434555
3420511	0.042404722
3394864	0.04239247
3876000	0.0423318
3542930	0.04228852
3560802	0.04226791
3665879	0.04224672
3070447	0.042244647
3506220	0.042244602
3811804	0.042235874
3326964	0.042228173
3591041	0.042208698
2726538	0.04219086
3435900	0.042178433
3074291	0.04212538
2270823	0.04211678
2879604	0.042086713
3205378	0.042080007
2647934	0.042025663
3658220	0.042005483
3821135	0.042003993
1562446	0.041940413
3220638	0.04193505
3662609	0.041933566
3555591	0.04193315
3099615	0.041915342
3395361	0.041897982
3320390	0.04189582
3889310	0.0418902
3614322	0.041884698
3194780	0.041850798
3522407	0.041837517
3812827	0.041829668
1563448	0.041778315
2946615	0.04177381
3611060	0.04177233
3881906	0.041759893
2847699	0.041703727
3343686	0.041669652
3298218	0.041668966
3562084	0.041634362
2987954	0.041621335
3833507	0.04158838
3030027	0.04154984
3342258	0.04153063
2646781	0.04151786
3295727	0.0415044
3833636	0.041445576
3623460	0.04144413
3560608	0.04144179
3015862	0.041419264
3497216	0.041411873
2740090	0.041406143
3623462	0.041392166
3180603	0.041387282
3716810	0.041374315
3130682	0.041357398
3778233	0.041347787
2531092	0.041331902
166159	0.041320138
3874910	0.041307434
3836942	0.041282482
2174496	0.041281108
3589612	0.041264825
3403804	0.041255824
3546191	0.041175
3616125	0.04111937
3821432	0.04110173
3097809	0.041093465
3668800	0.04107281
3385307	0.041030258
3347815	0.041006647
3177416	0.041005433
3229065	0.040992502
2276602	0.040991697
3846933	0.04098247
3651015	0.04097466
3862309	0.04094769
3677013	0.0409349
3481812	0.040877357
3567970	0.040861093
3517480	0.040825613
3787619	0.04080067
2783047	0.040792257
2940257	0.040790934
3606122	0.040790197
3666926	0.040769834
3797949	0.040766217
3522318	0.040733933
3678061	0.040722143
3341442	0.0407128
2395385	0.040688258
3438046	0.04064537
3875121	0.040625483
3389890	0.04062336
3670647	0.040621318
3446019	0.04061787
3169496	0.040577948
3846101	0.040567372
2988176	0.040563826
3220059	0.040552136
3162982	0.04054904
3098999	0.04053834
2547114	0.040531985
3540338	0.04050868
3304276	0.040503662
3448314	0.040484533
3095885	0.040477622
