pmcid,score,pmcid,score,pmcid,score
3286741,0.5853526,3286741,0.5853526,3286741,0.5853526
2980629,0.4460329,2980629,0.4460329,2980629,0.4460329
3716810,0.42713818,3716810,0.42713818,3716810,0.42713818
3493738,0.40937075,3493738,0.40937075,3493738,0.40937075
3240785,0.40680417,3240785,0.40680417,3240785,0.40680417
3797929,0.40620312,3797929,0.40620312,3797929,0.40620312
2627450,0.40319338,2627450,0.40319338,2627450,0.40319338
3030803,0.38240474,3030803,0.38240474,3030803,0.38240474
3401934,0.37359744,3401934,0.37359744,3401934,0.37359744
3185926,0.36627942,3185926,0.36627942,3185926,0.36627942
3015657,0.3315971,3015657,0.3315971,3015657,0.3315971
2990396,0.32694936,2990396,0.32694936,2990396,0.32694936
3151000,0.31872958,3151000,0.31872958,3151000,0.31872958
3492969,0.31641227,3492969,0.31641227,3492969,0.31641227
3214684,0.31500408,3214684,0.31500408,3214684,0.31500408
2596112,0.3110437,2596112,0.3110437,2596112,0.3110437
3296170,0.31097168,3296170,0.31097168,3296170,0.31097168
3111170,0.3098759,3111170,0.3098759,3111170,0.3098759
2777911,0.30704412,2777911,0.30704412,2777911,0.30704412
2691532,0.30362067,2691532,0.30362067,2691532,0.30362067
3625595,0.29874477,3625595,0.29874477,3625595,0.29874477
3797560,0.29033956,3797560,0.29033956,3797560,0.29033956
3597902,0.28841612,3597902,0.28841612,3597902,0.28841612
3048090,0.28651303,3048090,0.28651303,3048090,0.28651303
2279110,0.27882576,2279110,0.27882576,2279110,0.27882576
3459741,0.265813,3459741,0.265813,3459741,0.265813
3588206,0.2635528,3588206,0.2635528,3588206,0.2635528
3666422,0.26333344,3666422,0.26333344,3666422,0.26333344
3572359,0.2606839,3572359,0.2606839,3572359,0.2606839
3405338,0.25949663,3405338,0.25949663,3405338,0.25949663
3016124,0.25800624,3016124,0.25800624,3016124,0.25800624
3083058,0.25448984,3083058,0.25448984,3083058,0.25448984
3724199,0.25138643,3724199,0.25138643,3724199,0.25138643
3724134,0.24976356,3724134,0.24976356,3724134,0.24976356
3683440,0.24821691,3683440,0.24821691,3683440,0.24821691
3095252,0.2412852,3095252,0.2412852,3095252,0.2412852
2797493,0.23775317,2797493,0.23775317,2797493,0.23775317
2687673,0.23761195,2687673,0.23761195,2687673,0.23761195
3890483,0.23752953,3890483,0.23752953,3890483,0.23752953
3015787,0.23662046,3015787,0.23662046,3015787,0.23662046
3693114,0.23586537,3693114,0.23586537,3693114,0.23586537
3672022,0.23572567,3672022,0.23572567,3672022,0.23572567
2627183,0.23472464,2627183,0.23472464,2627183,0.23472464
2769347,0.23450488,2769347,0.23450488,2769347,0.23450488
3304081,0.23230757,3304081,0.23230757,3304081,0.23230757
3016207,0.22869645,3016207,0.22869645,3016207,0.22869645
2852734,0.22747022,2852734,0.22747022,2852734,0.22747022
2526433,0.22517088,2526433,0.22517088,2526433,0.22517088
3037982,0.22494185,3037982,0.22494185,3037982,0.22494185
115203,0.22415744,115203,0.22415744,115203,0.22415744
2890701,0.22251183,2890701,0.22251183,2890701,0.22251183
2672140,0.22014289,2672140,0.22014289,2672140,0.22014289
3389881,0.2195442,3389881,0.2195442,3389881,0.2195442
3662737,0.21813086,3662737,0.21813086,3662737,0.21813086
3329853,0.21653108,3329853,0.21653108,3329853,0.21653108
3657443,0.21424165,3657443,0.21424165,3657443,0.21424165
2852693,0.21382749,2852693,0.21382749,2852693,0.21382749
2949773,0.2099246,2949773,0.2099246,2949773,0.2099246
2988890,0.20853859,2988890,0.20853859,2988890,0.20853859
2732131,0.2060127,2732131,0.2060127,2732131,0.2060127
3420668,0.20380822,3420668,0.20380822,3420668,0.20380822
1906788,0.20095754,1906788,0.20095754,1906788,0.20095754
3189573,0.19947846,3189573,0.19947846,3189573,0.19947846
2767154,0.19875716,2767154,0.19875716,2767154,0.19875716
3363118,0.1976695,3363118,0.1976695,3363118,0.1976695
2896587,0.19732083,2896587,0.19732083,2896587,0.19732083
3168381,0.19654523,3168381,0.19654523,3168381,0.19654523
1716166,0.19614144,1716166,0.19614144,1716166,0.19614144
2702879,0.19364083,2702879,0.19364083,2702879,0.19364083
2972238,0.19224854,2972238,0.19224854,2972238,0.19224854
2769477,0.19221452,2769477,0.19221452,2769477,0.19221452
3806709,0.19168355,3806709,0.19168355,3806709,0.19168355
3339326,0.19153124,3339326,0.19153124,3339326,0.19153124
3108676,0.19073954,3108676,0.19073954,3108676,0.19073954
3751043,0.18684575,3751043,0.18684575,3751043,0.18684575
3180603,0.18591528,3180603,0.18591528,3180603,0.18591528
2566573,0.18569914,2566573,0.18569914,2566573,0.18569914
3075172,0.18548316,3075172,0.18548316,3075172,0.18548316
3678061,0.18408844,3678061,0.18408844,3678061,0.18408844
3573972,0.18408115,3573972,0.18408115,3573972,0.18408115
3355924,0.18146223,3355924,0.18146223,3355924,0.18146223
3797933,0.18099013,3797933,0.18099013,3797933,0.18099013
3094313,0.17609657,3094313,0.17609657,3094313,0.17609657
2941747,0.17427033,2941747,0.17427033,2941747,0.17427033
3524702,0.17246266,3524702,0.17246266,3524702,0.17246266
3363056,0.17145494,3363056,0.17145494,3363056,0.17145494
2459162,0.17097512,2459162,0.17097512,2459162,0.17097512
3384959,0.1702343,3384959,0.1702343,3384959,0.1702343
3443734,0.16946207,3443734,0.16946207,3443734,0.16946207
3082221,0.16903394,3082221,0.16903394,3082221,0.16903394
3376344,0.16845474,3376344,0.16845474,3376344,0.16845474
3475910,0.16751163,3475910,0.16751163,3475910,0.16751163
3668164,0.16727,3668164,0.16727,3668164,0.16727
3544060,0.16675332,3544060,0.16675332,3544060,0.16675332
3481819,0.16643107,3481819,0.16643107,3481819,0.16643107
3407736,0.1649122,3407736,0.1649122,3407736,0.1649122
3793952,0.16411519,3793952,0.16411519,3793952,0.16411519
3504232,0.1637734,3504232,0.1637734,3504232,0.1637734
3679812,0.16331212,3679812,0.16331212,3679812,0.16331212
1552052,0.1633052,1552052,0.1633052,1552052,0.1633052
3104662,0.16309217,3104662,0.16309217,3104662,0.16309217
1910602,0.16199647,1910602,0.16199647,1910602,0.16199647
3015652,0.16150998,3015652,0.16150998,3015652,0.16150998
2830979,0.16081688,2830979,0.16081688,2830979,0.16081688
2999595,0.16079068,2999595,0.16079068,2999595,0.16079068
2553648,0.16053732,2553648,0.16053732,2553648,0.16053732
3053495,0.16048741,3053495,0.16048741,3053495,0.16048741
3015908,0.15997335,3015908,0.15997335,3015908,0.15997335
3108663,0.15928008,3108663,0.15928008,3108663,0.15928008
2323473,0.15908922,2323473,0.15908922,2323473,0.15908922
3748667,0.15882194,3748667,0.15882194,3748667,0.15882194
2409333,0.15679221,2409333,0.15679221,2409333,0.15679221
3429898,0.15660973,3429898,0.15660973,3429898,0.15660973
3793477,0.1565787,3793477,0.1565787,3793477,0.1565787
1266355,0.1563017,1266355,0.1563017,1266355,0.1563017
1501004,0.15604945,1501004,0.15604945,1501004,0.15604945
3806710,0.1558873,3806710,0.1558873,3806710,0.1558873
3118311,0.15534563,3118311,0.15534563,3118311,0.15534563
