pmcid,score,pmcid,score,pmcid,score
3632492,0.27850327,3632492,0.27850327,3632492,0.27850327
3232573,0.2740578,3232573,0.2740578,3232573,0.2740578
3425034,0.26575047,3425034,0.26575047,3425034,0.26575047
3005218,0.2635209,3005218,0.2635209,3005218,0.2635209
3749082,0.2547331,3749082,0.2547331,3749082,0.2547331
2687814,0.25171998,2687814,0.25171998,2687814,0.25171998
3446097,0.24173722,3446097,0.24173722,3446097,0.24173722
2526417,0.23598458,2526417,0.23598458,2526417,0.23598458
3162786,0.22139032,3162786,0.22139032,3162786,0.22139032
3097588,0.21706963,3097588,0.21706963,3097588,0.21706963
3194761,0.21405526,3194761,0.21405526,3194761,0.21405526
3259313,0.21182317,3259313,0.21182317,3259313,0.21182317
2769330,0.21059424,2769330,0.21059424,2769330,0.21059424
3625593,0.20903921,3625593,0.20903921,3625593,0.20903921
3580901,0.20884013,3580901,0.20884013,3580901,0.20884013
3247765,0.20821387,3247765,0.20821387,3247765,0.20821387
3891393,0.20808831,3891393,0.20808831,3891393,0.20808831
3809217,0.20332442,3809217,0.20332442,3809217,0.20332442
2807148,0.20104069,2807148,0.20104069,2807148,0.20104069
1852903,0.1930361,1852903,0.1930361,1852903,0.1930361
3598686,0.1920922,3598686,0.1920922,3598686,0.1920922
3370327,0.19004354,3370327,0.19004354,3370327,0.19004354
2804020,0.18625307,2804020,0.18625307,2804020,0.18625307
2646726,0.18280518,2646726,0.18280518,2646726,0.18280518
2799065,0.18094179,2799065,0.18094179,2799065,0.18094179
3573789,0.17963535,3573789,0.17963535,3573789,0.17963535
3734005,0.17956263,3734005,0.17956263,3734005,0.17956263
3490505,0.1785673,3490505,0.1785673,3490505,0.1785673
3465542,0.1779144,3465542,0.1779144,3465542,0.1779144
3289979,0.17572372,3289979,0.17572372,3289979,0.17572372
2908875,0.17525788,2908875,0.17525788,2908875,0.17525788
3569638,0.16900057,3569638,0.16900057,3569638,0.16900057
3385618,0.16651818,3385618,0.16651818,3385618,0.16651818
2831247,0.16529949,2831247,0.16529949,2831247,0.16529949
3122094,0.16389571,3122094,0.16389571,3122094,0.16389571
3163180,0.16305664,3163180,0.16305664,3163180,0.16305664
2828460,0.16281596,2828460,0.16281596,2828460,0.16281596
3722906,0.16210328,3722906,0.16210328,3722906,0.16210328
3446153,0.16155793,3446153,0.16155793,3446153,0.16155793
3819680,0.16154233,3819680,0.16154233,3819680,0.16154233
3294360,0.1597639,3294360,0.1597639,3294360,0.1597639
2908435,0.15961705,2908435,0.15961705,2908435,0.15961705
2831897,0.1591149,2831897,0.1591149,2831897,0.1591149
3277335,0.15910797,3277335,0.15910797,3277335,0.15910797
