pmcid	title	abstract	body
2918838	4.0933857	2.0867064	1.4212451
2871551	3.9170105	2.6669636	1.5153174
3006379	3.6561806	2.2652946	1.5834491
3152527	3.6063662	2.1046422	1.5748487
3531039	3.592265	1.8973278	1.3040648
2896582	3.548661	0.093548864	1.1814885
2987954	3.3829944	2.323864	1.5093768
3616125	3.3165097	0.20391923	1.6398134
3459797	3.2824876	2.4162164	1.3349931
3089823	3.2265635	0.09963962	0.0
2646781	3.206914	2.4411876	1.103463
3431067	3.203776	1.6062114	1.2544379
3606122	3.169421	0.16448972	1.3075992
3485486	3.141422	2.2357826	1.5365213
3587909	3.119779	1.8864726	1.4793212
1289282	3.023919	1.2822294	1.1767992
3697219	3.0153608	1.5828123	1.1969464
3806430	2.9889395	1.9044154	1.4566424
3259112	2.961407	2.1038716	1.4482051
1634852	2.945986	1.8568422	1.0495197
3369045	2.9260755	0.0	0.0
3109763	2.9180655	2.2188845	0.13944384
3860030	2.9103942	1.2487738	1.2306906
3174928	2.8993702	1.6067338	1.4607925
3325009	2.8876405	2.187764	1.4754515
3159367	2.8735442	0.07572329	1.4073923
3056427	2.8714275	0.09750456	0.0
1087206	2.864977	0.0	1.1207799
3573803	2.8625891	2.0469728	1.4228159
3118206	2.8613374	1.4793879	1.1059757
3113998	2.8459098	1.2387421	1.3865542
3096430	2.8450856	0.0	1.2610747
3466900	2.8414385	1.6673833	1.2572972
3888003	2.8246055	2.0004125	1.3644881
2613254	2.8199916	1.3217164	0.85127324
3488388	2.8145409	2.4336956	1.4025515
2923795	2.7971232	0.09131823	1.1267481
3237274	2.7941337	1.9690777	1.1236517
3830976	2.7569542	2.2631893	1.5726542
3628477	2.7497458	0.103001	1.404792
3184632	2.7411952	1.4290098	1.0744272
3061929	2.7390802	1.6715195	1.2657137
3776547	2.738548	1.6709716	1.2651622
3423035	2.7268984	1.6589833	1.253093
3570945	2.7252078	1.5689173	1.1610274
2767137	2.6951263	1.3894576	1.0857707
3492078	2.6924286	1.8839091	1.4356328
2790738	2.6816025	0.11021962	1.2944278
2740156	2.6759155	1.1953222	1.0620167
3707746	2.6637676	1.434149	1.0771434
3224500	2.651966	1.4220134	1.2637317
3225407	2.6470947	1.6642389	1.2586861
3612316	2.6460567	0.12225198	0.12307659
3276782	2.639175	1.368282	1.2408334
2994179	2.60643	0.084192015	1.2667845
2438319	2.5917099	0.11014585	0.0
3551696	2.5904438	0.080924526	0.0
