pmcid	title	abstract	body
2700233	4.953057	0.20116498	0.20857497
2467416	4.6809473	0.28541943	0.2957099
2909991	4.628598	2.6461468	2.1877458
3681112	4.39925	3.4722242	3.0011559
2852806	3.9797854	3.337876	2.8953485
2857854	3.9716146	2.7761772	2.752133
3279680	3.9588966	3.365562	2.8252926
2994118	3.9373147	3.5883474	2.7139378
3014817	3.9109666	3.1801867	2.3182852
3624641	3.7750568	0.1330454	2.4809766
3543215	3.6746204	3.2064605	2.937026
3475918	3.5984712	3.126308	2.548853
3687153	3.5905309	3.375466	2.6020324
3787618	3.576677	2.9366775	2.0564816
3600265	3.4911568	4.089591	3.1561415
3405457	3.4634454	0.05232525	2.353305
3262532	3.4407895	2.3986	2.3147368
3179286	3.4382598	2.2559512	1.7140903
3564029	3.351403	1.9889873	1.6345153
2612654	3.2395115	3.0464149	2.3506374
3819695	3.1922262	0.08867735	2.260048
2803809	3.1920938	2.250568	1.9291347
2262910	3.1575248	0.084755	2.5532875
3094011	3.1463592	3.8034148	2.126419
2787188	3.1156178	3.0736132	2.3853426
3783804	3.0003238	2.6420584	1.9707532
2621138	2.936033	1.7441281	1.7115183
3420754	2.8679752	2.79473	2.0272288
3372033	2.8511288	0.050228827	2.4712312
3498639	2.8259876	0.0	1.463097
2846739	2.8250022	2.3541734	1.7011752
3102266	2.8194036	2.9019186	2.3887377
2662842	2.7368107	2.536811	2.3905976
2840725	2.6111298	2.866999	2.1754189
3292982	2.493973	2.641371	1.4665796
3065316	2.4933958	2.3417032	1.7995214
3505355	2.4799752	2.3275118	1.7848073
3096572	2.4382708	1.9906834	1.6362774
2359765	2.4367318	1.7398716	1.707096
3579686	2.4354045	0.0	0.0
2783065	2.340367	2.280825	1.8837271
3728542	2.2215574	2.188558	1.5279082
3523428	2.2212758	1.7914408	1.5275962
3653097	2.213453	1.7830756	1.5189294
3275841	2.2125523	1.175193	1.1113384
3741079	2.1730325	1.7501684	1.7875549
3004490	2.1279635	2.0718193	1.4951624
3638278	2.086581	1.4591968	1.3553946
3589597	1.9690915	0.0	1.8178601
3405157	1.9441725	1.7907702	1.5269012
2855071	1.8552927	1.989555	0.0
3885791	1.8490992	1.4907672	1.270821
3286731	1.8267004	0.0	1.4627826
3652048	1.7773395	0.0	0.0
3009431	1.7402284	0.0	1.3635554
3751361	1.733939	1.2357953	1.013965
3420557	1.7033188	0.0	1.1139071
3102882	1.6702981	1.542341	1.291652
3439358	1.6107744	1.8129696	1.2620376
3312658	1.547934	0.0	1.395118
3276790	1.525102	0.0	1.0300927
2596114	1.4698211	0.0	0.0
3722376	1.4345253	0.0	0.0
3712384	1.3063797	1.542243	1.2526255
3277484	1.2951645	1.5304382	1.0330106
3095243	1.2299006	1.3190088	1.1280074
3502790	1.211276	1.1666994	0.8094941
2975006	0.422581	0.44479656	4.5467987
2740076	0.4141271	4.779009	4.1419964
2740296	0.40770555	4.7252817	3.7322376
2546371	0.3990697	5.0046363	4.1518683
2365938	0.38918728	0.4120337	0.42808327
3340973	0.38872492	3.9799097	4.1033278
3295586	0.3869669	0.4154296	0.4309144
3888003	0.38348705	0.40364736	0.42082745
3789895	0.3695278	0.38895425	0.405509
3738361	0.36593664	0.3851743	0.4015681
3110133	0.36037585	0.38688266	0.4013034
3015409	0.3572197	0.37599915	0.39200246
3596056	0.35610616	0.3765611	0.39043185
3015692	0.35521394	0.37606606	0.3907146
2783113	0.35426822	0.37289253	3.3702343
3846936	0.3471947	0.36544713	3.2669976
2644320	0.3469051	0.3672695	0.3815754
3649614	0.3408065	0.3587231	0.37399113
3676979	0.33937308	0.36290538	0.3759895
3319783	0.33606255	0.35936534	0.37232184
3551405	0.32495382	0.3474863	0.3600145
3639699	0.3222775	0.34119615	0.35448644
3555578	0.32163593	0.3405169	0.35378075
3431046	0.31998757	4.3366613	4.1070538
3735569	0.31967244	0.33647797	0.35079917
3445186	0.3187825	0.34223	0.35498634
3073784	0.31842932	0.33712205	0.35025364
3277335	0.31770375	0.3397335	0.3519822
3770034	0.31662905	0.3332746	0.3474595
2546372	0.3152191	4.6485205	3.7337213
3267065	0.31350908	0.33191302	0.3448417
3072212	0.3120142	0.33033037	0.3431974
3205519	0.3105373	0.3320701	0.34404254
2908659	0.3104569	0.32828972	0.3403824
2245959	0.30754393	0.32371187	0.33748975
3777195	0.30503497	0.32618627	0.33794653
3148888	0.30391434	0.32137135	0.3332092
3070637	0.3035898	0.32102814	0.33285335
2782170	0.30299792	0.32078478	0.33328
3418028	0.30238923	0.32335708	0.33501533
3015416	0.3015501	0.31740293	0.33091226
3015475	0.2998454	0.32063684	0.332197
