pmcid	title	abstract	body
3662144	2.0537424	2.585744	3.7135954
3806158	1.7538494	1.4932501	1.7023281
3435916	1.6557697	3.4570777	4.6794953
1440851	1.6454074	1.5837125	3.8140922
2440557	1.590932	0.9502306	3.8700972
2695461	1.5670875	2.686088	4.940151
3544356	1.5076406	2.8077686	3.4876184
3307967	1.4838201	2.384696	4.6068125
3406938	1.4124672	2.6791604	4.846512
3724961	1.4101762	0.059026457	0.0
3016264	1.3863841	1.7717112	3.4070442
3769411	1.3818418	2.2234938	2.648307
3206412	1.2913015	1.2729995	2.0433073
3182443	1.2907829	1.1732631	3.685632
3874942	1.2859614	1.1660051	2.6367357
3189473	1.2842416	1.7897544	3.5401108
3354856	1.2713737	0.09500727	1.9310907
1808067	1.2680705	0.08131571	1.0093224
2740122	1.2595061	1.0986941	2.3154805
3548361	1.2534949	0.051652428	2.365068
2732598	1.2486159	2.7828393	3.3443043
2365966	1.2473397	1.0331585	1.8482091
2803863	1.2469946	1.1298115	1.1721582
2984319	1.2278694	1.01939	2.498719
3292842	1.2264023	1.3660513	2.5236917
3140527	1.2195983	1.9348327	3.8515294
2859338	1.1872238	1.3753484	3.1075788
2575206	1.1870732	1.2914764	2.1129463
2844364	1.175404	1.3923923	2.5960922
3491304	1.1696681	1.9433446	2.9916358
3205530	1.1381757	0.09895131	0.0
3356853	1.1130389	1.8441651	2.7894251
3231647	1.1111318	0.046152312	1.0432235
1997123	1.1104281	0.079700015	1.0333635
2329657	1.1073015	0.053267967	0.0
2814228	1.1061114	1.0889354	2.0065465
3625594	1.1018924	1.0379102	1.759946
3767647	1.1005386	0.96385586	2.1441264
3022204	1.0936056	1.4296541	3.1951776
1831476	1.0935137	1.460037	2.0007834
3522130	1.0920614	2.588438	3.899203
3712156	1.0893452	1.0238054	2.2478926
3887096	1.0775127	1.7843478	2.992304
3751269	1.0736978	0.041038863	0.0
3410700	1.0691583	1.4328204	2.9521089
3813311	1.0688552	1.7360618	2.4819398
2235827	1.0677161	2.0720813	2.7613988
3191811	1.063053	0.03909286	0.8577987
2690061	1.0599303	1.7374399	2.844974
3474835	1.0594354	0.0	2.2623653
2889886	1.0587133	0.87629396	2.4789245
3827896	1.0527637	1.7098801	3.6263664
3572648	1.0465026	0.0	1.1602161
2774694	1.045677	2.0618048	3.451734
2848664	1.031144	0.11714259	0.8183298
3554459	0.96469915	1.501303	2.734707
2031875	0.95150197	1.7977704	3.0447176
3432199	0.9491283	0.0	1.3129433
2861009	0.94353384	0.06461143	1.8371499
3162710	0.9371345	0.8804653	1.5358627
3422180	0.9355348	1.7081567	2.2892084
2930659	0.93515563	0.0	1.0748842
2811397	0.93011	0.0	0.0
3680092	0.929862	0.048138734	0.0
3519260	0.92783076	0.041556418	1.0250254
2769281	0.9274312	0.8427388	0.87449884
2276602	0.9249317	1.0478432	0.8629328
3745915	0.9248274	0.8758854	0.98774123
2740182	0.9214504	0.0	1.2089543
3616170	0.9212777	0.83313775	1.0667253
2983030	0.91862965	0.86832017	1.3713617
3666207	0.91374034	0.86343086	1.1517745
3017697	0.9133211	1.9658575	2.719262
2684510	0.9128813	1.65299	0.9402005
3664480	0.910454	1.035792	1.6330042
2803981	0.9095346	0.0	1.6296581
3665179	0.90788984	0.7872808	0.8769771
3588621	0.90731776	1.6994939	2.3827682
3806357	0.9072561	1.0456635	1.6003522
3536938	0.9072095	1.1661742	1.5020665
3835276	0.9066909	1.4592103	1.4364748
