pmcid,score,pmcid,score,pmcid,score
3708448,0.26786014,3708448,0.26786014,3708448,0.26786014
3880091,0.25137627,3880091,0.25137627,3880091,0.25137627
2811980,0.2344845,2811980,0.2344845,2811980,0.2344845
3570033,0.21611156,3570033,0.21611156,3570033,0.21611156
3262750,0.20782864,3262750,0.20782864,3262750,0.20782864
2811103,0.20577727,2811103,0.20577727,2811103,0.20577727
3266198,0.19979577,3266198,0.19979577,3266198,0.19979577
3639671,0.19641654,3639671,0.19641654,3639671,0.19641654
3487850,0.19577526,3487850,0.19577526,3487850,0.19577526
3108084,0.19151701,3108084,0.19151701,3108084,0.19151701
3527175,0.18778081,3527175,0.18778081,3527175,0.18778081
3575072,0.18541719,3575072,0.18541719,3575072,0.18541719
3830061,0.18537383,3830061,0.18537383,3830061,0.18537383
3446186,0.18421122,3446186,0.18421122,3446186,0.18421122
3139154,0.18295494,3139154,0.18295494,3139154,0.18295494
3087163,0.18082918,3087163,0.18082918,3087163,0.18082918
3629863,0.1805742,3629863,0.1805742,3629863,0.1805742
3049671,0.17863259,3049671,0.17863259,3049671,0.17863259
3760049,0.17590387,3760049,0.17590387,3760049,0.17590387
3311149,0.17486036,3311149,0.17486036,3311149,0.17486036
3726751,0.1743996,3726751,0.1743996,3726751,0.1743996
3868168,0.17334765,3868168,0.17334765,3868168,0.17334765
3430626,0.17193894,3430626,0.17193894,3430626,0.17193894
2909944,0.17090413,2909944,0.17090413,2909944,0.17090413
3407125,0.1706841,3407125,0.1706841,3407125,0.1706841
2638813,0.16618174,2638813,0.16618174,2638813,0.16618174
3098999,0.16456057,3098999,0.16456057,3098999,0.16456057
2686868,0.16446836,2686868,0.16446836,2686868,0.16446836
2987916,0.16424939,2987916,0.16424939,2987916,0.16424939
2686928,0.16338763,2686928,0.16338763,2686928,0.16338763
3806272,0.16093332,3806272,0.16093332,3806272,0.16093332
2547099,0.15772565,2547099,0.15772565,2547099,0.15772565
3243642,0.15734449,3243642,0.15734449,3243642,0.15734449
2981767,0.15712123,2981767,0.15712123,2981767,0.15712123
3614464,0.15672559,3614464,0.15672559,3614464,0.15672559
2799634,0.15608731,2799634,0.15608731,2799634,0.15608731
3759024,0.15534501,3759024,0.15534501,3759024,0.15534501
2771986,0.15429053,2771986,0.15429053,2771986,0.15429053
3580793,0.1530611,3580793,0.1530611,3580793,0.1530611
2854356,0.15284657,2854356,0.15284657,2854356,0.15284657
3590346,0.15237299,3590346,0.15237299,3590346,0.15237299
3706610,0.15237102,3706610,0.15237102,3706610,0.15237102
3733895,0.15204798,3733895,0.15204798,3733895,0.15204798
3199749,0.15194282,3199749,0.15194282,3199749,0.15194282
3212896,0.15146627,3212896,0.15146627,3212896,0.15146627
3844859,0.15142076,3844859,0.15142076,3844859,0.15142076
3618043,0.15115531,3618043,0.15115531,3618043,0.15115531
3236994,0.15097362,3236994,0.15097362,3236994,0.15097362
2668559,0.15086314,2668559,0.15086314,2668559,0.15086314
3328441,0.15085858,3328441,0.15085858,3328441,0.15085858
3612492,0.15081944,3612492,0.15081944,3612492,0.15081944
