pmcid	score
3340973	0.38495216
2975006	0.37520805
2740076	0.36774692
2740296	0.3646239
3846936	0.347405
2546371	0.33999836
3431046	0.30182937
2546372	0.29481575
2783113	0.29284963
2365938	0.29265013
3542900	0.28259772
3295586	0.27741653
3888003	0.27019447
3015692	0.26752475
3110133	0.26312757
2644320	0.26254094
3596056	0.26087862
3789895	0.25969717
3738361	0.25822893
3113158	0.25590718
3310715	0.25552803
3015409	0.25201887
3676979	0.24663717
3319783	0.2442579
3639699	0.24386957
2467416	0.2436142
3555578	0.24287541
3073784	0.24034885
3649614	0.24006909
3267065	0.2372654
3072212	0.23615938
3551405	0.2357063
3277335	0.23194298
3445186	0.23104106
2782170	0.22947706
2908659	0.22757512
3205519	0.22629535
3857979	0.22556087
3735569	0.22479594
3770034	0.22319737
3148888	0.22317266
3070637	0.2224908
3777195	0.2223936
3418028	0.22038639
3860047	0.21897613
3015475	0.21824244
3649187	0.21662727
2245959	0.21616077
2556668	0.2118979
2740171	0.21156253
3015416	0.21145897
3512262	0.20754808
3015710	0.20737875
2700233	0.2057816
2943109	0.20462865
2672280	0.2038169
3326831	0.20255378
1887519	0.20207557
3043579	0.20195924
3214511	0.20048249
3600265	0.19950333
3073785	0.19751689
3136068	0.19715947
3854998	0.19669421
2882051	0.19602141
2769404	0.1959746
2241597	0.19524002
3349988	0.19513926
2740088	0.19503173
3638532	0.19502965
3047846	0.19498233
3183543	0.1948627
3015652	0.19441885
2934582	0.19310325
3172631	0.19245178
2860420	0.19230366
2442045	0.1917372
2584009	0.19144641
3433555	0.19084445
2784782	0.19064693
3663309	0.19044106
2980725	0.19042322
3629171	0.19033244
3043439	0.18966882
3227694	0.18856858
3350124	0.18852615
2311322	0.18849951
1634861	0.1884204
2575197	0.18830363
3711740	0.18817309
3681112	0.18788217
3880742	0.18783781
3240924	0.1875453
3754418	0.18726653
2659845	0.18681355
3515935	0.18646583
3096026	0.18614203
3830137	0.18589993
3409660	0.18562734
3817753	0.18458359
2478665	0.1841831
3234147	0.18316887
3524486	0.18313028
3420562	0.182947
2878678	0.18272823
3845338	0.18190928
3299191	0.18185624
3279680	0.1804388
2169208	0.18037401
3745864	0.17895812
2992668	0.17894155
3649153	0.17849132
3879997	0.17846465
2847139	0.17842758
3539461	0.17839175
3125360	0.17795557
2766912	0.17709026
3705742	0.17668608
2726470	0.1766493
3649506	0.17664224
3015535	0.17610753
2820289	0.17537424
555568	0.17528632
3613818	0.17479661
3340971	0.17441975
2906982	0.17432183
3094313	0.17425008
3711731	0.17417775
3113179	0.17416465
2803886	0.17411613
2244600	0.1739463
3016127	0.17361642
3796724	0.17285064
3350196	0.17284863
3630317	0.17265578
3099621	0.17147279
2170446	0.17120726
2966576	0.17112873
2918822	0.17071219
3838809	0.17034492
3492965	0.16982052
3616185	0.16877422
3555203	0.16846399
2292492	0.16806439
3160386	0.16790928
3715331	0.16763416
3016484	0.16737622
3711723	0.1671955
3840837	0.16701692
2857854	0.16663493
3521816	0.16656327
2988923	0.166314
2894825	0.1659538
3617620	0.16551906
3825978	0.16488746
1948008	0.16450278
3307215	0.16416243
2687673	0.16397157
3245485	0.16341734
2277416	0.16233134
3573785	0.16230358
3418018	0.16219042
3771803	0.16176239
1618827	0.16141748
2876173	0.16123381
3113180	0.1612275
3043456	0.16082057
3468117	0.16075578
3177411	0.16074526
3015397	0.16047148
3015684	0.16047099
3200132	0.16001675
3015265	0.15897255
2834661	0.15893835
3738353	0.15837198
3711736	0.15830186
3073806	0.15819211
3858201	0.15803382
3101356	0.15768039
3560724	0.15764013
2804735	0.15748525
3543215	0.15708455
3381485	0.15705232
2736155	0.15670979
3529464	0.15634905
3015963	0.15633178
3043450	0.15618981
3015379	0.15599734
3635469	0.1558866
3819678	0.15567957
2809463	0.15562907
3214684	0.15547726
3841536	0.15538608
3649157	0.15535133
3015861	0.15530284
3874942	0.15497449
3663318	0.1548985
3023755	0.15458582
1526710	0.15450296
2605737	0.15431777
3047773	0.15401427
2783087	0.15375423
3542894	0.1532279
3630710	0.15321308
3838988	0.15299745
2769450	0.15284628
3575664	0.15274823
3218128	0.1522317
3307086	0.1520699
3170312	0.151862
2994118	0.15179056
3649509	0.15151154
3890398	0.15147161
3658221	0.15135832
3484318	0.15054281
3195172	0.15053414
3108676	0.15037318
3016797	0.15002692
3512256	0.14992543
3725448	0.14988336
3600251	0.14877436
2769446	0.14859973
3261406	0.14821371
3415050	0.14807513
3729991	0.14788817
2852806	0.14768472
2779295	0.14749189
3875121	0.14746165
2116997	0.14721353
2702963	0.14622258
3016819	0.14602481
3410771	0.14591128
2828460	0.14565495
3809370	0.14471006
2820006	0.14433873
2630321	0.14401007
3363056	0.14392371
3655519	0.14389819
3860027	0.14388065
3422109	0.14362074
3635130	0.14332384
3600218	0.14296773
3304262	0.1429512
3638545	0.14242712
3015771	0.14233448
3015668	0.14222048
2893321	0.14217603
3693109	0.1419564
2936677	0.14193028
2588583	0.14178656
3649585	0.14168914
2926877	0.14167795
3015939	0.14153598
3095252	0.14145935
3480933	0.1413724
2672301	0.14124916
2556666	0.14047685
2615010	0.14047103
3082229	0.1402902
3015288	0.14024128
149382	0.14007457
3148887	0.14002214
3059860	0.13999909
3003679	0.13996
3038627	0.13987438
3465003	0.13974863
3492044	0.13951974
3432358	0.13885877
2672241	0.1388098
3731624	0.13875675
3259020	0.13866048
3618906	0.13863528
3714045	0.13857019
2821651	0.13852155
3825926	0.1385026
3170348	0.1382967
3712003	0.13823476
3784095	0.13794819
3876309	0.13776462
3015161	0.13733564
3750490	0.1371069
2693837	0.13668312
3015275	0.13661689
3745887	0.13645487
3032707	0.13643697
3213015	0.13634488
3477656	0.13632682
3178930	0.13628903
3783711	0.13623619
3336915	0.13614662
3206858	0.13605286
1925058	0.1358413
3273785	0.13526864
3809254	0.13526542
2855525	0.13462302
3502769	0.13453166
2890891	0.1345037
3015501	0.13441175
3158108	0.13439542
3285529	0.13405345
2799961	0.13404879
3503734	0.13388696
2553057	0.13364741
3236153	0.1333571
3855073	0.13331519
2850860	0.13325351
3864400	0.13319872
3876522	0.13316368
1891275	0.13291156
3015272	0.13274512
3327834	0.13253646
2634770	0.13228045
3407625	0.13206503
2254639	0.13188994
3335556	0.13110453
3469333	0.13078052
2643339	0.13070796
3713330	0.13028523
3015685	0.13018411
3852808	0.13006368
3348529	0.12900934
3268705	0.12887743
3100577	0.1284838
1936994	0.12841786
3775021	0.1283041
3870869	0.12825531
3629711	0.12818016
3259374	0.12805526
3204677	0.12789021
3687153	0.12781757
3250653	0.12712015
3852632	0.12705691
2778945	0.1266875
3481223	0.12660263
3411373	0.12647372
2730560	0.12642527
3872157	0.12636174
3534252	0.12624425
2908669	0.12622514
3850435	0.12619534
2702911	0.12614268
2911400	0.1260276
3624641	0.12594283
3588206	0.12583888
3866077	0.12582842
3085233	0.12558325
2740156	0.12541398
3180666	0.12539433
3444896	0.12502299
3183036	0.12492939
3065404	0.124875
3681262	0.12474508
3659885	0.1246915
2827146	0.12441502
3539107	0.1244063
2740013	0.12425586
3789311	0.12410998
3134683	0.12403612
3862308	0.12389833
2810826	0.12372274
3355033	0.12351295
3113185	0.12342333
3183722	0.12325801
3628471	0.12313322
2984347	0.12303944
3637811	0.122709155
3398111	0.12266109
3225467	0.1222742
3662749	0.1218937
2831897	0.121665195
1904453	0.12155079
3078481	0.121451914
3054432	0.12140482
3085395	0.12137973
3183571	0.120823115
3021298	0.12066676
3018996	0.12056416
2637256	0.12042772
2931410	0.12034546
3016754	0.12019926
3469372	0.120052435
3639707	0.120039284
3816040	0.11990023
3192516	0.11982033
3257196	0.11968388
3015953	0.11960551
3145084	0.11928485
2820011	0.11926967
2784516	0.119207226
3120277	0.119203195
3015305	0.119186245
3097618	0.119174354
3673574	0.118714154
3016128	0.118491404
3015549	0.118325055
3015465	0.11820152
2827162	0.11810694
2892670	0.11803113
436065	0.11783916
3806710	0.11770289
2533016	0.11766692
3064888	0.117515296
3738493	0.11748711
3312202	0.11739314
343284	0.11737993
3663692	0.11736499
2803824	0.117357485
3542893	0.11716966
3783786	0.1171441
3407612	0.116905496
3206663	0.116850026
2687743	0.116840094
3094002	0.11646646
3562610	0.11637251
2724421	0.11595449
3198695	0.1158769
2827045	0.115819976
2884455	0.115787804
3015447	0.11572368
3227160	0.115680926
2628084	0.11537876
2845142	0.11530187
2850845	0.11515845
3168462	0.11510345
3632018	0.1150263
2526417	0.11491007
3587901	0.11483369
3213717	0.11473386
3134680	0.11462644
3015657	0.11458143
2612654	0.11449924
3543976	0.11426934
2808324	0.11411007
3539596	0.113919765
3516949	0.113886364
2754658	0.11384397
3639802	0.11370978
3593510	0.11370523
3295377	0.113550715
3396109	0.11348565
3433556	0.11348419
3023038	0.11347327
3015359	0.11339693
3892002	0.11324731
3799716	0.11323034
3267071	0.11321847
2709968	0.11316454
3102491	0.11293307
3625558	0.11267153
3016022	0.11253719
2174501	0.112196
3457596	0.11219434
3259112	0.11207176
2908657	0.11206899
3546902	0.11205665
3627155	0.11202458
2014766	0.11196896
3601004	0.11196045
3347651	0.11193265
3092083	0.11185079
3883383	0.111808024
3872586	0.11169134
3579408	0.11159664
2662842	0.11159229
3021273	0.11157671
3375743	0.111467056
2684097	0.111375
2803837	0.11114204
3073917	0.11106327
2967700	0.11097261
2726540	0.11090954
3298220	0.110594556
3516932	0.110584624
2909170	0.110566534
3102266	0.110526875
3051203	0.11052066
3516060	0.11051631
3015942	0.11029045
3015810	0.1102781
2861643	0.110134736
3409885	0.110061675
2700229	0.109940335
3601500	0.10984591
2804729	0.1098187
3108760	0.10964046
2562359	0.10962352
2783104	0.10950503
3789899	0.10944504
3043404	0.10943966
3145881	0.10939933
3126780	0.10911029
3785339	0.10905289
2684974	0.1088828
3433566	0.10884589
2726498	0.10829603
3336896	0.10822862
3520709	0.10819486
3369119	0.10806328
3334080	0.10799861
3465002	0.1079725
3599969	0.10781656
3113161	0.10776506
3554543	0.10766932
3657428	0.107459635
3582077	0.10722983
3361851	0.10720496
2910374	0.10718665
3863961	0.107006654
3113182	0.10675418
3259402	0.10675059
3762050	0.10664504
2850844	0.10651128
3521953	0.106503755
2533303	0.1063442
3335596	0.106338605
59895	0.10631614
3304266	0.10627772
2721535	0.10624184
3649285	0.10618388
3147139	0.106172115
3852762	0.10610205
2783137	0.10588874
2475515	0.10585299
3141709	0.10573353
3576789	0.10563896
3047832	0.1056195
3030804	0.10557786
2964038	0.105575986
3146002	0.10554428
2423720	0.105521396
3178522	0.105427586
2828091	0.10535848
3691806	0.10531488
3600282	0.1049025
1940304	0.10488429
3891987	0.10483904
3459730	0.1048081
2646742	0.10455031
2719756	0.10444908
3015759	0.10439323
3354493	0.10436987
3418007	0.10436691
3352193	0.10436286
3015787	0.10435194
1635700	0.10397426
3014817	0.10395838
3689056	0.103933595
2978453	0.10390505
3290871	0.10390271
2098769	0.1038647
3123852	0.10383473
2850842	0.10376126
3522331	0.10374967
2893317	0.10364309
2580013	0.10359776
2848006	0.10357413
3424159	0.103496745
3696471	0.10319008
3030794	0.10309059
3289276	0.10305169
3514804	0.10292942
2672247	0.10282324
3522339	0.1026901
3279489	0.10262962
3531040	0.10257037
3519029	0.10254346
3368113	0.10242351
3830831	0.10235239
3389664	0.10233361
3833317	0.102332994
2797595	0.10230669
3041052	0.10225245
1564132	0.10211533
3113206	0.10211484
2726514	0.102053225
3249850	0.102042556
2765939	0.10197661
3015967	0.101950355
2770458	0.10187052
1581458	0.10186961
2045103	0.10186739
3679720	0.10167846
3399219	0.1016038
3419394	0.10159745
2702939	0.10157982
2769376	0.10154264
3298231	0.101527736
2737761	0.101516046
3122099	0.10149169
2503992	0.10111759
3881493	0.10087361
3887995	0.10082382
3350059	0.10074949
3015729	0.10072097
3623109	0.10066143
2262910	0.10065101
3407445	0.10054991
3585698	0.10054311
3298226	0.10051601
3764660	0.10046784
3572682	0.10039587
3461780	0.100369535
3347250	0.10033161
3350022	0.1000892
3783665	0.10007637
3361201	0.10005386
3351958	0.09990848
3230106	0.099808306
3015819	0.09958803
3350117	0.09935021
3032672	0.0993302
3860295	0.09931532
2787188	0.09930239
2726548	0.0991375
2844957	0.099083826
2740316	0.09893603
2556689	0.09887378
3097598	0.098840445
2932949	0.09877912
3194781	0.09869591
2829468	0.09859211
3485910	0.09843218
2984463	0.09838317
3884184	0.09826794
2740293	0.09821671
2806879	0.09819997
3184472	0.09813075
3206687	0.09806135
2640347	0.09805607
3649302	0.09805464
3140886	0.09786299
2672256	0.09780928
3466160	0.0977574
3410093	0.09774211
3760701	0.09757698
2657279	0.09751053
2778823	0.09750422
3800309	0.09748634
2767137	0.09739782
3751152	0.097336404
3043563	0.09729963
3860072	0.09728425
3015230	0.09725064
2075501	0.09723518
3313757	0.097142294
3015500	0.09707135
3519057	0.09706538
3075170	0.096949495
3294114	0.096945256
3341635	0.096913844
3407435	0.09684838
3075199	0.096811704
3016817	0.09666872
2640409	0.09663806
3855217	0.09644522
3771811	0.09630298
3145093	0.096239105
3609955	0.096152715
3556879	0.09614996
3658240	0.096147925
3128041	0.0960639
3565923	0.096012324
3430087	0.09600707
2396178	0.095814355
2740300	0.095791444
3304263	0.09578191
3634207	0.09557872
3180599	0.09553714
2726496	0.095517784
2890912	0.095498234
3389942	0.095460705
3042608	0.09545681
3259399	0.09541168
3209998	0.09539556
3108944	0.095380604
2699061	0.095345974
3541574	0.0952337
3834111	0.09518773
3819695	0.09515461
2387157	0.095144
3819851	0.09507141
3711739	0.09500291
3339102	0.09499195
3290028	0.09495907
3460158	0.09488293
2976736	0.094867334
3539385	0.09485693
3097568	0.09484814
3420763	0.09480491
3187738	0.09479045
3162763	0.09475198
3299187	0.09474113
3031281	0.09467471
3409903	0.09463413
3728878	0.09463392
3073909	0.09451923
3727091	0.09442695
3446153	0.094334975
3545342	0.09429948
2686695	0.094289735
3016825	0.09417799
3799706	0.09413391
3444845	0.09408902
2826293	0.094057165
3568738	0.09402265
3751105	0.09398298
2988862	0.09396233
3572695	0.09392097
3383148	0.093895026
2788453	0.09378247
3742153	0.093750514
3830976	0.0937106
3016752	0.09365643
3019077	0.093545765
3031185	0.09350209
3247765	0.09348486
3398075	0.0934429
2810606	0.09335221
3611104	0.09321427
2967696	0.09319952
3096030	0.09317674
3259121	0.09315897
3475918	0.09306132
3094011	0.09285228
3783730	0.09275274
3198609	0.09262872
3754406	0.09257976
3557185	0.092555314
3396873	0.09243453
2117014	0.09239368
3141714	0.092337966
3625878	0.092327334
2702819	0.09219519
3237174	0.0921904
3015473	0.09218007
3623460	0.092173256
3015595	0.09211595
3350017	0.09211543
3563625	0.09208715
2803987	0.092048876
3043591	0.09202197
3765831	0.09196762
3438719	0.09195778
3250652	0.09191136
3161682	0.09188289
2827159	0.09184845
3521949	0.09184727
3829784	0.09182916
2740074	0.091761194
3819693	0.091720656
3688238	0.09171531
3889828	0.09171157
2657235	0.091635
3033349	0.09158751
3015761	0.0914995
3015279	0.0911971
3764364	0.09118601
3814076	0.09114831
3147240	0.09112356
140039	0.09110344
3351966	0.0910854
3642644	0.09105194
2570823	0.09087403
3439304	0.09078866
1182398	0.0907764
2980723	0.090755284
3662733	0.090732984
2572606	0.09071985
3221638	0.09071004
2687742	0.090708
3090653	0.09066513
3614379	0.090646766
2810825	0.09058654
2778442	0.09055509
503388	0.09044367
3854545	0.090442255
3393871	0.090424836
3764957	0.09040927
1934908	0.0903669
3679696	0.09031196
3041046	0.090236515
3888002	0.09014033
3546099	0.09006518
3599449	0.09005249
2739847	0.08999527
3296937	0.08996099
2702886	0.08995561
2784509	0.08991015
3172722	0.08989637
3438050	0.08985401
2642780	0.08964241
2912801	0.08961867
3708267	0.089606225
3474968	0.08957802
3697224	0.089570954
3784234	0.08953393
3754399	0.08952468
2117004	0.089518435
3353108	0.08949104
2936927	0.089460656
3469387	0.08933224
3890009	0.08931466
3043410	0.089281686
3191386	0.089278825
3765290	0.08922557
3521621	0.08922456
3068590	0.08909587
3600136	0.08894626
2791725	0.08894406
2918627	0.08883772
2988864	0.08882425
3152917	0.08877705
3314559	0.088736586
2975852	0.08870892
3015667	0.08865968
3714027	0.08858391
3694008	0.08857887
3704406	0.088434875
3659247	0.088355474
3016174	0.08827135
3015509	0.08819942
3262532	0.088177584
2970788	0.088155314
3250651	0.0881223
3350058	0.08807942
3015430	0.08806935
3075172	0.08804505
3502811	0.08803353
3221138	0.088009775
3549390	0.08798734
3350201	0.08793521
3015800	0.08791975
3349817	0.087896004
3068583	0.0878587
3728746	0.087657124
3215995	0.087586224
2569193	0.087550156
3628469	0.08752506
3146430	0.087290145
3309454	0.08728194
3552364	0.08724281
2657261	0.08721429
3015333	0.087186284
3443991	0.08713109
3560560	0.08709684
3878531	0.08709236
3418006	0.086984366
2974999	0.0869571
3097809	0.0869299
3318885	0.08691902
3728876	0.08690036
3526386	0.0868329
2783122	0.08676291
2729904	0.08668762
3502786	0.08667903
3512245	0.08659602
3376344	0.086530745
1592487	0.08651954
2279110	0.08651889
3666183	0.08646993
3725923	0.08644567
2737786	0.08642388
3864172	0.086368956
3514812	0.08636606
2972760	0.08634989
2998004	0.086198024
3457858	0.086155064
3506494	0.086095765
2830945	0.08608345
3649156	0.08607772
3713290	0.08607638
3214491	0.086059704
3590547	0.0859254
2990894	0.085879914
1925057	0.08576728
3876312	0.085750565
3653538	0.085691124
3097559	0.0856153
3015801	0.08558935
3687464	0.08548571
3713583	0.08539998
2939554	0.085372955
2769294	0.08528652
2912127	0.08526263
3016800	0.085215464
3088753	0.08520383
3533611	0.08517334
3772918	0.085147925
3180395	0.08509763
3859019	0.08509144
3208579	0.08508572
2542373	0.0850454
3443734	0.08503054
3215545	0.08502589
3236161	0.084956005
3236157	0.084952734
3684085	0.08492767
2767146	0.08475759
2803839	0.0847515
2907398	0.0847453
2740154	0.084712826
3015229	0.084686585
3015777	0.08460633
2995940	0.08447207
3792511	0.08445539
3196964	0.08444042
3618055	0.08437917
2938513	0.08436031
3791356	0.08435205
2815823	0.08433681
3447436	0.084332146
3671146	0.08432622
3750274	0.084309496
3649218	0.084293984
3073793	0.084237374
2909991	0.08415378
2908674	0.08414769
3632032	0.084001094
3127318	0.08399071
2886876	0.08398475
3088754	0.083910495
3618104	0.08384981
3487024	0.083827935
3771272	0.08379309
3822029	0.08370989
3562058	0.08358716
3289029	0.08347902
3032221	0.0834786
3658835	0.0834392
2769464	0.08343135
3446097	0.08339444
3891414	0.08337986
2896582	0.08335255
3283056	0.083314486
3690676	0.08327301
3773424	0.08325797
3502286	0.08314552
3282448	0.08308821
3019022	0.08307001
3160575	0.08289201
2588582	0.082871564
2784508	0.08281601
3523895	0.08274466
3016470	0.082740195
2329654	0.082696795
3314562	0.082679555
3649137	0.082671404
3649493	0.0826465
3626309	0.08263174
3859883	0.08262093
2323013	0.08252159
3649503	0.08249606
3065056	0.08245829
2672220	0.08232895
3551488	0.0822967
2783065	0.08223149
3113191	0.08219797
2803950	0.08215167
3271411	0.08213331
3295742	0.08212679
3483331	0.082113706
3015825	0.08209741
2902452	0.082077
3702094	0.082040586
2769330	0.082034566
2567964	0.081927486
3336885	0.08184475
3743178	0.08183159
3015439	0.081815444
3089823	0.08171294
3037981	0.08169679
3229021	0.08158507
3151403	0.08151185
2654860	0.08141542
2151774	0.08141464
3022319	0.08137977
2678139	0.08137218
3461776	0.081368536
3821277	0.08116036
3016836	0.08115902
3141717	0.08113343
3629350	0.08113044
3075144	0.08112851
2249599	0.08105166
2479080	0.08098063
2576766	0.08098063
3533152	0.08097086
3652052	0.08095311
2796990	0.08092663
3685544	0.080883294
3583083	0.08083288
3729989	0.08082077
3170813	0.08076987
3892098	0.080717616
2687694	0.08064243
2627994	0.08058559
3830318	0.080567956
3505287	0.0805367
2438318	0.08050045
2954928	0.08041509
3594646	0.08040299
3015688	0.08034058
3161456	0.08034024
3016809	0.08028357
3015382	0.08024999
3159287	0.08023916
2443155	0.08021785
3169870	0.08018969
3623763	0.080185086
3797604	0.08015568
3033147	0.08013144
3328917	0.080123365
3000417	0.080101386
1687187	0.08006163
3017973	0.08000162
3815018	0.07999071
3114544	0.079987854
2799065	0.07998075
3835521	0.07988852
3546435	0.07988264
3448227	0.07987158
2726508	0.079865344
3132369	0.079835385
3094252	0.07975396
3771809	0.07975217
3030049	0.07974408
3649559	0.07973088
2992067	0.07970307
3396344	0.07957577
3604615	0.079522945
3099610	0.07951856
2946729	0.07946186
3614378	0.07935929
2821393	0.07935201
2442185	0.079320565
3860647	0.07928383
3046008	0.07926472
3410246	0.079254694
3287964	0.07915379
2397013	0.07904388
1183200	0.07901756
3152915	0.07900126
3192511	0.07899674
2878686	0.078988165
3030803	0.07896909
2740321	0.078963324
2850863	0.07894885
2929411	0.0789074
3526876	0.07889059
3003213	0.07885148
3673351	0.078850456
3350224	0.078761175
3711721	0.07873489
3015534	0.07865316
3583123	0.07865062
2810581	0.07864141
3467394	0.07854762
3073788	0.078511246
1964782	0.07845081
3542932	0.078437924
2776369	0.078401834
3785209	0.07839802
3052620	0.07836237
2672271	0.07834852
1087888	0.07824551
3070447	0.07824124
3073786	0.07823019
3446146	0.07816528
3821706	0.078154504
3662630	0.07808582
3412713	0.078067094
3213721	0.07798949
3544655	0.07797848
2769453	0.0779044
3193822	0.07789746
2762898	0.07775167
3866073	0.077735
3228957	0.077701785
3847353	0.07766678
2809077	0.07766335
2740203	0.077599585
2998026	0.077549696
2740068	0.07745752
3437809	0.07743831
3618650	0.077419065
3163221	0.07740995
3169496	0.07733767
2941921	0.077325724
3500067	0.07729208
2699222	0.07721019
2687910	0.07720798
2737777	0.07713111
3460151	0.077087566
3657920	0.077066295
3105458	0.07703485
3090317	0.076972
3533144	0.0769714
3083058	0.076949194
3335711	0.07694477
3771770	0.07689727
3806430	0.07688977
2527567	0.07681747
3467437	0.07677884
2596110	0.07676267
3329710	0.07675468
3596679	0.07675425
3372033	0.076725416
1550411	0.076700956
2876857	0.07664938
3043583	0.076621465
3657547	0.07660738
3350039	0.07659574
3535796	0.07655865
3285085	0.076552644
3493829	0.07654773
2367394	0.07648843
3409907	0.07647386
3587677	0.076462045
3524466	0.07645891
