,title,abstract,body
3555597,0.5675738,0.5675738,0.5675738
3796931,0.51823795,0.51823795,0.51823795
2791744,0.49584326,0.49584326,0.49584326
3129533,0.45751646,0.45751646,0.45751646
1852908,0.45403498,0.45403498,0.45403498
2850849,0.4510162,0.4510162,0.4510162
3485910,0.43839914,0.43839914,0.43839914
3619691,0.42552233,0.42552233,0.42552233
2946039,0.42290387,0.42290387,0.42290387
3030029,0.4210966,0.4210966,0.4210966
2672240,0.4135481,0.4135481,0.4135481
3243071,0.4128276,0.4128276,0.4128276
3746454,0.41006133,0.41006133,0.41006133
2637899,0.40822595,0.40822595,0.40822595
3859214,0.40704605,0.40704605,0.40704605
3498317,0.40570626,0.40570626,0.40570626
2995798,0.40232778,0.40232778,0.40232778
3665183,0.40038705,0.40038705,0.40038705
2820289,0.39913854,0.39913854,0.39913854
3252294,0.39478847,0.39478847,0.39478847
2246109,0.39420494,0.39420494,0.39420494
2572041,0.39404294,0.39404294,0.39404294
2739423,0.3933682,0.3933682,0.3933682
2654868,0.39168805,0.39168805,0.39168805
2329636,0.39148438,0.39148438,0.39148438
2672274,0.38963693,0.38963693,0.38963693
3180257,0.38753924,0.38753924,0.38753924
3047849,0.38645825,0.38645825,0.38645825
2630300,0.38596487,0.38596487,0.38596487
3487217,0.38354945,0.38354945,0.38354945
3504246,0.38247725,0.38247725,0.38247725
3111561,0.38161525,0.38161525,0.38161525
3322183,0.38150907,0.38150907,0.38150907
3482437,0.3809722,0.3809722,0.3809722
1906743,0.3779236,0.3779236,0.3779236
1434765,0.3768024,0.3768024,0.3768024
3445230,0.37620604,0.37620604,0.37620604
3670647,0.37586036,0.37586036,0.37586036
3849315,0.37508932,0.37508932,0.37508932
3885791,0.37500876,0.37500876,0.37500876
3311450,0.3724106,0.3724106,0.3724106
3504258,0.37232313,0.37232313,0.37232313
1940253,0.3717783,0.3717783,0.3717783
3424184,0.3677692,0.3677692,0.3677692
3751031,0.36714613,0.36714613,0.36714613
2994520,0.3664378,0.3664378,0.3664378
2868875,0.36550435,0.36550435,0.36550435
2981784,0.3650384,0.3650384,0.3650384
2771992,0.3637841,0.3637841,0.3637841
3276782,0.36280155,0.36280155,0.36280155
2279110,0.3607547,0.3607547,0.3607547
3843570,0.3601587,0.3601587,0.3601587
3698898,0.35954896,0.35954896,0.35954896
3221195,0.3593166,0.3593166,0.3593166
3863515,0.35816088,0.35816088,0.35816088
2365945,0.35755056,0.35755056,0.35755056
3609955,0.35743195,0.35743195,0.35743195
2941921,0.35361,0.35361,0.35361
2726542,0.35343245,0.35343245,0.35343245
2726530,0.3531366,0.3531366,0.3531366
2827156,0.3527354,0.3527354,0.3527354
2908659,0.35254648,0.35254648,0.35254648
3364015,0.3517124,0.3517124,0.3517124
3629350,0.3515026,0.3515026,0.3515026
2823742,0.35137936,0.35137936,0.35137936
3844222,0.35081464,0.35081464,0.35081464
3833587,0.3486881,0.3486881,0.3486881
3764963,0.34707683,0.34707683,0.34707683
3875965,0.34641406,0.34641406,0.34641406
3560684,0.34490764,0.34490764,0.34490764
2657326,0.3434124,0.3434124,0.3434124
3555591,0.3420072,0.3420072,0.3420072
2808616,0.3419162,0.3419162,0.3419162
3276810,0.34116584,0.34116584,0.34116584
3560638,0.34078202,0.34078202,0.34078202
3542899,0.34030703,0.34030703,0.34030703
2823151,0.34007818,0.34007818,0.34007818
3062131,0.33858904,0.33858904,0.33858904
2874294,0.33848557,0.33848557,0.33848557
3015350,0.33823282,0.33823282,0.33823282
3778807,0.33730525,0.33730525,0.33730525
3109763,0.33725685,0.33725685,0.33725685
3872045,0.33647245,0.33647245,0.33647245
3789905,0.33627394,0.33627394,0.33627394
3604869,0.33578303,0.33578303,0.33578303
3045397,0.33494893,0.33494893,0.33494893
3349957,0.3332305,0.3332305,0.3332305
3730144,0.33317444,0.33317444,0.33317444
3475120,0.33269647,0.33269647,0.33269647
3657909,0.33118397,0.33118397,0.33118397
3548379,0.33047736,0.33047736,0.33047736
