pmcid,score,pmcid,score,pmcid,score
3587910,0.32194635,3587910,0.32194635,3587910,0.32194635
2536182,0.3073273,2536182,0.3073273,2536182,0.3073273
3299121,0.29604778,3299121,0.29604778,3299121,0.29604778
3170633,0.28507724,3170633,0.28507724,3170633,0.28507724
2542347,0.28480256,2542347,0.28480256,2542347,0.28480256
2700434,0.28141773,2700434,0.28141773,2700434,0.28141773
3023754,0.2727918,3023754,0.2727918,3023754,0.2727918
3690791,0.25944564,3690791,0.25944564,3690791,0.25944564
3203060,0.25303847,3203060,0.25303847,3203060,0.25303847
3853387,0.2523445,3853387,0.2523445,3853387,0.2523445
2803948,0.24908575,2803948,0.24908575,2803948,0.24908575
3789280,0.23410594,3789280,0.23410594,3789280,0.23410594
3276041,0.23322526,3276041,0.23322526,3276041,0.23322526
2827098,0.23220415,2827098,0.23220415,2827098,0.23220415
2772260,0.2303038,2772260,0.2303038,2772260,0.2303038
3161475,0.2299492,3161475,0.2299492,3161475,0.2299492
2740172,0.2279925,2740172,0.2279925,2740172,0.2279925
1276800,0.22194166,1276800,0.22194166,1276800,0.22194166
3677011,0.22051986,3677011,0.22051986,3677011,0.22051986
2740325,0.21951722,2740325,0.21951722,2740325,0.21951722
3206111,0.2195073,3206111,0.2195073,3206111,0.2195073
2783053,0.21877675,2783053,0.21877675,2783053,0.21877675
3090107,0.21854664,3090107,0.21854664,3090107,0.21854664
2822252,0.21569692,2822252,0.21569692,2822252,0.21569692
3716031,0.2153181,3716031,0.2153181,3716031,0.2153181
2946729,0.21414678,2946729,0.21414678,2946729,0.21414678
2621130,0.21381448,2621130,0.21381448,2621130,0.21381448
3336229,0.21370879,3336229,0.21370879,3336229,0.21370879
3225311,0.21288861,3225311,0.21288861,3225311,0.21288861
3535729,0.21285744,3535729,0.21285744,3535729,0.21285744
3177592,0.21182187,3177592,0.21182187,3177592,0.21182187
2904803,0.21167205,2904803,0.21167205,2904803,0.21167205
3085223,0.21023537,3085223,0.21023537,3085223,0.21023537
2783073,0.21015728,2783073,0.21015728,2783073,0.21015728
2948389,0.20808668,2948389,0.20808668,2948389,0.20808668
2760696,0.20593747,2760696,0.20593747,2760696,0.20593747
3219759,0.20530245,3219759,0.20530245,3219759,0.20530245
3292990,0.20474458,3292990,0.20474458,3292990,0.20474458
2954374,0.20468467,2954374,0.20468467,2954374,0.20468467
2600375,0.20455082,2600375,0.20455082,2600375,0.20455082
3775210,0.20345299,3775210,0.20345299,3775210,0.20345299
3831020,0.20290722,3831020,0.20290722,3831020,0.20290722
3343246,0.2023286,3343246,0.2023286,3343246,0.2023286
3808952,0.20202124,3808952,0.20202124,3808952,0.20202124
3519024,0.20160177,3519024,0.20160177,3519024,0.20160177
3790037,0.2006207,3790037,0.2006207,3790037,0.2006207
2803902,0.2006176,2803902,0.2006176,2803902,0.2006176
2628155,0.20049736,2628155,0.20049736,2628155,0.20049736
2629964,0.19895886,2629964,0.19895886,2629964,0.19895886
3597858,0.19721954,3597858,0.19721954,3597858,0.19721954
3608317,0.19705965,3608317,0.19705965,3608317,0.19705965
3849794,0.19660068,3849794,0.19660068,3849794,0.19660068
3580369,0.19653852,3580369,0.19653852,3580369,0.19653852
3378931,0.19651246,3378931,0.19651246,3378931,0.19651246
1920530,0.19633716,1920530,0.19633716,1920530,0.19633716
3396276,0.19595577,3396276,0.19595577,3396276,0.19595577
3146124,0.19556913,3146124,0.19556913,3146124,0.19556913
3775019,0.19551487,3775019,0.19551487,3775019,0.19551487
3177941,0.19247153,3177941,0.19247153,3177941,0.19247153
3162760,0.19245274,3162760,0.19245274,3162760,0.19245274
3656703,0.19175684,3656703,0.19175684,3656703,0.19175684
2988179,0.19116132,2988179,0.19116132,2988179,0.19116132
3323283,0.19025204,3323283,0.19025204,3323283,0.19025204
2918823,0.19008864,2918823,0.19008864,2918823,0.19008864
3114546,0.18978573,3114546,0.18978573,3114546,0.18978573
3322929,0.1896441,3322929,0.1896441,3322929,0.1896441
2714572,0.18940018,2714572,0.18940018,2714572,0.18940018
3424871,0.18881264,3424871,0.18881264,3424871,0.18881264
2699958,0.18850656,2699958,0.18850656,2699958,0.18850656
3277043,0.18831722,3277043,0.18831722,3277043,0.18831722
2853047,0.1879898,2853047,0.1879898,2853047,0.1879898
3492078,0.18687081,3492078,0.18687081,3492078,0.18687081
2655297,0.18615475,2655297,0.18615475,2655297,0.18615475
2803992,0.18519813,2803992,0.18519813,2803992,0.18519813
3415813,0.18430148,3415813,0.18430148,3415813,0.18430148
3311442,0.18418846,3311442,0.18418846,3311442,0.18418846
3859033,0.18396582,3859033,0.18396582,3859033,0.18396582
3609961,0.18392742,3609961,0.18392742,3609961,0.18392742
3507060,0.18383172,3507060,0.18383172,3507060,0.18383172
3371525,0.18344238,3371525,0.18344238,3371525,0.18344238
2908671,0.18306233,2908671,0.18306233,2908671,0.18306233
2732070,0.18210948,2732070,0.18210948,2732070,0.18210948
2769390,0.18202454,2769390,0.18202454,2769390,0.18202454
3004609,0.18179937,3004609,0.18179937,3004609,0.18179937
2910294,0.18173721,2910294,0.18173721,2910294,0.18173721
3789906,0.18138385,3789906,0.18138385,3789906,0.18138385
2700440,0.1810087,2700440,0.1810087,2700440,0.1810087
3591543,0.17992796,3591543,0.17992796,3591543,0.17992796
3056330,0.17958526,3056330,0.17958526,3056330,0.17958526
1112595,0.17902517,1112595,0.17902517,1112595,0.17902517
2700453,0.17830303,2700453,0.17830303,2700453,0.17830303
3097723,0.17769432,3097723,0.17769432,3097723,0.17769432
1283982,0.17633948,1283982,0.17633948,1283982,0.17633948
2827106,0.17624657,2827106,0.17624657,2827106,0.17624657
3439358,0.17615864,3439358,0.17615864,3439358,0.17615864
3686605,0.17587034,3686605,0.17587034,3686605,0.17587034
2714570,0.17556885,2714570,0.17556885,2714570,0.17556885
3214307,0.17489043,3214307,0.17489043,3214307,0.17489043
3745931,0.17482312,3745931,0.17482312,3745931,0.17482312
2700454,0.17437468,2700454,0.17437468,2700454,0.17437468
2804722,0.17415912,2804722,0.17415912,2804722,0.17415912
3872415,0.17412864,3872415,0.17412864,3872415,0.17412864
3114601,0.17355312,3114601,0.17355312,3114601,0.17355312
3482327,0.17344502,3482327,0.17344502,3482327,0.17344502
3583672,0.17323403,3583672,0.17323403,3583672,0.17323403
2876706,0.17262937,2876706,0.17262937,2876706,0.17262937
3484592,0.17257884,3484592,0.17257884,3484592,0.17257884
3154170,0.17251982,3154170,0.17251982,3154170,0.17251982
2854726,0.17193496,2854726,0.17193496,2854726,0.17193496
3741471,0.1717392,3741471,0.1717392,3741471,0.1717392
3540710,0.17166126,3540710,0.17166126,3540710,0.17166126
