	tfidf	bm25	ib	lmd	lmj	dfr	relevancy
32162.0	0.0663292	0.066472255	0.09733443	0.09754044	0.09802458	0.09759012	0
59895.0	0.06017321	0.060883626	0.088034794	0.088289015	0.08858333	0.088161826	0
60006.0	0.063606754	0.06407327	0.09083984	0.09122569	0.091508485	0.091284096	0
60006.0	0.063606754	0.06407327	0.09083984	0.09122569	0.091508485	0.091284096	0
61035.0	0.059765615	0.060674027	0.08715461	0.08770232	0.08800051	0.0875569	0
64544.0	0.091941595	0.09189175	0.13568261	0.1366635	0.13634677	0.13672724	0
65680.0	0.0670811	0.06676295	0.09857231	0.09851824	0.09796954	0.09777881	0
65703.0	0.0737513	0.074537516	0.10813785	0.10836738	0.108801596	0.10821496	0
101372.0	0.060692575	0.060931306	0.08777514	0.087789536	0.08836887	0.08796591	0
111192.0	0.0896306	0.08945685	0.13187756	0.1328638	0.13186705	0.13213351	0
116587.0	0.06256235	0.062322512	0.09197523	0.09197884	0.09185637	0.092161	0
117131.0	0.06434244	0.064371794	0.09468615	0.09476137	0.09478417	0.094928525	0
125311.0	0.06522593	0.066175915	0.09533878	0.09572192	0.096234486	0.09562361	1
126229.0	0.067770705	0.06809382	0.09959734	0.09978561	0.100766726	0.100081556	0
131012.0	0.08440283	0.08421179	0.12373092	0.1236828	0.12326083	0.12299892	0
137602.0	0.07270157	0.0735122	0.10597858	0.106478035	0.106837764	0.10644926	0
137602.0	0.07270157	0.0735122	0.10597858	0.106478035	0.106837764	0.10644926	0
137602.0	0.07270157	0.0735122	0.10597858	0.106478035	0.106837764	0.10644926	0
137602.0	0.07270157	0.0735122	0.10597858	0.106478035	0.106837764	0.10644926	0
140039.0	0.06876869	0.06910666	0.09959431	0.099982716	0.10064166	0.09997863	0
140039.0	0.06876869	0.06910666	0.09959431	0.099982716	0.10064166	0.09997863	0
149382.0	0.0863831	0.08606011	0.12656726	0.12658808	0.12612341	0.12598525	0
149382.0	0.0863831	0.08606011	0.12656726	0.12658808	0.12612341	0.12598525	0
153482.0	0.06453168	0.06497065	0.094320424	0.09453052	0.0948243	0.09457249	0
155634.0	0.08228037	0.083446145	0.11950188	0.1193659	0.12067327	0.120072655	2
