pmcid relevancy abstract body title
1184084 2 2.4356792 0.21575595 0.22446734
1208898 2 3.9283276 0.21218659 0.22059923
126217 2 1.446603 0.14028202 0.14577493
1298328 2 1.7247975 0.20675428 2.3543863
1524743 2 3.5717525 0.19491968 2.3189225
1566965 2 0.024259262 0.023317778 0.024259262
1609173 2 4.7022305 0.26539925 3.1771588
1661644 2 2.6690977 0.20764758 0.21603839
1781939 2 3.0604644 0.17804815 0.18523897
1866224 2 3.1833067 0.18219952 0.189558
1936260 2 2.5242603 0.21177873 0.2200712
1936264 2 2.0094068 0.2475836 0.25758007
1937001 2 4.2791185 0.3395088 3.3287172
2040183 2 2.5487056 0.25063542 0.26075512
2050627 2 0.1198034 0.11515273 0.1198034
2248794 2 2.6623948 0.25059044 2.8726048
2267483 2 3.1537223 0.14841206 0.15422331
2267485 2 3.8515985 0.22012964 0.22902484
2277453 2 1.4896573 0.16222455 0.16877986
2289820 2 3.480152 0.30509993 0.3174187
2322920 2 2.9194002 0.25314012 0.2633637
2329635 2 3.195644 0.32743213 3.7243261
2544368 2 3.0027096 0.2052361 2.7771983
2546467 2 3.1748817 0.16110606 2.3983874
2546475 2 5.2796583 0.42116395 0.43786198
2566998 2 3.5256333 0.1772087 2.8508556
2588091 2 3.508496 0.2461274 3.2520444
2612651 2 4.1120386 0.25788575 0.26811025
2613968 2 3.9966238 0.26731607 0.27811214
2643104 2 3.4646897 0.1746675 0.18172562
2682380 2 3.3302517 0.19578528 2.3987129
2685263 2 2.3791456 0.2417824 0.25154462
2685267 2 2.8247643 0.17303114 2.7105553
2697589 2 2.7107172 0.12825193 0.1332738
2699644 2 3.3685806 0.20723513 0.21560249
2703233 2 2.3131514 0.21749444 0.2262784
2714827 2 3.1105177 0.16198902 2.128601
2727882 2 3.1354156 0.14382203 0.149629
2728188 2 3.5038161 0.20767537 2.4068606
2766835 2 4.837324 0.38261962 0.3980683
2817938 2 3.520739 0.25762153 0.26802605
2895897 2 3.2906046 0.20487669 2.6302583
2899785 2 4.0371723 0.2812411 0.29239157
2909499 2 3.780743 0.17863062 0.18584497
2931762 2 4.5022874 0.24945533 2.8528788
2940796 2 3.1758666 0.21682613 0.22558308
2947011 2 2.322405 0.18375103 2.8660223
2948330 2 2.8064444 0.2195017 0.22820438
2971719 2 3.796244 0.24324203 0.2530712
2971725 2 4.1168227 0.19271053 2.9707615
2971740 2 4.0232534 0.2237343 0.23277518
2990904 2 2.664303 0.22219646 0.23117517
3034724 2 3.5043142 0.25577655 0.26591742
3082804 2 0.20837547 0.20028651 0.20837547
3095556 2 2.8083298 0.21031281 0.21854787
3102469 2 2.5755334 0.2815638 3.0915186
3131985 2 2.6557796 0.17220636 0.17916125
3132720 2 3.7546077 0.23214895 2.7397943
3135990 2 2.3357973 0.26616508 0.2767178
3139257 2 2.0825045 0.25282457 0.2628484
3139264 2 0.1896569 0.18242425 0.1896569
3141385 2 3.251345 0.19690134 0.20461126
3169776 2 2.805046 0.19563487 2.5233061
3186889 2 4.094651 0.242616 3.16405
3232638 2 3.7560744 0.23439899 0.24369228
3264422 2 3.7860358 0.18670514 0.19410752
3273686 2 4.0527573 0.2032049 0.21141173
3276006 2 3.0934343 0.26371443 0.2743622
3296386 2 3.1654162 0.2488413 0.2587072
3296391 2 2.6851614 0.28120723 0.29257053
3309219 2 3.6520696 0.239342 2.5076969
3411311 2 2.051458 0.24908304 0.25914004
3431956 2 0.17393927 0.16730604 0.17393927
3513203 2 3.7260494 0.24336758 0.25319645
3546323 2 3.3289025 0.26419204 0.27486777
3549483 2 3.6296751 0.22717008 0.23606521
3648838 2 2.014479 0.2559841 0.26632813
3657072 2 3.8852763 0.19892515 3.5304844
3809875 2 1.8634945 0.2871161 0.2983585
3817709 2 0.16488056 0.15848167 0.16488056
3869728 2 4.0111294 0.3787417 0.3935718
3879247 2 4.024363 0.33848837 3.119598
493281 2 3.1685176 0.30587628 0.31785327
517502 2 3.7476568 0.32220146 2.8337903
517940 2 3.4156642 0.21725585 0.22603014
