	tfidf	bm25	ib	lmd	lmj	dfr	relevancy
29021.0	0.09261426	0.092864305	0.12960982	0.12935261	0.12880698	0.13127273	0
29021.0	0.09261426	0.092864305	0.12960982	0.12935261	0.12880698	0.13127273	0
37410.0	0.053071767	0.053603344	0.07556955	0.07545841	0.076029934	0.075907625	0
57751.0	0.06745631	0.067486525	0.095255725	0.09542877	0.0950739	0.09553241	0
60652.0	0.070779935	0.07173341	0.09907226	0.10019842	0.100647524	0.09958118	0
64544.0	0.08065658	0.080739394	0.11444342	0.11529209	0.11514971	0.115321994	0
101372.0	0.060148433	0.060644027	0.085405864	0.08561908	0.086149395	0.08583609	0
115203.0	0.05409017	0.054257445	0.07640788	0.076826446	0.077239335	0.07690285	0
126248.0	0.059329253	0.059530493	0.08397523	0.084487334	0.08477044	0.08448306	0
126248.0	0.059329253	0.059530493	0.08397523	0.084487334	0.08477044	0.08448306	0
130019.0	0.04702939	0.047153693	0.066390365	0.066186786	0.066735744	0.066586785	0
130037.0	0.11835258	0.11659212	0.16676383	0.16686869	0.1635955	0.16487573	0
130966.0	0.0472194	0.04764258	0.06636019	0.066874914	0.06713781	0.06648652	2
130966.0	0.0472194	0.04764258	0.06636019	0.066874914	0.06713781	0.06648652	1
137249.0	0.0714436	0.0715093	0.10105403	0.101874724	0.101263285	0.101616316	2
137249.0	0.0714436	0.0715093	0.10105403	0.101874724	0.101263285	0.101616316	0
137257.0	0.04909751	0.04939597	0.06961838	0.06975784	0.070202015	0.07003994	0
137602.0	0.08297866	0.08414587	0.11588587	0.11745543	0.11795394	0.11671917	0
137602.0	0.08297866	0.08414587	0.11588587	0.11745543	0.11795394	0.11671917	0
137602.0	0.08297866	0.08414587	0.11588587	0.11745543	0.11795394	0.11671917	0
137602.0	0.08297866	0.08414587	0.11588587	0.11745543	0.11795394	0.11671917	0
149403.0	0.047420736	0.047502946	0.06720728	0.06767947	0.06747386	0.06764143	0
149403.0	0.047420736	0.047502946	0.06720728	0.06767947	0.06747386	0.06764143	0
149427.0	0.058042254	0.05819258	0.08255567	0.08306516	0.08281044	0.082998686	1
150573.0	0.07161658	0.0709413	0.10088832	0.10083619	0.09971971	0.10071432	0
153436.0	0.051548555	0.051716875	0.07277856	0.07329364	0.07364276	0.073304005	0
153482.0	0.051831104	0.05195769	0.0729309	0.07344792	0.07353807	0.07309887	0
183864.0	0.07365721	0.073729396	0.10246708	0.10393957	0.104095094	0.10386228	0
183864.0	0.07365721	0.073729396	0.10246708	0.10393957	0.104095094	0.10386228	1
183865.0	0.0620332	0.061215162	0.08734756	0.08749667	0.08618767	0.08688628	0
183865.0	0.0620332	0.061215162	0.08734756	0.08749667	0.08618767	0.08688628	1
184375.0	0.07119142	0.07049504	0.100316055	0.10062556	0.09952731	0.09979082	0
194431.0	0.04815267	0.04847789	0.06776066	0.06827222	0.068486586	0.06785434	0
194618.0	0.047838565	0.048037663	0.067604415	0.06804853	0.06842251	0.06809059	0
212447.0	0.055713862	0.05583521	0.07913007	0.0798284	0.079120904	0.07954545	0
239962.0	0.046573404	0.046345558	0.06570468	0.06591648	0.06542512	0.06580469	0
239964.0	0.047864646	0.048174538	0.06786916	0.06801432	0.06849623	0.068288006	0
270015.0	0.05155733	0.05165019	0.07309386	0.073643364	0.07316778	0.07346717	0
270625.0	0.047664907	0.04736202	0.06720794	0.06745312	0.066677004	0.06702626	0
280706.0	0.049948543	0.049368255	0.07037431	0.07053645	0.069537245	0.070077255	0
317342.0	0.05747301	0.05765436	0.08123885	0.08162715	0.08173785	0.08169661	0
324409.0	0.0686166	0.06971045	0.09600026	0.09679264	0.097225316	0.0963665	0
324409.0	0.0686166	0.06971045	0.09600026	0.09679264	0.097225316	0.0963665	0
324410.0	0.056027155	0.05546851	0.07896864	0.0791107	0.07805243	0.078767926	0
356919.0	0.05085284	0.051490184	0.07148958	0.0719131	0.07219297	0.07163326	0
356919.0	0.05085284	0.051490184	0.07148958	0.0719131	0.07219297	0.07163326	0
400510.0	0.048061468	0.048286133	0.068087496	0.0681963	0.0686035	0.06846466	0
400749.0	0.066905946	0.06694892	0.094197236	0.09493312	0.0946722	0.09472581	0
416478.0	0.090342134	0.09137318	0.12824228	0.12910981	0.13056554	0.12946858	0
419368.0	0.1266383	0.12757708	0.17721747	0.17390868	0.17352408	0.17981324	0
421736.0	0.056385282	0.056598876	0.07933498	0.079912506	0.079920575	0.079555586	0
425596.0	0.07983892	0.08031278	0.11235759	0.11181203	0.11293885	0.11268185	0
425596.0	0.07983892	0.08031278	0.11235759	0.11181203	0.11293885	0.11268185	0
436062.0	0.055598468	0.05590121	0.07829599	0.077987924	0.078867115	0.0787735	0
436065.0	0.047963455	0.048114784	0.06774127	0.068192266	0.068652645	0.068211384	0
503388.0	0.07489509	0.0758391	0.106475085	0.106827214	0.10802205	0.10726705	0
503388.0	0.07489509	0.0758391	0.106475085	0.106827214	0.10802205	0.10726705	0
503388.0	0.07489509	0.0758391	0.106475085	0.106827214	0.10802205	0.10726705	0
503388.0	0.07489509	0.0758391	0.106475085	0.106827214	0.10802205	0.10726705	0
503388.0	0.07489509	0.0758391	0.106475085	0.106827214	0.10802205	0.10726705	0
509285.0	0.047889974	0.048134185	0.06775607	0.06809477	0.068582855	0.06826733	0
512286.0	0.056696165	0.056368176	0.07991739	0.0800378	0.07936191	0.07985909	0
514562.0	0.05755089	0.058244176	0.08069547	0.08140733	0.08183282	0.0809164	0
515303.0	0.0508393	0.050889764	0.07204378	0.0725865	0.0721288	0.07242639	0
517503.0	0.058144186	0.05743841	0.08189751	0.08205607	0.080951	0.081622764	0
524183.0	0.06531173	0.06544108	0.092820406	0.09354946	0.09272223	0.09334961	0
529263.0	0.06311259	0.063979164	0.08819736	0.08907095	0.089653894	0.08864769	0
529263.0	0.06311259	0.063979164	0.08819736	0.08907095	0.089653894	0.08864769	0
529263.0	0.06311259	0.063979164	0.08819736	0.08907095	0.089653894	0.08864769	0
547901.0	0.045876835	0.045978226	0.06485104	0.06500233	0.06518387	0.065124795	0
549194.0	0.04832735	0.04841401	0.06847952	0.068169825	0.06875081	0.06847645	0
549194.0	0.04832735	0.04841401	0.06847952	0.068169825	0.06875081	0.06847645	0
549588.0	0.077106595	0.077924296	0.108026095	0.10908181	0.109593056	0.10853963	0
552311.0	0.04700531	0.047248345	0.06648959	0.0667375	0.06715859	0.06693307	0
1064854.0	0.04726279	0.04708517	0.06661746	0.06673513	0.06628148	0.06643786	0
1065010.0	0.050743904	0.051024478	0.0713657	0.071936555	0.0721602	0.07151341	0
1065010.0	0.050743904	0.051024478	0.0713657	0.071936555	0.0721602	0.07151341	0
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	0
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	0
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	0
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	1
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	0
1065094.0	0.07031004	0.07047967	0.099902645	0.100706935	0.09992685	0.10041479	0
1079905.0	0.07051682	0.07067514	0.09950582	0.099171646	0.0999779	0.09963215	0
1079905.0	0.07051682	0.07067514	0.09950582	0.099171646	0.0999779	0.09963215	0
1079964.0	0.04610778	0.04621892	0.06516087	0.065427676	0.065570645	0.065496646	0
1084355.0	0.04783655	0.048082322	0.067661725	0.06803778	0.068183996	0.068073474	0
1087494.0	0.053789116	0.05419132	0.07578798	0.07608305	0.07647196	0.07572425	2
1087494.0	0.053789116	0.05419132	0.07578798	0.07608305	0.07647196	0.07572425	0
1087842.0	0.066730276	0.06718481	0.0944105	0.09518461	0.09582613	0.095245585	0
1087851.0	0.110109076	0.1094891	0.15681608	0.15551573	0.15415761	0.15392208	0
