pmcid relevancy abstract body title
1079798 1 0.14202785 0.14202785 0.14202785
1097718 1 0.10295444 0.10295444 0.10295444
1164411 2 0.049466666 0.049466666 0.049466666
122065 1 0.0636177 0.0636177 0.0636177
128860 1 0.02976492 0.02976492 0.02976492
130964 2 0.030940317 0.030940317 0.030940317
1468413 1 0.044543397 0.044543397 0.044543397
1574321 1 0.055227946 0.055227946 0.055227946
1619718 1 0.09389655 0.09389655 0.09389655
1626073 1 0.13314708 0.13314708 0.13314708
1716812 1 0.01858353 0.01858353 0.01858353
1764411 2 0.01894513 0.01894513 0.01894513
1853078 1 0.10927818 0.10927818 0.10927818
1891278 1 0.02960619 0.02960619 0.02960619
1910602 1 0.08343143 0.08343143 0.08343143
1976608 1 0.023598826 0.023598826 0.023598826
2001743 2 0.006862526 0.006862526 0.006862526
2008365 1 0.0021947213 0.0021947213 0.0021947213
2008663 1 0.0 0.0 0.0
2009205 1 0.008787137 0.008787137 0.008787137
2009549 1 0.0 0.0 0.0
2010206 1 0.0 0.0 0.0
2010564 1 0.004931684 0.004931684 0.004931684
2033331 1 0.0077869743 0.0077869743 0.0077869743
2039779 1 0.06648699 0.06648699 0.06648699
2040155 1 0.1538197 0.1538197 0.1538197
2045078 1 0.0266652 0.0266652 0.0266652
2063938 1 0.03510695 0.03510695 0.03510695
2071239 2 0.006387668 0.006387668 0.006387668
2120913 1 0.0027571055 0.0027571055 0.0027571055
2137813 1 0.034434494 0.034434494 0.034434494
2150072 1 0.013191845 0.013191845 0.013191845
2174811 1 0.032837354 0.032837354 0.032837354
2247320 1 0.0037803312 0.0037803312 0.0037803312
2259331 1 0.08681828 0.08681828 0.08681828
2324103 1 0.106897324 0.106897324 0.106897324
2359923 1 0.111991845 0.111991845 0.111991845
2360534 1 0.07086118 0.07086118 0.07086118
2362747 2 0.039011657 0.039011657 0.039011657
2362869 2 0.028014304 0.028014304 0.028014304
2363293 2 0.017225986 0.017225986 0.017225986
2364167 2 0.045044564 0.045044564 0.045044564
2374411 1 0.0050578862 0.0050578862 0.0050578862
2377048 1 0.013089575 0.013089575 0.013089575
2377088 1 0.058659725 0.058659725 0.058659725
2386133 1 0.07801022 0.07801022 0.07801022
2386495 1 0.12062852 0.12062852 0.12062852
2394323 1 0.093022764 0.093022764 0.093022764
2409350 1 0.12584384 0.12584384 0.12584384
2423373 1 0.12005767 0.12005767 0.12005767
2442097 1 0.03204666 0.03204666 0.03204666
2448638 2 0.007555421 0.007555421 0.007555421
2453007 1 0.095208436 0.095208436 0.095208436
2488397 1 0.07312239 0.07312239 0.07312239
2492852 1 0.09227817 0.09227817 0.09227817
2515291 1 0.13647507 0.13647507 0.13647507
2518080 1 0.10477663 0.10477663 0.10477663
2527302 1 0.11545722 0.11545722 0.11545722
2542395 2 0.06852671 0.06852671 0.06852671
2564833 1 0.07779116 0.07779116 0.07779116
2566573 1 0.081083335 0.081083335 0.081083335
2610029 1 0.08070535 0.08070535 0.08070535
2627155 1 0.106087156 0.106087156 0.106087156
2627450 1 0.1418811 0.1418811 0.1418811
2628170 1 0.07449286 0.07449286 0.07449286
2633324 1 0.09335604 0.09335604 0.09335604
2637891 1 0.032095574 0.032095574 0.032095574
2664807 1 0.03851491 0.03851491 0.03851491
2667937 1 0.04936899 0.04936899 0.04936899
2670000 1 0.1066594 0.1066594 0.1066594
2676285 1 0.07794228 0.07794228 0.07794228
2678864 2 0.0846293 0.0846293 0.0846293
2686156 2 0.031920172 0.031920172 0.031920172
2687647 1 0.07784613 0.07784613 0.07784613
2687766 1 0.09914552 0.09914552 0.09914552
2688344 1 0.10344865 0.10344865 0.10344865
2688666 1 0.08506871 0.08506871 0.08506871
2691665 2 0.115885824 0.115885824 0.115885824
2695684 1 0.08729129 0.08729129 0.08729129
2695685 2 0.023950648 0.023950648 0.023950648
2697381 1 0.057656784 0.057656784 0.057656784
270054 1 0.07687738 0.07687738 0.07687738
2702373 1 0.07839858 0.07839858 0.07839858
2708144 1 0.049412273 0.049412273 0.049412273
2719082 1 0.1338731 0.1338731 0.1338731
2726128 1 0.124143116 0.124143116 0.124143116
2729239 1 0.08966292 0.08966292 0.08966292
2732778 2 0.23945631 0.23945631 0.23945631
2735164 1 0.087199695 0.087199695 0.087199695
2735811 1 0.079521775 0.079521775 0.079521775
2736979 1 0.03428722 0.03428722 0.03428722
2736982 1 0.12350133 0.12350133 0.12350133
2741037 2 0.05365104 0.05365104 0.05365104
2741116 1 0.14181359 0.14181359 0.14181359
2747696 1 0.030109625 0.030109625 0.030109625
2752792 1 0.07539045 0.07539045 0.07539045
2760573 1 0.12773384 0.12773384 0.12773384
2762046 2 0.14177042 0.14177042 0.14177042
2768446 1 0.14995362 0.14995362 0.14995362
2769307 1 0.05417727 0.05417727 0.05417727
2769428 1 0.061970774 0.061970774 0.061970774
2771154 1 0.14814694 0.14814694 0.14814694
2772987 2 0.17227827 0.17227827 0.17227827
2774663 1 0.024598602 0.024598602 0.024598602
2777911 2 0.11116609 0.11116609 0.11116609
2779445 1 0.08653479 0.08653479 0.08653479
2788474 2 0.06509682 0.06509682 0.06509682
2791478 2 0.085967265 0.085967265 0.085967265
2794357 1 0.06426813 0.06426813 0.06426813
2801015 1 0.039666202 0.039666202 0.039666202
280655 1 0.13675283 0.13675283 0.13675283
2813652 1 0.08609903 0.08609903 0.08609903
2817804 2 0.11244497 0.11244497 0.11244497
2818151 1 0.07877649 0.07877649 0.07877649
2828397 1 0.11162406 0.11162406 0.11162406
2837058 1 0.1677099 0.1677099 0.1677099
2837291 1 0.1113287 0.1113287 0.1113287
2837297 1 0.09214893 0.09214893 0.09214893
2839999 1 0.11192511 0.11192511 0.11192511
2840002 2 0.088464476 0.088464476 0.088464476
2840009 2 0.09207372 0.09207372 0.09207372
2840014 2 0.15000123 0.15000123 0.15000123
2843649 1 0.07615787 0.07615787 0.07615787
2850516 1 0.1279701 0.1279701 0.1279701
2852601 1 0.08948838 0.08948838 0.08948838
2852697 1 0.14293742 0.14293742 0.14293742
2860392 1 0.06508877 0.06508877 0.06508877
2862176 1 0.17272519 0.17272519 0.17272519
2876274 2 0.13418464 0.13418464 0.13418464
2876297 1 0.08501852 0.08501852 0.08501852
2876299 1 0.107399024 0.107399024 0.107399024
2876303 1 0.063636616 0.063636616 0.063636616
2876304 1 0.018095195 0.018095195 0.018095195
2892687 1 0.09371951 0.09371951 0.09371951
2903953 1 0.16464385 0.16464385 0.16464385
2905323 1 0.14979695 0.14979695 0.14979695
2912863 1 0.17167099 0.17167099 0.17167099
2914265 1 0.113089725 0.113089725 0.113089725
2920711 1 0.14237049 0.14237049 0.14237049
2923788 1 0.100591995 0.100591995 0.100591995
2925815 2 0.12573434 0.12573434 0.12573434
2948500 1 0.066295035 0.066295035 0.066295035
2964787 1 0.023343092 0.023343092 0.023343092
2965715 1 0.022421006 0.022421006 0.022421006
2966613 1 0.08016502 0.08016502 0.08016502
2967835 1 0.03549623 0.03549623 0.03549623
2972238 1 0.08200537 0.08200537 0.08200537
2980629 1 0.15996067 0.15996067 0.15996067
2981839 1 0.09214676 0.09214676 0.09214676
2988711 1 0.10157082 0.10157082 0.10157082
2988858 1 0.1094106 0.1094106 0.1094106
2990396 2 0.12246861 0.12246861 0.12246861
2994792 1 0.07313591 0.07313591 0.07313591
2994888 1 0.07939494 0.07939494 0.07939494
2999595 1 0.08016036 0.08016036 0.08016036
3001711 1 0.11883779 0.11883779 0.11883779
3003207 1 0.22499096 0.22499096 0.22499096
3004370 2 0.022495192 0.022495192 0.022495192
3005213 2 0.15649083 0.15649083 0.15649083
3011290 1 0.0864244 0.0864244 0.0864244
3014836 1 0.07236763 0.07236763 0.07236763
3015243 1 0.010291456 0.010291456 0.010291456
3015544 2 0.07104241 0.07104241 0.07104241
3015622 1 0.06716085 0.06716085 0.06716085
