pmcid relevancy abstract body title
1065341 2 0.070389144 0.070389144 0.070389144
1174953 2 0.06743903 0.06743903 0.06743903
1257422 1 0.040620286 0.040620286 0.040620286
1459118 2 0.121044144 0.121044144 0.121044144
1526618 2 0.036775623 0.036775623 0.036775623
1526638 2 0.057498425 0.057498425 0.057498425
1526641 2 0.013464359 0.013464359 0.013464359
1574344 1 0.05877622 0.05877622 0.05877622
165035 2 0.03297513 0.03297513 0.03297513
165061 2 0.03515803 0.03515803 0.03515803
1779374 1 0.053756353 0.053756353 0.053756353
1779377 1 0.049135126 0.049135126 0.049135126
1779408 2 0.044026315 0.044026315 0.044026315
1779422 2 0.06734042 0.06734042 0.06734042
1779435 2 0.055053197 0.055053197 0.055053197
1784079 1 0.042581882 0.042581882 0.042581882
1794505 2 0.089561015 0.089561015 0.089561015
1860058 1 0.015321009 0.015321009 0.015321009
1885430 1 0.02687061 0.02687061 0.02687061
1936358 1 0.031478804 0.031478804 0.031478804
193724 2 0.035708185 0.035708185 0.035708185
2137255 1 0.027532121 0.027532121 0.027532121
2180666 2 0.052975435 0.052975435 0.052975435
2188548 2 0.013675683 0.013675683 0.013675683
2193634 1 0.02559272 0.02559272 0.02559272
2193846 2 0.033330623 0.033330623 0.033330623
2206021 2 0.055800788 0.055800788 0.055800788
2206349 2 0.04426918 0.04426918 0.04426918
2211766 2 0.10436375 0.10436375 0.10436375
2214826 2 0.06539931 0.06539931 0.06539931
2374470 2 0.066940986 0.066940986 0.066940986
2374473 2 0.069943234 0.069943234 0.069943234
2377340 2 0.051672786 0.051672786 0.051672786
2390549 1 0.11734569 0.11734569 0.11734569
2526068 2 0.08392594 0.08392594 0.08392594
2592791 2 0.06838998 0.06838998 0.06838998
2592800 2 0.031224119 0.031224119 0.031224119
2598825 2 0.01165918 0.01165918 0.01165918
2642852 2 0.037854213 0.037854213 0.037854213
2650979 2 0.11090054 0.11090054 0.11090054
2656253 2 0.016890615 0.016890615 0.016890615
2672233 2 0.025515527 0.025515527 0.025515527
2687656 2 0.15655728 0.15655728 0.15655728
2722012 2 0.07135169 0.07135169 0.07135169
2722751 2 0.056807205 0.056807205 0.056807205
2726506 2 0.055510454 0.055510454 0.055510454
2732791 2 0.069907755 0.069907755 0.069907755
2738311 2 0.120518595 0.120518595 0.120518595
2763717 1 0.1013952 0.1013952 0.1013952
2777903 2 0.0844738 0.0844738 0.0844738
2779290 2 0.045452513 0.045452513 0.045452513
2787270 2 0.038262855 0.038262855 0.038262855
2789586 2 0.035100233 0.035100233 0.035100233
2807152 2 0.092333704 0.092333704 0.092333704
2822250 1 0.08214945 0.08214945 0.08214945
2833576 2 0.08575342 0.08575342 0.08575342
2856385 2 0.07961043 0.07961043 0.07961043
2857803 2 0.035563882 0.035563882 0.035563882
2888204 2 0.0309856 0.0309856 0.0309856
2941754 2 0.0668673 0.0668673 0.0668673
2965916 2 0.06202164 0.06202164 0.06202164
2981848 2 0.036638565 0.036638565 0.036638565
2987328 1 0.11833582 0.11833582 0.11833582
3019058 2 0.101068296 0.101068296 0.101068296
3033530 2 0.021539487 0.021539487 0.021539487
3042616 2 0.071762286 0.071762286 0.071762286
3044791 2 0.07757167 0.07757167 0.07757167
3045886 1 0.10675117 0.10675117 0.10675117
3046515 2 0.073870644 0.073870644 0.073870644
3087414 2 0.07693645 0.07693645 0.07693645
