pmcid relevancy tfidf bm25 ib lmd lmj dfr
1079947 1 0.028999252 0.029003669 0.041031536 0.04104374 0.041031536 0.0
1168908 1 0.032385245 0.032385245 0.045881953 0.045879345 0.045804318 0.0
1187925 1 0.02619688 0.02619688 0.03696097 0.03696097 0.03696097 0.0
1269449 1 0.08401617 0.08401617 0.11893345 0.11893345 0.11893345 0.0
1386666 1 0.026575387 0.026575387 0.037597 0.037597 0.037597 0.0
1479817 1 0.05151177 0.05151177 0.07293259 0.07292425 0.07284769 0.0
1481583 1 0.025353367 0.025353367 0.035864145 0.035846483 0.03582745 0.0
1483837 1 0.02650611 0.02650611 0.03756403 0.037558902 0.03749984 0.0
1488827 1 0.03209324 0.03209324 0.045848887 0.04570224 0.04570224 0.0
1524947 1 0.044597562 0.04460505 0.06288994 0.06313709 0.06288994 0.0
1524986 1 0.05901575 0.05901575 0.08407199 0.0838367 0.0838367 0.0
1592076 1 0.045644116 0.045653414 0.06465453 0.06463549 0.06465453 0.0
1633737 1 0.02549239 0.02549239 0.036475416 0.036310617 0.036310617 0.0
1697818 1 0.06402364 0.06402364 0.09070961 0.0907378 0.09063258 0.0
1821020 1 0.03138516 0.03138516 0.04448455 0.04448926 0.044419028 0.0
1949836 1 0.053915735 0.053915735 0.07682666 0.07649352 0.07649352 0.0
2048957 1 0.06293386 0.06293386 0.089241706 0.08924921 0.08912359 0.0
2246097 2 0.014367217 0.014367217 0.020645855 0.020557081 0.020557081 0.0
2442901 1 0.01900817 0.019007506 0.02684622 0.026858347 0.02684622 0.0
2528206 1 0.048022453 0.04803507 0.06789356 0.067949146 0.06789356 0.0
2528214 1 0.057030287 0.057030287 0.08081054 0.08079914 0.080659345 0.0
2528218 1 0.025814394 0.025818795 0.03646944 0.036478844 0.03646944 0.0
2629961 2 0.033091497 0.033091497 0.046875898 0.046745516 0.046667952 0.0
2629967 2 0.050137598 0.050137598 0.07099231 0.070954785 0.07099231 0.0
2629982 2 0.043871973 0.043871973 0.06216111 0.06216111 0.06216111 0.0
2650592 1 0.050886754 0.05089995 0.07184278 0.07190285 0.07184278 0.0
2650594 1 0.05094586 0.05094586 0.07215099 0.07200748 0.07215099 0.0
2650603 2 0.0541663 0.0541663 0.07662121 0.07662121 0.07662121 0.0
2650609 1 0.049373403 0.049373403 0.070484824 0.070184715 0.070184715 0.0
2672796 1 0.027031647 0.027031647 0.038278185 0.038278185 0.038278185 0.0
2672797 1 0.026352629 0.026352629 0.037683498 0.037498873 0.037498873 0.0
2684714 2 0.032115437 0.032115437 0.04558861 0.04544338 0.04558861 0.0
2685145 2 0.03308712 0.033089142 0.046874367 0.04683963 0.046874367 0.0
2687595 1 0.032977402 0.03298681 0.046475846 0.04652564 0.046475846 0.0
2692114 2 0.020983607 0.020985205 0.029704105 0.029681878 0.029704105 0.0
2692120 2 0.0451455 0.0451455 0.06438879 0.06406632 0.06406632 0.0
2695191 2 0.04061903 0.04061903 0.05747017 0.057463188 0.05747017 0.0
2695197 2 0.015970012 0.015970012 0.0225822 0.0225822 0.0225822 0.0
2695619 2 0.050302614 0.050302614 0.07126582 0.071281485 0.07120718 0.0
2699821 2 0.037244096 0.037244096 0.05279108 0.052698854 0.05279108 0.0
2699958 2 0.10071486 0.10071486 0.14267841 0.14251658 0.14267841 0.0
2699965 1 0.08157519 0.08157519 0.11555499 0.11534235 0.11555499 0.0
2706597 1 0.06828889 0.068312176 0.09656234 0.09658 0.09656234 0.0
2706605 1 0.03745137 0.037460282 0.05299801 0.053002328 0.05299801 0.0
2706608 2 0.06941235 0.06941235 0.0983088 0.0983088 0.0983088 0.0
2706609 1 0.012557437 0.012557437 0.01800408 0.017937375 0.017937375 0.0
2707151 1 0.040145423 0.040145423 0.056790296 0.056790296 0.056790296 0.0
2707157 2 0.024912812 0.024912812 0.035601992 0.035464596 0.035464596 0.0
2707802 2 0.056197442 0.056197442 0.07963735 0.07949444 0.07963735 0.0
2707808 2 0.019944737 0.019944737 0.028225554 0.028225554 0.028225554 0.0
2707811 2 0.07030341 0.07030341 0.100081064 0.09959661 0.09959661 0.0
2739483 2 0.03016277 0.03016277 0.042569954 0.042569954 0.042569954 0.0
2799410 1 0.054382645 0.054394364 0.0763225 0.07672295 0.0763225 0.0
2802352 1 0.06450324 0.064530484 0.0904961 0.09043494 0.0904961 0.0
2846152 2 0.034566518 0.034566518 0.049336337 0.04908232 0.04908232 0.0
2848004 2 0.04309905 0.04309905 0.060797624 0.060724493 0.06092751 0.0
2865026 1 0.029178774 0.029179426 0.041386284 0.04135534 0.041386284 0.0
2876086 2 0.007983209 0.007983209 0.011303677 0.01130212 0.011289324 0.0
2939681 1 0.020068958 0.020074535 0.028308349 0.028386807 0.028308349 0.0
2941920 2 0.011340759 0.011340759 0.016039068 0.016039068 0.016039068 0.0
2962297 1 0.04105296 0.04105296 0.058017086 0.058084577 0.058017086 0.0
2962302 2 0.03372481 0.03372481 0.048186075 0.04794401 0.04794401 0.0
2988175 2 0.027131049 0.027131049 0.038780753 0.038610812 0.038610812 0.0
3004609 2 0.11312778 0.11312778 0.15980504 0.15980504 0.15980504 0.0
3016307 1 0.034954756 0.034954756 0.049830552 0.049625203 0.049625203 0.0
3047913 1 0.07358206 0.07358206 0.10364546 0.104096904 0.10364546 0.0
3062119 1 0.02201168 0.02201168 0.031102423 0.031102423 0.031102423 0.0
3072154 2 0.017528536 0.017528536 0.024846027 0.024860429 0.024823384 0.0
3107698 2 0.095443085 0.095443085 0.13519302 0.13519302 0.13519302 0.0
3109340 2 0.050897654 0.050897654 0.07190559 0.0720582 0.07190559 0.0
3141809 1 0.030731287 0.030731287 0.043479066 0.043469857 0.043479066 0.0
3165919 1 0.06563173 0.06563173 0.09378643 0.093672834 0.093672834 0.0
3170646 2 0.04103508 0.04103508 0.05870739 0.058572732 0.058572732 0.0
3177593 2 0.030151809 0.030151809 0.042658776 0.04253861 0.04250648 0.0
3206765 2 0.02809368 0.02809368 0.039773855 0.039735552 0.039674044 0.0
3206766 2 0.04675514 0.04675514 0.066376954 0.06620266 0.066376954 0.0
3217852 1 0.013077537 0.013077537 0.018512106 0.01844776 0.018512106 0.0
3219759 2 0.12599084 0.12599084 0.178753 0.1782274 0.1782274 0.0
3257951 1 0.025643913 0.025643913 0.03661585 0.036482204 0.036482204 0.0
3266210 2 0.055177037 0.055177037 0.077970475 0.07807905 0.077970475 0.0
3282915 2 0.047118526 0.047118526 0.06718373 0.06688775 0.06688775 0.0
3321723 2 0.032500483 0.032500483 0.046058193 0.045976788 0.046058193 0.0
3325000 2 0.029465005 0.029465005 0.041563485 0.041563485 0.041563485 0.0
3359241 2 0.016326535 0.016327057 0.023034712 0.023017906 0.023034712 0.0
3365251 1 0.056415662 0.056415662 0.07986862 0.07983044 0.07977614 0.0
3370314 1 0.04580052 0.04580052 0.06494098 0.06480249 0.06494098 0.0
3372934 1 0.032430034 0.032430034 0.045679845 0.045630503 0.04583569 0.0
3430121 1 0.053476404 0.053476404 0.07576858 0.07576858 0.07576858 0.0
3436640 2 0.035164982 0.035171174 0.04938182 0.04983995 0.04938182 0.0
3436722 1 0.012342125 0.012340876 0.01744277 0.01745377 0.01744277 0.0
3457839 2 0.013692954 0.013692954 0.019361207 0.019361207 0.019361207 0.0
3459658 1 0.0123399375 0.0123399375 0.017708877 0.017651392 0.017651392 0.0
3463056 1 0.051512588 0.051512588 0.07285487 0.07287696 0.07285487 0.0
3475004 2 0.055326726 0.055339802 0.07843981 0.07845031 0.07843981 0.0
3478173 2 0.01630204 0.016300766 0.023108121 0.023091154 0.023108121 0.0
3479064 2 0.087885514 0.087885514 0.12425899 0.12399944 0.12414253 0.0
3485098 1 0.026678642 0.026678642 0.037754204 0.0377399 0.037754204 0.0
3511775 2 0.04827979 0.04827979 0.06886558 0.06849583 0.06849583 0.0
3514008 2 0.022077797 0.022077797 0.03163557 0.031466972 0.031466972 0.0
3530855 1 0.088455 0.088455 0.12533258 0.12519711 0.12533258 0.0
3553649 1 0.06884523 0.06884523 0.0973433 0.0973433 0.0973433 0.0
3556894 2 0.0333792 0.0333792 0.04736993 0.047267135 0.04736993 0.0
3557179 1 0.026833748 0.026841206 0.037966654 0.03801483 0.037966654 0.0
3580134 2 0.013717614 0.013717614 0.019440835 0.01940179 0.019440835 0.0
3595976 2 0.0179429 0.0179429 0.025740793 0.02560787 0.02560787 0.0
3598856 1 0.07563529 0.07565584 0.10693035 0.10709445 0.10693035 0.0
3638626 2 0.022137133 0.022139741 0.031228902 0.031230329 0.031228902 0.0
3642471 2 0.08797475 0.08797475 0.12395594 0.1240352 0.123814486 0.0
3653890 2 0.03303827 0.033044137 0.046677325 0.04670942 0.046677325 0.0
3657849 2 0.060893774 0.060893774 0.08593126 0.08620185 0.08593126 0.0
3711651 2 0.02472967 0.02472967 0.034990806 0.034936767 0.03494073 0.0
3728154 2 0.04989611 0.04989611 0.071242206 0.07083883 0.07083883 0.0
3743182 1 0.032874033 0.032874033 0.046441127 0.046441127 0.046441127 0.0
3762609 2 0.055695146 0.055695146 0.0786177 0.0785677 0.07880564 0.0
3764164 1 0.038084384 0.038084384 0.05381724 0.05381724 0.05381724 0.0
3775210 2 0.12397605 0.12397605 0.17513146 0.17495157 0.17498858 0.0
3787546 2 0.038770556 0.038770556 0.05468322 0.05468322 0.05468322 0.0
3795054 2 0.027737632 0.027737632 0.039263446 0.03910442 0.039049413 0.0
3808824 1 0.07883206 0.07883206 0.1127633 0.11289173 0.11289173 0.0
3816156 2 0.08460038 0.08460038 0.12070049 0.12041694 0.12041694 0.0
3818738 1 0.052231688 0.052231688 0.0736148 0.0736148 0.0736148 0.0
3833311 1 0.045104902 0.045104902 0.063511096 0.06347289 0.063774005 0.0
3845712 2 0.040488765 0.040488765 0.057207573 0.057207573 0.057207573 0.0
3869834 2 0.05635094 0.05636309 0.07960376 0.079806276 0.07960376 0.0
3884851 2 0.011003007 0.0110008 0.015586841 0.015573912 0.015586841 0.0
3884956 2 0.060954206 0.060954206 0.0861958 0.08576399 0.08576399 0.0
517721 2 0.020333376 0.020333376 0.028855372 0.028759226 0.028855372 0.0
