pmcid	title	abstract	body	relevancy
416457	3.8709342	0.0	0.0	0
3129061	3.5977924	2.595868	1.8193343	1
3575421	3.5116327	0.0	0.7247437	0
2633003	3.4416323	2.0386362	1.5885186	0
3113224	3.431825	0.0	0.9651413	0
3743391	3.3661876	0.0	1.63174	0
2172248	2.999838	0.0	0.0	0
3422903	2.875192	1.3920121	1.3966986	0
3615910	2.8143063	1.5514094	1.470758	0
3016303	2.8032093	1.2078657	1.2233686	0
3354496	2.7992997	0.0	1.435905	0
3083531	2.78371	0.0	0.0	0
2259431	2.741667	2.256548	1.4449782	0
3668317	2.71116	0.0	0.72776276	0
3603642	2.6457522	1.874628	1.5780905	0
3141718	2.5214226	1.3845068	1.0995162	0
3537696	2.43257	1.6736996	1.2370387	0
3235142	2.3831263	0.048686616	0.8152319	0
3147136	2.3112237	1.7809403	1.6342063	0
3806701	2.2516348	1.9229017	1.3368667	0
3539461	2.2337842	0.9226613	0.94652545	0
3661872	2.1682613	0.0	1.4309393	0
2396178	2.159628	1.2988635	1.0719125	0
3253728	2.1592379	1.4845774	0.91982096	0
2845931	2.0634117	0.11496325	0.95565516	0
2612686	1.955885	1.2225693	0.0	1
3531257	0.18328705	0.18844305	0.18993756	0
2912127	0.17654696	0.18151335	0.18295291	0
2785826	0.17291652	0.17910606	0.18063791	2
2363236	0.16921665	0.17397682	0.17535661	0
3700241	0.1637327	0.16880447	0.17017776	0
3480172	0.16077937	0.16575968	0.16710821	0
3271214	0.1591461	0.163623	0.16492066	1
2771838	0.15308307	0.1573894	0.15863763	1
3880166	0.15217735	2.2136118	2.0410624	0
2678120	0.15196589	0.1566732	0.15794778	0
3717067	0.147973	0.15342855	0.15458778	0
3832642	0.1473597	0.15263441	0.15393989	0
2693508	0.14529838	0.14979912	0.15101781	2
2644609	0.1433872	0.14851972	0.14979002	0
3034940	0.14128068	0.14633779	0.14758942	0
3082828	0.14121562	0.14502272	0.14602044	0
2908644	0.13972358	0.14472497	0.1459628	0
1318457	0.1396535	0.1446524	0.14588958	1
3759770	0.13788688	0.14160421	0.14257842	1
2814195	0.13776152	0.14163685	0.14276014	0
3503952	0.13624871	0.14112571	0.14233275	1
3821432	0.13605823	0.13988563	0.14099504	0
3751742	0.13459519	0.13838145	0.13947894	0
3765937	0.13348164	0.13825959	0.13944212	0
2732267	0.13277464	0.13688746	1.295328	0
3418340	0.13217658	0.13573998	0.13667384	0
3480049	0.13213289	0.13700444	0.13803956	0
3785345	0.13172606	0.1352773	1.8888066	0
3791957	0.131652	0.13535546	0.13642895	0
3765337	0.12987855	0.13353212	0.13459115	0
3713301	0.12924606	0.13401116	0.13502368	1
3667015	0.1291257	0.13388638	0.13489795	0
3194078	0.1289614	0.13357757	0.13472004	0
2693554	0.12879796	2.4368246	0.13318028	0
2699708	0.12844025	0.13241881	0.13349609	0
2929516	0.12812975	0.1320987	0.13317338	2
3371985	0.1272274	0.13065737	2.3619483	0
2872341	0.12707157	0.1317565	0.13275197	0
1440864	0.12680961	0.13022833	2.197207	0
3383136	0.12677692	0.13070396	0.13176729	0
3564478	0.12657997	0.13111089	0.13223226	0
3078483	0.12570724	0.1303419	0.13132669	0
2253537	0.12520356	0.12968522	0.1307944	1
2841420	0.12505287	0.12842423	0.12930776	0
3480120	0.12460178	0.12810692	0.12912293	0
3781223	0.123111404	0.12643042	0.12730022	1
2781734	0.12268148	0.1259889	0.12685567	0
3137978	0.12248577	0.12593138	0.12693012	0
2206034	0.12147893	0.12524186	0.12626076	2
3860462	0.12126967	0.1257407	0.12669073	0
3374763	0.12091375	0.124173515	0.12502779	0
3850722	0.120570675	0.1239624	0.124945536	0
3606611	0.12051534	0.123764366	0.12461584	0
2879845	0.12034331	2.320066	1.7386081	2
2755149	0.1201791	0.12390176	0.12490975	0
2978398	0.119861275	0.12309267	0.123939514	0
3672507	0.11956178	0.12396983	1.1409614	0
2213673	0.11937952	0.12307742	0.124078706	1
3860552	0.11899137	0.122677244	0.12367528	0
1824716	0.11895953	0.122644424	0.12364219	1
3369420	0.11838638	2.6409621	1.8601933	0
3860565	0.11825409	0.12144214	0.12227764	0
1890567	0.117576316	0.12088383	1.3314049	0
3728525	0.11751605	0.12082186	0.121780075	0
3168502	0.116737835	0.12035391	0.12133304	0
2819787	0.11664485	0.119789526	0.12061365	0
3009659	0.11643458	2.3424382	1.646222	2
3491320	0.116229914	0.12051514	0.12142568	0
3438402	0.11622905	0.120389454	0.12141913	0
2929428	0.1159352	0.11906074	0.11987986	0
2740048	0.115923755	2.2726958	0.121105835	0
1621058	0.11589173	0.11901611	0.11983492	0
3221562	0.11505046	0.11828691	0.119225025	0
1112589	0.11470797	0.11826116	0.11922327	0
2689248	0.11464242	0.117733106	0.11854308	0
3694111	0.114199474	0.117278226	1.535379	0
3496703	0.11347254	0.117534265	0.118539535	0
3649159	0.11341553	2.0688012	2.109739	0
3171384	0.113316014	0.116826095	0.11777652	0
3879513	0.113273025	0.11645948	0.1173831	1
3249167	0.111823454	0.1152873	0.116225205	0
3724576	0.11137526	1.7638557	1.8656591	2
2924548	0.11133931	0.114340946	0.11512758	0
3527059	0.11123591	0.11436506	0.11527207	1
3883066	0.110944666	0.1143813	1.6864545	0
3481628	0.11082912	0.11394682	1.3236358	0
3825950	0.110502325	0.11392525	0.11485208	0
3385649	0.11046968	0.11389159	0.11481814	0
3343169	0.109626	2.3547115	1.8502897	0
1456978	0.10955026	0.1134716	0.11444212	0
3539458	0.1092521	0.112325445	0.11321627	0
1586011	0.109208405	0.1131175	0.11408499	2
3692830	0.10913201	0.112512484	0.11342782	0
3549382	0.10895044	0.1120153	1.7066894	0
3893325	0.10882929	0.11220038	0.11311318	0
3660277	0.10874764	0.111806795	0.1126935	0
3217879	0.1087278	0.11165903	0.11242722	0
3177940	0.10819777	0.1115493	1.6833141	1
3873065	0.10800912	0.11104749	0.111928195	0
3275563	0.10800077	0.111866646	1.2391782	0
2533017	0.10793139	1.9830933	1.7410562	0
2912126	0.107839696	1.9441801	1.4597242	1
2924849	0.107775286	0.11174881	0.112593114	0
3473978	0.10763146	2.2131047	1.7407109	1
2900094	0.107158914	0.11099465	0.111943975	0
3201108	0.10705166	0.110063106	0.110936	0
2546416	0.10689979	2.2922878	1.8226029	0
3049576	0.10659999	0.11041573	0.111360095	0
3448088	0.10651052	0.11032306	0.111266635	0
2872351	0.1064455	0.1102557	0.11119871	0
2483449	0.10603866	0.1098343	0.110773705	0
3792598	0.10595846	0.10975123	0.11068992	0
3348087	0.10559624	0.108566724	0.10942776	0
3603204	0.10546209	0.109350316	1.3192751	1
3015975	0.10522454	0.10806134	0.10880478	0
2944375	0.10520031	0.10803644	0.10877972	0
3704905	0.10518182	0.10814066	1.5541365	0
3009646	0.105089605	0.108045846	0.10890274	0
2636788	0.10500641	0.10876511	1.4564354	1
3469037	0.104715735	0.1079594	0.108837694	0
3426263	0.104431756	0.107369505	0.10822104	1
2565735	0.10400679	0.1077297	0.10865111	0
2033726	0.103688836	0.10660567	0.10745115	0
3029818	0.10347314	0.10626271	1.6997708	2
3438426	0.10333309	0.10703188	0.10794732	1
3635227	0.10326356	0.10646225	0.10732837	0
2972439	0.103161395	1.2746936	0.9791292	0
2270269	0.10284108	0.10652226	0.10743334	0
3861854	0.10263399	0.105400935	0.10612608	0
3088747	0.10232926	0.106102005	0.10690364	0
2780610	0.102290586	0.10545914	0.10631709	2
2945469	0.10149882	0.10435406	0.10518167	0
1977652	0.101132534	0.104752555	0.1056485	0
2893173	0.1009716	0.10369373	0.10440712	0
3666304	0.10017857	0.1032817	0.10412194	0
3433181	0.09964747	0.102450624	0.10326315	0
3813675	0.099589586	0.10326131	0.104041494	0
1702536	0.09954978	0.10223358	0.10293692	0
3853113	0.099389434	0.102185324	0.10299574	0
2852784	0.099297	0.1020903	0.10289996	1
3843305	0.09876366	0.10240493	0.10317864	0
3037985	0.09867612	0.101732716	1.5336874	0
2687594	0.09850775	1.637261	1.5315901	0
3403856	0.098306075	0.101930484	0.102700606	0
3309245	0.097758025	0.10078617	0.10160611	0
3512371	0.09767598	0.101172276	0.10203759	1
3862140	0.097561024	0.10030549	0.101100996	0
2912115	0.09738523	0.10012475	0.10091883	0
2639567	0.09723044	0.0999656	0.10075842	1
3852767	0.09713422	0.10071541	0.10147636	0
3715978	0.097041905	0.10004787	0.10086181	0
3059647	0.09670174	0.100266986	0.10102454	0
3525250	0.09666223	0.09938141	0.100169584	0
3420511	0.096469	0.099069744	1.6585786	0
2846331	0.09646769	0.099068396	0.09974997	0
3392266	0.0963046	0.099751815	0.100604996	0
3558373	0.09628052	0.09926291	0.100070454	0
3856280	0.09623748	0.09883199	0.09951193	0
2854953	0.09615721	0.099135764	2.0139003	0
3197660	0.09610402	0.098694935	0.09937394	0
3700996	0.09606145	0.098763734	0.09954701	0
3184257	0.096042186	0.09948	0.10033085	0
3887506	0.09601386	0.09898798	0.09979329	0
2585102	0.09575029	2.1540637	1.6916423	0
3075163	0.09560182	0.09856318	0.09936503	0
2072848	0.09491977	0.09831742	0.09915832	0
3252781	0.09484859	0.09740565	0.098075785	0
2825313	0.09478751	0.09745395	0.09822684	1
2634686	0.09452959	0.097913265	0.09875071	1
2717923	0.09447597	0.09740247	0.09819487	0
3833481	0.094095446	0.097463585	1.0141832	0
3043446	0.09398964	0.097353995	0.09818666	0
3860496	0.09394278	0.09730545	0.0981377	0
2491654	0.09371849	1.9347063	1.8076572	0
2556315	0.09366531	0.09619047	0.09685224	0
3571436	0.09310745	0.095726624	0.09648582	0
3687867	0.09292941	0.095807984	1.8523791	0
2365965	0.092921294	2.1508644	1.8843814	0
3717101	0.0929167	0.09634241	0.09707031	0
3541572	0.09278229	0.096103415	0.096925385	2
1904196	0.092465036	0.09587408	0.09659845	1
3153853	0.09233956	0.09564485	0.09646289	0
2854446	0.09207357	0.09492563	1.8514006	0
2174511	0.09193041	0.0944088	0.095058315	0
3417687	0.0919231	0.094770506	0.09554151	0
3073801	0.09172801	2.0753174	1.3452405	1
2656493	0.09168656	0.094526656	0.09529567	0
2360085	0.09166741	0.094246075	0.094993524	0
2405793	0.09148401	0.09485689	0.095573574	0
3143923	0.09147588	0.09394202	0.09458832	0
