pmcid relevancy abstract body title
101408 2 0.072714105 0.066880696 0.06991673
1190209 2 0.13604067 0.12486813 0.13133587
1308854 2 0.99002475 0.11993494 0.12334445
1533839 2 0.14652479 0.13449122 0.14145741
1564027 2 0.10346613 0.09516566 0.099485695
1784581 2 0.02498439 0.022980044 0.024023218
1802871 2 0.100523144 0.09245878 0.09665593
1805504 2 0.14123867 0.13120493 0.13468389
1941736 2 1.1427546 0.11537893 0.11865893
2020466 2 0.17248158 0.15951443 0.16538304
2048661 2 0.98681283 0.10797392 0.11356659
2169253 2 0.14632043 0.13430366 0.14126012
2277457 2 1.1426295 0.10310749 0.107788034
2364524 2 0.06599616 0.060576137 0.063713774
2396646 2 0.10977239 0.101519704 0.10525468
2442721 2 0.13154931 0.1209959 0.12648849
2500040 2 0.12313918 0.11388158 0.11807136
2621393 2 0.18098024 0.16812322 0.17258106
2621421 2 0.109872796 0.101058364 0.10564588
2632633 2 0.10216832 0.09441554 0.097099595
2662423 2 0.14471789 0.13283272 0.13971299
2671450 2 0.13473219 0.123667106 0.13007264
2716359 2 0.042165924 0.038783208 0.04054376
2771031 2 1.1237065 0.08715298 0.091109276
2817700 2 0.8777297 0.07804917 0.08092064
2821918 2 0.8372555 0.09228874 0.09647817
2878224 2 0.08601286 0.079112574 0.082703866
2891813 2 0.24373049 0.22371376 0.23530135
2993958 2 0.120583676 0.1114335 0.11460134
3002144 2 0.16356339 0.15013051 0.15790674
3010999 2 0.10134751 0.09372821 0.09717652
3062442 2 0.12008409 0.111553185 0.114511065
3064892 2 0.12338835 0.114622705 0.11766197
3071276 2 0.13757986 0.12628092 0.13282183
3108318 2 0.14093544 0.13024092 0.13394341
3121651 2 0.097627826 0.090219595 0.09278436
3123601 2 0.15505064 0.14261186 0.1490857
3135562 2 0.10734904 0.098737076 0.10321922
3161113 2 0.12861456 0.118296586 0.12366664
3170143 2 0.08380606 0.07692336 0.080907725
3224336 2 0.21451479 0.19838758 0.20568636
3268102 2 0.12399914 0.11381552 0.119710766
3294402 2 0.1060583 0.09754988 0.10197812
3294539 2 0.14066473 0.12938005 0.13525324
3294930 2 1.1231287 0.09615791 0.09969561
3308704 2 0.9703462 0.10326507 0.106200695
3329036 2 0.1398837 0.12839554 0.13504599
3346948 2 0.1505894 0.13850853 0.1447961
3348951 2 0.14068657 0.12940013 0.13527423
3350389 2 0.08371689 0.07684152 0.08082165
3395692 2 0.19044188 0.17516388 0.18311542
3453493 2 0.17679074 0.16227156 0.17067665
3499992 2 0.12646778 0.116081424 0.122094035
3570914 2 0.14382939 0.1336116 0.13715436
3579948 2 1.3063563 0.17064558 0.17839201
3581530 2 0.103690706 0.09517495 0.10010468
3581554 2 0.11787213 0.10819171 0.11379566
3659284 2 0.16992469 0.15703039 0.16149446
3673823 2 0.14728467 0.13610837 0.13997766
3695962 2 0.112423025 0.103971064 0.10779622
3719243 2 0.15470944 0.1430784 0.14834234
3765867 2 0.12907091 0.118470766 0.124607146
3776740 2 0.20788659 0.19311811 0.1982387
3810122 2 0.14982834 0.13845901 0.14239512
3874601 2 1.1040866 0.14747745 0.15511626
3877878 2 0.12581865 0.11572499 0.1209783
3878108 2 0.986288 0.10753231 0.11310211
3878349 2 0.07762286 0.072108455 0.07402044
545196 2 0.110343695 0.10149149 0.106098674
