pmcid relevancy tfidf bm25 ib lmd lmj dfr
2526433 2 0.24647598 0.24643002 0.34912997 0.34902307 0.34912997 0.0
2800864 2 0.1481165 0.1481165 0.20956811 0.20944062 0.20954715 0.0
2823760 1 0.3056145 0.3056145 0.43218657 0.4319878 0.43235222 0.0
2840894 2 0.2507289 0.2507289 0.35351467 0.3539289 0.3539289 0.0
2856359 1 0.25449267 0.25453743 0.3602372 0.36023825 0.3602372 0.0
3156524 2 0.17472367 0.17472367 0.24695209 0.24685368 0.24695209 0.0
3352629 2 0.18088801 0.18088801 0.25602838 0.25624487 0.25624487 0.0
3652086 2 0.22007689 0.22007689 0.31006965 0.31044847 0.31044847 0.0
3667316 1 0.2917195 0.2917195 0.41271934 0.41238257 0.4125955 0.0
3726922 2 0.13007277 0.13007277 0.18381406 0.18375105 0.18403032 0.0
3876010 2 0.32153302 0.32153302 0.45481724 0.45481724 0.45481724 0.0
