pmcid relevancy tfidf bm25 ib lmd lmj dfr
101408 1 0.0 0.0 0.0 0.0 0.0 0.0
1084359 1 0.049490288 0.049490288 0.06996846 0.06996846 0.06996846 0.0
1140938 2 0.21138866 0.21109562 0.29925743 0.2997741 0.29925743 0.0
1151653 2 0.06798114 0.06798114 0.096099384 0.096099384 0.096099384 0.0
1269452 1 0.06911484 0.06911484 0.09782093 0.097681865 0.09782093 0.0
1269460 2 0.038048554 0.038048554 0.05379872 0.05377382 0.05375022 0.0
1278477 1 0.06486977 0.06486977 0.09177712 0.0916807 0.09177712 0.0
1280924 1 0.08445254 0.084441066 0.11947113 0.119442984 0.11947113 0.0
1281279 1 0.05880016 0.05880016 0.083121195 0.083085 0.083067805 0.0
1308833 1 0.047082707 0.047082707 0.066572696 0.06652238 0.066500366 0.0
1322287 1 0.116394095 0.116394095 0.16439335 0.16419509 0.1644135 0.0
1382235 2 0.08045139 0.08045139 0.113774486 0.11371924 0.113774486 0.0
1431557 1 0.04657773 0.04657773 0.06579355 0.06577866 0.06578153 0.0
1513065 1 0.048909776 0.04890875 0.06913908 0.06909796 0.06913908 0.0
1513521 1 0.11718161 0.11718161 0.16544251 0.16532704 0.16565944 0.0
1637335 1 0.06732772 0.06732772 0.095075205 0.09499506 0.09499506 0.0
1913587 1 0.059652403 0.059626512 0.08431627 0.084296525 0.08431627 0.0
2120825 1 0.026184946 0.026184946 0.037031576 0.03701331 0.03699463 0.0
2138688 1 0.03266909 0.03266909 0.04619614 0.046169717 0.046148226 0.0
2186939 1 0.022343174 0.02234236 0.031573415 0.031569634 0.031573415 0.0
2270726 1 0.028587777 0.028587777 0.04042675 0.040414196 0.04039479 0.0
2527784 2 0.088540904 0.08857057 0.1251441 0.12507153 0.1251441 0.0
2583982 2 0.046414085 0.046414085 0.06597099 0.06597966 0.06597966 0.0
2584645 2 0.13182925 0.1317063 0.18647276 0.18666701 0.18647276 0.0
2589194 2 0.025272109 0.025272109 0.035940617 0.03594195 0.03594195 0.0
2595654 2 0.045822687 0.04584201 0.06453984 0.06453211 0.06453984 0.0
2655275 2 0.050434023 0.050396103 0.07124126 0.071271956 0.07124126 0.0
2686852 1 0.11027782 0.11008411 0.15607181 0.1563954 0.15607181 0.0
2700089 1 0.12468218 0.12468218 0.17651324 0.17642184 0.17651324 0.0
2704528 1 0.12365227 0.12365227 0.17478803 0.17483023 0.17488535 0.0
2734629 1 0.035380404 0.035380404 0.050277356 0.05029219 0.05029219 0.0
2741486 1 0.07291216 0.07291216 0.10296241 0.10297358 0.102982946 0.0
