	tfidf	bm25	ib	lmd	lmj	dfr	relevancy
37406.0	0.088817984	0.08941813	0.12931393	0.1294695	0.13033757	0.13060229	0
37406.0	0.088817984	0.08941813	0.12931393	0.1294695	0.13033757	0.13060229	0
37410.0	0.0673293	0.06802366	0.10033931	0.101079985	0.10125785	0.10086592	0
56591.0	0.077980764	0.07801095	0.11377843	0.11332124	0.11408775	0.11428044	0
101408.0	0.0683768	0.06839765	0.10106328	0.10073945	0.101303436	0.101495445	1
101408.0	0.0683768	0.06839765	0.10106328	0.10073945	0.101303436	0.101495445	0
101408.0	0.0683768	0.06839765	0.10106328	0.10073945	0.101303436	0.101495445	2
111193.0	0.07722526	0.077700496	0.11352167	0.11342112	0.11399723	0.113882385	0
113745.0	0.095330484	0.09576447	0.14184545	0.14322528	0.14335512	0.14247869	0
117239.0	0.09610695	0.095941976	0.14276583	0.1441091	0.14284043	0.14327744	0
126243.0	0.07585211	0.07626181	0.11449419	0.11611843	0.11600972	0.11498223	0
126248.0	0.10525291	0.10587925	0.15926397	0.16032173	0.16034505	0.15997563	0
126248.0	0.10525291	0.10587925	0.15926397	0.16032173	0.16034505	0.15997563	0
128942.0	0.07526184	0.07553582	0.112017006	0.112107255	0.11217561	0.11217746	0
128942.0	0.07526184	0.07553582	0.112017006	0.112107255	0.11217561	0.11217746	0
130019.0	0.07454739	0.074790716	0.109158725	0.10923432	0.10939294	0.109247334	0
130037.0	0.09720222	0.096410885	0.14335544	0.14356166	0.14263302	0.14281388	0
137231.0	0.071755774	0.07206652	0.10644042	0.10650853	0.10689562	0.10689786	0
137231.0	0.071755774	0.07206652	0.10644042	0.10650853	0.10689562	0.10689786	0
137231.0	0.071755774	0.07206652	0.10644042	0.10650853	0.10689562	0.10689786	0
137231.0	0.071755774	0.07206652	0.10644042	0.10650853	0.10689562	0.10689786	0
137231.0	0.071755774	0.07206652	0.10644042	0.10650853	0.10689562	0.10689786	0
137249.0	0.06968366	0.06975106	0.103804246	0.103554904	0.10402147	0.10410307	2
137249.0	0.06968366	0.06975106	0.103804246	0.103554904	0.10402147	0.10410307	0
137315.0	0.092406794	0.09291782	0.13898736	0.13905068	0.13945077	0.13946645	0
137370.0	0.093824945	0.09456008	0.13989851	0.1400713	0.1411578	0.14189723	1
137370.0	0.093824945	0.09456008	0.13989851	0.1400713	0.1411578	0.14189723	2
137396.0	0.067514665	0.06800323	0.10178094	0.101953395	0.10232224	0.10224445	0
149229.0	0.13246585	0.13333997	0.19617136	0.19631062	0.1973065	0.19742072	0
149378.0	0.09257725	0.093153864	0.13629586	0.13659392	0.13696203	0.13661557	0
150570.0	0.08308849	0.08302777	0.12239169	0.12289192	0.12219774	0.122614406	1
150573.0	0.099644944	0.098531045	0.1459595	0.14530234	0.14401862	0.14443752	0
152645.0	0.084442884	0.084866546	0.12297467	0.12309236	0.123397246	0.1233236	0
153436.0	0.06886079	0.0692062	0.10236852	0.102275245	0.10310226	0.10278684	0
153482.0	0.0898826	0.090296574	0.13475601	0.13493274	0.13519399	0.13504249	0
155650.0	0.06823086	0.067722976	0.1002182	0.10043674	0.09981887	0.09985139	0
155678.0	0.092109464	0.093174845	0.13491876	0.13534546	0.13570218	0.13536984	0
156662.0	0.11988684	0.11972637	0.17697972	0.17810993	0.17698444	0.17753066	0
161802.0	0.12961838	0.13039346	0.1940494	0.19487168	0.19500476	0.19504176	0
165046.0	0.073057234	0.07271779	0.10680683	0.1068043	0.10641627	0.106600255	0
165061.0	0.078090355	0.07833221	0.11559964	0.11569288	0.11589047	0.11578842	2
183864.0	0.06957266	0.06985748	0.103489816	0.10408792	0.10422313	0.10401238	0
183864.0	0.06957266	0.06985748	0.103489816	0.10408792	0.10422313	0.10401238	1
270692.0	0.07039735	0.07042184	0.10423143	0.10384893	0.104433015	0.104607075	0
270697.0	0.068149514	0.06817546	0.101867616	0.10141858	0.10208069	0.10224086	0
270697.0	0.068149514	0.06817546	0.101867616	0.10141858	0.10208069	0.10224086	0
270697.0	0.068149514	0.06817546	0.101867616	0.10141858	0.10208069	0.10224086	0
280681.0	0.10700953	0.10644043	0.15857556	0.15740415	0.15642597	0.15727529	0
305338.0	0.07314409	0.07266166	0.10902531	0.10912614	0.108570665	0.10864693	0
317342.0	0.078461826	0.07879239	0.11868307	0.118899256	0.11909284	0.11912473	0
317469.0	0.07788085	0.0785517	0.113175094	0.11318007	0.11428009	0.11452761	1
317472.0	0.08410661	0.08364634	0.124903694	0.124846816	0.124450766	0.12456514	0
356919.0	0.075737044	0.076411724	0.11365548	0.11416569	0.1143995	0.11402838	0
356919.0	0.075737044	0.076411724	0.11365548	0.11416569	0.1143995	0.11402838	0
395832.0	0.119868696	0.119717844	0.17910564	0.17978305	0.17923363	0.1798058	0
400749.0	0.07973239	0.079743855	0.11715612	0.11666525	0.11733708	0.117513135	0
419368.0	0.068912156	0.06927044	0.10368056	0.1038861	0.10398861	0.10396648	0
419380.0	0.07443065	0.07464891	0.10943617	0.10939456	0.10960891	0.10941582	0
419718.0	0.08114648	0.0815434	0.12172766	0.12190353	0.12219669	0.12217734	0
420248.0	0.0785058	0.07911186	0.11523583	0.115132436	0.115999445	0.116333105	0
420248.0	0.0785058	0.07911186	0.11523583	0.115132436	0.115999445	0.116333105	0
436062.0	0.07740806	0.07783923	0.11426953	0.114271864	0.114732906	0.11490852	0
436065.0	0.087493904	0.08810904	0.130167	0.13014464	0.13132028	0.13093337	0
481084.0	0.16063513	0.16139093	0.24039452	0.24558131	0.24421322	0.24165098	0
481084.0	0.16063513	0.16139093	0.24039452	0.24558131	0.24421322	0.24165098	0
481084.0	0.16063513	0.16139093	0.24039452	0.24558131	0.24421322	0.24165098	0
503392.0	0.06975802	0.06997965	0.10185822	0.10188199	0.10210649	0.101893425	0
512286.0	0.074237816	0.07385877	0.10931744	0.10942095	0.10898994	0.10909991	0
514562.0	0.11274657	0.113621496	0.16663635	0.16726546	0.16787347	0.16729759	0
514569.0	0.08350143	0.083522335	0.12309682	0.1225172	0.12319075	0.12336329	0
516446.0	0.09896386	0.099400416	0.14584954	0.14598	0.14637394	0.14652778	0
521495.0	0.11669611	0.11736288	0.17279491	0.1728862	0.17351629	0.17335255	0
522803.0	0.076369144	0.07634629	0.111595504	0.11097618	0.11171888	0.11190117	0
522843.0	0.0711127	0.0706213	0.10571408	0.105842635	0.10524186	0.10536682	0
524672.0	0.07556957	0.07580817	0.111672394	0.11170013	0.1119123	0.11176634	0
524672.0	0.07556957	0.07580817	0.111672394	0.11170013	0.1119123	0.11176634	0
524672.0	0.07556957	0.07580817	0.111672394	0.11170013	0.1119123	0.11176634	0
529263.0	0.14625666	0.14846237	0.21540427	0.21714656	0.21820274	0.21706934	0
529263.0	0.14625666	0.14846237	0.21540427	0.21714656	0.21820274	0.21706934	0
529263.0	0.14625666	0.14846237	0.21540427	0.21714656	0.21820274	0.21706934	0
535544.0	0.07203165	0.07230772	0.10681088	0.10756833	0.107732624	0.10746182	0
539298.0	0.07700232	0.07772338	0.11427299	0.11438734	0.11470514	0.11451238	0
543470.0	0.12007704	0.12115054	0.1778439	0.17810461	0.17992078	0.18009797	0
543470.0	0.12007704	0.12115054	0.1778439	0.17810461	0.17992078	0.18009797	0
544193.0	0.11623953	0.11608125	0.17347327	0.17514555	0.17339586	0.17394714	0
544193.0	0.11623953	0.11608125	0.17347327	0.17514555	0.17339586	0.17394714	0
548267.0	0.09400036	0.093133226	0.1386082	0.13842174	0.13764034	0.13791095	0
549194.0	0.084812246	0.085134625	0.123833835	0.123902574	0.12421214	0.12438424	0
549194.0	0.084812246	0.085134625	0.123833835	0.123902574	0.12421214	0.12438424	0
1062158.0	0.078976944	0.07902381	0.11578266	0.1152328	0.11594247	0.116131864	0
1062158.0	0.078976944	0.07902381	0.11578266	0.1152328	0.11594247	0.116131864	0
1065003.0	0.075227536	0.07542588	0.11243404	0.112704895	0.11284892	0.11268043	0
1065003.0	0.075227536	0.07542588	0.11243404	0.112704895	0.11284892	0.11268043	1
1065003.0	0.075227536	0.07542588	0.11243404	0.112704895	0.11284892	0.11268043	2
1065025.0	0.07791985	0.07785413	0.1140666	0.115044	0.11431844	0.11463117	0
1065114.0	0.07830226	0.078267135	0.11501444	0.115208894	0.11497312	0.11522115	0
1079913.0	0.07185685	0.071817614	0.10624485	0.10558675	0.10637885	0.10653621	0
1079964.0	0.10034018	0.10087908	0.15101871	0.1512079	0.15170091	0.15166406	0
1084355.0	0.08353706	0.083921306	0.12544546	0.12560593	0.12594634	0.12592807	0
1087851.0	0.07364196	0.07337211	0.10836777	0.108352475	0.10802103	0.10821313	0
1087854.0	0.07166467	0.07201616	0.10731265	0.10738243	0.107882984	0.10767148	0
1088011.0	0.070509784	0.07087162	0.104203545	0.10390526	0.10454787	0.10443421	2
1088011.0	0.070509784	0.07087162	0.104203545	0.10390526	0.10454787	0.10443421	0
1088011.0	0.070509784	0.07087162	0.104203545	0.10390526	0.10454787	0.10443421	0
1088249.0	0.075706	0.07617784	0.112696886	0.113101594	0.11327569	0.11307984	0
1088250.0	0.08621292	0.08623051	0.12649357	0.1259282	0.1267477	0.12694424	0
1088250.0	0.08621292	0.08623051	0.12649357	0.1259282	0.1267477	0.12694424	0
1088250.0	0.08621292	0.08623051	0.12649357	0.1259282	0.1267477	0.12694424	0
1097737.0	0.085054934	0.085032344	0.12558585	0.12546384	0.12580149	0.12608525	0
1097737.0	0.085054934	0.085032344	0.12558585	0.12546384	0.12580149	0.12608525	1
1097737.0	0.085054934	0.085032344	0.12558585	0.12546384	0.12580149	0.12608525	0
1097749.0	0.09094107	0.09092675	0.1342376	0.13356216	0.13436115	0.13461837	1
1097749.0	0.09094107	0.09092675	0.1342376	0.13356216	0.13436115	0.13461837	0
1112589.0	0.10553893	0.10600105	0.15540415	0.15556337	0.15590751	0.15560274	0
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	0
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	1
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	0
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	0
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	0
1112595.0	0.09151019	0.090670064	0.13410361	0.13415575	0.13311729	0.13335042	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1112598.0	0.08947673	0.08989698	0.13350505	0.13382143	0.1339203	0.13401747	0
1140938.0	0.07685861	0.076289445	0.11106414	0.11110963	0.110598244	0.11071441	2
1142208.0	0.08506753	0.08503476	0.12605652	0.12600227	0.12589258	0.126165	0
1142319.0	0.07843498	0.077851996	0.11663232	0.11669124	0.11583242	0.11615446	0
1142326.0	0.07767914	0.07712526	0.11363252	0.113699995	0.11316341	0.11327254	0
1151653.0	0.08003851	0.08005925	0.11855644	0.11830859	0.118658766	0.11887851	0
1151653.0	0.08003851	0.08005925	0.11855644	0.11830859	0.118658766	0.11887851	2
1151653.0	0.08003851	0.08005925	0.11855644	0.11830859	0.118658766	0.11887851	0
1156907.0	0.07460882	0.07494065	0.11102932	0.11080177	0.11141053	0.1112771	0
1156916.0	0.082200445	0.081553906	0.12221479	0.12191671	0.12108839	0.12135367	0
1166571.0	0.08973023	0.09019898	0.13539548	0.13537149	0.13575193	0.13579677	0
1166571.0	0.08973023	0.09019898	0.13539548	0.13537149	0.13575193	0.13579677	1
1173116.0	0.088814974	0.08953151	0.13279548	0.13317616	0.13346478	0.1330669	0
1173129.0	0.08447836	0.08393013	0.12455382	0.124229364	0.12331841	0.123724	0
1174947.0	0.07496008	0.07533425	0.11079317	0.110555194	0.11119574	0.11107791	0
1175099.0	0.092557855	0.092916645	0.13568488	0.13580829	0.13609688	0.13591614	0
1175898.0	0.13554157	0.13539387	0.2029187	0.2042121	0.20273575	0.20337003	0
1175911.0	0.0706662	0.07015298	0.10578323	0.10552448	0.10485791	0.105106495	2
1175911.0	0.0706662	0.07015298	0.10578323	0.10552448	0.10485791	0.105106495	2
1175911.0	0.0706662	0.07015298	0.10578323	0.10552448	0.10485791	0.105106495	0
1177931.0	0.08521425	0.08481499	0.12538831	0.12544525	0.12507185	0.12526111	0
1177931.0	0.08521425	0.08481499	0.12538831	0.12544525	0.12507185	0.12526111	0
1180708.0	0.07692497	0.07694816	0.11279654	0.11240999	0.11290356	0.11301286	0
1180708.0	0.07692497	0.07694816	0.11279654	0.11240999	0.11290356	0.11301286	0
1183193.0	0.082087375	0.08254305	0.11921131	0.11923342	0.11986605	0.11975448	0
1183201.0	0.074318066	0.074557535	0.11006312	0.110159636	0.11027724	0.1100324	0
1183226.0	0.0726455	0.072637945	0.106839545	0.106256746	0.10702885	0.1072115	2
1185557.0	0.09301188	0.09359389	0.13887927	0.13899091	0.13951904	0.13939261	0
1185557.0	0.09301188	0.09359389	0.13887927	0.13899091	0.13951904	0.13939261	0
1190204.0	0.09189429	0.09233998	0.1353584	0.1359549	0.13632877	0.13593808	0
1190205.0	0.071562886	0.07114543	0.106295444	0.10645599	0.10599828	0.10607682	0
1190205.0	0.071562886	0.07114543	0.106295444	0.10645599	0.10599828	0.10607682	0
1198220.0	0.06848915	0.06855116	0.0998058	0.09952887	0.10007993	0.10022981	0
1198251.0	0.114881836	0.11486225	0.16996154	0.16925594	0.17011654	0.1704642	0
1208937.0	0.07281997	0.07306851	0.108803116	0.10907777	0.109154485	0.10906624	2
1216327.0	0.06963645	0.06993321	0.102771685	0.10286307	0.10297746	0.10286051	0
1216331.0	0.091083914	0.09138703	0.1334874	0.13359599	0.13380772	0.13361055	1
1236946.0	0.091772415	0.0905893	0.13556263	0.13482404	0.13337186	0.13363601	1
1247383.0	0.068160094	0.06852291	0.103043936	0.10336919	0.10346611	0.1034927	0
1247497.0	0.09084088	0.09241041	0.13514228	0.13587378	0.13647376	0.13613844	0
1253520.0	0.06800104	0.068307094	0.10044668	0.100248635	0.10067108	0.10067914	0
