abstract	body	pmcid	relevancy	title
6.931709	5.4896145	3110305.0	0.0	9.08711
5.890754	5.5712605	3197540.0	0.0	8.864396
5.956345	5.13561	3141698.0	0.0	8.587911
6.9439945	5.8289666	3828058.0	0.0	8.490943
0.13935122	5.3277483	2994179.0	0.0	8.067064
5.81813	5.8298903	3006379.0	0.0	8.050627
5.278325	4.4913297	3070451.0	0.0	7.589674
0.041994456	6.4930224	3229065.0	0.0	7.589245
0.25414398	4.930717	3667316.0	1.0	0.25414398
0.22156824	8.789487	2823760.0	1.0	0.22156824
0.20840488	0.20840488	2840894.0	2.0	0.20840488
0.16956294	0.16956294	2800864.0	2.0	0.16956294
0.10171235	0.10171235	3156524.0	2.0	0.10171235
0.09521733	5.274788	3726922.0	2.0	0.09521733
5.0520754	4.7782235	2526433.0	2.0	0.07808082
4.9188576	4.7785273	3652086.0	2.0	0.07594695
