pmcid relevancy tfidf bm25 ib lmd lmj dfr
1184074 1 0.071828105 0.071828105 0.1052877 0.10536027 0.10537935 0.0
1282576 2 0.121784255 0.121807046 0.17619908 0.17622776 0.17619908 0.0
1310615 1 0.044114012 0.044114012 0.06339479 0.06339479 0.06339479 0.0
1431525 1 0.045807667 0.045807667 0.0656446 0.06562303 0.0656446 0.0
2135201 2 0.026597295 0.026597295 0.039864432 0.039864432 0.039864432 0.0
2268742 2 0.058591817 0.058591817 0.08445338 0.08445338 0.08445338 0.0
2656546 2 0.09155721 0.09155721 0.13366067 0.1337444 0.13376197 0.0
2710506 1 0.15564255 0.15564255 0.22610456 0.22612529 0.2263605 0.0
2731168 1 0.06439095 0.06439095 0.09452215 0.094468884 0.094468884 0.0
2732448 1 0.046316758 0.046316758 0.06645912 0.06643353 0.06645912 0.0
2742899 1 0.051771894 0.05176241 0.0750667 0.07507248 0.0750667 0.0
2745658 2 0.04035284 0.04033192 0.058323864 0.05835289 0.058323864 0.0
2781142 2 0.12186129 0.12186129 0.18063718 0.18060696 0.18063718 0.0
2797745 2 0.107067004 0.107067004 0.15745138 0.15767081 0.15745138 0.0
2803182 1 0.053697735 0.053697735 0.077555075 0.077555075 0.077555075 0.0
2815959 1 0.036896657 0.036896657 0.053437464 0.053437464 0.053437464 0.0
2846934 2 0.049377024 0.049377024 0.07306624 0.07315046 0.07306624 0.0
2874428 2 0.086478695 0.086478695 0.12483483 0.124896355 0.12483483 0.0
2958551 1 0.061362963 0.061362963 0.08958787 0.08956092 0.08958787 0.0
3071360 1 0.05513959 0.05513959 0.07968425 0.0797163 0.07975158 0.0
3135331 1 0.07794859 0.077946715 0.11490491 0.1149001 0.11490491 0.0
3170745 2 0.04202029 0.04202029 0.059362363 0.059347536 0.059362363 0.0
3283561 2 0.07760216 0.07760216 0.11179347 0.11173994 0.111795984 0.0
3289591 1 0.030852893 0.030852893 0.046294775 0.046273053 0.046294775 0.0
3294322 2 0.0372941 0.03728545 0.053003423 0.05300877 0.053003423 0.0
3298317 1 0.026376722 0.02637127 0.037012212 0.03701594 0.037012212 0.0
3320390 2 0.20194829 0.20194829 0.29646704 0.29672825 0.29646704 0.0
3347913 2 0.14202587 0.14202587 0.20853041 0.20823362 0.20823671 0.0
3367620 1 0.054593265 0.054593265 0.078665406 0.07868506 0.07867025 0.0
3374424 2 0.04778552 0.04778552 0.06791232 0.067908615 0.06791232 0.0
3410211 2 0.055561848 0.055561848 0.07954807 0.07952403 0.07954807 0.0
3424805 2 0.07426416 0.07426416 0.10707264 0.10713063 0.10710766 0.0
3519073 2 0.10168303 0.10168697 0.14629261 0.146259 0.14629261 0.0
3614649 2 0.17347673 0.17347673 0.24794586 0.24800183 0.24800183 0.0
3642086 2 0.13630557 0.13630557 0.19858818 0.19858818 0.19858818 0.0
