pmcid	title	abstract	body	relevancy
2931126	0.53335464	0.09608132	0.09698968	2
2809071	0.5023546	0.19986777	0.15459383	0
3507669	0.47605255	0.1417803	0.10664657	0
2740083	0.44419548	0.24709761	0.15744528	0
2709971	0.4111303	0.14495431	0.1021061	0
1262688	0.3630047	0.16833791	0.111252725	0
3177920	0.36147705	0.14543988	0.1063322	0
2726499	0.33231497	0.12648296	0.08730845	0
3783373	0.2814424	0.28548175	0.28807423	0
3378939	0.26949972	0.27336767	0.27585015	0
3403857	0.25462162	0.26012653	0.2623674	0
3490930	0.2397311	0.2431718	0.24538006	0
3408279	0.22660239	0.22985467	0.23194198	0
3800611	0.2056355	0.21008134	0.2118911	0
3229010	0.20071055	0.20468043	0.22561522	0
3134893	0.19977862	0.2026459	0.20448615	0
3136022	0.19850393	0.20135292	0.2031814	0
29099	0.1941911	0.19807272	0.19974822	0
3280326	0.19059087	0.19419426	0.19592355	0
3508267	0.18768448	0.19139671	0.19320618	0
3152174	0.18685634	0.18953818	0.19125938	0
2944142	0.18555191	0.18906005	0.20616588	0
2770492	0.18330014	0.18692566	0.18869285	0
3884585	0.1807221	0.18429662	0.18603897	0
3502762	0.18025991	0.18415713	0.18574357	0
3297481	0.17921098	0.18279316	0.1843394	0
3654159	0.17754716	0.18105888	0.18277062	0
3481392	0.17623031	0.17956218	0.18116118	0
2831203	0.17593275	0.17845781	0.18007839	0
3201889	0.17459674	0.17789775	0.17948192	0
3737464	0.17448813	0.17699245	0.20467488	0
2981764	0.17143147	0.17467263	0.17622808	0
2740283	0.17095879	0.17341246	0.17498721	0
3702522	0.17092735	0.17415896	0.17570983	0
3445056	0.17028949	0.17397113	0.17546983	0
3475065	0.1691142	0.17277046	0.17425878	0
3445178	0.16239293	0.16560492	0.16717055	0
3228382	0.16235651	0.16586667	0.16729555	0
3019363	0.16229925	0.16580816	0.16723654	0
3350272	0.16226833	0.26279825	0.19423364	0
3833473	0.1613514	0.16440198	0.19002195	0
3488505	0.16082005	0.16312821	0.16460957	0
3114312	0.16025177	0.16342139	0.18752609	0
2773603	0.15951873	0.16296753	0.18545575	0
3701368	0.15835762	0.16063043	0.16208911	0
3524703	0.15723011	0.15948674	0.17757642	0
2630936	0.156928	0.15989493	0.16131881	0
2999990	0.15653065	0.15949008	0.16091032	0
3151459	0.156521	0.15964964	0.17951688	0
3556865	0.15451296	0.15785351	0.15921336	0
3590516	0.15442468	0.15734431	0.15874545	0
2746805	0.15423222	0.15731509	0.15864582	0
2646334	0.153783	0.1568569	0.15818375	0
3888331	0.15358113	0.15665099	0.1579761	0
481084	0.15216146	0.15520296	0.15651582	0
3099599	0.15005232	0.15288928	0.15425074	0
2868039	0.14869738	0.15166964	0.15295261	0
3385398	0.14842488	0.15136059	0.15279156	0
3088008	0.14817779	0.15138139	0.15268548	0
3117824	0.14681843	0.14975311	0.17666613	0
3249314	0.14675732	0.14993021	0.15122181	0
3690066	0.14632398	0.14842407	0.14977191	0
2672291	0.14627804	0.14837748	0.1497249	0
2827708	0.14625329	0.14941531	0.15070246	0
3278935	0.14608194	0.14897132	0.1503797	0
3318096	0.14592354	0.14880978	0.15021665	0
3441877	0.14545827	0.14820838	0.14952816	0
3674281	0.14472654	0.14680372	0.14813685	0
3032252	0.14396363	0.14707613	0.14834313	0
2914369	0.14346695	0.14552604	0.14684756	0
3142495	0.1433329	0.14616789	0.14754978	0
3600275	0.14311399	0.14620811	0.14746764	0
3628464	0.14309196	0.14592218	0.14730175	0
3740609	0.14278041	0.14547987	0.16528705	0
3716027	0.14247195	0.14555222	0.14680608	0
3717529	0.14207801	0.14411716	0.14542589	0
2769272	0.14176251	0.14482743	0.14607506	0
3161953	0.14154698	0.14437631	0.14559758	0
3106393	0.14129029	0.14434499	0.14558846	0
3731672	0.14122273	0.14389274	0.14517409	0
3298221	0.14061978	0.14263801	0.14393331	0
3789896	0.1401007	0.14312968	0.14436267	0
3833481	0.1393116	0.14206706	0.14341018	0
2880141	0.13927735	0.2227893	0.16509585	0
3601985	0.13825852	0.1410221	0.14221501	0
2840592	0.13823177	0.14084524	0.17851762	0
3030031	0.13791068	0.14051807	0.14176938	0
2884462	0.13783866	0.14081874	0.14203183	0
3683414	0.13747497	0.1402229	0.14140905	0
3468804	0.13726051	0.14000416	0.14118846	0
3878578	0.13671966	0.13868192	0.13994129	0
3087249	0.1360887	0.1380419	0.13929546	0
3657989	0.1357376	0.13768576	0.13893609	0
2464577	0.13563335	0.13834447	0.13951473	0
2640105	0.13555221	0.13848285	0.13967583	0
3438443	0.13549228	0.13842162	0.16864425	0
3046346	0.13541879	0.13736238	0.15630013	0
2740362	0.13466953	0.13721566	0.13843755	0
3160387	0.13433117	0.1372354	0.13841763	0
3596397	0.13395248	0.13684852	0.13802743	0
3200050	0.13314879	0.1350598	0.16157353	0
3821438	0.13281053	0.13471667	0.13594005	0
3503657	0.1325471	0.13541278	0.1365793	0
3395851	0.13239889	0.13429913	0.1355187	0
3716954	0.13230664	0.13492355	0.13619913	0
3680202	0.13215794	0.13405472	0.13527207	0
2864213	0.1316711	0.13416053	0.1353552	0
3606293	0.13154648	0.13403355	0.1352271	0
3049979	0.13140808	0.13389254	0.13508482	0
3096433	0.13116468	0.13375899	0.13502356	0
3658250	0.13112776	0.13396274	0.13511677	0
3035020	0.13098498	0.13357574	0.13483857	0
3074312	0.13084853	0.13367747	0.13482904	0
3460160	0.13084643	0.13346186	0.13459083	0
3813689	0.13074218	0.20740819	0.1667454	0
2884457	0.1306775	0.13326219	0.13452208	0
3369968	0.13036819	0.13297406	0.1340989	0
2803987	0.13002896	0.13248734	0.13366713	0
3176909	0.12943006	0.13222833	0.14925945	0
3815000	0.12926246	0.13184623	0.13296151	2
3352042	0.12920138	0.13199472	0.13313179	0
3579052	0.12913124	0.13192306	0.13305953	0
3532763	0.12909934	0.13095221	0.13214141	0
3334811	0.12905535	0.13090761	0.13209638	0
529263	0.12900954	0.13156123	0.13280502	0
1564177	0.1284333	0.13121003	0.14819287	0
3296419	0.12831044	0.13087519	0.13198227	0
2990839	0.12799966	0.13076702	0.15622482	0
3660491	0.12737662	0.12978485	0.1532439	0
2621382	0.12707429	0.1288981	0.13006863	0
3209994	0.12696697	0.12878923	0.12995878	0
3020346	0.12649931	0.12923422	0.13034752	0
3622390	0.126253	0.12863998	0.12978551	0
2881008	0.1260908	0.12847471	0.12961876	0
3190446	0.12579028	0.12759566	0.12875438	0
3792648	0.12546329	0.12783535	0.12897371	0
2808564	0.12522164	0.12758914	0.1287253	0
1869027	0.12515792	0.2157102	0.15370587	0
3162719	0.12509185	0.12745689	0.12859188	0
3883189	0.12495307	0.1274507	0.12852882	0
3420418	0.1243846	0.12616982	0.12731557	0
2700595	0.123941645	0.1263931	0.1493611	2
3566748	0.123881765	0.12565976	0.13963795	0
2045103	0.12337961	0.12604709	0.12713294	0
3218168	0.123257264	0.19663349	0.15780702	0
3683416	0.12312953	0.1257916	0.12687524	0
3183693	0.12307683	0.2117834	0.1497642	0
3817744	0.12267904	0.12499846	0.12611155	0
2892692	0.12252212	0.12428061	0.12540922	0
3104365	0.12233461	0.1240904	0.12521727	0
3879218	0.12231193	0.124624416	0.12573418	0
2796009	0.122308575	0.1249529	0.12602931	0
3463834	0.1222165	0.124633834	0.12581213	0
2923106	0.12213406	0.12388698	0.125012	0
3786647	0.122103386	0.12451848	0.12569569	0
3855950	0.12185625	0.12429197	0.12534337	0
2669599	0.12173046	0.12413818	0.12531179	0
2769230	0.12142369	0.12371939	0.1248211	0
3215148	0.12116318	0.12290216	0.12401824	0
3313019	0.12114531	0.12343574	0.12453492	0
3844346	0.12089883	0.12263401	0.123747654	0
2783145	0.12029613	0.12289693	0.12395564	0
3016754	0.12028405	0.18793303	0.1482352	0
3080591	0.12007939	0.121802814	0.12290891	0
2586017	0.11998852	0.12171064	0.1228159	0
3519078	0.119438104	0.12169625	0.15086524	0
3339080	0.11943435	0.12179665	0.122948125	0
