pmcid relevancy tfidf bm25 ib lmd lmj dfr
101408 2 0.081318066 0.081318066 0.11505366 0.11505366 0.11505366 0.0
1190209 2 0.14978236 0.14978236 0.21195948 0.21203527 0.21197082 0.0
1308854 2 0.14945184 0.14945184 0.20820242 0.2080828 0.2080828 0.0
1533839 2 0.16669703 0.16669703 0.23572022 0.23612909 0.23602067 0.0
1564027 2 0.103769735 0.103769735 0.14679678 0.14679678 0.14679678 0.0
1784581 2 0.025057701 0.025057701 0.03504877 0.03504877 0.03504877 0.0
1802871 2 0.11388201 0.11388201 0.16029581 0.16029581 0.16029581 0.0
1805504 2 0.15678777 0.15678777 0.22172402 0.2218973 0.22172402 0.0
1941736 2 0.14212386 0.14212386 0.19960375 0.19943736 0.19943736 0.0
2020466 2 0.17283301 0.17288911 0.2449879 0.24496315 0.2449879 0.0
2048661 2 0.13549057 0.13549057 0.1915097 0.19186728 0.19178309 0.0
2169253 2 0.16085072 0.16085072 0.22744022 0.22779447 0.22769849 0.0
2277457 2 0.13086613 0.13086613 0.18432377 0.18432377 0.18432377 0.0
2364524 2 0.06627201 0.06627201 0.09386503 0.093959995 0.09391858 0.0
2396646 2 0.10998652 0.11003176 0.15552318 0.15553628 0.15552318 0.0
2442721 2 0.13193531 0.13193531 0.18537414 0.18537414 0.18537414 0.0
2500040 2 0.13581194 0.135876 0.19209768 0.19210082 0.19209768 0.0
2621393 2 0.19601096 0.19601096 0.27686015 0.2769518 0.27686015 0.0
2621421 2 0.12516929 0.12516929 0.1773116 0.1773116 0.1773116 0.0
2632633 2 0.114266776 0.114266776 0.16098368 0.16088662 0.16088662 0.0
2662423 2 0.15807922 0.15807922 0.2235513 0.22383028 0.22374369 0.0
2671450 2 0.15348303 0.15348303 0.21724969 0.21738906 0.21732852 0.0
2716359 2 0.042289652 0.042289652 0.059543066 0.059543066 0.059543066 0.0
2771031 2 0.11430946 0.11430946 0.16108543 0.16108543 0.16108543 0.0
2817700 2 0.09736845 0.0974217 0.13764557 0.13760205 0.13764557 0.0
2821918 2 0.11267326 0.11267326 0.15882948 0.15882948 0.15882948 0.0
2878224 2 0.08626525 0.08626525 0.12237537 0.12237537 0.12237537 0.0
2891813 2 0.2632967 0.2632967 0.37264353 0.3728861 0.3727775 0.0
2993958 2 0.12106972 0.12106972 0.17054518 0.1704061 0.1704061 0.0
3002144 2 0.1803022 0.1803022 0.2551712 0.25547794 0.2553834 0.0
3010999 2 0.11583891 0.11589332 0.1638345 0.16379718 0.1638345 0.0
3062442 2 0.12046062 0.12046062 0.17009664 0.17019998 0.17009664 0.0
3064892 2 0.123775244 0.123775244 0.17479846 0.17494293 0.17479846 0.0
3071276 2 0.15544078 0.15544078 0.21986867 0.22022177 0.22012238 0.0
3108318 2 0.14150353 0.14150353 0.19866398 0.1984815 0.1984815 0.0
3121651 2 0.11002929 0.11002929 0.15464452 0.1545465 0.1545465 0.0
3123601 2 0.16999078 0.16999078 0.24008122 0.24008122 0.24008122 0.0
3135562 2 0.107664034 0.107664034 0.1515393 0.1515393 0.1515393 0.0
3161113 2 0.14088605 0.14088605 0.19816235 0.19816235 0.19816235 0.0
3170143 2 0.09494799 0.09494799 0.13426627 0.1344928 0.13443719 0.0
3224336 2 0.23170574 0.2317984 0.32793796 0.32782653 0.32793796 0.0
3268102 2 0.13594034 0.13594034 0.19235086 0.19255203 0.19249792 0.0
3294402 2 0.10636951 0.10636951 0.15057737 0.15057737 0.15057737 0.0
3294539 2 0.15477675 0.15477675 0.21814048 0.21814048 0.21814048 0.0
3294930 2 0.12210496 0.12215243 0.17298228 0.1729134 0.17298228 0.0
3308704 2 0.1296206 0.1296206 0.18261646 0.18247126 0.18247126 0.0
3329036 2 0.14046839 0.14046839 0.19865164 0.19895416 0.19886494 0.0
3346948 2 0.16688873 0.16688873 0.23449256 0.23449256 0.23449256 0.0
3348951 2 0.1568846 0.1568846 0.22182266 0.22182266 0.22182266 0.0
3350389 2 0.084066816 0.084066816 0.118985415 0.119063444 0.11903858 0.0
3395692 2 0.2069315 0.2069315 0.29255718 0.29255718 0.29255718 0.0
3453493 2 0.1775297 0.1775297 0.2511622 0.2515741 0.25146648 0.0
3499992 2 0.13989387 0.13989387 0.19801523 0.19820921 0.19814225 0.0
3570914 2 0.14428039 0.14428039 0.20427921 0.20444348 0.20427921 0.0
3579948 2 0.20485157 0.20485157 0.28833818 0.28833818 0.28833818 0.0
3581530 2 0.11654014 0.11654014 0.16495177 0.16506962 0.16502713 0.0
3581554 2 0.13221638 0.13221638 0.18695647 0.1872897 0.18721093 0.0
3659284 2 0.17060961 0.17060961 0.23832624 0.23814934 0.23814934 0.0
3673823 2 0.14787833 0.14787833 0.20902069 0.20892213 0.20892213 0.0
3695962 2 0.12336871 0.12342937 0.17418474 0.1741608 0.17418474 0.0
3719243 2 0.15500087 0.155075 0.21915533 0.21919616 0.21915533 0.0
3765867 2 0.14208561 0.14208561 0.20107979 0.20126098 0.20120686 0.0
3776740 2 0.20853844 0.20853844 0.29511303 0.2953277 0.29511303 0.0
3810122 2 0.16668868 0.16668868 0.23469864 0.23450233 0.23450233 0.0
3874601 2 0.17792933 0.17792933 0.25167397 0.25198582 0.25188112 0.0
3877878 2 0.1400982 0.1400982 0.19671118 0.19671118 0.19671118 0.0
3878108 2 0.13322577 0.13322577 0.1885621 0.18868951 0.18862247 0.0
3878349 2 0.08849209 0.08849209 0.12488524 0.12490693 0.12488524 0.0
545196 2 0.12141615 0.12141615 0.17111866 0.17111866 0.17111866 0.0
