pmcid relevancy abstract body title
1079947 1 0.1712311 0.12558028 0.129314
1168908 1 0.13118994 0.10474123 0.1079102
1187925 1 0.10313442 0.09759892 0.10055607
1269449 1 0.56609493 0.18885234 0.21614951
1386666 1 0.17429388 0.124328084 0.12809509
1479817 1 0.17874542 0.17002633 0.17517051
1481583 1 0.25061402 0.13775903 0.14192696
1483837 1 0.23346081 0.12015531 0.123790644
1488827 1 0.29413754 0.1336001 0.13767207
1524947 1 0.12954086 0.12580056 0.12954086
1524986 1 0.18184333 0.14211892 0.14645053
1592076 1 0.104298666 0.09893169 0.120268
1633737 1 0.08943523 0.084444284 0.08701806
1697818 1 0.17613424 0.16716263 0.19569364
1821020 1 0.10023112 0.09485547 0.09772535
1949836 1 0.18021667 0.1715866 0.19909218
2048957 1 0.16442062 0.10249274 0.10559369
2246097 2 0.24362616 0.09458774 0.11221799
2442901 1 0.12974343 0.123372346 0.12704045
2528206 1 0.19288145 0.18396744 0.21650971
2528214 1 0.24458393 0.1411673 0.14543834
2528218 1 0.15151677 0.1149654 0.11838354
2629961 2 0.19874619 0.101923935 0.10500766
2629967 2 0.22131392 0.14236383 0.14674528
2629982 2 0.19382106 0.12410108 0.12786122
2650592 1 0.16636032 0.13229932 0.13623284
2650594 1 0.13959202 0.11495382 0.11849167
2650603 2 0.23699357 0.23002407 0.23699357
2650609 1 0.1516975 0.12235263 0.1260818
2672796 1 0.11884737 0.11278894 0.11620632
2672797 1 0.22367801 0.14376268 0.17219734
2684714 2 0.19670993 0.12536035 0.12921849
2685145 2 0.21716897 0.13862802 0.1427497
2687595 1 0.30658764 0.29773536 0.30658764
2692114 2 0.20709188 0.100912616 0.124168605
2692120 2 0.17646414 0.1712448 0.17646414
2695191 2 0.47373134 0.17626365 0.1816884
2695197 2 0.22398451 0.13708736 0.14124095
2695619 2 0.16757178 0.13723996 0.14139219
2699821 2 0.18040928 0.17228797 0.21043561
2699958 2 0.13284534 0.12887892 0.13284534
2699965 1 0.25239515 0.2114521 0.21795982
2706597 1 0.42347413 0.312978 0.32228345
2706605 1 0.13393404 0.10351306 0.10659071
2706608 2 0.1493627 0.12212567 0.12582594
2706609 1 0.07571776 0.07347824 0.07571776
2707151 1 0.20522262 0.16991474 0.17506297
2707157 2 0.17374156 0.14729308 0.1517824
2707802 2 0.18567285 0.14096847 0.14530697
2707808 2 0.2960867 0.12583567 0.12964836
2707811 2 0.13822925 0.1341408 0.13822925
2739483 2 0.27172405 0.13097233 0.13494064
2799410 1 0.42960408 0.16139892 0.17849198
2802352 1 0.22899972 0.21802716 0.25521344
2846152 2 0.2937977 0.19119771 0.1970252
2848004 2 0.15893109 0.15091026 0.17659968
2865026 1 0.08492046 0.080177724 0.08256156
2876086 2 0.11408499 0.059996292 0.06181149
2939681 1 0.14827962 0.10736896 0.110561244
2941920 2 0.040754627 0.03955612 0.040754627
2962297 1 0.15612085 0.14830408 0.1786406
2962302 2 0.19377628 0.16034122 0.19271584
2988175 2 0.14372736 0.13947627 0.14372736
3004609 2 0.4686669 0.34865323 0.35921705
3016307 1 0.32051256 0.14674395 0.15121652
3047913 1 0.4261976 0.22269051 0.22954412
3062119 1 0.14030431 0.106663175 0.12799579
3072154 2 0.19877848 0.090500906 0.1141491
3107698 2 0.16993129 0.16493396 0.16993129
3109340 2 0.19489145 0.1856962 0.19141127
3141809 1 0.3566277 0.21430619 0.22090177
3165919 1 0.29038912 0.18177666 0.187317
3170646 2 0.36282337 0.16277374 0.1677349
3177593 2 0.1412244 0.13707711 0.1412244
3206765 2 0.09547849 0.09041425 0.093149744
3206766 2 0.20506434 0.1282524 0.13219956
3217852 1 0.19225073 0.108194284 0.13641672
3219759 2 0.2677023 0.22955668 0.2365533
3257951 1 0.08259426 0.08015134 0.08259426
3266210 2 0.19167322 0.18250681 0.1881237
3282915 2 0.17312339 0.16489169 0.16991739
3321723 2 0.12093332 0.11732256 0.12093332
3325000 2 0.37424454 0.10837916 0.12980394
3359241 2 0.23518163 0.14069979 0.1627609
3365251 1 0.1936731 0.18798554 0.1936731
3370314 1 0.16354878 0.098162 0.10118308
3372934 1 0.19675091 0.11990236 0.12353004
3430121 1 0.21446581 0.13612312 0.1402475
3436640 2 0.11935943 0.11591312 0.11935943
3436722 1 0.13396567 0.09306794 0.11440446
3457839 2 0.37388518 0.15495725 0.17698415
3459658 1 0.18836302 0.075104535 0.0894171
3463056 1 0.16024207 0.15545765 0.18860021
3475004 2 0.22662166 0.14992419 0.1543817
3478173 2 0.14615047 0.111014985 0.12989825
3479064 2 0.20040736 0.15654662 0.16128299
3485098 1 0.3581771 0.26751733 0.33264917
3511775 2 0.1552068 0.1506162 0.1552068
3514008 2 0.09135336 0.08643508 0.08906952
3530855 1 0.17167166 0.13997173 0.14427955
3553649 1 0.4526036 0.19391091 0.2267085
3556894 2 0.18839383 0.11641027 0.14651474
3557179 1 0.25637472 0.123621844 0.12729736
3580134 2 0.09557604 0.09056605 0.093353346
3595976 2 0.35918224 0.09604072 0.13110603
3598856 1 0.16259752 0.15790276 0.16259752
3638626 2 0.09498655 0.0899941 0.10702943
3642471 2 0.07244172 0.07031434 0.07244172
3653890 2 0.16250998 0.15781775 0.16250998
3657849 2 0.22309569 0.21299915 0.21955448
3711651 2 0.13985626 0.1327325 0.13674834
3728154 2 0.16299361 0.15480731 0.18795413
3743182 1 0.19181466 0.11368376 0.11712826
3762609 2 0.170728 0.13011155 0.1340481
3764164 1 0.22767615 0.14489223 0.14928232
3775210 2 0.41516697 0.29682988 0.3058105
3787546 2 0.13634242 0.12968624 0.13361558
3795054 2 0.15707295 0.11773445 0.13858685
3808824 1 0.13660963 0.1296231 0.13357386
3816156 2 0.1795628 0.17054433 0.17574231
3818738 1 0.3219877 0.16903974 0.2294032
3833311 1 0.1424167 0.13541327 0.13951023
3845712 2 0.13678454 0.13276199 0.15843083
3869834 2 0.29130155 0.19863345 0.23224188
3884851 2 0.24049522 0.08346769 0.08594935
3884956 2 0.28263137 0.27427188 0.28263137
517721 2 0.1920974 0.090544365 0.1135533
